#Tools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ToolInfo,Frame#,PortHandle,Face#,timespec_s,timespec_ns,TransformStatus,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,#Markers,Marker0.Status,Tx,Ty,Tz,Marker1.Status,Tx,Ty,Tz,Marker2.Status,Tx,Ty,Tz,Marker3.Status,Tx,Ty,Tz,ToolInfo,Frame#,PortHandle,Face#,timespec_s,timespec_ns,TransformStatus,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,#Markers,Marker0.Status,Tx,Ty,Tz,Marker1.Status,Tx,Ty,Tz,Marker2.Status,Tx,Ty,Tz,ToolInfo,Frame#,PortHandle,Face#,timespec_s,timespec_ns,TransformStatus,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,#Markers,Marker0.Status,Tx,Ty,Tz
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ToolInfo,Frame#,PortHandle,Face#,timespec_s,timespec_ns,TransformStatus,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,#Markers,Marker0.Status,Tx,Ty,Tz,Marker1.Status,Tx,Ty,Tz,Marker2.Status,Tx,Ty,Tz,Marker3.Status,Tx,Ty,Tz,ToolInfo,Frame#,PortHandle,Face#,timespec_s,timespec_ns,TransformStatus,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,#Markers,Marker0.Status,Tx,Ty,Tz,Marker1.Status,Tx,Ty,Tz,Marker2.Status,Tx,Ty,Tz,ToolInfo,Frame#,PortHandle,Face#,timespec_s,timespec_ns,TransformStatus,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,#Markers,Marker0.Status,Tx,Ty,Tz
,,658738126,Port:1,0,1746668568,768794085,Enabled,0.0326489,0.722387,-0.373932,0.580747,-51.2805,146.789,-1339.94,0.177328,4,OK,-178.699,43.6527,-1384.15,OK,-161.663,3.29602,-1408.79,OK,-107.106,1.31486,-1412.6,OK,-120.061,55.9252,-1380.33,,658738126,Port:2,0,1746668568,768794085,Enabled,0.942589,0.0498724,0.0454131,0.327074,-120.096,-87.2942,-1380.94,0.171664,3,OK,-119.898,-87.4181,-1380.98,OK,-163.664,-113.796,-1377.47,OK,-158.922,-37.8949,-1373.1,,658738126,Port:65535,0,1746668568,768794085,Missing,,,,,,,,,1,UnrecognizedEnumValue,-483.219,-548.963,-1786.47
,,658738129,Port:1,0,1746668568,818794085,Enabled,0.0327393,0.722354,-0.373814,0.580858,-51.2926,146.818,-1339.99,0.175043,4,OK,-178.698,43.6565,-1384.18,OK,-161.657,3.30328,-1408.79,OK,-107.103,1.31737,-1412.6,OK,-120.069,55.9285,-1380.36,,658738129,Port:2,0,1746668568,818794085,Enabled,0.942624,0.0496971,0.0450868,0.327042,-120.092,-87.2976,-1380.93,0.170671,3,OK,-119.897,-87.4234,-1380.96,OK,-163.663,-113.797,-1377.48,OK,-158.919,-37.8898,-1373.12,,658738129,Port:65535,0,1746668568,818794085,Missing,,,,,,,,,1,UnrecognizedEnumValue,-483.23,-548.967,-1786.49
,,658738132,Port:1,0,1746668568,868794085,Enabled,0.0328729,0.722189,-0.37373,0.581109,-51.2985,146.835,-1339.98,0.183496,4,OK,-178.694,43.6638,-1384.18,OK,-161.658,3.30333,-1408.77,OK,-107.101,1.32273,-1412.53,OK,-120.063,55.9235,-1380.35,,658738132,Port:2,0,1746668568,868794085,Enabled,0.942587,0.049907,0.0457083,0.327031,-120.096,-87.2977,-1380.95,0.173946,3,OK,-119.897,-87.427,-1380.98,OK,-163.662,-113.799,-1377.44,OK,-158.917,-37.8874,-1373.09,,658738132,Port:65535,0,1746668568,868794085,Missing,,,,,,,,,1,UnrecognizedEnumValue,-483.223,-548.955,-1786.47
,,658738135,Port:1,0,1746668568,918794085,Enabled,0.032671,0.722314,-0.373892,0.58086,-51.2956,146.801,-1339.94,0.193524,4,OK,-178.696,43.6578,-1384.14,OK,-161.665,3.30376,-1408.81,OK,-107.105,1.31623,-1412.56,OK,-120.08,55.9231,-1380.35,,658738135,Port:2,0,1746668568,918794085,Enabled,0.942585,0.0499593,0.0455002,0.327058,-120.101,-87.2982,-1380.95,0.177026,3,OK,-119.899,-87.4298,-1380.99,OK,-163.668,-113.799,-1377.47,OK,-158.929,-37.8907,-1373.1,,658738135,Port:65535,0,1746668568,918794085,Missing,,,,,,,,,1,UnrecognizedEnumValue,-483.173,-548.93,-1786.34
,,658738138,Port:1,0,1746668568,968794078,Enabled,0.0328891,0.722393,-0.373714,0.580865,-51.285,146.841,-1340.03,0.174216,4,OK,-178.7,43.6651,-1384.17,OK,-161.654,3.3091,-1408.76,OK,-107.107,1.31783,-1412.58,OK,-120.07,55.9297,-1380.35,,658738138,Port:2,0,1746668568,968794078,Enabled,0.942605,0.0499214,0.0452415,0.327042,-120.097,-87.2964,-1380.93,0.173294,3,OK,-119.898,-87.4224,-1380.97,OK,-163.67,-113.798,-1377.47,OK,-158.922,-37.8902,-1373.1,,658738138,Port:65535,0,1746668568,968794078,Missing,,,,,,,,,1,UnrecognizedEnumValue,-483.187,-548.93,-1786.34
,,658738141,Port:1,0,1746668569,18794085,Enabled,0.0330934,0.72243,-0.373509,0.580939,-51.2879,146.88,-1340.11,0.191152,4,OK,-178.69,43.663,-1384.16,OK,-161.66,3.30357,-1408.77,OK,-107.098,1.3159,-1412.55,OK,-120.074,55.9289,-1380.4,,658738141,Port:2,0,1746668569,18794085,Enabled,0.942605,0.0497532,0.0451088,0.327087,-120.095,-87.2953,-1380.93,0.171197,3,OK,-119.898,-87.4197,-1380.96,OK,-163.665,-113.799,-1377.48,OK,-158.926,-37.8933,-1373.12,,658738141,Port:65535,0,1746668569,18794085,Missing,,,,,,,,,1,UnrecognizedEnumValue,-483.228,-548.985,-1786.48
,,658738144,Port:1,0,1746668569,68794085,Enabled,0.032805,0.722385,-0.373796,0.580827,-51.2863,146.82,-1340.02,0.189928,4,OK,-178.697,43.6602,-1384.16,OK,-161.668,3.30736,-1408.81,OK,-107.103,1.31819,-1412.59,OK,-120.078,55.9191,-1380.39,,658738144,Port:2,0,1746668569,68794085,Enabled,0.942586,0.0497847,0.0454728,0.327086,-120.1,-87.2984,-1380.94,0.17422,3,OK,-119.9,-87.4273,-1380.98,OK,-163.666,-113.803,-1377.46,OK,-158.93,-37.8917,-1373.11,,658738144,Port:65535,0,1746668569,68794085,Missing,,,,,,,,,1,UnrecognizedEnumValue,-483.235,-548.973,-1786.5
,,658738147,Port:1,0,1746668569,118794085,Enabled,0.0328971,0.722397,-0.373695,0.580872,-51.2862,146.851,-1340.04,0.19426,4,OK,-178.694,43.6683,-1384.15,OK,-161.665,3.31406,-1408.79,OK,-107.099,1.3338,-1412.56,OK,-120.068,55.9287,-1380.39,,658738147,Port:2,0,1746668569,118794085,Enabled,0.942618,0.0496836,0.0451388,0.327055,-120.096,-87.2939,-1380.92,0.171096,3,OK,-119.901,-87.4211,-1380.96,OK,-163.665,-113.793,-1377.47,OK,-158.924,-37.8865,-1373.12,,658738147,Port:65535,0,1746668569,118794085,Missing,,,,,,,,,1,UnrecognizedEnumValue,-483.235,-548.964,-1786.5
,,658738150,Port:1,0,1746668569,168794085,Enabled,0.0329348,0.722498,-0.373629,0.580787,-51.2842,146.857,-1340.07,0.196292,4,OK,-178.687,43.654,-1384.14,OK,-161.661,3.30506,-1408.79,OK,-107.101,1.3198,-1412.57,OK,-120.071,55.9326,-1380.4,,658738150,Port:2,0,1746668569,168794085,Enabled,0.942582,0.0499621,0.0453917,0.327082,-120.098,-87.2973,-1380.96,0.173645,3,OK,-119.9,-87.4266,-1380.99,OK,-163.665,-113.804,-1377.49,OK,-158.927,-37.8902,-1373.11,,658738150,Port:65535,0,1746668569,168794085,Missing,,,,,,,,,1,UnrecognizedEnumValue,-483.202,-548.955,-1786.39
,,658738153,Port:1,0,1746668569,218794078,Enabled,0.0327553,0.722551,-0.373876,0.580572,-51.258,146.805,-1340.01,0.18295,4,OK,-178.688,43.6619,-1384.13,OK,-161.662,3.30299,-1408.79,OK,-107.108,1.31989,-1412.61,OK,-120.068,55.9229,-1380.36,,658738153,Port:2,0,1746668569,218794078,Enabled,0.942579,0.0497026,0.0456348,0.327097,-120.1,-87.2949,-1380.97,0.176005,3,OK,-119.899,-87.4253,-1381,OK,-163.663,-113.797,-1377.46,OK,-158.932,-37.8911,-1373.14,,658738153,Port:65535,0,1746668569,218794078,Missing,,,,,,,,,1,UnrecognizedEnumValue,-483.218,-548.942,-1786.44
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ToolInfo,Frame#,PortHandle,Face#,timespec_s,timespec_ns,TransformStatus,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,#Markers,Marker0.Status,Tx,Ty,Tz,Marker1.Status,Tx,Ty,Tz,Marker2.Status,Tx,Ty,Tz,Marker3.Status,Tx,Ty,Tz,ToolInfo,Frame#,PortHandle,Face#,timespec_s,timespec_ns,TransformStatus,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,#Markers,Marker0.Status,Tx,Ty,Tz,Marker1.Status,Tx,Ty,Tz,Marker2.Status,Tx,Ty,Tz,ToolInfo,Frame#,PortHandle,Face#,timespec_s,timespec_ns,TransformStatus,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,#Markers,Marker0.Status,Tx,Ty,Tz
,,658738768,Port:1,0,1746668579,468794080,Enabled,0.0374091,0.730666,-0.363342,0.576811,-59.7403,156.849,-1382.85,0.200565,4,OK,-186.349,51.0572,-1422.91,OK,-169.147,10.5961,-1447.29,OK,-114.648,9.41,-1452.09,OK,-127.845,64.2639,-1420.49,,658738768,Port:2,0,1746668579,468794080,Enabled,0.942605,0.0500132,0.0451634,0.327038,-120.101,-87.2974,-1380.93,0.171261,3,OK,-119.906,-87.4254,-1380.96,OK,-163.671,-113.802,-1377.48,OK,-158.925,-37.8867,-1373.08,,658738768,Port:65535,0,1746668579,468794080,Missing,,,,,,,,,1,UnrecognizedEnumValue,-483.216,-548.964,-1786.46
,,658738771,Port:1,0,1746668579,518794080,Enabled,0.0375284,0.730681,-0.363277,0.576825,-59.7328,156.869,-1382.92,0.204209,4,OK,-186.349,51.0618,-1422.94,OK,-169.152,10.612,-1447.31,OK,-114.651,9.4149,-1452.11,OK,-127.84,64.2743,-1420.54,,658738771,Port:2,0,1746668579,518794080,Enabled,0.942595,0.0498874,0.0455028,0.327039,-120.101,-87.2973,-1380.96,0.171695,3,OK,-119.905,-87.4259,-1380.99,OK,-163.667,-113.801,-1377.47,OK,-158.923,-37.8859,-1373.11,,658738771,Port:65535,0,1746668579,518794080,Missing,,,,,,,,,1,UnrecognizedEnumValue,-483.249,-548.985,-1786.53
,,658738774,Port:1,0,1746668579,568794080,Enabled,0.0374826,0.730639,-0.363249,0.576899,-59.7476,156.877,-1382.9,0.207829,4,OK,-186.346,51.0684,-1422.94,OK,-169.138,10.6072,-1447.32,OK,-114.644,9.41405,-1452.1,OK,-127.85,64.2781,-1420.53,,658738774,Port:2,0,1746668579,568794080,Enabled,0.942599,0.0498132,0.0452971,0.327068,-120.101,-87.2932,-1380.94,0.176831,3,OK,-119.898,-87.4231,-1380.97,OK,-163.671,-113.794,-1377.47,OK,-158.932,-37.886,-1373.11,,658738774,Port:65535,0,1746668579,568794080,Missing,,,,,,,,,1,UnrecognizedEnumValue,-483.25,-548.977,-1786.5
,,658738777,Port:1,0,1746668579,618794080,Enabled,0.0376641,0.730945,-0.363139,0.576569,-59.7114,156.898,-1383.02,0.217419,4,OK,-186.338,51.07,-1422.91,OK,-169.132,10.612,-1447.32,OK,-114.652,9.41533,-1452.14,OK,-127.844,64.2745,-1420.58,,658738777,Port:2,0,1746668579,618794080,Enabled,0.94261,0.0497563,0.0450875,0.327075,-120.1,-87.2976,-1380.95,0.172006,3,OK,-119.904,-87.4247,-1380.98,OK,-163.67,-113.801,-1377.5,OK,-158.931,-37.8906,-1373.13,,658738777,Port:65535,0,1746668579,618794080,Missing,,,,,,,,,1,UnrecognizedEnumValue,-483.187,-548.937,-1786.34
,,658738780,Port:1,0,1746668579,668794080,Enabled,0.0374269,0.730717,-0.363339,0.576746,-59.7233,156.859,-1382.88,0.201016,4,OK,-186.336,51.0707,-1422.92,OK,-169.136,10.6044,-1447.3,OK,-114.639,9.41866,-1452.12,OK,-127.837,64.2736,-1420.51,,658738780,Port:2,0,1746668579,668794080,Enabled,0.942598,0.0498901,0.0453892,0.327046,-120.1,-87.2995,-1380.95,0.173453,3,OK,-119.903,-87.4281,-1380.99,OK,-163.668,-113.798,-1377.48,OK,-158.926,-37.8942,-1373.11,,658738780,Port:65535,0,1746668579,668794080,Missing,,,,,,,,,1,UnrecognizedEnumValue,-483.241,-548.974,-1786.5
,,658738783,Port:1,0,1746668579,718794080,Enabled,0.0374646,0.730859,-0.363271,0.576606,-59.7196,156.885,-1382.93,0.198526,4,OK,-186.337,51.0747,-1422.92,OK,-169.126,10.618,-1447.3,OK,-114.645,9.42357,-1452.15,OK,-127.837,64.2951,-1420.53,,658738783,Port:2,0,1746668579,718794080,Enabled,0.942624,0.0495388,0.0451179,0.327063,-120.096,-87.2935,-1380.93,0.171449,3,OK,-119.899,-87.4182,-1380.96,OK,-163.668,-113.794,-1377.47,OK,-158.926,-37.8858,-1373.14,,658738783,Port:65535,0,1746668579,718794080,Missing,,,,,,,,,1,UnrecognizedEnumValue,-483.208,-548.944,-1786.39
,,658738786,Port:1,0,1746668579,768794080,Enabled,0.037594,0.730797,-0.363232,0.576701,-59.7055,156.883,-1382.92,0.201497,4,OK,-186.333,51.0767,-1422.9,OK,-169.132,10.6113,-1447.26,OK,-114.638,9.42334,-1452.1,OK,-127.825,64.2758,-1420.51,,658738786,Port:2,0,1746668579,768794080,Enabled,0.942611,0.0497884,0.0451199,0.327063,-120.1,-87.3015,-1380.93,0.172453,3,OK,-119.902,-87.4277,-1380.96,OK,-163.671,-113.802,-1377.48,OK,-158.929,-37.8969,-1373.11,,658738786,Port:65535,0,1746668579,768794080,Missing,,,,,,,,,1,UnrecognizedEnumValue,-483.175,-548.908,-1786.27
,,658738789,Port:1,0,1746668579,818794080,Enabled,0.0374894,0.730814,-0.363288,0.576652,-59.7154,156.879,-1382.91,0.201364,4,OK,-186.335,51.0753,-1422.9,OK,-169.13,10.621,-1447.28,OK,-114.644,9.42336,-1452.12,OK,-127.838,64.287,-1420.51,,658738789,Port:2,0,1746668579,818794080,Enabled,0.942613,0.0497598,0.0453683,0.327027,-120.102,-87.2954,-1380.94,0.174083,3,OK,-119.903,-87.4233,-1380.97,OK,-163.672,-113.792,-1377.46,OK,-158.926,-37.8877,-1373.12,,658738789,Port:65535,0,1746668579,818794080,Missing,,,,,,,,,1,UnrecognizedEnumValue,-483.212,-548.948,-1786.39
,,658738792,Port:1,0,1746668579,868794080,Enabled,0.037652,0.730827,-0.363141,0.576717,-59.7169,156.911,-1382.98,0.212753,4,OK,-186.335,51.0804,-1422.91,OK,-169.134,10.6245,-1447.3,OK,-114.639,9.42723,-1452.11,OK,-127.835,64.2912,-1420.56,,658738792,Port:2,0,1746668579,868794080,Enabled,0.9426,0.0498496,0.0453829,0.327048,-120.102,-87.3007,-1380.94,0.172496,3,OK,-119.905,-87.4266,-1380.98,OK,-163.671,-113.797,-1377.47,OK,-158.927,-37.8996,-1373.11,,658738792,Port:65535,0,1746668579,868794080,Missing,,,,,,,,,1,UnrecognizedEnumValue,-483.241,-548.981,-1786.54
,,658738795,Port:1,0,1746668579,918794080,Enabled,0.0375938,0.730745,-0.363226,0.576771,-59.7077,156.893,-1382.94,0.207537,4,OK,-186.33,51.0837,-1422.92,OK,-169.126,10.6244,-1447.29,OK,-114.635,9.43314,-1452.11,OK,-127.824,64.2811,-1420.54,,658738795,Port:2,0,1746668579,918794080,Enabled,0.942607,0.0498343,0.0453822,0.32703,-120.097,-87.2996,-1380.93,0.171589,3,OK,-119.903,-87.4281,-1380.97,OK,-163.665,-113.8,-1377.46,OK,-158.921,-37.8887,-1373.1,,658738795,Port:65535,0,1746668579,918794080,Missing,,,,,,,,,1,UnrecognizedEnumValue,-483.2,-548.953,-1786.37
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ToolInfo,Frame#,PortHandle,Face#,timespec_s,timespec_ns,TransformStatus,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,#Markers,Marker0.Status,Tx,Ty,Tz,Marker1.Status,Tx,Ty,Tz,Marker2.Status,Tx,Ty,Tz,Marker3.Status,Tx,Ty,Tz,ToolInfo,Frame#,PortHandle,Face#,timespec_s,timespec_ns,TransformStatus,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,#Markers,Marker0.Status,Tx,Ty,Tz,Marker1.Status,Tx,Ty,Tz,Marker2.Status,Tx,Ty,Tz,ToolInfo,Frame#,PortHandle,Face#,timespec_s,timespec_ns,TransformStatus,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,#Markers,Marker0.Status,Tx,Ty,Tz
,,658739281,Port:1,0,1746668588,18794084,Enabled,0.0299352,0.731876,-0.39373,0.555372,-54.2987,140.613,-1422.85,0.159421,4,OK,-185.711,42.1113,-1466.06,OK,-170.561,2.6157,-1493.16,OK,-116.326,-0.188375,-1499.59,OK,-126.652,53.0481,-1464.23,,658739281,Port:2,0,1746668588,18794084,Enabled,0.942605,0.0498675,0.0453694,0.327033,-120.104,-87.295,-1380.93,0.174678,3,OK,-119.907,-87.4269,-1380.97,OK,-163.671,-113.794,-1377.46,OK,-158.93,-37.8834,-1373.1,,658739281,Port:65535,0,1746668588,18794084,Missing,,,,,,,,,1,UnrecognizedEnumValue,-483.245,-548.979,-1786.52
,,658739284,Port:1,0,1746668588,68794084,Enabled,0.0298336,0.731647,-0.393886,0.555568,-54.2983,140.577,-1422.77,0.185288,4,OK,-185.7,42.118,-1466.03,OK,-170.567,2.61573,-1493.22,OK,-116.316,-0.193959,-1499.53,OK,-126.651,53.0471,-1464.23,,658739284,Port:2,0,1746668588,68794084,Enabled,0.942612,0.0497556,0.0451142,0.327065,-120.099,-87.2951,-1380.93,0.171903,3,OK,-119.902,-87.4207,-1380.96,OK,-163.67,-113.795,-1377.48,OK,-158.928,-37.8913,-1373.12,,658739284,Port:65535,0,1746668588,68794084,Missing,,,,,,,,,1,UnrecognizedEnumValue,-483.187,-548.926,-1786.33
,,658739287,Port:1,0,1746668588,118794084,Enabled,0.0297864,0.731463,-0.393839,0.555846,-54.3377,140.588,-1422.73,0.168903,4,OK,-185.713,42.1124,-1466.09,OK,-170.567,2.61516,-1493.2,OK,-116.31,-0.189779,-1499.52,OK,-126.654,53.0467,-1464.2,,658739287,Port:2,0,1746668588,118794084,Enabled,0.94261,0.0498707,0.0451618,0.327046,-120.103,-87.2955,-1380.93,0.172892,3,OK,-119.905,-87.4226,-1380.96,OK,-163.675,-113.798,-1377.48,OK,-158.93,-37.8868,-1373.1,,658739287,Port:65535,0,1746668588,118794084,Missing,,,,,,,,,1,UnrecognizedEnumValue,-483.224,-548.976,-1786.52
,,658739290,Port:1,0,1746668588,168794084,Enabled,0.0298384,0.731541,-0.393832,0.555746,-54.3225,140.588,-1422.77,0.179498,4,OK,-185.71,42.1176,-1466.08,OK,-170.564,2.61099,-1493.22,OK,-116.317,-0.193494,-1499.53,OK,-126.653,53.0481,-1464.23,,658739290,Port:2,0,1746668588,168794084,Enabled,0.94259,0.0502379,0.0453813,0.327019,-120.107,-87.2961,-1380.96,0.172878,3,OK,-119.91,-87.4255,-1380.99,OK,-163.675,-113.798,-1377.49,OK,-158.926,-37.888,-1373.07,,658739290,Port:65535,0,1746668588,168794084,Missing,,,,,,,,,1,UnrecognizedEnumValue,-483.247,-548.971,-1786.5
,,658739293,Port:1,0,1746668588,218794084,Enabled,0.0298724,0.731705,-0.393787,0.55556,-54.3072,140.604,-1422.79,0.171436,4,OK,-185.709,42.1167,-1466.05,OK,-170.561,2.61951,-1493.18,OK,-116.312,-0.187048,-1499.54,OK,-126.645,53.0533,-1464.22,,658739293,Port:2,0,1746668588,218794084,Enabled,0.942598,0.0498234,0.045282,0.327071,-120.102,-87.2933,-1380.94,0.172735,3,OK,-119.905,-87.4216,-1380.97,OK,-163.671,-113.8,-1377.47,OK,-158.931,-37.8831,-1373.11,,658739293,Port:65535,0,1746668588,218794084,Missing,,,,,,,,,1,UnrecognizedEnumValue,-483.258,-548.99,-1786.57
,,658739296,Port:1,0,1746668588,268794084,Enabled,0.0296751,0.731496,-0.394008,0.555689,-54.315,140.549,-1422.68,0.169982,4,OK,-185.707,42.1112,-1466.05,OK,-170.569,2.61894,-1493.2,OK,-116.316,-0.193395,-1499.52,OK,-126.651,53.0421,-1464.18,,658739296,Port:2,0,1746668588,268794084,Enabled,0.9426,0.0498513,0.0451493,0.327082,-120.101,-87.2934,-1380.93,0.173519,3,OK,-119.902,-87.4205,-1380.96,OK,-163.672,-113.799,-1377.48,OK,-158.932,-37.8878,-1373.1,,658739296,Port:65535,0,1746668588,268794084,Missing,,,,,,,,,1,UnrecognizedEnumValue,-483.263,-549.005,-1786.59
,,658739299,Port:1,0,1746668588,318794084,Enabled,0.0298892,0.731562,-0.393781,0.555752,-54.3207,140.602,-1422.79,0.167662,4,OK,-185.71,42.1183,-1466.09,OK,-170.563,2.61841,-1493.2,OK,-116.31,-0.190771,-1499.54,OK,-126.651,53.0477,-1464.23,,658739299,Port:2,0,1746668588,318794084,Enabled,0.942604,0.0499269,0.0452931,0.327038,-120.103,-87.2997,-1380.94,0.172675,3,OK,-119.904,-87.426,-1380.97,OK,-163.675,-113.804,-1377.47,OK,-158.927,-37.8897,-1373.1,,658739299,Port:65535,0,1746668588,318794084,Missing,,,,,,,,,1,UnrecognizedEnumValue,-483.26,-548.969,-1786.53
,,658739302,Port:1,0,1746668588,368794084,Enabled,0.0299043,0.731736,-0.393775,0.555526,-54.2995,140.605,-1422.8,0.168924,4,OK,-185.699,42.1131,-1466.04,OK,-170.564,2.6183,-1493.17,OK,-116.313,-0.188055,-1499.54,OK,-126.645,53.0535,-1464.21,,658739302,Port:2,0,1746668588,368794084,Enabled,0.942595,0.0499755,0.0453659,0.327045,-120.103,-87.2955,-1380.94,0.173258,3,OK,-119.906,-87.4244,-1380.98,OK,-163.672,-113.798,-1377.47,OK,-158.928,-37.8875,-1373.09,,658739302,Port:65535,0,1746668588,368794084,Missing,,,,,,,,,1,UnrecognizedEnumValue,-483.239,-548.953,-1786.47
,,658739305,Port:1,0,1746668588,418794080,Enabled,0.0298563,0.731675,-0.393841,0.555562,-54.3011,140.593,-1422.79,0.163569,4,OK,-185.706,42.1196,-1466.08,OK,-170.556,2.62502,-1493.18,OK,-116.321,-0.184317,-1499.57,OK,-126.647,53.05,-1464.21,,658739305,Port:2,0,1746668588,418794080,Enabled,0.942608,0.0497691,0.0453915,0.327037,-120.104,-87.2967,-1380.96,0.172467,3,OK,-119.907,-87.4238,-1380.99,OK,-163.672,-113.794,-1377.48,OK,-158.928,-37.8907,-1373.13,,658739305,Port:65535,0,1746668588,418794080,Missing,,,,,,,,,1,UnrecognizedEnumValue,-483.243,-548.973,-1786.51
,,658739308,Port:1,0,1746668588,468794080,Enabled,0.0299321,0.731371,-0.393816,0.555977,-54.3208,140.592,-1422.75,0.173801,4,OK,-185.703,42.1195,-1466.1,OK,-170.568,2.62145,-1493.19,OK,-116.312,-0.190176,-1499.49,OK,-126.644,53.0433,-1464.21,,658739308,Port:2,0,1746668588,468794080,Enabled,0.942602,0.0494802,0.0452605,0.327115,-120.103,-87.2965,-1380.93,0.172641,3,OK,-119.906,-87.4237,-1380.97,OK,-163.669,-113.8,-1377.46,OK,-158.939,-37.8928,-1373.15,,658739308,Port:65535,0,1746668588,468794080,Missing,,,,,,,,,1,UnrecognizedEnumValue,-483.192,-548.937,-1786.32
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ToolInfo,Frame#,PortHandle,Face#,timespec_s,timespec_ns,TransformStatus,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,#Markers,Marker0.Status,Tx,Ty,Tz,Marker1.Status,Tx,Ty,Tz,Marker2.Status,Tx,Ty,Tz,Marker3.Status,Tx,Ty,Tz,ToolInfo,Frame#,PortHandle,Face#,timespec_s,timespec_ns,TransformStatus,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,#Markers,Marker0.Status,Tx,Ty,Tz,Marker1.Status,Tx,Ty,Tz,Marker2.Status,Tx,Ty,Tz,ToolInfo,Frame#,PortHandle,Face#,timespec_s,timespec_ns,TransformStatus,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,#Markers,Marker0.Status,Tx,Ty,Tz
,,658740382,Port:1,0,1746668606,368795655,Enabled,0.0246892,0.728563,-0.395378,0.558805,-55.1787,143.974,-1470.49,0.181557,4,OK,-185.904,45.6093,-1516.03,OK,-170.401,6.33091,-1543.24,OK,-116.071,3.64687,-1548.91,OK,-126.876,56.6151,-1513.4,,658740382,Port:2,0,1746668606,368795655,Enabled,0.942587,0.0499072,0.0452525,0.327095,-120.107,-87.2907,-1380.93,0.171184,3,OK,-119.913,-87.4196,-1380.96,OK,-163.672,-113.799,-1377.47,OK,-158.937,-37.8833,-1373.09,,658740382,Port:65535,0,1746668606,368795655,Missing,,,,,,,,,1,UnrecognizedEnumValue,-483.236,-548.94,-1786.48
,,658740385,Port:1,0,1746668606,418795660,Enabled,0.0243978,0.728564,-0.395644,0.558628,-55.1689,143.919,-1470.37,0.162687,4,OK,-185.91,45.6124,-1516.01,OK,-170.397,6.33423,-1543.22,OK,-116.071,3.64462,-1548.94,OK,-126.871,56.6248,-1513.32,,658740385,Port:2,0,1746668606,418795660,Enabled,0.942597,0.0500827,0.0452923,0.327035,-120.107,-87.2981,-1380.94,0.170723,3,OK,-119.911,-87.4245,-1380.97,OK,-163.676,-113.802,-1377.48,OK,-158.928,-37.8902,-1373.08,,658740385,Port:65535,0,1746668606,418795660,Missing,,,,,,,,,1,UnrecognizedEnumValue,-483.217,-548.937,-1786.42
,,658740388,Port:1,0,1746668606,468795660,Enabled,0.0246216,0.72851,-0.395438,0.558835,-55.1857,143.96,-1470.47,0.181929,4,OK,-185.91,45.6124,-1516.04,OK,-170.405,6.32763,-1543.26,OK,-116.071,3.64116,-1548.92,OK,-126.88,56.6197,-1513.4,,658740388,Port:2,0,1746668606,468795660,Enabled,0.942609,0.0499686,0.04537,0.327007,-120.108,-87.3012,-1380.94,0.172658,3,OK,-119.911,-87.4292,-1380.97,OK,-163.678,-113.799,-1377.47,OK,-158.928,-37.8917,-1373.09,,658740388,Port:65535,0,1746668606,468795660,Missing,,,,,,,,,1,UnrecognizedEnumValue,-483.232,-548.95,-1786.46
