#Tools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ToolInfo,Frame#,PortHandle,Face#,timespec_s,timespec_ns,TransformStatus,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,#Markers,Marker0.Status,Tx,Ty,Tz,Marker1.Status,Tx,Ty,Tz,Marker2.Status,Tx,Ty,Tz,Marker3.Status,Tx,Ty,Tz,ToolInfo,Frame#,PortHandle,Face#,timespec_s,timespec_ns,TransformStatus,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,#Markers,Marker0.Status,Tx,Ty,Tz,Marker1.Status,Tx,Ty,Tz,Marker2.Status,Tx,Ty,Tz,ToolInfo,Frame#,PortHandle,Face#,timespec_s,timespec_ns,TransformStatus,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,#Markers,Marker0.Status,Tx,Ty,Tz
,,658744036,Port:1,0,1746668667,268799580,Enabled,0.559568,0.414071,-0.67167,0.253553,34.0981,-11.29,-1423.37,0.22437,4,OK,-83.0894,105.78,-1386.17,OK,-129.391,87.7331,-1392.32,OK,-130.663,35.1306,-1407.68,OK,-67.9679,49.7623,-1401.19,,658744036,Port:2,0,1746668667,268799580,Enabled,0.942625,0.049742,0.0452683,0.32701,-120.115,-87.2978,-1380.93,0.171252,3,OK,-119.919,-87.4236,-1380.96,OK,-163.686,-113.794,-1377.46,OK,-158.936,-37.888,-1373.11,,658744036,Port:65535,0,1746668667,268799580,Missing,,,,,,,,,1,UnrecognizedEnumValue,-483.275,-548.972,-1786.52
,,658744039,Port:1,0,1746668667,318799580,Enabled,0.559641,0.414305,-0.671566,0.253283,34.0948,-11.2639,-1423.49,0.226045,4,OK,-83.0801,105.781,-1386.16,OK,-129.385,87.7377,-1392.29,OK,-130.659,35.1366,-1407.69,OK,-67.9598,49.768,-1401.22,,658744039,Port:2,0,1746668667,318799580,Enabled,0.94261,0.0500919,0.0451328,0.327016,-120.117,-87.2917,-1380.93,0.172242,3,OK,-119.918,-87.4168,-1380.96,OK,-163.692,-113.792,-1377.49,OK,-158.938,-37.8849,-1373.08,,658744039,Port:65535,0,1746668667,318799580,Missing,,,,,,,,,1,UnrecognizedEnumValue,-483.248,-548.934,-1786.42
,,658744042,Port:1,0,1746668667,368799580,Enabled,0.559726,0.41457,-0.671439,0.253001,34.0854,-11.2337,-1423.62,0.217134,4,OK,-83.0808,105.78,-1386.14,OK,-129.384,87.7399,-1392.28,OK,-130.661,35.1376,-1407.68,OK,-67.9625,49.7724,-1401.26,,658744042,Port:2,0,1746668667,368799580,Enabled,0.942612,0.0495699,0.0451702,0.327087,-120.116,-87.2936,-1380.91,0.17273,3,OK,-119.918,-87.4201,-1380.94,OK,-163.686,-113.796,-1377.45,OK,-158.949,-37.888,-1373.11,,658744042,Port:65535,0,1746668667,368799580,Missing,,,,,,,,,1,UnrecognizedEnumValue,-483.236,-548.938,-1786.41
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ToolInfo,Frame#,PortHandle,Face#,timespec_s,timespec_ns,TransformStatus,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,#Markers,Marker0.Status,Tx,Ty,Tz,Marker1.Status,Tx,Ty,Tz,Marker2.Status,Tx,Ty,Tz,Marker3.Status,Tx,Ty,Tz,ToolInfo,Frame#,PortHandle,Face#,timespec_s,timespec_ns,TransformStatus,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,#Markers,Marker0.Status,Tx,Ty,Tz,Marker1.Status,Tx,Ty,Tz,Marker2.Status,Tx,Ty,Tz,ToolInfo,Frame#,PortHandle,Face#,timespec_s,timespec_ns,TransformStatus,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,#Markers,Marker0.Status,Tx,Ty,Tz
,,658745059,Port:1,0,1746668684,318799578,Enabled,0.219713,0.735195,-0.479491,0.425797,111.841,157.316,-1408.35,0.203906,4,OK,-50.5126,109.418,-1394.57,OK,-58.7762,66.4344,-1418.96,OK,-13.9042,45.0404,-1442.15,OK,5.86334,99.1375,-1412.52,,658745059,Port:2,0,1746668684,318799578,Enabled,0.942601,0.0497219,0.0453933,0.327064,-120.118,-87.2926,-1380.92,0.172994,3,OK,-119.921,-87.4212,-1380.96,OK,-163.684,-113.793,-1377.45,OK,-158.946,-37.886,-1373.1,,658745059,Port:65535,0,1746668684,318799578,Missing,,,,,,,,,1,UnrecognizedEnumValue,-483.242,-548.947,-1786.37
,,658745062,Port:1,0,1746668684,368799578,Enabled,0.219946,0.735165,-0.479303,0.42594,111.836,157.339,-1408.4,0.199525,4,OK,-50.5128,109.422,-1394.56,OK,-58.7726,66.4391,-1418.94,OK,-13.8975,45.0347,-1442.1,OK,5.8643,99.1405,-1412.53,,658745062,Port:2,0,1746668684,368799578,Enabled,0.942595,0.0499076,0.0455183,0.327035,-120.117,-87.2921,-1380.93,0.173554,3,OK,-119.92,-87.421,-1380.96,OK,-163.685,-113.791,-1377.44,OK,-158.941,-37.8848,-1373.08,,658745062,Port:65535,0,1746668684,368799578,Missing,,,,,,,,,1,UnrecognizedEnumValue,-483.293,-548.996,-1786.57
,,658745065,Port:1,0,1746668684,418799578,Enabled,0.220072,0.735357,-0.479159,0.425704,111.829,157.37,-1408.5,0.204277,4,OK,-50.5098,109.429,-1394.55,OK,-58.7706,66.4399,-1418.92,OK,-13.9006,45.0444,-1442.12,OK,5.86703,99.1438,-1412.56,,658745065,Port:2,0,1746668684,418799578,Enabled,0.942612,0.0497909,0.045096,0.327064,-120.117,-87.2928,-1380.92,0.170669,3,OK,-119.92,-87.4167,-1380.95,OK,-163.689,-113.796,-1377.47,OK,-158.945,-37.8875,-1373.11,,658745065,Port:65535,0,1746668684,418799578,Missing,,,,,,,,,1,UnrecognizedEnumValue,-483.253,-548.942,-1786.43
,,658745068,Port:1,0,1746668684,468799578,Enabled,0.220076,0.735196,-0.47921,0.425924,111.83,157.351,-1408.45,0.209415,4,OK,-50.5121,109.432,-1394.58,OK,-58.7728,66.4383,-1418.92,OK,-13.905,45.0406,-1442.11,OK,5.85353,99.1387,-1412.54,,658745068,Port:2,0,1746668684,468799578,Enabled,0.942609,0.0497832,0.0454849,0.327018,-120.122,-87.2954,-1380.94,0.173525,3,OK,-119.926,-87.4258,-1380.97,OK,-163.689,-113.793,-1377.45,OK,-158.945,-37.8827,-1373.11,,658745068,Port:65535,0,1746668684,468799578,Missing,,,,,,,,,1,UnrecognizedEnumValue,-483.245,-548.95,-1786.38
,,658745071,Port:1,0,1746668684,518799578,Enabled,0.220041,0.735424,-0.479127,0.425641,111.82,157.386,-1408.52,0.209261,4,OK,-50.5085,109.428,-1394.56,OK,-58.7713,66.4352,-1418.91,OK,-13.9014,45.0487,-1442.14,OK,5.86162,99.1488,-1412.56,,658745071,Port:2,0,1746668684,518799578,Enabled,0.942597,0.049973,0.0452975,0.32705,-120.119,-87.293,-1380.93,0.174516,3,OK,-119.918,-87.4201,-1380.96,OK,-163.691,-113.795,-1377.46,OK,-158.945,-37.8876,-1373.08,,658745071,Port:65535,0,1746668684,518799578,Missing,,,,,,,,,1,UnrecognizedEnumValue,-483.251,-548.949,-1786.43
,,658745074,Port:1,0,1746668684,568799578,Enabled,0.219513,0.735207,-0.479687,0.425659,111.856,157.293,-1408.28,0.208843,4,OK,-50.511,109.429,-1394.53,OK,-58.7742,66.4418,-1418.94,OK,-13.9009,45.0448,-1442.17,OK,5.86651,99.1357,-1412.48,,658745074,Port:2,0,1746668684,568799578,Enabled,0.942613,0.0498308,0.0451702,0.327044,-120.119,-87.2939,-1380.92,0.17242,3,OK,-119.921,-87.4197,-1380.95,OK,-163.691,-113.795,-1377.46,OK,-158.945,-37.8869,-1373.1,,658745074,Port:65535,0,1746668684,568799578,Missing,,,,,,,,,1,UnrecognizedEnumValue,-483.26,-548.934,-1786.43
,,658745077,Port:1,0,1746668684,618799578,Enabled,0.219909,0.735328,-0.479313,0.425668,111.836,157.346,-1408.43,0.210471,4,OK,-50.5042,109.429,-1394.54,OK,-58.775,66.4364,-1418.9,OK,-13.9009,45.0418,-1442.14,OK,5.86095,99.1411,-1412.52,,658745077,Port:2,0,1746668684,618799578,Enabled,0.942588,0.0499349,0.0454121,0.327067,-120.119,-87.2886,-1380.92,0.174178,3,OK,-119.921,-87.418,-1380.95,OK,-163.686,-113.79,-1377.44,OK,-158.947,-37.8842,-1373.07,,658745077,Port:65535,0,1746668684,618799578,Missing,,,,,,,,,1,UnrecognizedEnumValue,-483.213,-548.919,-1786.29
,,658745080,Port:1,0,1746668684,668799578,Enabled,0.219911,0.735319,-0.479307,0.425688,111.833,157.353,-1408.43,0.198675,4,OK,-50.5081,109.43,-1394.52,OK,-58.7726,66.446,-1418.93,OK,-13.904,45.0441,-1442.11,OK,5.85678,99.1478,-1412.54,,658745080,Port:2,0,1746668684,668799578,Enabled,0.942613,0.049617,0.0452484,0.327065,-120.119,-87.2956,-1380.91,0.171472,3,OK,-119.922,-87.4216,-1380.94,OK,-163.688,-113.796,-1377.44,OK,-158.947,-37.889,-1373.11,,658745080,Port:65535,0,1746668684,668799578,Missing,,,,,,,,,1,UnrecognizedEnumValue,-483.268,-548.947,-1786.47
,,658745083,Port:1,0,1746668684,718799578,Enabled,0.219824,0.735343,-0.479399,0.425587,111.843,157.336,-1408.42,0.201592,4,OK,-50.5083,109.427,-1394.53,OK,-58.7782,66.4492,-1418.94,OK,-13.8969,45.0441,-1442.15,OK,5.86896,99.141,-1412.54,,658745083,Port:2,0,1746668684,718799578,Enabled,0.942619,0.0497289,0.0452431,0.327031,-120.118,-87.2941,-1380.93,0.174918,3,OK,-119.918,-87.4229,-1380.96,OK,-163.69,-113.79,-1377.46,OK,-158.945,-37.8851,-1373.11,,658745083,Port:65535,0,1746668684,718799578,Missing,,,,,,,,,1,UnrecognizedEnumValue,-483.232,-548.916,-1786.37
,,658745086,Port:1,0,1746668684,768799578,Enabled,0.219913,0.735281,-0.479307,0.425752,111.836,157.348,-1408.43,0.210573,4,OK,-50.5068,109.428,-1394.57,OK,-58.7734,66.4394,-1418.91,OK,-13.8996,45.0425,-1442.14,OK,5.86518,99.1456,-1412.52,,658745086,Port:2,0,1746668684,768799578,Enabled,0.942613,0.0497314,0.0452997,0.32704,-120.119,-87.2935,-1380.93,0.173116,3,OK,-119.92,-87.4198,-1380.97,OK,-163.69,-113.79,-1377.46,OK,-158.945,-37.8879,-1373.12,,658745086,Port:65535,0,1746668684,768799578,Missing,,,,,,,,,1,UnrecognizedEnumValue,-483.242,-548.911,-1786.38
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ToolInfo,Frame#,PortHandle,Face#,timespec_s,timespec_ns,TransformStatus,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,#Markers,Marker0.Status,Tx,Ty,Tz,Marker1.Status,Tx,Ty,Tz,Marker2.Status,Tx,Ty,Tz,Marker3.Status,Tx,Ty,Tz,ToolInfo,Frame#,PortHandle,Face#,timespec_s,timespec_ns,TransformStatus,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,#Markers,Marker0.Status,Tx,Ty,Tz,Marker1.Status,Tx,Ty,Tz,Marker2.Status,Tx,Ty,Tz,ToolInfo,Frame#,PortHandle,Face#,timespec_s,timespec_ns,TransformStatus,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,#Markers,Marker0.Status,Tx,Ty,Tz
,,658745671,Port:1,0,1746668694,518799575,Enabled,0.641831,0.434834,-0.608579,0.169126,81.0502,7.30936,-1521.03,0.217035,4,OK,-15.1922,128.44,-1451.23,OK,-62.6669,113.044,-1445.71,OK,-70.9443,61.2927,-1461.65,OK,-7.99728,72.4805,-1471.32,,658745671,Port:2,0,1746668694,518799575,Enabled,0.942591,0.0499728,0.0453783,0.327057,-120.124,-87.2903,-1380.94,0.174154,3,OK,-119.924,-87.4179,-1380.97,OK,-163.693,-113.793,-1377.47,OK,-158.95,-37.8847,-1373.09,,658745671,Port:65535,0,1746668694,518799575,Missing,,,,,,,,,1,UnrecognizedEnumValue,-483.244,-548.926,-1786.39
,,658745674,Port:1,0,1746668694,568799575,Enabled,0.641591,0.434875,-0.608807,0.169115,81.0785,7.32132,-1521,0.20314,4,OK,-15.1963,128.437,-1451.19,OK,-62.6688,113.042,-1445.75,OK,-70.9423,61.2956,-1461.67,OK,-7.99503,72.4796,-1471.33,,658745674,Port:2,0,1746668694,568799575,Enabled,0.942618,0.0496039,0.045272,0.32705,-120.122,-87.2924,-1380.91,0.172212,3,OK,-119.926,-87.4197,-1380.94,OK,-163.691,-113.79,-1377.44,OK,-158.95,-37.8847,-1373.1,,658745674,Port:65535,0,1746668694,568799575,Missing,,,,,,,,,1,UnrecognizedEnumValue,-483.229,-548.914,-1786.35
,,658745677,Port:1,0,1746668694,618799575,Enabled,0.641753,0.434893,-0.608636,0.169063,81.0547,7.32026,-1521.04,0.209439,4,OK,-15.1931,128.434,-1451.21,OK,-62.6647,113.04,-1445.73,OK,-70.944,61.2977,-1461.65,OK,-7.99359,72.4842,-1471.33,,658745677,Port:2,0,1746668694,618799575,Enabled,0.942599,0.0499074,0.045511,0.327025,-120.124,-87.2959,-1380.95,0.176047,3,OK,-119.924,-87.428,-1380.98,OK,-163.692,-113.795,-1377.46,OK,-158.949,-37.8833,-1373.1,,658745677,Port:65535,0,1746668694,618799575,Missing,,,,,,,,,1,UnrecognizedEnumValue,-483.239,-548.941,-1786.41
,,658745680,Port:1,0,1746668694,668799575,Enabled,0.641473,0.434708,-0.609019,0.169225,81.0945,7.28999,-1520.91,0.21264,4,OK,-15.192,128.44,-1451.19,OK,-62.6696,113.056,-1445.74,OK,-70.9491,61.2986,-1461.69,OK,-8.00006,72.478,-1471.29,,658745680,Port:2,0,1746668694,668799575,Enabled,0.942598,0.0499207,0.0455194,0.327025,-120.128,-87.2938,-1380.94,0.171999,3,OK,-119.931,-87.4205,-1380.97,OK,-163.696,-113.794,-1377.45,OK,-158.949,-37.8866,-1373.09,,658745680,Port:65535,0,1746668694,668799575,Missing,,,,,,,,,1,UnrecognizedEnumValue,-483.237,-548.931,-1786.39
,,658745683,Port:1,0,1746668694,718799575,Enabled,0.641378,0.435134,-0.608924,0.168832,81.0773,7.36902,-1521.08,0.199895,4,OK,-15.1991,128.432,-1451.17,OK,-62.664,113.044,-1445.75,OK,-70.94,61.2955,-1461.72,OK,-7.99627,72.4816,-1471.37,,658745683,Port:2,0,1746668694,718799575,Enabled,0.942595,0.0498942,0.0452956,0.327067,-120.123,-87.2944,-1380.93,0.172562,3,OK,-119.926,-87.4227,-1380.96,OK,-163.69,-113.799,-1377.46,OK,-158.95,-37.8867,-1373.09,,658745683,Port:65535,0,1746668694,718799575,Missing,,,,,,,,,1,UnrecognizedEnumValue,-483.217,-548.943,-1786.34
,,658745686,Port:1,0,1746668694,768799575,Enabled,0.641598,0.434914,-0.608794,0.169034,81.0713,7.33231,-1521.03,0.20717,4,OK,-15.1914,128.44,-1451.2,OK,-62.6629,113.054,-1445.74,OK,-70.9416,61.304,-1461.69,OK,-7.99054,72.4891,-1471.34,,658745686,Port:2,0,1746668694,768799575,Enabled,0.942615,0.0498436,0.0452213,0.327028,-120.125,-87.2957,-1380.92,0.170539,3,OK,-119.928,-87.4202,-1380.95,OK,-163.697,-113.799,-1377.46,OK,-158.947,-37.8852,-1373.1,,658745686,Port:65535,0,1746668694,768799575,Missing,,,,,,,,,1,UnrecognizedEnumValue,-483.226,-548.934,-1786.31
,,658745689,Port:1,0,1746668694,818799575,Enabled,0.641638,0.434759,-0.608804,0.16924,81.0871,7.31318,-1520.97,0.211089,4,OK,-15.1944,128.454,-1451.22,OK,-62.6669,113.058,-1445.75,OK,-70.9418,61.3073,-1461.68,OK,-7.98884,72.4875,-1471.32,,658745689,Port:2,0,1746668694,818799575,Enabled,0.942629,0.0497627,0.0450243,0.327028,-120.117,-87.2928,-1380.9,0.17439,3,OK,-119.916,-87.4204,-1380.94,OK,-163.692,-113.79,-1377.46,OK,-158.945,-37.8832,-1373.09,,658745689,Port:65535,0,1746668694,818799575,Missing,,,,,,,,,1,UnrecognizedEnumValue,-483.26,-548.974,-1786.45
,,658745692,Port:1,0,1746668694,868799575,Enabled,0.641565,0.434959,-0.608805,0.169001,81.0731,7.34059,-1521.03,0.209465,4,OK,-15.1896,128.442,-1451.19,OK,-62.6629,113.048,-1445.72,OK,-70.9408,61.3006,-1461.68,OK,-7.99417,72.488,-1471.33,,658745692,Port:2,0,1746668694,868799575,Enabled,0.942593,0.0497327,0.0456194,0.327052,-120.122,-87.2941,-1380.93,0.172435,3,OK,-119.925,-87.4201,-1380.96,OK,-163.689,-113.794,-1377.42,OK,-158.947,-37.8897,-1373.09,,658745692,Port:65535,0,1746668694,868799575,Missing,,,,,,,,,1,UnrecognizedEnumValue,-483.259,-548.945,-1786.42
,,658745695,Port:1,0,1746668694,918799575,Enabled,0.641601,0.434974,-0.608769,0.168954,81.0636,7.34502,-1521.06,0.206837,4,OK,-15.1901,128.449,-1451.2,OK,-62.6632,113.053,-1445.72,OK,-70.9476,61.3111,-1461.69,OK,-7.98171,72.487,-1471.34,,658745695,Port:2,0,1746668694,918799575,Enabled,0.942589,0.0500804,0.0453952,0.327043,-120.125,-87.2925,-1380.95,0.173281,3,OK,-119.926,-87.4196,-1380.99,OK,-163.695,-113.796,-1377.48,OK,-158.948,-37.8867,-1373.09,,658745695,Port:65535,0,1746668694,918799575,Missing,,,,,,,,,1,UnrecognizedEnumValue,-483.225,-548.902,-1786.29
,,658745698,Port:1,0,1746668694,968799575,Enabled,0.641823,0.434717,-0.608629,0.169278,81.0719,7.2963,-1520.96,0.215659,4,OK,-15.1907,128.445,-1451.22,OK,-62.6688,113.053,-1445.71,OK,-70.9368,61.3006,-1461.64,OK,-7.98398,72.4799,-1471.3,,658745698,Port:2,0,1746668694,968799575,Enabled,0.9426,0.0498335,0.045175,0.327079,-120.124,-87.295,-1380.92,0.17665,3,OK,-119.923,-87.4256,-1380.95,OK,-163.693,-113.794,-1377.46,OK,-158.957,-37.8916,-1373.09,,658745698,Port:65535,0,1746668694,968799575,Missing,,,,,,,,,1,UnrecognizedEnumValue,-483.25,-548.966,-1786.42
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ToolInfo,Frame#,PortHandle,Face#,timespec_s,timespec_ns,TransformStatus,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,#Markers,Marker0.Status,Tx,Ty,Tz,Marker1.Status,Tx,Ty,Tz,Marker2.Status,Tx,Ty,Tz,Marker3.Status,Tx,Ty,Tz,ToolInfo,Frame#,PortHandle,Face#,timespec_s,timespec_ns,TransformStatus,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,#Markers,Marker0.Status,Tx,Ty,Tz,Marker1.Status,Tx,Ty,Tz,Marker2.Status,Tx,Ty,Tz,ToolInfo,Frame#,PortHandle,Face#,timespec_s,timespec_ns,TransformStatus,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,#Markers,Marker0.Status,Tx,Ty,Tz
,,658746115,Port:1,0,1746668701,918799580,Enabled,0.635306,0.440053,-0.603585,0.196023,79.0987,26.2407,-1555.85,0.207625,4,OK,-24.3761,144.118,-1490.99,OK,-71.2017,126.615,-1486.21,OK,-76.6341,74.1794,-1501.16,OK,-14.0586,88.1345,-1509.67,,658746115,Port:2,0,1746668701,918799580,Enabled,0.94261,0.0498909,0.0451457,0.327045,-120.126,-87.2912,-1380.93,0.171515,3,OK,-119.928,-87.4156,-1380.96,OK,-163.7,-113.796,-1377.48,OK,-158.951,-37.8831,-1373.1,,658746115,Port:65535,0,1746668701,918799580,Missing,,,,,,,,,1,UnrecognizedEnumValue,-483.248,-548.945,-1786.43
,,658746118,Port:1,0,1746668701,968799580,Enabled,0.635419,0.439918,-0.603512,0.196185,79.1251,26.2332,-1555.8,0.214019,4,OK,-24.3618,144.141,-1491,OK,-71.1709,126.631,-1486.19,OK,-76.6113,74.1897,-1501.13,OK,-14.0339,88.1394,-1509.63,,658746118,Port:2,0,1746668701,968799580,Enabled,0.942597,0.0499526,0.0454359,0.327034,-120.128,-87.2945,-1380.93,0.17389,3,OK,-119.928,-87.4215,-1380.97,OK,-163.698,-113.794,-1377.45,OK,-158.951,-37.8891,-1373.08,,658746118,Port:65535,0,1746668701,968799580,Missing,,,,,,,,,1,UnrecognizedEnumValue,-483.221,-548.919,-1786.32
,,658746121,Port:1,0,1746668702,18799580,Enabled,0.635383,0.440009,-0.603514,0.196091,79.1077,26.2477,-1555.84,0.220457,4,OK,-24.3698,144.134,-1491.02,OK,-71.191,126.628,-1486.19,OK,-76.6228,74.1904,-1501.16,OK,-14.0471,88.1443,-1509.65,,658746121,Port:2,0,1746668702,18799580,Enabled,0.942607,0.0498182,0.0453703,0.327034,-120.126,-87.2937,-1380.93,0.173277,3,OK,-119.927,-87.4212,-1380.97,OK,-163.696,-113.793,-1377.46,OK,-158.95,-37.8848,-1373.1,,658746121,Port:65535,0,1746668702,18799580,Missing,,,,,,,,,1,UnrecognizedEnumValue,-483.241,-548.933,-1786.38
,,658746124,Port:1,0,1746668702,68799580,Enabled,0.635288,0.439967,-0.603625,0.196154,79.1213,26.2414,-1555.8,0.227253,4,OK,-24.3775,144.133,-1491.02,OK,-71.188,126.618,-1486.19,OK,-76.6279,74.193,-1501.18,OK,-14.0501,88.1432,-1509.63,,658746124,Port:2,0,1746668702,68799580,Enabled,0.942608,0.049608,0.0453169,0.32707,-120.126,-87.2964,-1380.94,0.173197,3,OK,-119.928,-87.4235,-1380.97,OK,-163.695,-113.797,-1377.46,OK,-158.956,-37.8895,-1373.13,,658746124,Port:65535,0,1746668702,68799580,Missing,,,,,,,,,1,UnrecognizedEnumValue,-483.253,-548.939,-1786.39
,,658746127,Port:1,0,1746668702,118799580,Enabled,0.635402,0.440019,-0.6035,0.196048,79.1019,26.2521,-1555.86,0.193805,4,OK,-24.3683,144.141,-1490.99,OK,-71.1889,126.644,-1486.22,OK,-76.6239,74.1916,-1501.13,OK,-14.0419,88.1456,-1509.68,,658746127,Port:2,0,1746668702,118799580,Enabled,0.942595,0.04991,0.0454793,0.327041,-120.128,-87.296,-1380.95,0.171174,3,OK,-119.935,-87.4253,-1380.98,OK,-163.692,-113.796,-1377.46,OK,-158.951,-37.8886,-1373.1,,658746127,Port:65535,0,1746668702,118799580,Missing,,,,,,,,,1,UnrecognizedEnumValue,-483.272,-548.958,-1786.46
,,658746130,Port:1,0,1746668702,168799580,Enabled,0.635289,0.439936,-0.603638,0.196177,79.1293,26.2483,-1555.79,0.206228,4,OK,-24.3717,144.144,-1490.99,OK,-71.1846,126.639,-1486.21,OK,-76.6241,74.2029,-1501.15,OK,-14.0364,88.1533,-1509.64,,658746130,Port:2,0,1746668702,168799580,Enabled,0.942622,0.0496738,0.045196,0.327038,-120.128,-87.2992,-1380.93,0.170561,3,OK,-119.931,-87.4222,-1380.96,OK,-163.702,-113.8,-1377.47,OK,-158.953,-37.8912,-1373.12,,658746130,Port:65535,0,1746668702,168799580,Missing,,,,,,,,,1,UnrecognizedEnumValue,-483.217,-548.913,-1786.3
,,658746133,Port:1,0,1746668702,218799580,Enabled,0.635117,0.439884,-0.60384,0.196228,79.1469,26.2364,-1555.72,0.21011,4,OK,-24.3766,144.134,-1490.97,OK,-71.1924,126.636,-1486.22,OK,-76.6231,74.2056,-1501.16,OK,-14.0427,88.1465,-1509.62,,658746133,Port:2,0,1746668702,218799580,Enabled,0.942628,0.0499407,0.0451162,0.326991,-120.123,-87.2941,-1380.92,0.172855,3,OK,-119.924,-87.4212,-1380.95,OK,-163.699,-113.794,-1377.47,OK,-158.944,-37.8794,-1373.08,,658746133,Port:65535,0,1746668702,218799580,Missing,,,,,,,,,1,UnrecognizedEnumValue,-483.277,-548.948,-1786.5
,,658746136,Port:1,0,1746668702,268799580,Enabled,0.635332,0.43997,-0.603577,0.196151,79.1194,26.248,-1555.82,0.206728,4,OK,-24.373,144.14,-1491.01,OK,-71.1885,126.63,-1486.22,OK,-76.6304,74.1926,-1501.16,OK,-14.0401,88.1498,-1509.66,,658746136,Port:2,0,1746668702,268799580,Enabled,0.942592,0.0500156,0.0454177,0.327041,-120.128,-87.2947,-1380.93,0.173242,3,OK,-119.933,-87.426,-1380.96,OK,-163.694,-113.795,-1377.45,OK,-158.953,-37.8858,-1373.07,,658746136,Port:65535,0,1746668702,268799580,Missing,,,,,,,,,1,UnrecognizedEnumValue,-483.244,-548.928,-1786.36
,,658746139,Port:1,0,1746668702,318799580,Enabled,0.635046,0.439873,-0.603911,0.196263,79.1713,26.2385,-1555.67,0.208623,4,OK,-24.3608,144.143,-1490.94,OK,-71.1786,126.635,-1486.2,OK,-76.6093,74.1995,-1501.14,OK,-14.0373,88.147,-1509.59,,658746139,Port:2,0,1746668702,318799580,Enabled,0.942614,0.0499708,0.0449503,0.32705,-120.122,-87.2902,-1380.9,0.17131,3,OK,-119.926,-87.4176,-1380.94,OK,-163.694,-113.796,-1377.47,OK,-158.949,-37.8792,-1373.07,,658746139,Port:65535,0,1746668702,318799580,Missing,,,,,,,,,1,UnrecognizedEnumValue,-483.261,-548.947,-1786.44
,,658746142,Port:1,0,1746668702,368799580,Enabled,0.635272,0.439911,-0.603665,0.196203,79.1324,26.2358,-1555.77,0.199879,4,OK,-24.3695,144.138,-1490.97,OK,-71.1912,126.637,-1486.22,OK,-76.6195,74.1914,-1501.14,OK,-14.0398,88.1398,-1509.64,,658746142,Port:2,0,1746668702,368799580,Enabled,0.942602,0.0497998,0.045321,0.327059,-120.128,-87.2952,-1380.94,0.172009,3,OK,-119.933,-87.4227,-1380.97,OK,-163.696,-113.796,-1377.47,OK,-158.955,-37.8895,-1373.12,,658746142,Port:65535,0,1746668702,368799580,Missing,,,,,,,,,1,UnrecognizedEnumValue,-483.279,-548.948,-1786.5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ToolInfo,Frame#,PortHandle,Face#,timespec_s,timespec_ns,TransformStatus,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,#Markers,Marker0.Status,Tx,Ty,Tz,Marker1.Status,Tx,Ty,Tz,Marker2.Status,Tx,Ty,Tz,Marker3.Status,Tx,Ty,Tz,ToolInfo,Frame#,PortHandle,Face#,timespec_s,timespec_ns,TransformStatus,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,#Markers,Marker0.Status,Tx,Ty,Tz,Marker1.Status,Tx,Ty,Tz,Marker2.Status,Tx,Ty,Tz,ToolInfo,Frame#,PortHandle,Face#,timespec_s,timespec_ns,TransformStatus,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,#Markers,Marker0.Status,Tx,Ty,Tz
