ToolCount,ToolInfo,Frame#,PortHandle,Face#,timespec_s,timespec_ns,TransformStatus,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,#Markers,Marker0.Status,Tx,Ty,Tz,Marker1.Status,Tx,Ty,Tz,Marker2.Status,Tx,Ty,Tz,Marker3.Status,Tx,Ty,Tz,ToolInfo,Frame#,PortHandle,Face#,timespec_s,timespec_ns,TransformStatus,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,#Markers,Marker0.Status,Tx,Ty,Tz,Marker1.Status,Tx,Ty,Tz,Marker2.Status,Tx,Ty,Tz,Marker3.Status,Tx,Ty,Tz,ToolInfo,Frame#,PortHandle,Face#,timespec_s,timespec_ns,TransformStatus,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,#Markers,Marker0.Status,Tx,Ty,Tz,Marker1.Status,Tx,Ty,Tz,Marker2.Status,Tx,Ty,Tz,ToolInfo,Frame#,PortHandle,Face#,timespec_s,timespec_ns,TransformStatus,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,#Markers
4,,127589083,Port:1,0,1769352084,718803348,Enabled,0.62738,0.476036,-0.565687,0.244504,-24.7297,103.768,-1775.41,0.393048,4,OK,-24.608,103.678,-1775.15,OK,-68.253,79.956,-1770.5,OK,-66.7116,26.8514,-1783.35,OK,-6.88877,49.7612,-1793.46,,127589083,Port:2,0,1769352084,718803348,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,127589083,Port:3,0,1769352084,718803348,Enabled,0.921343,0.0344229,0.0201071,0.386702,-21.4678,212.158,-1626.12,0.119323,3,OK,-21.3346,212.232,-1626.12,OK,-61.5672,180.259,-1625.09,OK,-66.4375,256.312,-1621.13,,127589083,Port:65535,0,1769352084,718803348,Missing,,,,,,,,,0
4,,127589089,Port:1,0,1769352084,818803348,Enabled,0.625819,0.476201,-0.566025,0.247384,-27.1707,102.585,-1775.92,0.38808,4,OK,-27.0376,102.498,-1775.69,OK,-70.6141,78.5956,-1771.17,OK,-68.7739,25.4714,-1783.97,OK,-9.04098,48.6342,-1793.78,,127589089,Port:2,0,1769352084,818803348,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,127589089,Port:3,0,1769352084,818803348,Enabled,0.921347,0.0343417,0.0202261,0.386693,-21.4706,212.163,-1626.13,0.119308,3,OK,-21.3358,212.238,-1626.14,OK,-61.5715,180.271,-1625.09,OK,-66.4394,256.313,-1621.14,,127589089,Port:65535,0,1769352084,818803348,Missing,,,,,,,,,0
4,,127589095,Port:1,0,1769352084,918803348,Enabled,0.624251,0.475507,-0.568014,0.248121,-29.0963,102.085,-1775.69,0.395104,4,OK,-28.9698,101.997,-1775.44,OK,-72.5934,78.136,-1771.22,OK,-70.7361,25.0226,-1784.01,OK,-10.909,48.1242,-1793.52,,127589095,Port:2,0,1769352084,918803348,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,127589095,Port:3,0,1769352084,918803348,Enabled,0.921342,0.034385,0.0204233,0.386689,-21.4691,212.164,-1626.16,0.118474,3,OK,-21.3351,212.237,-1626.16,OK,-61.568,180.27,-1625.09,OK,-66.4368,256.316,-1621.15,,127589095,Port:65535,0,1769352084,918803348,Missing,,,,,,,,,0
4,,127589104,Port:1,0,1769352085,68803348,Enabled,0.620514,0.486903,-0.561635,0.249908,-28.5702,103.627,-1773.68,0.410693,4,OK,-28.4407,103.54,-1773.39,OK,-71.484,78.6338,-1769.22,OK,-68.4798,25.7329,-1782.63,OK,-9.27371,50.3175,-1792.37,,127589104,Port:2,0,1769352085,68803348,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,127589104,Port:3,0,1769352085,68803348,Enabled,0.92131,0.0346561,0.0203963,0.386743,-21.4689,212.165,-1626.14,0.115707,3,OK,-21.3376,212.236,-1626.14,OK,-61.5612,180.268,-1625.09,OK,-66.4411,256.311,-1621.1,,127589104,Port:65535,0,1769352085,68803348,Missing,,,,,,,,,0
4,,127589110,Port:1,0,1769352085,168803348,Enabled,0.614524,0.494059,-0.560994,0.252095,-25.3614,104.783,-1772.6,0.406789,4,OK,-25.2293,104.695,-1772.36,OK,-67.8834,79.1139,-1768.59,OK,-64.1054,26.4263,-1782.7,OK,-5.2672,52.007,-1791.77,,127589110,Port:2,0,1769352085,168803348,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,127589110,Port:3,0,1769352085,168803348,Enabled,0.921338,0.0342686,0.0204355,0.386709,-21.4735,212.165,-1626.15,0.117043,3,OK,-21.341,212.236,-1626.16,OK,-61.5687,180.269,-1625.09,OK,-66.4443,256.32,-1621.16,,127589110,Port:65535,0,1769352085,168803348,Missing,,,,,,,,,0
4,,127589116,Port:1,0,1769352085,268803348,Enabled,0.611247,0.51218,-0.549287,0.249665,-21.7653,103.61,-1768.68,0.377393,4,OK,-21.6245,103.522,-1768.48,OK,-63.413,76.5499,-1764.29,OK,-58.3381,24.3563,-1779.73,OK,-0.491421,51.9006,-1789.48,,127589116,Port:2,0,1769352085,268803348,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,127589116,Port:3,0,1769352085,268803348,Enabled,0.921313,0.0342337,0.0209108,0.386746,-21.4754,212.165,-1626.18,0.121755,3,OK,-21.3403,212.242,-1626.18,OK,-61.5705,180.259,-1625.07,OK,-66.4452,256.316,-1621.17,,127589116,Port:65535,0,1769352085,268803348,Missing,,,,,,,,,0
4,,127589122,Port:1,0,1769352085,368803348,Enabled,0.607486,0.514327,-0.550431,0.2519,-20.5416,105.127,-1768.87,0.365344,4,OK,-20.3955,105.039,-1768.7,OK,-62.0495,77.807,-1764.85,OK,-56.5831,25.7036,-1780.56,OK,1.16029,53.6513,-1789.73,,127589122,Port:2,0,1769352085,368803348,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,127589122,Port:3,0,1769352085,368803348,Enabled,0.921356,0.0341961,0.0202957,0.38668,-21.4691,212.161,-1626.15,0.118745,3,OK,-21.3353,212.234,-1626.15,OK,-61.5692,180.267,-1625.09,OK,-66.4372,256.317,-1621.17,,127589122,Port:65535,0,1769352085,368803348,Missing,,,,,,,,,0
4,,127589128,Port:1,0,1769352085,468803348,Enabled,0.60396,0.516113,-0.55142,0.254551,-21.7247,107.177,-1769.34,0.395453,4,OK,-21.5791,107.09,-1769.12,OK,-63.0927,79.5995,-1765.76,OK,-57.2088,27.5791,-1781.5,OK,0.421831,55.9027,-1790.25,,127589128,Port:2,0,1769352085,468803348,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,127589128,Port:3,0,1769352085,468803348,Enabled,0.921354,0.0342788,0.0201724,0.386684,-21.4706,212.158,-1626.1,0.119038,3,OK,-21.3376,212.232,-1626.11,OK,-61.5704,180.26,-1625.06,OK,-66.4393,256.317,-1621.12,,127589128,Port:65535,0,1769352085,468803348,Missing,,,,,,,,,0
4,,127589137,Port:1,0,1769352085,618803348,Enabled,0.594882,0.526197,-0.550258,0.257776,-24.2115,108.052,-1768.87,0.37854,4,OK,-24.0617,107.964,-1768.71,OK,-64.9976,79.5493,-1765.99,OK,-57.9481,27.9602,-1782.7,OK,-0.879514,57.634,-1790.46,,127589137,Port:2,0,1769352085,618803348,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,127589137,Port:3,0,1769352085,618803348,Enabled,0.921321,0.0343733,0.0211763,0.386702,-21.4726,212.165,-1626.18,0.123126,3,OK,-21.3347,212.241,-1626.19,OK,-61.5705,180.261,-1625.05,OK,-66.4379,256.321,-1621.14,,127589137,Port:65535,0,1769352085,618803348,Missing,,,,,,,,,0
4,,127589143,Port:1,0,1769352085,718803349,Enabled,0.586608,0.528689,-0.55862,0.253619,-24.2529,107.728,-1767.1,0.370253,4,OK,-24.0947,107.629,-1767,OK,-65.2515,79.4448,-1765.3,OK,-58.3256,28.1696,-1783.08,OK,-0.988607,57.6189,-1789.36,,127589143,Port:2,0,1769352085,718803349,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,127589143,Port:3,0,1769352085,718803349,Enabled,0.921321,0.0343922,0.0207168,0.386724,-21.4682,212.163,-1626.17,0.119387,3,OK,-21.3351,212.238,-1626.17,OK,-61.5635,180.261,-1625.08,OK,-66.4367,256.315,-1621.15,,127589143,Port:65535,0,1769352085,718803349,Missing,,,,,,,,,0
