ToolCount,ToolInfo,Frame#,PortHandle,Face#,timespec_s,timespec_ns,TransformStatus,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,#Markers,Marker0.Status,Tx,Ty,Tz,Marker1.Status,Tx,Ty,Tz,Marker2.Status,Tx,Ty,Tz,Marker3.Status,Tx,Ty,Tz,ToolInfo,Frame#,PortHandle,Face#,timespec_s,timespec_ns,TransformStatus,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,#Markers,Marker0.Status,Tx,Ty,Tz,Marker1.Status,Tx,Ty,Tz,Marker2.Status,Tx,Ty,Tz,Marker3.Status,Tx,Ty,Tz,ToolInfo,Frame#,PortHandle,Face#,timespec_s,timespec_ns,TransformStatus,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,#Markers,Marker0.Status,Tx,Ty,Tz,Marker1.Status,Tx,Ty,Tz,Marker2.Status,Tx,Ty,Tz,ToolInfo,Frame#,PortHandle,Face#,timespec_s,timespec_ns,TransformStatus,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,#Markers,Marker0.Status,Tx,Ty,Tz,Marker1.Status,Tx,Ty,Tz
4,,127620400,Port:1,0,1769352606,668803346,Enabled,0.570061,0.404326,-0.663055,0.26816,-0.761284,127.651,-1823.02,0.383324,4,OK,-0.750581,127.538,-1822.74,OK,-46.666,109.105,-1828.86,OK,-48.2573,55.8024,-1840.91,OK,14.5082,71.4456,-1836.2,,127620400,Port:2,0,1769352606,668803346,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,127620400,Port:3,0,1769352606,668803346,Enabled,0.917935,0.11059,-0.0147177,0.380721,-22.2382,212.605,-1636.45,0.117852,3,OK,-22.1156,212.69,-1636.43,OK,-62.7676,181.554,-1640.89,OK,-66.6282,255.929,-1624.32,,127620400,Port:65535,0,1769352606,668803346,Missing,,,,,,,,,2,OK,76.88,460.644,-1998.94,OK,-60.0978,246.626,-1632.83
4,,127620406,Port:1,0,1769352606,768803349,Enabled,0.569967,0.404418,-0.663199,0.267863,1.57693,130.2,-1824.79,0.362658,4,OK,1.58433,130.092,-1824.55,OK,-44.3249,111.663,-1830.6,OK,-45.9259,58.3843,-1842.75,OK,16.8121,73.9942,-1837.98,,127620406,Port:2,0,1769352606,768803349,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,127620406,Port:3,0,1769352606,768803349,Enabled,0.917959,0.110342,-0.0141802,0.380756,-22.2411,212.612,-1636.44,0.117569,3,OK,-22.1172,212.697,-1636.43,OK,-62.77,181.557,-1640.83,OK,-66.6289,255.935,-1624.32,,127620406,Port:65535,0,1769352606,768803349,Missing,,,,,,,,,2,OK,76.8709,460.631,-1998.92,OK,-60.1018,246.64,-1633.04
4,,127620412,Port:1,0,1769352606,868803349,Enabled,0.57102,0.403324,-0.663145,0.267403,4.51925,133.577,-1826.98,0.397092,4,OK,4.53736,133.467,-1826.7,OK,-41.4247,115.142,-1832.75,OK,-43.1875,61.8421,-1844.75,OK,19.5783,77.3332,-1840.13,,127620412,Port:2,0,1769352606,868803349,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,127620412,Port:3,0,1769352606,868803349,Enabled,0.917922,0.110674,-0.0144699,0.380737,-22.2377,212.609,-1636.46,0.119749,3,OK,-22.1122,212.694,-1636.44,OK,-62.768,181.552,-1640.88,OK,-66.6271,255.932,-1624.31,,127620412,Port:65535,0,1769352606,868803349,Missing,,,,,,,,,2,OK,76.8677,460.629,-1998.82,OK,-60.1167,246.691,-1633.16
4,,127620418,Port:1,0,1769352606,968803349,Enabled,0.573365,0.402118,-0.662387,0.266077,8.22551,137.155,-1829.4,0.396935,4,OK,8.23977,137.052,-1829.1,OK,-37.823,118.907,-1834.94,OK,-39.8259,65.5507,-1846.81,OK,23.029,80.813,-1842.52,,127620418,Port:2,0,1769352606,968803349,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,127620418,Port:3,0,1769352606,968803349,Enabled,0.917931,0.110724,-0.0150174,0.380679,-22.2423,212.604,-1636.45,0.116526,3,OK,-22.121,212.688,-1636.44,OK,-62.7727,181.563,-1640.93,OK,-66.6317,255.929,-1624.33,,127620418,Port:65535,0,1769352606,968803349,Missing,,,,,,,,,2,OK,76.8737,460.622,-1998.85,OK,-60.11,246.649,-1633.03
4,,127620424,Port:1,0,1769352607,68803348,Enabled,0.577283,0.398279,-0.661652,0.265208,12.4324,140.451,-1831.65,0.395457,4,OK,12.4478,140.336,-1831.36,OK,-33.7692,122.505,-1836.84,OK,-36.2429,69.1042,-1848.35,OK,26.7405,83.9279,-1844.44,,127620424,Port:2,0,1769352607,68803348,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,127620424,Port:3,0,1769352607,68803348,Enabled,0.917917,0.110741,-0.0138532,0.380752,-22.2406,212.615,-1636.51,0.118044,3,OK,-22.1135,212.696,-1636.5,OK,-62.7693,181.554,-1640.88,OK,-66.626,255.936,-1624.33,,127620424,Port:65535,0,1769352607,68803348,Missing,,,,,,,,,2,OK,76.8705,460.638,-1998.94,OK,-60.0812,246.626,-1633.08
4,,127620433,Port:1,0,1769352607,218803349,Enabled,0.585194,0.392229,-0.65875,0.264109,18.3931,144.064,-1835.6,0.439457,4,OK,18.3933,143.962,-1835.23,OK,-28.0741,126.597,-1840.1,OK,-31.257,73.0492,-1850.71,OK,31.9522,87.1852,-1847.86,,127620433,Port:2,0,1769352607,218803349,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,127620433,Port:3,0,1769352607,218803349,Enabled,0.917895,0.110938,-0.0147063,0.380717,-22.2387,212.609,-1636.47,0.11943,3,OK,-22.112,212.691,-1636.46,OK,-62.7689,181.556,-1640.93,OK,-66.6305,255.931,-1624.31,,127620433,Port:65535,0,1769352607,218803349,Missing,,,,,,,,,2,OK,76.8716,460.638,-1998.91,OK,-60.11,246.669,-1633.22
4,,127620439,Port:1,0,1769352607,318803348,Enabled,0.589278,0.389942,-0.657681,0.261061,22.8799,144.691,-1837.43,0.45672,4,OK,22.8684,144.588,-1837.02,OK,-23.7669,127.596,-1841.56,OK,-27.4525,74.0387,-1851.95,OK,35.9237,87.6612,-1849.68,,127620439,Port:2,0,1769352607,318803348,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,127620439,Port:3,0,1769352607,318803348,Enabled,0.917876,0.111095,-0.0142008,0.380736,-22.2391,212.613,-1636.5,0.12064,3,OK,-22.1068,212.693,-1636.49,OK,-62.7709,181.559,-1640.91,OK,-66.6286,255.925,-1624.29,,127620439,Port:65535,0,1769352607,318803348,Missing,,,,,,,,,2,OK,76.8712,460.654,-1998.96,OK,-60.1015,246.655,-1633
4,,127620445,Port:1,0,1769352607,418803349,Enabled,0.592585,0.385886,-0.658285,0.258062,28.2643,144.298,-1837.89,0.451147,4,OK,28.2741,144.18,-1837.51,OK,-18.5751,127.69,-1841.76,OK,-22.9012,74.1592,-1852.02,OK,40.5974,87.1299,-1849.98,,127620445,Port:2,0,1769352607,418803349,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,127620445,Port:3,0,1769352607,418803349,Enabled,0.917924,0.110711,-0.0142788,0.380728,-22.2393,212.617,-1636.5,0.118981,3,OK,-22.114,212.701,-1636.49,OK,-62.7697,181.56,-1640.9,OK,-66.6255,255.94,-1624.34,,127620445,Port:65535,0,1769352607,418803349,Missing,,,,,,,,,2,OK,76.8679,460.626,-1998.87,OK,-60.1027,246.646,-1633.07
4,,127620451,Port:1,0,1769352607,518803349,Enabled,0.594006,0.385302,-0.658637,0.254749,32.4107,143.031,-1837.27,0.41963,4,OK,32.4119,142.934,-1836.92,OK,-14.5328,126.692,-1840.98,OK,-19.2233,73.2292,-1851.43,OK,44.3953,85.806,-1849.55,,127620451,Port:2,0,1769352607,518803349,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,127620451,Port:3,0,1769352607,518803349,Enabled,0.917899,0.110878,-0.0148538,0.380719,-22.2333,212.611,-1636.46,0.121894,3,OK,-22.1028,212.695,-1636.45,OK,-62.7668,181.564,-1640.92,OK,-66.6274,255.928,-1624.31,,127620451,Port:65535,0,1769352607,518803349,Missing,,,,,,,,,2,OK,76.8752,460.624,-1998.81,OK,-60.1128,246.672,-1633.04
4,,127620460,Port:1,0,1769352607,668803349,Enabled,0.598982,0.38687,-0.655035,0.249963,37.9309,140.533,-1835.11,0.411692,4,OK,37.939,140.431,-1834.77,OK,-9.12791,124.37,-1838.13,OK,-14.151,70.9376,-1848.66,OK,49.5383,83.298,-1847.71,,127620460,Port:2,0,1769352607,668803349,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,127620460,Port:3,0,1769352607,668803349,Enabled,0.917864,0.111127,-0.0145215,0.380744,-22.2397,212.615,-1636.47,0.120418,3,OK,-22.116,212.703,-1636.46,OK,-62.7702,181.559,-1640.92,OK,-66.6259,255.922,-1624.28,,127620460,Port:65535,0,1769352607,668803349,Missing,,,,,,,,,2,OK,76.8794,460.631,-1998.86,OK,-60.1024,246.632,-1632.92
4,,127620466,Port:1,0,1769352607,768803346,Enabled,0.60059,0.388689,-0.65405,0.245828,42.5025,136.74,-1832.3,0.405093,4,OK,42.5132,136.644,-1831.98,OK,-4.60515,120.702,-1835.05,OK,-9.85544,67.3658,-1845.88,OK,53.8452,79.5549,-1845.3,,127620466,Port:2,0,1769352607,768803346,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,127620466,Port:3,0,1769352607,768803346,Enabled,0.917915,0.110889,-0.014185,0.380704,-22.2428,212.612,-1636.47,0.119542,3,OK,-22.1151,212.695,-1636.46,OK,-62.7758,181.558,-1640.87,OK,-66.6264,255.932,-1624.29,,127620466,Port:65535,0,1769352607,768803346,Missing,,,,,,,,,2,OK,76.8748,460.627,-1998.85,OK,-60.125,246.683,-1633.07
4,,127620472,Port:1,0,1769352607,868803346,Enabled,0.603136,0.392623,-0.65138,0.240373,46.9519,132.172,-1830.29,0.3916,4,OK,46.9729,132.068,-1829.99,OK,-0.210039,116.191,-1832.56,OK,-5.6055,62.9421,-1843.81,OK,58.0853,75.0916,-1843.91,,127620472,Port:2,0,1769352607,868803346,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,127620472,Port:3,0,1769352607,868803346,Enabled,0.917943,0.110759,-0.0147647,0.38065,-22.2363,212.606,-1636.45,0.118491,3,OK,-22.1095,212.687,-1636.44,OK,-62.7708,181.563,-1640.91,OK,-66.6232,255.936,-1624.31,,127620472,Port:65535,0,1769352607,868803346,Missing,,,,,,,,,2,OK,76.8679,460.623,-1998.82,OK,-60.1037,246.65,-1632.93
4,,127620478,Port:1,0,1769352607,968803346,Enabled,0.603601,0.395648,-0.650297,0.237152,49.7904,128.067,-1828.54,0.426446,4,OK,49.8243,127.974,-1828.2,OK,2.64475,112.052,-1830.69,OK,-2.82618,58.8834,-1842.21,OK,60.8777,71.1095,-1842.65,,127620478,Port:2,0,1769352607,968803346,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,127620478,Port:3,0,1769352607,968803346,Enabled,0.917917,0.110717,-0.0145987,0.380732,-22.2385,212.611,-1636.46,0.120926,3,OK,-22.1093,212.695,-1636.45,OK,-62.7705,181.559,-1640.9,OK,-66.631,255.932,-1624.32,,127620478,Port:65535,0,1769352607,968803346,Missing,,,,,,,,,2,OK,76.8764,460.647,-1998.95,OK,-60.1123,246.7,-1633.11
4,,127620484,Port:1,0,1769352608,68803346,Enabled,0.605728,0.39397,-0.649521,0.236649,51.5165,127.475,-1829.84,0.377001,4,OK,51.5379,127.363,-1829.57,OK,4.30991,111.61,-1831.7,OK,-1.36422,58.4244,-1843.15,OK,62.3925,70.4355,-1843.75,,127620484,Port:2,0,1769352608,68803346,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,127620484,Port:3,0,1769352608,68803346,Enabled,0.917887,0.111041,-0.0143745,0.380718,-22.239,212.613,-1636.49,0.12242,3,OK,-22.109,212.698,-1636.48,OK,-62.7735,181.558,-1640.91,OK,-66.6253,255.926,-1624.3,,127620484,Port:65535,0,1769352608,68803346,Missing,,,,,,,,,2,OK,76.8791,460.651,-1998.94,OK,-60.1015,246.644,-1632.93
4,,127620490,Port:1,0,1769352608,168803346,Enabled,0.60968,0.390843,-0.646756,0.239244,53.2831,129.147,-1833.44,0.403967,4,OK,53.306,129.053,-1833.12,OK,6.05872,113.294,-1834.93,OK,0.294623,59.9752,-1845.65,OK,64.0587,71.9318,-1846.77,,127620490,Port:2,0,1769352608,168803346,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,127620490,Port:3,0,1769352608,168803346,Enabled,0.917953,0.110522,-0.014807,0.380695,-22.2371,212.605,-1636.44,0.119613,3,OK,-22.1112,212.69,-1636.43,OK,-62.7697,181.556,-1640.89,OK,-66.6279,255.937,-1624.33,,127620490,Port:65535,0,1769352608,168803346,Missing,,,,,,,,,2,OK,76.8682,460.648,-1998.96,OK,-60.1206,246.65,-1632.94
4,,127620499,Port:1,0,1769352608,318803346,Enabled,0.616868,0.38456,-0.642434,0.242625,56.2774,132.809,-1838.76,0.396594,4,OK,56.2969,132.712,-1838.46,OK,8.98949,117.134,-1839.5,OK,2.91254,63.6247,-1849.14,OK,66.695,75.3058,-1851.04,,127620499,Port:2,0,1769352608,318803346,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,127620499,Port:3,0,1769352608,318803346,Enabled,0.917915,0.110803,-0.0139849,0.380736,-22.242,212.616,-1636.51,0.120541,3,OK,-22.1142,212.7,-1636.5,OK,-62.7742,181.555,-1640.89,OK,-66.6255,255.934,-1624.33,,127620499,Port:65535,0,1769352608,318803346,Missing,,,,,,,,,2,OK,76.8708,460.657,-1998.97,OK,-60.1139,246.657,-1633.01
4,,127620505,Port:1,0,1769352608,418803346,Enabled,0.623437,0.377529,-0.639356,0.244993,58.3466,137.04,-1843.97,0.43423,4,OK,58.3486,136.946,-1843.6,OK,10.9347,121.696,-1844.16,OK,4.43338,68.0695,-1852.66,OK,68.3169,79.2263,-1855.32,,127620505,Port:2,0,1769352608,418803346,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,127620505,Port:3,0,1769352608,418803346,Enabled,0.917905,0.110889,-0.0145643,0.380712,-22.2378,212.61,-1636.46,0.119629,3,OK,-22.1098,212.692,-1636.45,OK,-62.7692,181.558,-1640.9,OK,-66.6279,255.932,-1624.3,,127620505,Port:65535,0,1769352608,418803346,Missing,,,,,,,,,2,OK,76.8819,460.647,-1998.94,OK,-60.1045,246.665,-1633.19
4,,127620511,Port:1,0,1769352608,518803346,Enabled,0.629032,0.371745,-0.635796,0.248772,59.1943,140.962,-1850.48,0.489226,4,OK,59.1888,140.896,-1850.02,OK,11.7157,125.779,-1850.21,OK,5.0388,71.9908,-1857.54,OK,68.9832,82.8796,-1860.92,,127620511,Port:2,0,1769352608,518803346,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,127620511,Port:3,0,1769352608,518803346,Enabled,0.917966,0.11043,-0.0150679,0.38068,-22.2347,212.598,-1636.42,0.118516,3,OK,-22.1128,212.685,-1636.41,OK,-62.7674,181.555,-1640.9,OK,-66.6244,255.929,-1624.34,,127620511,Port:65535,0,1769352608,518803346,Missing,,,,,,,,,2,OK,76.8726,460.604,-1998.77,OK,-60.0979,246.648,-1633.03
4,,127620517,Port:1,0,1769352608,618803346,Enabled,0.633074,0.369182,-0.632215,0.251449,61.2372,141.339,-1854.34,0.457444,4,OK,61.2274,141.281,-1853.91,OK,13.7765,126.134,-1853.55,OK,7.09962,72.251,-1860.29,OK,71.0032,83.1391,-1864.15,,127620517,Port:2,0,1769352608,618803346,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,127620517,Port:3,0,1769352608,618803346,Enabled,0.917924,0.110748,-0.0147951,0.380698,-22.2355,212.606,-1636.44,0.121015,3,OK,-22.1108,212.694,-1636.43,OK,-62.7697,181.557,-1640.9,OK,-66.6224,255.926,-1624.31,,127620517,Port:65535,0,1769352608,618803346,Missing,,,,,,,,,2,OK,76.8727,460.631,-1998.84,OK,-60.1087,246.646,-1632.96
4,,127620523,Port:1,0,1769352608,718803350,Enabled,0.637066,0.366889,-0.630096,0.250036,65.4465,138.142,-1855.65,0.417901,4,OK,65.4527,138.082,-1855.28,OK,17.9164,123.174,-1854.37,OK,10.8939,69.3007,-1860.88,OK,74.8446,79.8639,-1865.2,,127620523,Port:2,0,1769352608,718803350,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,127620523,Port:3,0,1769352608,718803350,Enabled,0.917917,0.110843,-0.0149026,0.380683,-22.2373,212.606,-1636.47,0.121823,3,OK,-22.1086,212.69,-1636.45,OK,-62.7715,181.555,-1640.94,OK,-66.6286,255.935,-1624.32,,127620523,Port:65535,0,1769352608,718803350,Missing,,,,,,,,,2,OK,76.8823,460.644,-1998.93,OK,-60.1077,246.657,-1633.07
4,,127620532,Port:1,0,1769352608,868803350,Enabled,0.64078,0.370515,-0.627268,0.242188,72.7404,128.144,-1853.92,0.484612,4,OK,72.7496,128.076,-1853.46,OK,25.1382,113.421,-1852.13,OK,17.7321,59.6421,-1858.91,OK,81.7163,69.9086,-1864.28,,127620532,Port:2,0,1769352608,868803350,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,127620532,Port:3,0,1769352608,868803350,Enabled,0.91797,0.110398,-0.0146728,0.380693,-22.2378,212.605,-1636.45,0.119789,3,OK,-22.1065,212.685,-1636.44,OK,-62.7718,181.561,-1640.88,OK,-66.6315,255.937,-1624.35,,127620532,Port:65535,0,1769352608,868803350,Missing,,,,,,,,,2,OK,76.866,460.652,-1998.98,OK,-60.0996,246.636,-1632.88
4,,127620538,Port:1,0,1769352608,968803350,Enabled,0.642914,0.374566,-0.623995,0.238729,77.4345,120.535,-1851.35,0.425078,4,OK,77.4657,120.47,-1850.97,OK,29.908,105.687,-1849.03,OK,22.5279,51.9381,-1856.23,OK,86.3517,62.4103,-1862.12,,127620538,Port:2,0,1769352608,968803350,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,127620538,Port:3,0,1769352608,968803350,Enabled,0.917905,0.11082,-0.0145576,0.380734,-22.2395,212.617,-1636.48,0.12329,3,OK,-22.109,212.703,-1636.47,OK,-62.7736,181.562,-1640.92,OK,-66.6302,255.935,-1624.33,,127620538,Port:65535,0,1769352608,968803350,Missing,,,,,,,,,2,OK,76.8777,460.652,-1998.99,OK,-60.0838,246.612,-1632.86
4,,127620544,Port:1,0,1769352609,68803350,Enabled,0.643846,0.378665,-0.62124,0.236929,80.9011,114.104,-1849.1,0.449386,4,OK,80.9492,114.034,-1848.71,OK,33.4853,99.0011,-1846.49,OK,26.2642,45.292,-1853.91,OK,89.9438,56.1146,-1860.25,,127620544,Port:2,0,1769352609,68803350,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,127620544,Port:3,0,1769352609,68803350,Enabled,0.917939,0.110752,-0.0144863,0.380672,-22.2414,212.608,-1636.49,0.123416,3,OK,-22.1092,212.693,-1636.48,OK,-62.7801,181.558,-1640.91,OK,-66.6271,255.934,-1624.33,,127620544,Port:65535,0,1769352609,68803350,Missing,,,,,,,,,2,OK,76.8703,460.65,-1998.94,OK,-60.0875,246.615,-1632.84
4,,127620550,Port:1,0,1769352609,168803350,Enabled,0.646353,0.381595,-0.617449,0.235307,83.8197,109.721,-1848.68,0.394022,4,OK,83.8657,109.649,-1848.35,OK,36.4648,94.4691,-1845.54,OK,29.3554,40.75,-1853.1,OK,92.9565,51.7654,-1860.02,,127620550,Port:2,0,1769352609,168803350,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,127620550,Port:3,0,1769352609,168803350,Enabled,0.917923,0.110591,-0.0139515,0.380778,-22.2394,212.616,-1636.49,0.121514,3,OK,-22.1073,212.698,-1636.48,OK,-62.7703,181.554,-1640.86,OK,-66.6303,255.935,-1624.33,,127620550,Port:65535,0,1769352609,168803350,Missing,,,,,,,,,2,OK,76.8848,460.659,-1999,OK,-60.1081,246.658,-1633.01
4,,127620559,Port:1,0,1769352609,318803350,Enabled,0.651519,0.385404,-0.609772,0.234873,88.3888,103.998,-1849.63,0.427281,4,OK,88.4398,103.931,-1849.26,OK,41.204,88.3984,-1845.64,OK,34.3557,34.6127,-1852.87,OK,97.791,46.0796,-1861.06,,127620559,Port:2,0,1769352609,318803350,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,127620559,Port:3,0,1769352609,318803350,Enabled,0.917924,0.11075,-0.0146065,0.380706,-22.2376,212.601,-1636.45,0.122291,3,OK,-22.107,212.687,-1636.44,OK,-62.7731,181.552,-1640.89,OK,-66.6272,255.922,-1624.3,,127620559,Port:65535,0,1769352609,318803350,Missing,,,,,,,,,2,OK,76.8779,460.625,-1998.87,OK,-60.0879,246.624,-1632.91
4,,127620565,Port:1,0,1769352609,418803350,Enabled,0.650749,0.387617,-0.609553,0.233931,91.7184,98.9476,-1848.87,0.428888,4,OK,91.7859,98.8825,-1848.51,OK,44.583,83.2201,-1844.89,OK,37.8311,29.4603,-1852.37,OK,101.183,41.1204,-1860.56,,127620565,Port:2,0,1769352609,418803350,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,127620565,Port:3,0,1769352609,418803350,Enabled,0.917892,0.111047,-0.0143213,0.380707,-22.2425,212.62,-1636.5,0.123255,3,OK,-22.1118,212.706,-1636.49,OK,-62.7786,181.565,-1640.92,OK,-66.6268,255.935,-1624.31,,127620565,Port:65535,0,1769352609,418803350,Missing,,,,,,,,,2,OK,76.8618,460.614,-1998.77,OK,-60.1059,246.661,-1632.99
4,,127620571,Port:1,0,1769352609,518803350,Enabled,0.651406,0.39595,-0.606574,0.225747,95.7902,92.4936,-1844.17,0.424014,4,OK,95.8455,92.4351,-1843.8,OK,48.7362,76.6319,-1839.79,OK,41.9414,22.9973,-1848.17,OK,105.192,34.8828,-1857.1,,127620571,Port:2,0,1769352609,518803350,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,127620571,Port:3,0,1769352609,518803350,Enabled,0.917907,0.110916,-0.0147359,0.380694,-22.2366,212.606,-1636.45,0.120595,3,OK,-22.1094,212.691,-1636.44,OK,-62.7707,181.559,-1640.9,OK,-66.6246,255.923,-1624.29,,127620571,Port:65535,0,1769352609,518803350,Missing,,,,,,,,,2,OK,76.8721,460.619,-1998.85,OK,-60.1178,246.666,-1633.07
4,,127620577,Port:1,0,1769352609,618803350,Enabled,0.649535,0.401416,-0.605711,0.223795,97.1541,85.9411,-1839.53,0.395888,4,OK,97.2234,85.8549,-1839.24,OK,50.2344,69.7277,-1835.12,OK,43.6833,16.1976,-1844.18,OK,106.797,28.5812,-1853.03,,127620577,Port:2,0,1769352609,618803350,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,127620577,Port:3,0,1769352609,618803350,Enabled,0.917906,0.110845,-0.0150235,0.380705,-22.2365,212.611,-1636.47,0.122439,3,OK,-22.105,212.696,-1636.46,OK,-62.7713,181.568,-1640.95,OK,-66.6318,255.93,-1624.34,,127620577,Port:65535,0,1769352609,618803350,Missing,,,,,,,,,2,OK,76.8791,460.628,-1998.9,OK,-60.0937,246.654,-1633.16
4,,127620586,Port:1,0,1769352609,768803345,Enabled,0.650546,0.41042,-0.599537,0.221138,97.5358,78.8443,-1834.37,0.375464,4,OK,97.615,78.7784,-1834.09,OK,50.863,62.0228,-1829.41,OK,44.8294,8.52082,-1839,OK,107.669,21.7302,-1848.67,,127620586,Port:2,0,1769352609,768803345,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,127620586,Port:3,0,1769352609,768803345,Enabled,0.917933,0.110693,-0.0145437,0.380702,-22.2384,212.605,-1636.45,0.117458,3,OK,-22.1165,212.69,-1636.44,OK,-62.7693,181.556,-1640.88,OK,-66.6233,255.926,-1624.31,,127620586,Port:65535,0,1769352609,768803345,Missing,,,,,,,,,2,OK,76.8732,460.615,-1998.81,OK,-60.1027,246.635,-1632.96
4,,127620592,Port:1,0,1769352609,868803345,Enabled,0.649698,0.412903,-0.598343,0.222237,96.7433,75.3396,-1831.7,0.405394,4,OK,96.8212,75.2532,-1831.39,OK,50.1849,58.2345,-1826.77,OK,44.4512,4.72666,-1836.41,OK,107.172,18.3363,-1846.14,,127620592,Port:2,0,1769352609,868803345,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,127620592,Port:3,0,1769352609,868803345,Enabled,0.917923,0.110608,-0.014348,0.38076,-22.2369,212.61,-1636.47,0.121015,3,OK,-22.1086,212.695,-1636.46,OK,-62.7673,181.55,-1640.88,OK,-66.6284,255.933,-1624.33,,127620592,Port:65535,0,1769352609,868803345,Missing,,,,,,,,,2,OK,76.8824,460.629,-1998.86,OK,-60.0743,246.601,-1632.78
4,,127620598,Port:1,0,1769352609,968803345,Enabled,0.647637,0.417032,-0.597663,0.222372,94.7777,71.6978,-1827.03,0.344352,4,OK,94.8767,71.6217,-1826.85,OK,48.3555,54.2328,-1822.08,OK,42.9535,0.759679,-1832.32,OK,105.536,14.8849,-1841.74,,127620598,Port:2,0,1769352609,968803345,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,127620598,Port:3,0,1769352609,968803345,Enabled,0.917926,0.110747,-0.014742,0.380696,-22.2433,212.609,-1636.46,0.118268,3,OK,-22.1213,212.695,-1636.45,OK,-62.7743,181.559,-1640.91,OK,-66.63,255.933,-1624.32,,127620598,Port:65535,0,1769352609,968803345,Missing,,,,,,,,,2,OK,76.873,460.625,-1998.83,OK,-60.0925,246.616,-1632.88
4,,127620604,Port:1,0,1769352610,68803345,Enabled,0.643776,0.422006,-0.597789,0.223856,89.0914,69.2741,-1820.62,0.398768,4,OK,89.1942,69.1772,-1820.35,OK,42.8096,51.3401,-1816.08,OK,37.9696,-2.10727,-1826.59,OK,100.443,12.6968,-1835.8,,127620604,Port:2,0,1769352610,68803345,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,127620604,Port:3,0,1769352610,68803345,Enabled,0.917929,0.110675,-0.0146247,0.380714,-22.2387,212.61,-1636.47,0.121335,3,OK,-22.1092,212.694,-1636.46,OK,-62.7727,181.56,-1640.91,OK,-66.6294,255.931,-1624.33,,127620604,Port:65535,0,1769352610,68803345,Missing,,,,,,,,,2,OK,76.8743,460.635,-1998.87,OK,-60.0828,246.636,-1632.99
