ToolCount,ToolInfo,Frame#,PortHandle,Face#,timespec_s,timespec_ns,TransformStatus,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,#Markers,Marker0.Status,Tx,Ty,Tz,Marker1.Status,Tx,Ty,Tz,Marker2.Status,Tx,Ty,Tz,Marker3.Status,Tx,Ty,Tz,ToolInfo,Frame#,PortHandle,Face#,timespec_s,timespec_ns,TransformStatus,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,#Markers,Marker0.Status,Tx,Ty,Tz,Marker1.Status,Tx,Ty,Tz,Marker2.Status,Tx,Ty,Tz,Marker3.Status,Tx,Ty,Tz,ToolInfo,Frame#,PortHandle,Face#,timespec_s,timespec_ns,TransformStatus,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,#Markers,Marker0.Status,Tx,Ty,Tz,Marker1.Status,Tx,Ty,Tz,Marker2.Status,Tx,Ty,Tz,ToolInfo,Frame#,PortHandle,Face#,timespec_s,timespec_ns,TransformStatus,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,#Markers
4,,127579075,Port:1,0,1769351917,918803350,Enabled,0.685521,0.458288,-0.44096,0.354383,-11.4573,151.297,-1796.45,0.374552,4,OK,-11.323,151.335,-1796.14,OK,-48.2746,121.883,-1780.02,OK,-36.0877,68.5636,-1779.33,OK,16.4465,98.7865,-1802.91,,127579075,Port:2,0,1769351917,918803350,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,127579075,Port:3,0,1769351917,918803350,Enabled,0.921328,0.0344152,0.0200999,0.386739,-21.4741,212.103,-1626.16,0.115095,3,OK,-21.3419,212.172,-1626.17,OK,-61.5676,180.209,-1625.13,OK,-66.4499,256.251,-1621.17,,127579075,Port:65535,0,1769351917,918803350,Missing,,,,,,,,,0
4,,127579081,Port:1,0,1769351918,18803351,Enabled,0.687334,0.457312,-0.438916,0.35467,-11.6006,152.114,-1797.32,0.429593,4,OK,-11.454,152.171,-1796.95,OK,-48.3939,122.764,-1780.69,OK,-36.192,69.4484,-1779.65,OK,16.3436,99.5789,-1803.7,,127579081,Port:2,0,1769351918,18803351,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,127579081,Port:3,0,1769351918,18803351,Enabled,0.921367,0.033952,0.0198614,0.386699,-21.4698,212.095,-1626.1,0.115024,3,OK,-21.3404,212.165,-1626.1,OK,-61.5664,180.201,-1625.08,OK,-66.4434,256.255,-1621.17,,127579081,Port:65535,0,1769351918,18803351,Missing,,,,,,,,,0
4,,127579090,Port:1,0,1769351918,168803350,Enabled,0.688611,0.455303,-0.437713,0.35626,-11.1108,153.133,-1798.63,0.433415,4,OK,-10.9644,153.191,-1798.25,OK,-47.88,123.867,-1781.83,OK,-35.6484,70.5582,-1780.44,OK,16.8541,100.579,-1804.68,,127579090,Port:2,0,1769351918,168803350,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,127579090,Port:3,0,1769351918,168803350,Enabled,0.921329,0.0343105,0.0205445,0.386723,-21.4723,212.095,-1626.14,0.115849,3,OK,-21.3414,212.167,-1626.15,OK,-61.5657,180.2,-1625.07,OK,-66.4425,256.246,-1621.14,,127579090,Port:65535,0,1769351918,168803350,Missing,,,,,,,,,0
4,,127579096,Port:1,0,1769351918,268803351,Enabled,0.68749,0.453383,-0.438283,0.360151,-12.6533,154.224,-1799.95,0.429094,4,OK,-12.5084,154.284,-1799.58,OK,-49.4033,124.885,-1783.25,OK,-36.9717,71.6439,-1781.56,OK,15.5275,101.752,-1805.55,,127579096,Port:2,0,1769351918,268803351,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,127579096,Port:3,0,1769351918,268803351,Enabled,0.921323,0.0342337,0.0203012,0.386755,-21.4708,212.099,-1626.14,0.118248,3,OK,-21.341,212.176,-1626.14,OK,-61.5656,180.197,-1625.08,OK,-66.4423,256.246,-1621.16,,127579096,Port:65535,0,1769351918,268803351,Missing,,,,,,,,,0
4,,127579102,Port:1,0,1769351918,368803351,Enabled,0.686532,0.452735,-0.438733,0.362241,-14.1092,155.501,-1800.87,0.40743,4,OK,-13.9694,155.562,-1800.52,OK,-50.859,126.092,-1784.23,OK,-38.3114,72.8793,-1782.45,OK,14.2715,103.1,-1806.28,,127579102,Port:2,0,1769351918,368803351,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,127579102,Port:3,0,1769351918,368803351,Enabled,0.921358,0.0339791,0.0202542,0.386696,-21.475,212.097,-1626.13,0.118939,3,OK,-21.3403,212.169,-1626.14,OK,-61.5741,180.201,-1625.08,OK,-66.4472,256.255,-1621.19,,127579102,Port:65535,0,1769351918,368803351,Missing,,,,,,,,,0
4,,127579108,Port:1,0,1769351918,468803350,Enabled,0.68502,0.454494,-0.43999,0.361374,-14.7784,156.386,-1800.29,0.42875,4,OK,-14.6392,156.443,-1799.92,OK,-51.5337,126.87,-1783.89,OK,-38.9589,73.6729,-1782.34,OK,13.6083,104.017,-1805.98,,127579108,Port:2,0,1769351918,468803350,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,127579108,Port:3,0,1769351918,468803350,Enabled,0.921325,0.0343732,0.020002,0.386753,-21.469,212.098,-1626.12,0.115138,3,OK,-21.3433,212.174,-1626.13,OK,-61.562,180.197,-1625.1,OK,-66.4404,256.245,-1621.14,,127579108,Port:65535,0,1769351918,468803350,Missing,,,,,,,,,0
4,,127579114,Port:1,0,1769351918,568803351,Enabled,0.685087,0.456489,-0.438089,0.361042,-14.6167,156.918,-1799.19,0.411517,4,OK,-14.4633,156.988,-1798.85,OK,-51.2237,127.271,-1782.65,OK,-38.4716,74.0879,-1781.28,OK,13.9003,104.646,-1805.07,,127579114,Port:2,0,1769351918,568803351,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,127579114,Port:3,0,1769351918,568803351,Enabled,0.921329,0.0346193,0.0204548,0.386698,-21.4774,212.096,-1626.18,0.117073,3,OK,-21.3465,212.17,-1626.18,OK,-61.5741,180.201,-1625.12,OK,-66.4431,256.245,-1621.14,,127579114,Port:65535,0,1769351918,568803351,Missing,,,,,,,,,0
4,,127579123,Port:1,0,1769351918,718803349,Enabled,0.690883,0.46285,-0.417506,0.366251,-14.4618,156.822,-1797.45,0.383641,4,OK,-14.3083,156.902,-1797.15,OK,-49.6422,126.478,-1779.2,OK,-35.4189,73.6711,-1777.5,OK,15.2523,105.254,-1803.42,,127579123,Port:2,0,1769351918,718803349,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,127579123,Port:3,0,1769351918,718803349,Enabled,0.921339,0.0343861,0.0203249,0.386702,-21.4724,212.095,-1626.14,0.118196,3,OK,-21.34,212.169,-1626.15,OK,-61.5708,180.2,-1625.09,OK,-66.4405,256.245,-1621.14,,127579123,Port:65535,0,1769351918,718803349,Missing,,,,,,,,,0
4,,127579129,Port:1,0,1769351918,818803349,Enabled,0.692829,0.46396,-0.412018,0.367383,-15.7686,157.21,-1796.05,0.416707,4,OK,-15.6062,157.278,-1795.71,OK,-50.6256,126.745,-1777.37,OK,-36.0483,74.0469,-1775.44,OK,14.247,105.804,-1802.08,,127579129,Port:2,0,1769351918,818803349,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,127579129,Port:3,0,1769351918,818803349,Enabled,0.921332,0.0342784,0.0203172,0.386729,-21.4703,212.098,-1626.14,0.121749,3,OK,-21.3299,212.171,-1626.15,OK,-61.5703,180.203,-1625.09,OK,-66.4458,256.247,-1621.16,,127579129,Port:65535,0,1769351918,818803349,Missing,,,,,,,,,0
4,,127579135,Port:1,0,1769351918,918803349,Enabled,0.692903,0.465887,-0.405934,0.371554,-18.074,157.248,-1795.51,0.383535,4,OK,-17.9207,157.316,-1795.2,OK,-52.4277,126.44,-1776.41,OK,-37.1521,73.9487,-1774.37,OK,12.5904,106.195,-1801.43,,127579135,Port:2,0,1769351918,918803349,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,127579135,Port:3,0,1769351918,918803349,Enabled,0.921336,0.0341787,0.0202694,0.386732,-21.4716,212.097,-1626.11,0.115413,3,OK,-21.342,212.168,-1626.12,OK,-61.5647,180.199,-1625.06,OK,-66.4445,256.25,-1621.14,,127579135,Port:65535,0,1769351918,918803349,Missing,,,,,,,,,0
