ToolCount,ToolInfo,Frame#,PortHandle,Face#,timespec_s,timespec_ns,TransformStatus,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,#Markers,Marker0.Status,Tx,Ty,Tz,Marker1.Status,Tx,Ty,Tz,Marker2.Status,Tx,Ty,Tz,Marker3.Status,Tx,Ty,Tz,ToolInfo,Frame#,PortHandle,Face#,timespec_s,timespec_ns,TransformStatus,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,#Markers,Marker0.Status,Tx,Ty,Tz,Marker1.Status,Tx,Ty,Tz,Marker2.Status,Tx,Ty,Tz,Marker3.Status,Tx,Ty,Tz,ToolInfo,Frame#,PortHandle,Face#,timespec_s,timespec_ns,TransformStatus,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,#Markers,Marker0.Status,Tx,Ty,Tz,Marker1.Status,Tx,Ty,Tz,Marker2.Status,Tx,Ty,Tz,ToolInfo,Frame#,PortHandle,Face#,timespec_s,timespec_ns,TransformStatus,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,#Markers,Marker0.Status,Tx,Ty,Tz,Marker1.Status,Tx,Ty,Tz,Marker2.Status,Tx,Ty,Tz,Marker3.Status,Tx,Ty,Tz,Marker4.Status,Tx,Ty,Tz,Marker5.Status,Tx,Ty,Tz,Marker6.Status,Tx,Ty,Tz
4,,127630822,Port:1,0,1769352780,368809085,Enabled,0.52671,0.522998,-0.524612,0.416932,-16.8107,90.3717,-1499.2,0.337288,4,OK,-16.7387,90.2796,-1498.95,OK,-49.5807,52.7709,-1500.3,OK,-27.0891,3.44164,-1507.54,OK,21.9582,45.8359,-1508.33,,127630822,Port:2,0,1769352780,368809085,Missing,,,,,,,,,4,OK,25.6672,355.647,-1823.67,OK,67.8458,348.322,-1776.95,OK,74.0427,415.424,-1824.69,OK,96.347,389.396,-1780.38,,127630822,Port:3,0,1769352780,368809085,Enabled,0.920002,0.0680758,0.00237672,0.385948,-3.52002,165.204,-1420.08,0.0982299,3,OK,-3.41535,165.271,-1420.08,OK,-43.6909,133.458,-1421.73,OK,-48.3945,208.99,-1412.05,,127630822,Port:65535,0,1769352780,368809085,Missing,,,,,,,,,7,OK,5.70253,490.731,-2088.63,OK,-1.85315,534.243,-2091.41,OK,-2.45373,524.075,-2017.46,OK,96.347,389.396,-1780.38,OK,74.0427,415.424,-1824.69,OK,67.8458,348.322,-1776.95,OK,25.6672,355.647,-1823.67
4,,127630828,Port:1,0,1769352780,468809085,Enabled,0.524608,0.523163,-0.525462,0.418302,-19.8684,93.3194,-1497.16,0.349649,4,OK,-19.7996,93.2259,-1496.9,OK,-52.5292,55.6354,-1498.48,OK,-29.9034,6.37728,-1505.68,OK,19.0516,48.9007,-1506.2,,127630828,Port:2,0,1769352780,468809085,Missing,,,,,,,,,4,OK,25.6667,355.648,-1823.65,OK,67.8453,348.324,-1776.9,OK,74.0354,415.422,-1824.71,OK,96.3483,389.404,-1780.36,,127630828,Port:3,0,1769352780,468809085,Enabled,0.919985,0.0681358,0.00233421,0.385978,-3.52352,165.204,-1420.07,0.098923,3,OK,-3.41727,165.271,-1420.07,OK,-43.6928,133.455,-1421.72,OK,-48.4023,208.989,-1412.03,,127630828,Port:65535,0,1769352780,468809085,Missing,,,,,,,,,7,OK,5.69543,490.749,-2088.61,OK,-2.4485,524.03,-2017.39,OK,-1.85691,534.188,-2091.28,OK,96.3483,389.404,-1780.36,OK,74.0354,415.422,-1824.71,OK,67.8453,348.324,-1776.9,OK,25.6667,355.648,-1823.65
4,,127630834,Port:1,0,1769352780,568809085,Enabled,0.523293,0.522919,-0.525805,0.419821,-22.9192,96.1364,-1495.26,0.350739,4,OK,-22.8576,96.0517,-1494.98,OK,-55.5092,58.386,-1496.7,OK,-32.7404,9.17281,-1503.78,OK,16.141,51.7861,-1504.16,,127630834,Port:2,0,1769352780,568809085,Missing,,,,,,,,,4,OK,25.6676,355.663,-1823.73,OK,67.838,348.31,-1776.89,OK,74.0419,415.433,-1824.69,OK,96.3442,389.393,-1780.38,,127630834,Port:3,0,1769352780,568809085,Enabled,0.919993,0.0681053,0.00195567,0.385966,-3.52042,165.201,-1420.04,0.0983052,3,OK,-3.41553,165.268,-1420.04,OK,-43.6902,133.455,-1421.73,OK,-48.4009,208.988,-1412.03,,127630834,Port:65535,0,1769352780,568809085,Missing,,,,,,,,,7,OK,5.68773,490.694,-2088.4,OK,-1.84969,534.186,-2091.27,OK,-2.43517,524.026,-2017.38,OK,96.3442,389.393,-1780.38,OK,74.0419,415.433,-1824.69,OK,67.838,348.31,-1776.89,OK,25.6676,355.663,-1823.73
4,,127630840,Port:1,0,1769352780,668809085,Enabled,0.522029,0.522658,-0.525673,0.42188,-26.3054,99.1244,-1493.5,0.322543,4,OK,-26.2435,99.0355,-1493.26,OK,-58.7668,61.2657,-1494.95,OK,-35.8352,12.1258,-1501.98,OK,12.9213,54.8895,-1502.17,,127630840,Port:2,0,1769352780,668809085,Missing,,,,,,,,,4,OK,25.6689,355.655,-1823.69,OK,67.8354,348.298,-1776.83,OK,74.046,415.431,-1824.7,OK,96.3444,389.383,-1780.32,,127630840,Port:3,0,1769352780,668809085,Enabled,0.919975,0.0682719,0.0024129,0.385978,-3.5213,165.205,-1420.08,0.0989921,3,OK,-3.4132,165.269,-1420.08,OK,-43.6896,133.455,-1421.73,OK,-48.4015,208.992,-1412.02,,127630840,Port:65535,0,1769352780,668809085,Missing,,,,,,,,,7,OK,5.69681,490.736,-2088.55,OK,-1.84728,534.199,-2091.33,OK,-2.43911,524.035,-2017.4,OK,96.3444,389.383,-1780.32,OK,74.046,415.431,-1824.7,OK,67.8354,348.298,-1776.83,OK,25.6689,355.655,-1823.69
4,,127630849,Port:1,0,1769352780,818809085,Enabled,0.52056,0.523261,-0.523742,0.425335,-31.925,104.016,-1490.48,0.334266,4,OK,-31.8621,103.924,-1490.22,OK,-64.1027,65.9111,-1491.92,OK,-40.7855,16.9212,-1498.7,OK,7.66416,60.0563,-1498.93,,127630849,Port:2,0,1769352780,818809085,Missing,,,,,,,,,4,OK,25.659,355.647,-1823.68,OK,67.8364,348.307,-1776.93,OK,74.0435,415.422,-1824.69,OK,96.3385,389.384,-1780.32,,127630849,Port:3,0,1769352780,818809085,Enabled,0.920002,0.0680712,0.00214177,0.385952,-3.52095,165.203,-1420.07,0.100384,3,OK,-3.41454,165.273,-1420.06,OK,-43.6941,133.457,-1421.74,OK,-48.3975,208.989,-1412.04,,127630849,Port:65535,0,1769352780,818809085,Missing,,,,,,,,,7,OK,5.69083,490.724,-2088.5,OK,-1.8538,534.166,-2091.19,OK,-2.44186,524.015,-2017.36,OK,96.3385,389.384,-1780.32,OK,74.0435,415.422,-1824.69,OK,67.8364,348.307,-1776.93,OK,25.659,355.647,-1823.68
4,,127630855,Port:1,0,1769352780,918809085,Enabled,0.518739,0.524829,-0.522035,0.427719,-35.4593,106.1,-1487.43,0.336373,4,OK,-35.4011,106.006,-1487.17,OK,-67.3471,67.7637,-1488.91,OK,-43.6587,18.9335,-1495.63,OK,4.46948,62.4333,-1495.82,,127630855,Port:2,0,1769352780,918809085,Missing,,,,,,,,,4,OK,25.6658,355.64,-1823.61,OK,67.8358,348.306,-1776.9,OK,74.0511,415.417,-1824.7,OK,96.3331,389.403,-1780.36,,127630855,Port:3,0,1769352780,918809085,Enabled,0.919987,0.0680879,0.00225911,0.385983,-3.52232,165.205,-1420.06,0.102879,3,OK,-3.41156,165.275,-1420.06,OK,-43.696,133.456,-1421.72,OK,-48.4022,208.986,-1412.03,,127630855,Port:65535,0,1769352780,918809085,Missing,,,,,,,,,7,OK,5.69812,490.746,-2088.65,OK,-1.87711,534.199,-2091.3,OK,-2.46044,524.038,-2017.4,OK,96.3331,389.403,-1780.36,OK,74.0511,415.417,-1824.7,OK,67.8358,348.306,-1776.9,OK,25.6658,355.64,-1823.61
4,,127630861,Port:1,0,1769352781,18809085,Enabled,0.514778,0.528584,-0.521728,0.428255,-38.6093,106.428,-1481.74,0.330853,4,OK,-38.5488,106.335,-1481.5,OK,-70.1773,67.836,-1483.52,OK,-46.0817,19.2683,-1490.59,OK,1.67707,63.1459,-1490.39,,127630861,Port:2,0,1769352781,18809085,Missing,,,,,,,,,4,OK,25.6757,355.655,-1823.71,OK,67.8412,348.326,-1776.94,OK,74.0529,415.422,-1824.71,OK,96.3381,389.402,-1780.35,,127630861,Port:3,0,1769352781,18809085,Enabled,0.919992,0.0681095,0.00209094,0.385967,-3.51892,165.205,-1420.07,0.0985334,3,OK,-3.41278,165.272,-1420.06,OK,-43.6889,133.459,-1421.74,OK,-48.3991,208.991,-1412.04,,127630861,Port:65535,0,1769352781,18809085,Missing,,,,,,,,,7,OK,5.68702,490.714,-2088.45,OK,-1.85272,534.187,-2091.25,OK,-2.44416,524.03,-2017.38,OK,96.3381,389.402,-1780.35,OK,74.0529,415.422,-1824.71,OK,67.8412,348.326,-1776.94,OK,25.6757,355.655,-1823.71
4,,127630867,Port:1,0,1769352781,118809085,Enabled,0.511907,0.533952,-0.519134,0.42819,-41.2771,104.993,-1475.3,0.324273,4,OK,-41.1986,104.911,-1475.07,OK,-72.439,66.0606,-1477.18,OK,-47.8555,17.8126,-1484.69,OK,-0.578699,62.209,-1484.39,,127630867,Port:2,0,1769352781,118809085,Missing,,,,,,,,,4,OK,25.6637,355.64,-1823.65,OK,67.8381,348.295,-1776.88,OK,74.0485,415.419,-1824.69,OK,96.3492,389.401,-1780.41,,127630867,Port:3,0,1769352781,118809085,Enabled,0.920013,0.0679563,0.00193314,0.385945,-3.52074,165.2,-1420.05,0.0975044,3,OK,-3.41489,165.265,-1420.04,OK,-43.6916,133.458,-1421.73,OK,-48.4014,208.991,-1412.05,,127630867,Port:65535,0,1769352781,118809085,Missing,,,,,,,,,7,OK,5.69879,490.703,-2088.48,OK,-1.8566,534.173,-2091.24,OK,-2.43364,524.016,-2017.37,OK,96.3492,389.401,-1780.41,OK,74.0485,415.419,-1824.69,OK,67.8381,348.295,-1776.88,OK,25.6637,355.64,-1823.65
4,,127630876,Port:1,0,1769352781,268809085,Enabled,0.511484,0.537842,-0.516485,0.427028,-41.7337,102.74,-1468.41,0.32925,4,OK,-41.651,102.646,-1468.18,OK,-72.6698,63.6359,-1470.21,OK,-47.8486,15.548,-1478.04,OK,-0.848383,60.2403,-1477.92,,127630876,Port:2,0,1769352781,268809085,Missing,,,,,,,,,4,OK,25.6678,355.658,-1823.72,OK,67.8384,348.285,-1776.85,OK,74.0452,415.426,-1824.72,OK,96.3528,389.395,-1780.32,,127630876,Port:3,0,1769352781,268809085,Enabled,0.919956,0.0683435,0.00260488,0.386009,-3.52136,165.208,-1420.1,0.0986501,3,OK,-3.41398,165.274,-1420.1,OK,-43.6877,133.456,-1421.73,OK,-48.4014,208.987,-1412.02,,127630876,Port:65535,0,1769352781,268809085,Missing,,,,,,,,,7,OK,5.72187,490.747,-2088.61,OK,-1.84051,534.195,-2091.28,OK,-2.42268,524.043,-2017.45,OK,96.3528,389.395,-1780.32,OK,74.0452,415.426,-1824.72,OK,67.8384,348.285,-1776.85,OK,25.6678,355.658,-1823.72
4,,127630882,Port:1,0,1769352781,368809085,Enabled,0.512123,0.541794,-0.513133,0.425304,-41.4748,100.027,-1464.24,0.325519,4,OK,-41.3939,99.94,-1464.01,OK,-72.2151,60.7645,-1465.83,OK,-47.1988,12.8285,-1474.02,OK,-0.461053,57.7551,-1474.22,,127630882,Port:2,0,1769352781,368809085,Missing,,,,,,,,,4,OK,25.6652,355.663,-1823.68,OK,67.8354,348.281,-1776.87,OK,74.0492,415.433,-1824.77,OK,96.3306,389.374,-1780.24,,127630882,Port:3,0,1769352781,368809085,Enabled,0.919989,0.0683073,0.00220956,0.38594,-3.52004,165.201,-1420.07,0.0990661,3,OK,-3.41506,165.269,-1420.07,OK,-43.692,133.454,-1421.74,OK,-48.3944,208.986,-1412.02,,127630882,Port:65535,0,1769352781,368809085,Missing,,,,,,,,,7,OK,5.69776,490.701,-2088.51,OK,-1.84471,534.191,-2091.29,OK,-2.44518,524.023,-2017.34,OK,96.3306,389.374,-1780.24,OK,74.0492,415.433,-1824.77,OK,67.8354,348.281,-1776.87,OK,25.6652,355.663,-1823.68
4,,127630888,Port:1,0,1769352781,468809085,Enabled,0.510664,0.545034,-0.512308,0.423912,-41.2744,95.8126,-1461.01,0.320546,4,OK,-41.1853,95.72,-1460.79,OK,-71.8707,56.4314,-1462.71,OK,-46.6872,8.65049,-1471.27,OK,-0.121242,53.772,-1471.38,,127630888,Port:2,0,1769352781,468809085,Missing,,,,,,,,,4,OK,25.6689,355.631,-1823.59,OK,67.8448,348.298,-1776.88,OK,74.0487,415.421,-1824.7,OK,96.3373,389.401,-1780.33,,127630888,Port:3,0,1769352781,468809085,Enabled,0.919997,0.068019,0.00225819,0.385972,-3.52022,165.206,-1420.07,0.100344,3,OK,-3.41173,165.273,-1420.07,OK,-43.6912,133.457,-1421.73,OK,-48.4006,208.995,-1412.05,,127630888,Port:65535,0,1769352781,468809085,Missing,,,,,,,,,7,OK,5.68977,490.709,-2088.49,OK,-1.85357,534.199,-2091.34,OK,-2.44166,524.031,-2017.38,OK,96.3373,389.401,-1780.33,OK,74.0487,415.421,-1824.7,OK,67.8448,348.298,-1776.88,OK,25.6689,355.631,-1823.59
4,,127630894,Port:1,0,1769352781,568809085,Enabled,0.510095,0.549596,-0.50962,0.421941,-41.5262,90.2253,-1456.56,0.325578,4,OK,-41.4232,90.1377,-1456.35,OK,-71.8831,50.6602,-1458.21,OK,-46.5001,3.07445,-1467.22,OK,-0.225399,48.5,-1467.47,,127630894,Port:2,0,1769352781,568809085,Missing,,,,,,,,,4,OK,25.669,355.64,-1823.64,OK,67.8392,348.311,-1776.97,OK,74.0416,415.424,-1824.73,OK,96.344,389.395,-1780.43,,127630894,Port:3,0,1769352781,568809085,Enabled,0.919966,0.0683343,0.00248629,0.385988,-3.52044,165.209,-1420.09,0.100552,3,OK,-3.41068,165.276,-1420.09,OK,-43.6909,133.46,-1421.74,OK,-48.3994,208.987,-1412.02,,127630894,Port:65535,0,1769352781,568809085,Missing,,,,,,,,,7,OK,5.7003,490.722,-2088.47,OK,-1.86479,534.252,-2091.41,OK,-2.44392,524.088,-2017.49,OK,96.344,389.395,-1780.43,OK,74.0416,415.424,-1824.73,OK,67.8392,348.311,-1776.97,OK,25.669,355.64,-1823.64
4,,127630900,Port:1,0,1769352781,668809085,Enabled,0.507299,0.55305,-0.50961,0.420809,-42.4557,84.2028,-1452.91,0.308486,4,OK,-42.3434,84.1147,-1452.74,OK,-72.6173,44.5032,-1454.77,OK,-47.025,-2.88056,-1464.27,OK,-0.997626,42.7584,-1464.15,,127630900,Port:2,0,1769352781,668809085,Missing,,,,,,,,,4,OK,25.669,355.646,-1823.69,OK,67.8433,348.308,-1776.97,OK,74.0435,415.441,-1824.78,OK,96.3588,389.406,-1780.41,,127630900,Port:3,0,1769352781,668809085,Enabled,0.919968,0.0684118,0.00240833,0.38597,-3.52522,165.202,-1420.09,0.0977683,3,OK,-3.41909,165.267,-1420.09,OK,-43.6934,133.454,-1421.74,OK,-48.4028,208.984,-1412.02,,127630900,Port:65535,0,1769352781,668809085,Missing,,,,,,,,,7,OK,5.69139,490.705,-2088.47,OK,-1.85853,534.209,-2091.32,OK,-2.46007,524.051,-2017.43,OK,96.3588,389.406,-1780.41,OK,74.0435,415.441,-1824.78,OK,67.8433,348.308,-1776.97,OK,25.669,355.646,-1823.69
4,,127630906,Port:1,0,1769352781,768809088,Enabled,0.505204,0.555413,-0.510131,0.419584,-42.6829,78.7249,-1450.82,0.313963,4,OK,-42.57,78.6293,-1450.65,OK,-72.7514,38.9679,-1452.92,OK,-47.0492,-8.28367,-1462.73,OK,-1.14323,37.4462,-1462.36,,127630906,Port:2,0,1769352781,768809088,Missing,,,,,,,,,4,OK,25.6649,355.658,-1823.72,OK,67.8444,348.313,-1776.99,OK,74.0432,415.429,-1824.71,OK,96.3566,389.398,-1780.36,,127630906,Port:3,0,1769352781,768809088,Enabled,0.920008,0.0679237,0.00202406,0.385964,-3.52011,165.203,-1420.06,0.100702,3,OK,-3.41317,165.273,-1420.06,OK,-43.693,133.456,-1421.74,OK,-48.3996,208.99,-1412.06,,127630906,Port:65535,0,1769352781,768809088,Missing,,,,,,,,,7,OK,5.70921,490.695,-2088.45,OK,-2.43682,524.036,-2017.42,OK,-1.84995,534.186,-2091.26,OK,96.3566,389.398,-1780.36,OK,74.0432,415.429,-1824.71,OK,67.8444,348.313,-1776.99,OK,25.6649,355.658,-1823.72
4,,127630912,Port:1,0,1769352781,868809088,Enabled,0.50379,0.557213,-0.511704,0.416975,-40.3227,73.4836,-1449.3,0.313514,4,OK,-40.2024,73.3959,-1449.13,OK,-70.4526,33.7742,-1451.65,OK,-44.8262,-13.4303,-1461.85,OK,1.14395,32.2368,-1461.2,,127630912,Port:2,0,1769352781,868809088,Missing,,,,,,,,,4,OK,25.6669,355.637,-1823.59,OK,67.8481,348.31,-1776.95,OK,74.0468,415.428,-1824.7,OK,96.3447,389.404,-1780.39,,127630912,Port:3,0,1769352781,868809088,Enabled,0.919982,0.068075,0.00214947,0.385997,-3.51726,165.207,-1420.06,0.101854,3,OK,-3.40754,165.276,-1420.06,OK,-43.6888,133.457,-1421.73,OK,-48.3999,208.989,-1412.04,,127630912,Port:65535,0,1769352781,868809088,Missing,,,,,,,,,7,OK,5.72307,490.722,-2088.57,OK,-1.8539,534.234,-2091.46,OK,-2.46571,524.061,-2017.47,OK,96.3447,389.404,-1780.39,OK,74.0468,415.428,-1824.7,OK,67.8481,348.31,-1776.95,OK,25.6669,355.637,-1823.59
4,,127630921,Port:1,0,1769352782,18809088,Enabled,0.501613,0.560738,-0.514373,0.411555,-36.8758,65.1044,-1445.88,0.332852,4,OK,-36.7379,65.0125,-1445.7,OK,-67.1291,25.5232,-1448.67,OK,-41.693,-21.631,-1459.59,OK,4.39206,23.9173,-1458.52,,127630921,Port:2,0,1769352782,18809088,Missing,,,,,,,,,4,OK,25.6774,355.655,-1823.7,OK,67.8349,348.304,-1776.89,OK,74.0443,415.432,-1824.75,OK,96.3502,389.411,-1780.42,,127630921,Port:3,0,1769352782,18809088,Enabled,0.919993,0.0680339,0.0027076,0.385975,-3.5184,165.206,-1420.08,0.101001,3,OK,-3.40694,165.271,-1420.08,OK,-43.6893,133.455,-1421.69,OK,-48.3973,208.994,-1412.04,,127630921,Port:65535,0,1769352782,18809088,Missing,,,,,,,,,7,OK,5.70007,490.73,-2088.55,OK,-1.84094,534.211,-2091.38,OK,-2.43012,524.04,-2017.41,OK,96.3502,389.411,-1780.42,OK,74.0443,415.432,-1824.75,OK,67.8349,348.304,-1776.89,OK,25.6774,355.655,-1823.7
4,,127630927,Port:1,0,1769352782,118809088,Enabled,0.499507,0.562775,-0.515604,0.409793,-37.1425,59.2149,-1442.97,0.319097,4,OK,-36.9954,59.1217,-1442.84,OK,-67.3603,19.6215,-1445.99,OK,-41.9045,-27.411,-1457.35,OK,4.1322,18.15,-1455.88,,127630927,Port:2,0,1769352782,118809088,Missing,,,,,,,,,4,OK,25.6638,355.641,-1823.67,OK,67.8307,348.299,-1776.87,OK,74.0548,415.438,-1824.73,OK,96.3454,389.4,-1780.37,,127630927,Port:3,0,1769352782,118809088,Enabled,0.92,0.0679466,0.00235309,0.385977,-3.51902,165.203,-1420.06,0.0997704,3,OK,-3.41232,165.27,-1420.06,OK,-43.6887,133.451,-1421.7,OK,-48.3984,208.992,-1412.04,,127630927,Port:65535,0,1769352782,118809088,Missing,,,,,,,,,7,OK,5.70998,490.705,-2088.54,OK,-1.85063,534.164,-2091.24,OK,-2.43971,524.012,-2017.39,OK,96.3454,389.4,-1780.37,OK,74.0548,415.438,-1824.73,OK,67.8307,348.299,-1776.87,OK,25.6638,355.641,-1823.67
4,,127630933,Port:1,0,1769352782,218809088,Enabled,0.497094,0.564614,-0.515959,0.40975,-37.6312,53.8149,-1441.28,0.308658,4,OK,-37.4783,53.7149,-1441.18,OK,-67.7126,14.1372,-1444.5,OK,-42.0802,-32.7633,-1456.11,OK,3.80198,12.9661,-1454.32,,127630933,Port:2,0,1769352782,218809088,Missing,,,,,,,,,4,OK,25.6635,355.63,-1823.57,OK,67.8347,348.299,-1776.9,OK,74.0536,415.433,-1824.75,OK,96.3421,389.382,-1780.3,,127630933,Port:3,0,1769352782,218809088,Enabled,0.919997,0.0680363,0.0022817,0.385969,-3.52138,165.203,-1420.06,0.0975297,3,OK,-3.41606,165.268,-1420.06,OK,-43.6897,133.456,-1421.72,OK,-48.4008,208.991,-1412.04,,127630933,Port:65535,0,1769352782,218809088,Missing,,,,,,,,,7,OK,5.69459,490.715,-2088.52,OK,-1.86895,534.215,-2091.33,OK,-2.45771,524.049,-2017.39,OK,96.3421,389.382,-1780.3,OK,74.0536,415.433,-1824.75,OK,67.8347,348.299,-1776.9,OK,25.6635,355.63,-1823.57
4,,127630939,Port:1,0,1769352782,318809088,Enabled,0.497726,0.565287,-0.515924,0.408095,-35.1991,50.0149,-1441.04,0.318613,4,OK,-35.0486,49.9189,-1440.93,OK,-65.3336,10.3786,-1444.25,OK,-39.8159,-36.5216,-1455.99,OK,6.12132,9.12003,-1454.28,,127630939,Port:2,0,1769352782,318809088,Missing,,,,,,,,,4,OK,25.6705,355.65,-1823.67,OK,67.853,348.303,-1776.89,OK,74.0491,415.455,-1824.81,OK,96.3474,389.4,-1780.35,,127630939,Port:3,0,1769352782,318809088,Enabled,0.919978,0.0681832,0.0024576,0.385986,-3.52077,165.207,-1420.08,0.100283,3,OK,-3.41612,165.279,-1420.08,OK,-43.6916,133.457,-1421.72,OK,-48.3951,208.984,-1412.03,,127630939,Port:65535,0,1769352782,318809088,Missing,,,,,,,,,7,OK,5.69405,490.747,-2088.61,OK,-1.85811,534.192,-2091.33,OK,-2.45096,524.032,-2017.42,OK,96.3474,389.4,-1780.35,OK,74.0491,415.455,-1824.81,OK,67.853,348.303,-1776.89,OK,25.6705,355.65,-1823.67
4,,127630945,Port:1,0,1769352782,418809088,Enabled,0.50012,0.564141,-0.516313,0.406258,-30.7742,47.1704,-1442.24,0.329652,4,OK,-30.6177,47.067,-1442.12,OK,-61.1277,7.6862,-1445.3,OK,-35.914,-39.361,-1457.02,OK,10.278,6.04131,-1455.55,,127630945,Port:2,0,1769352782,418809088,Missing,,,,,,,,,4,OK,25.6663,355.638,-1823.63,OK,67.8465,348.297,-1776.99,OK,74.0396,415.423,-1824.72,OK,96.3411,389.397,-1780.32,,127630945,Port:3,0,1769352782,418809088,Enabled,0.920004,0.0680971,0.00167037,0.385944,-3.52091,165.2,-1420.03,0.0986737,3,OK,-3.41536,165.267,-1420.03,OK,-43.6933,133.458,-1421.75,OK,-48.4017,208.987,-1412.03,,127630945,Port:65535,0,1769352782,418809088,Missing,,,,,,,,,7,OK,5.69613,490.69,-2088.4,OK,-1.86458,534.188,-2091.31,OK,-2.45858,524.026,-2017.38,OK,96.3411,389.397,-1780.32,OK,74.0396,415.423,-1824.72,OK,67.8465,348.297,-1776.99,OK,25.6663,355.638,-1823.63
4,,127630954,Port:1,0,1769352782,568809088,Enabled,0.502302,0.562841,-0.519457,0.401333,-25.3528,41.7044,-1442.67,0.306594,4,OK,-25.201,41.6183,-1442.59,OK,-56.1828,2.59209,-1445.73,OK,-31.5407,-44.7173,-1457.81,OK,15.1776,0.143496,-1456.27,,127630954,Port:2,0,1769352782,568809088,Missing,,,,,,,,,4,OK,25.681,355.65,-1823.65,OK,67.8328,348.292,-1776.86,OK,74.0446,415.436,-1824.71,OK,96.3393,389.391,-1780.31,,127630954,Port:3,0,1769352782,568809088,Enabled,0.919988,0.0682095,0.00211959,0.385959,-3.51928,165.204,-1420.06,0.10076,3,OK,-3.41094,165.273,-1420.06,OK,-43.6925,133.459,-1421.74,OK,-48.3975,208.986,-1412.03,,127630954,Port:65535,0,1769352782,568809088,Missing,,,,,,,,,7,OK,5.69978,490.719,-2088.48,OK,-1.85362,534.223,-2091.41,OK,-2.45392,524.054,-2017.46,OK,96.3393,389.391,-1780.31,OK,74.0446,415.436,-1824.71,OK,67.8328,348.292,-1776.86,OK,25.681,355.65,-1823.65
4,,127630960,Port:1,0,1769352782,668809088,Enabled,0.505957,0.54701,-0.542026,0.388581,-19.7964,39.8527,-1443.52,0.313766,4,OK,-19.6501,39.7538,-1443.43,OK,-52.7551,2.61507,-1447.57,OK,-30.6824,-45.9001,-1459.77,OK,18.5076,-3.81821,-1456.92,,127630960,Port:2,0,1769352782,668809088,Missing,,,,,,,,,4,OK,25.6589,355.642,-1823.64,OK,67.8361,348.303,-1776.94,OK,74.0415,415.412,-1824.66,OK,96.3557,389.411,-1780.4,,127630960,Port:3,0,1769352782,668809088,Enabled,0.92001,0.0680129,0.00177646,0.385945,-3.51885,165.202,-1420.05,0.100769,3,OK,-3.40837,165.267,-1420.05,OK,-43.6927,133.459,-1421.76,OK,-48.4025,208.994,-1412.06,,127630960,Port:65535,0,1769352782,668809088,Missing,,,,,,,,,7,OK,5.6864,490.708,-2088.48,OK,-1.85224,534.216,-2091.32,OK,-2.44039,524.058,-2017.45,OK,96.3557,389.411,-1780.4,OK,74.0415,415.412,-1824.66,OK,67.8361,348.303,-1776.94,OK,25.6589,355.642,-1823.64
4,,127630966,Port:1,0,1769352782,768809088,Enabled,0.51169,0.529579,-0.564324,0.373173,-14.3442,38.1625,-1443.88,0.328991,4,OK,-14.1898,38.0426,-1443.79,OK,-49.5291,3.12152,-1448.75,OK,-30.4183,-46.5673,-1461.17,OK,21.2805,-7.69649,-1457.25,,127630966,Port:2,0,1769352782,768809088,Missing,,,,,,,,,4,OK,25.663,355.651,-1823.66,OK,67.8277,348.29,-1776.86,OK,74.0525,415.423,-1824.67,OK,96.3507,389.385,-1780.34,,127630966,Port:3,0,1769352782,768809088,Enabled,0.919985,0.0681137,0.00202168,0.385984,-3.52163,165.202,-1420.06,0.0996898,3,OK,-3.41461,165.27,-1420.05,OK,-43.6918,133.455,-1421.74,OK,-48.4037,208.986,-1412.04,,127630966,Port:65535,0,1769352782,768809088,Missing,,,,,,,,,7,OK,5.70382,490.709,-2088.49,OK,-1.84818,534.156,-2091.14,OK,-2.442,524.015,-2017.37,OK,96.3507,389.385,-1780.34,OK,74.0525,415.423,-1824.67,OK,67.8277,348.29,-1776.86,OK,25.663,355.651,-1823.66
4,,127630972,Port:1,0,1769352782,868809088,Enabled,0.515227,0.518323,-0.572744,0.371277,-13.1998,35.1829,-1445.95,0.315615,4,OK,-13.0725,35.0595,-1445.85,OK,-49.2379,1.04837,-1450.97,OK,-31.3074,-49.2087,-1462.84,OK,21.3833,-11.6986,-1458.62,,127630972,Port:2,0,1769352782,868809088,Missing,,,,,,,,,4,OK,25.6694,355.632,-1823.61,OK,67.8405,348.315,-1776.93,OK,74.0564,415.414,-1824.67,OK,96.3463,389.402,-1780.37,,127630972,Port:3,0,1769352782,868809088,Enabled,0.919966,0.0681688,0.00232518,0.386017,-3.51988,165.211,-1420.08,0.101756,3,OK,-3.40985,165.279,-1420.07,OK,-43.689,133.457,-1421.73,OK,-48.4036,208.993,-1412.03,,127630972,Port:65535,0,1769352782,868809088,Missing,,,,,,,,,7,OK,5.70173,490.692,-2088.43,OK,-1.86019,534.193,-2091.29,OK,-2.44794,524.025,-2017.34,OK,96.3463,389.402,-1780.37,OK,74.0564,415.414,-1824.67,OK,67.8405,348.315,-1776.93,OK,25.6694,355.632,-1823.61
