#Tools
,ToolInfo,Frame#,PortHandle,Face#,timespec_s,timespec_ns,TransformStatus,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,#Markers,Marker0.Status,Tx,Ty,Tz,Marker1.Status,Tx,Ty,Tz,Marker2.Status,Tx,Ty,Tz,Marker3.Status,Tx,Ty,Tz,ToolInfo,Frame#,PortHandle,Face#,timespec_s,timespec_ns,TransformStatus,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,#Markers,Marker0.Status,Tx,Ty,Tz,Marker1.Status,Tx,Ty,Tz,Marker2.Status,Tx,Ty,Tz,ToolInfo,Frame#,PortHandle,Face#,timespec_s,timespec_ns,TransformStatus,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,#Markers
,,649724296,Port:1,0,1746518338,268810289,Enabled,0.283602,0.544531,-0.540574,0.575183,85.9546,73.6662,-1460.87,0.161783,4,OK,-79.5601,66.6915,-1498.37,OK,-92.5073,21.1094,-1514.35,OK,-51.4172,-15.0797,-1513.93,OK,-26.1232,40.1549,-1491.53,,649724296,Port:2,0,1746518338,268810289,Enabled,0.949596,0.0598958,0.0122267,0.307458,-114.001,-121.606,-1303.26,0.174268,3,OK,-113.785,-121.717,-1303.28,OK,-158.865,-146.178,-1303.17,OK,-150.949,-70.7607,-1295.58,,649724296,Port:65535,0,1746518338,268810289,Missing,,,,,,,,,0
,,649724299,Port:1,0,1746518338,318810289,Enabled,0.283942,0.544423,-0.540457,0.575228,85.8948,73.7161,-1461.05,0.155036,4,OK,-79.629,66.7822,-1498.48,OK,-92.602,21.1839,-1514.46,OK,-51.5217,-15.0118,-1514,OK,-26.2044,40.2252,-1491.66,,649724299,Port:2,0,1746518338,318810289,Enabled,0.949602,0.0596302,0.0120798,0.307497,-114.009,-121.604,-1303.23,0.174441,3,OK,-113.791,-121.712,-1303.26,OK,-158.875,-146.178,-1303.16,OK,-150.963,-70.7619,-1295.59,,649724299,Port:65535,0,1746518338,318810289,Missing,,,,,,,,,0
,,649724302,Port:1,0,1746518338,368810289,Enabled,0.284387,0.544087,-0.53974,0.575998,85.9576,73.9776,-1461.08,0.159751,4,OK,-79.5448,66.8957,-1498.56,OK,-92.4931,21.2731,-1514.41,OK,-51.4058,-14.9353,-1513.89,OK,-26.1412,40.3822,-1491.65,,649724302,Port:2,0,1746518338,368810289,Enabled,0.949597,0.059823,0.0119168,0.307481,-114,-121.606,-1303.24,0.172534,3,OK,-113.784,-121.711,-1303.27,OK,-158.868,-146.18,-1303.19,OK,-150.951,-70.7656,-1295.59,,649724302,Port:65535,0,1746518338,368810289,Missing,,,,,,,,,0
,,649724305,Port:1,0,1746518338,418810289,Enabled,0.284372,0.543926,-0.539564,0.576323,86.0237,74.1301,-1460.95,0.153547,4,OK,-79.462,66.9885,-1498.5,OK,-92.4124,21.3348,-1514.35,OK,-51.305,-14.8351,-1513.76,OK,-26.0213,40.4966,-1491.55,,649724305,Port:2,0,1746518338,418810289,Enabled,0.949608,0.0596812,0.012062,0.30747,-114.005,-121.603,-1303.23,0.172939,3,OK,-113.79,-121.712,-1303.26,OK,-158.869,-146.174,-1303.16,OK,-150.956,-70.7571,-1295.59,,649724305,Port:65535,0,1746518338,418810289,Missing,,,,,,,,,0

,ToolInfo,Frame#,PortHandle,Face#,timespec_s,timespec_ns,TransformStatus,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,#Markers,Marker0.Status,Tx,Ty,Tz,Marker1.Status,Tx,Ty,Tz,Marker2.Status,Tx,Ty,Tz,Marker3.Status,Tx,Ty,Tz,ToolInfo,Frame#,PortHandle,Face#,timespec_s,timespec_ns,TransformStatus,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,#Markers,Marker0.Status,Tx,Ty,Tz,Marker1.Status,Tx,Ty,Tz,Marker2.Status,Tx,Ty,Tz,ToolInfo,Frame#,PortHandle,Face#,timespec_s,timespec_ns,TransformStatus,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,#Markers
,,649724464,Port:1,0,1746518341,68810286,Enabled,0.257706,0.506219,-0.530472,0.629229,93.7836,57.5896,-1301.47,0.144313,4,OK,-65.4615,42.6673,-1358.64,OK,-75.0778,-4.16689,-1373.11,OK,-33.5101,-38.8861,-1365.24,OK,-12.6229,18.5218,-1343.52,,649724464,Port:2,0,1746518341,68810286,Enabled,0.949593,0.0598402,0.0123696,0.307473,-114.006,-121.604,-1303.27,0.175546,3,OK,-113.787,-121.714,-1303.29,OK,-158.871,-146.181,-1303.17,OK,-150.955,-70.7562,-1295.59,,649724464,Port:65535,0,1746518341,68810286,Missing,,,,,,,,,0
,,649724467,Port:1,0,1746518341,118810286,Enabled,0.258643,0.506992,-0.528498,0.629883,93.8184,57.7791,-1301.86,0.155403,4,OK,-65.5388,42.3299,-1358.61,OK,-75.0787,-4.57443,-1372.86,OK,-33.4306,-39.1711,-1364.97,OK,-12.6061,18.3287,-1343.51,,649724467,Port:2,0,1746518341,118810286,Enabled,0.949598,0.0597721,0.0123329,0.30747,-114.008,-121.608,-1303.26,0.17452,3,OK,-113.79,-121.717,-1303.28,OK,-158.873,-146.181,-1303.16,OK,-150.957,-70.7627,-1295.59,,649724467,Port:65535,0,1746518341,118810286,Missing,,,,,,,,,0
,,649724470,Port:1,0,1746518341,168810286,Enabled,0.26407,0.506834,-0.524969,0.630709,94.1009,58.0006,-1302.7,0.15121,4,OK,-65.6642,42.4139,-1358.25,OK,-75.4491,-4.60951,-1371.93,OK,-33.8441,-39.2494,-1363.93,OK,-12.7079,18.4295,-1343.23,,649724470,Port:2,0,1746518341,168810286,Enabled,0.949565,0.0600873,0.012377,0.30751,-114.008,-121.602,-1303.27,0.1752,3,OK,-113.79,-121.711,-1303.3,OK,-158.872,-146.179,-1303.18,OK,-150.96,-70.7658,-1295.57,,649724470,Port:65535,0,1746518341,168810286,Missing,,,,,,,,,0
,,649724473,Port:1,0,1746518341,218810286,Enabled,0.263411,0.507623,-0.524897,0.63041,94.1767,58.382,-1303.21,0.154411,4,OK,-65.5996,42.6121,-1358.68,OK,-75.322,-4.40246,-1372.41,OK,-33.6512,-38.9793,-1364.48,OK,-12.596,18.6877,-1343.72,,649724473,Port:2,0,1746518341,218810286,Enabled,0.9496,0.0597048,0.0121603,0.307485,-114.004,-121.606,-1303.25,0.176571,3,OK,-113.783,-121.715,-1303.28,OK,-158.871,-146.18,-1303.17,OK,-150.957,-70.7614,-1295.6,,649724473,Port:65535,0,1746518341,218810286,Missing,,,,,,,,,0
,,649724476,Port:1,0,1746518341,268810286,Enabled,0.260468,0.507074,-0.526733,0.630544,94.1271,58.7585,-1303.32,0.156922,4,OK,-65.3563,43.0548,-1359.64,OK,-74.9418,-3.91781,-1373.64,OK,-33.2718,-38.4815,-1365.69,OK,-12.3931,19.1258,-1344.54,,649724476,Port:2,0,1746518341,268810286,Enabled,0.949604,0.0597745,0.0119424,0.307469,-114.005,-121.607,-1303.25,0.173472,3,OK,-113.788,-121.714,-1303.27,OK,-158.873,-146.181,-1303.19,OK,-150.956,-70.7619,-1295.59,,649724476,Port:65535,0,1746518341,268810286,Missing,,,,,,,,,0
,,649724479,Port:1,0,1746518341,318810286,Enabled,0.25933,0.507105,-0.526773,0.630954,94.06,59.2342,-1303.19,0.129869,4,OK,-65.3102,43.3069,-1359.74,OK,-74.7962,-3.65831,-1373.88,OK,-33.081,-38.1689,-1365.81,OK,-12.3221,19.4642,-1344.64,,649724479,Port:2,0,1746518341,318810286,Enabled,0.949591,0.0599122,0.0120614,0.307476,-114.005,-121.606,-1303.25,0.174587,3,OK,-113.786,-121.713,-1303.28,OK,-158.873,-146.182,-1303.18,OK,-150.956,-70.761,-1295.58,,649724479,Port:65535,0,1746518341,318810286,Missing,,,,,,,,,0
