ToolCount,ToolInfo,Frame#,PortHandle,Face#,timespec_s,timespec_ns,TransformStatus,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,#Markers,Marker0.Status,Tx,Ty,Tz,Marker1.Status,Tx,Ty,Tz,Marker2.Status,Tx,Ty,Tz,Marker3.Status,Tx,Ty,Tz,ToolInfo,Frame#,PortHandle,Face#,timespec_s,timespec_ns,TransformStatus,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,#Markers,Marker0.Status,Tx,Ty,Tz,Marker1.Status,Tx,Ty,Tz,Marker2.Status,Tx,Ty,Tz,Marker3.Status,Tx,Ty,Tz,ToolInfo,Frame#,PortHandle,Face#,timespec_s,timespec_ns,TransformStatus,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,#Markers,Marker0.Status,Tx,Ty,Tz,Marker1.Status,Tx,Ty,Tz,Marker2.Status,Tx,Ty,Tz,ToolInfo,Frame#,PortHandle,Face#,timespec_s,timespec_ns,TransformStatus,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,#Markers
4,,140450653,Port:1,0,1769566444,218809510,Enabled,0.51832,0.50933,-0.607961,0.31986,-15.5165,-20.3284,-1805.79,0.129297,4,OK,-15.5899,-20.5079,-1805.84,OK,-55.2014,-50.0057,-1812.4,OK,-42.2854,-100.878,-1828.46,OK,14.38,-69.6616,-1822.4,,140450653,Port:2,0,1769566444,218809510,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,140450653,Port:3,0,1769566444,218809510,Enabled,0.919635,-0.00451436,0.0398479,0.390721,-31.0369,104.816,-1686.52,0.123158,3,OK,-30.891,104.886,-1686.53,OK,-70.7533,72.6876,-1682.47,OK,-76.5085,148.713,-1685.08,,140450653,Port:65535,0,1769566444,218809510,Missing,,,,,,,,,0
4,,140450659,Port:1,0,1769566444,318809510,Enabled,0.517299,0.507252,-0.609495,0.321889,-15.9147,-19.303,-1807.66,0.130705,4,OK,-15.9864,-19.4826,-1807.68,OK,-55.5769,-48.961,-1814.46,OK,-42.6548,-99.8676,-1830.26,OK,14.0011,-68.7113,-1823.96,,140450659,Port:2,0,1769566444,318809510,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,140450659,Port:3,0,1769566444,318809510,Enabled,0.919617,-0.004579,0.0394424,0.390803,-31.0338,104.822,-1686.47,0.117755,3,OK,-30.8932,104.887,-1686.49,OK,-70.7424,72.6895,-1682.46,OK,-76.5144,148.711,-1685.06,,140450659,Port:65535,0,1769566444,318809510,Missing,,,,,,,,,0
4,,140450668,Port:1,0,1769566444,468809510,Enabled,0.517665,0.501909,-0.611325,0.326176,-16.8916,-16.9979,-1810.95,0.138389,4,OK,-16.9723,-17.1891,-1810.98,OK,-56.6188,-46.551,-1817.82,OK,-43.7613,-97.6665,-1833,OK,12.9773,-66.6911,-1826.48,,140450668,Port:2,0,1769566444,468809510,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,140450668,Port:3,0,1769566444,468809510,Enabled,0.919646,-0.00464522,0.0398009,0.390699,-31.0371,104.82,-1686.5,0.119579,3,OK,-30.8963,104.888,-1686.52,OK,-70.7513,72.6917,-1682.45,OK,-76.5064,148.723,-1685.08,,140450668,Port:65535,0,1769566444,468809510,Missing,,,,,,,,,0
4,,140450674,Port:1,0,1769566444,568809510,Enabled,0.515961,0.496868,-0.614941,0.32978,-16.6636,-14.6068,-1813.74,0.124314,4,OK,-16.7439,-14.7758,-1813.76,OK,-56.446,-43.9925,-1820.95,OK,-43.6401,-95.2821,-1835.69,OK,13.138,-64.5461,-1828.62,,140450674,Port:2,0,1769566444,568809510,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,140450674,Port:3,0,1769566444,568809510,Enabled,0.919641,-0.00451956,0.0395113,0.390742,-31.0346,104.818,-1686.48,0.116902,3,OK,-30.8953,104.883,-1686.49,OK,-70.746,72.691,-1682.46,OK,-76.5085,148.714,-1685.05,,140450674,Port:65535,0,1769566444,568809510,Missing,,,,,,,,,0
4,,140450680,Port:1,0,1769566444,668809510,Enabled,0.516496,0.491075,-0.617045,0.333666,-16.1386,-11.612,-1816.31,0.11967,4,OK,-16.2173,-11.7761,-1816.34,OK,-56.0116,-40.8543,-1823.58,OK,-43.3757,-92.3564,-1837.72,OK,13.5215,-61.8534,-1830.41,,140450680,Port:2,0,1769566444,668809510,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,140450680,Port:3,0,1769566444,668809510,Enabled,0.919626,-0.00425871,0.0399482,0.390736,-31.0337,104.818,-1686.52,0.126183,3,OK,-30.8854,104.892,-1686.53,OK,-70.7518,72.6867,-1682.46,OK,-76.5039,148.71,-1685.04,,140450680,Port:65535,0,1769566444,668809510,Missing,,,,,,,,,0
4,,140450686,Port:1,0,1769566444,768809510,Enabled,0.513652,0.490469,-0.618488,0.336265,-17.0483,-10.0464,-1817.1,0.131744,4,OK,-17.1177,-10.2256,-1817.1,OK,-56.7845,-39.3997,-1824.73,OK,-43.9249,-90.8459,-1838.69,OK,12.8346,-60.1997,-1830.98,,140450686,Port:2,0,1769566444,768809510,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,140450686,Port:3,0,1769566444,768809510,Enabled,0.919619,-0.00472263,0.0397915,0.390761,-31.0358,104.823,-1686.49,0.12325,3,OK,-30.892,104.895,-1686.5,OK,-70.7496,72.6867,-1682.44,OK,-76.5106,148.718,-1685.07,,140450686,Port:65535,0,1769566444,768809510,Missing,,,,,,,,,0
4,,140450692,Port:1,0,1769566444,868809510,Enabled,0.511273,0.490881,-0.619146,0.338075,-19.0507,-9.41375,-1818.36,0.131323,4,OK,-19.1256,-9.58692,-1818.36,OK,-58.6614,-38.8872,-1826.21,OK,-45.5401,-90.2758,-1840.16,OK,11.0797,-59.4699,-1832.13,,140450692,Port:2,0,1769566444,868809510,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,140450692,Port:3,0,1769566444,868809510,Enabled,0.919642,-0.00489889,0.0398618,0.390698,-31.0319,104.819,-1686.48,0.118017,3,OK,-30.8925,104.886,-1686.5,OK,-70.7442,72.6939,-1682.42,OK,-76.5023,148.722,-1685.08,,140450692,Port:65535,0,1769566444,868809510,Missing,,,,,,,,,0
4,,140450701,Port:1,0,1769566445,18809514,Enabled,0.507467,0.487525,-0.621311,0.344629,-24.9154,-9.78569,-1821.82,0.132516,4,OK,-24.9804,-9.96479,-1821.85,OK,-64.316,-39.4388,-1830.09,OK,-50.8164,-90.852,-1843.53,OK,5.5637,-59.8325,-1834.79,,140450701,Port:2,0,1769566445,18809514,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,140450701,Port:3,0,1769566445,18809514,Enabled,0.919656,-0.00480362,0.0390291,0.390752,-31.0313,104.824,-1686.47,0.116682,3,OK,-30.8941,104.892,-1686.48,OK,-70.7462,72.6953,-1682.49,OK,-76.5058,148.717,-1685.09,,140450701,Port:65535,0,1769566445,18809514,Missing,,,,,,,,,0
4,,140450707,Port:1,0,1769566445,118809514,Enabled,0.504879,0.492818,-0.617593,0.347572,-27.7811,-10.5962,-1822.37,0.139672,4,OK,-27.8452,-10.7773,-1822.36,OK,-66.7276,-40.8264,-1830.68,OK,-52.5058,-92.0096,-1844.15,OK,3.42206,-60.1493,-1835.49,,140450707,Port:2,0,1769566445,118809514,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,140450707,Port:3,0,1769566445,118809514,Enabled,0.919626,-0.0045845,0.0400037,0.390725,-31.0337,104.816,-1686.5,0.121179,3,OK,-30.8902,104.884,-1686.51,OK,-70.746,72.6863,-1682.43,OK,-76.506,148.716,-1685.06,,140450707,Port:65535,0,1769566445,118809514,Missing,,,,,,,,,0
4,,140450713,Port:1,0,1769566445,218809514,Enabled,0.504275,0.48939,-0.619931,0.349126,-27.6451,-8.19454,-1824.71,0.142772,4,OK,-27.7199,-8.38225,-1824.72,OK,-66.6795,-38.2635,-1833.19,OK,-52.5776,-89.5553,-1846.42,OK,3.43257,-57.9421,-1837.45,,140450713,Port:2,0,1769566445,218809514,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,140450713,Port:3,0,1769566445,218809514,Enabled,0.919636,-0.00438674,0.0395803,0.390747,-31.0367,104.82,-1686.5,0.12142,3,OK,-30.8944,104.89,-1686.52,OK,-70.7515,72.6859,-1682.48,OK,-76.5091,148.717,-1685.06,,140450713,Port:65535,0,1769566445,218809514,Missing,,,,,,,,,0
