ToolCount,ToolInfo,Frame#,PortHandle,Face#,timespec_s,timespec_ns,TransformStatus,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,#Markers
1,,525494,Port:10,0,0,0,Enabled,0.739951,0.282975,-0.473141,-0.385402,-75.0917,65.4058,-119.031,0.220768,0
1,,525510,Port:10,0,0,0,Enabled,0.740234,0.282851,-0.473299,-0.384757,-75.1306,65.5317,-118.917,0.214813,0
1,,525534,Port:10,0,0,0,Enabled,0.740754,0.282034,-0.472377,-0.385488,-74.7349,65.9333,-118.127,0.220089,0
1,,525558,Port:10,0,0,0,Enabled,0.741754,0.280836,-0.47171,-0.385256,-74.3582,66.2561,-117.117,0.218536,0
1,,525574,Port:10,0,0,0,Enabled,0.741636,0.281026,-0.470992,-0.386222,-74.0333,66.342,-116.509,0.213847,0
1,,525590,Port:10,0,0,0,Enabled,0.742217,0.280871,-0.47012,-0.386281,-73.5381,66.4165,-115.784,0.217216,0
1,,525614,Port:10,0,0,0,Enabled,0.743322,0.279888,-0.468558,-0.386768,-72.7773,66.467,-114.661,0.211838,0
1,,525630,Port:10,0,0,0,Enabled,0.743878,0.279379,-0.468126,-0.386588,-72.4289,66.394,-114.112,0.215025,0
1,,525654,Port:10,0,0,0,Enabled,0.744083,0.279482,-0.466979,-0.387507,-71.8314,66.2723,-113.148,0.214464,0
1,,525670,Port:10,0,0,0,Enabled,0.744313,0.27859,-0.465655,-0.389296,-71.1903,66.5078,-112.315,0.208692,0
1,,525694,Port:10,0,0,0,Enabled,0.74389,0.278396,-0.463029,-0.393355,-70.0254,66.5998,-111.013,0.205712,0
1,,525710,Port:10,0,0,0,Enabled,0.744432,0.278902,-0.462601,-0.392474,-69.8418,65.7175,-110.461,0.205733,0
1,,525734,Port:10,0,0,0,Enabled,0.743934,0.280774,-0.461921,-0.392883,-69.9945,64.7902,-110.083,0.206679,0
1,,525750,Port:10,0,0,0,Enabled,0.744348,0.28007,-0.460163,-0.394661,-69.561,64.6393,-109.408,0.202712,0
1,,525774,Port:10,0,0,0,Enabled,0.744551,0.279718,-0.457481,-0.397635,-68.5121,63.6885,-108.796,0.198478,0
1,,525790,Port:10,0,0,0,Enabled,0.744451,0.281218,-0.455501,-0.399034,-67.706,62.3546,-108.625,0.195525,0
1,,525814,Port:10,0,0,0,Enabled,0.744625,0.282264,-0.452859,-0.400974,-66.605,60.2401,-107.538,0.191856,0
1,,525830,Port:10,0,0,0,Enabled,0.745298,0.281346,-0.450737,-0.402755,-65.5105,59.3296,-106.303,0.18506,0
1,,525854,Port:10,0,0,0,Enabled,0.746848,0.28029,-0.448067,-0.403599,-63.7984,58.2402,-104.798,0.174645,0
1,,525870,Port:10,0,0,0,Enabled,0.746907,0.280263,-0.447062,-0.404621,-63.0418,57.6702,-104.145,0.170027,0
1,,525894,Port:10,0,0,0,Enabled,0.746059,0.281978,-0.44681,-0.405272,-62.9839,56.5021,-103.754,0.170888,0
1,,525910,Port:10,0,0,0,Enabled,0.745673,0.284038,-0.447835,-0.403408,-63.9134,55.249,-103.677,0.175568,0
1,,525934,Port:10,0,0,0,Enabled,0.742582,0.288547,-0.450656,-0.402768,-66.0896,53.5961,-103.635,0.186271,0
1,,525950,Port:10,0,0,0,Enabled,0.740521,0.292526,-0.452602,-0.401508,-67.5684,51.845,-103.361,0.194623,0
1,,525974,Port:10,0,0,0,Enabled,0.738768,0.295162,-0.453662,-0.401613,-69.5215,48.4719,-101.061,0.200265,0
1,,525990,Port:10,0,0,0,Enabled,0.736628,0.297639,-0.453341,-0.40407,-70.9072,45.7551,-99.0765,0.201296,0
1,,526014,Port:10,0,0,0,Enabled,0.732812,0.30517,-0.455538,-0.40292,-73.8764,40.5309,-97.6566,0.199542,0
1,,526030,Port:10,0,0,0,Enabled,0.730078,0.311522,-0.458454,-0.399701,-76.2967,36.535,-97.7002,0.189747,0
1,,526054,Port:10,0,0,0,Enabled,0.72389,0.323772,-0.462721,-0.396287,-80.0112,29.9685,-98.6875,0.135736,0
1,,526070,Port:10,0,0,0,Enabled,0.719989,0.330435,-0.467304,-0.3925,-82.4754,25.7479,-100.009,0.0862259,0
1,,526094,Port:10,0,0,0,Enabled,0.715232,0.337408,-0.473581,-0.387711,-86.0602,20.101,-102.194,0.146451,0
1,,526110,Port:10,0,0,0,Enabled,0.712905,0.340158,-0.477242,-0.385096,-88.2317,16.8023,-103.284,0.177952,0
1,,526134,Port:10,0,0,0,Enabled,0.708328,0.34747,-0.481383,-0.381846,-91.3292,12.0105,-105.265,0.168501,0
1,,526158,Port:10,0,0,0,Enabled,0.703742,0.35696,-0.486653,-0.374828,-94.1439,6.37357,-107.615,0.11936,0
1,,526174,Port:10,0,0,0,Enabled,0.702154,0.364216,-0.489891,-0.366516,-95.8261,1.28676,-108.775,0.0839965,0
1,,526190,Port:10,0,0,0,Enabled,0.701198,0.372687,-0.491398,-0.357706,-97.3124,-4.83487,-109.572,0.0611788,0
1,,526214,Port:10,0,0,0,Enabled,0.698169,0.3876,-0.495882,-0.341215,-99.3391,-14.1628,-112.008,0.0557738,0
1,,526230,Port:10,0,0,0,Enabled,0.696155,0.395557,-0.500397,-0.3294,-100.262,-19.8454,-114.136,0.0589222,0
1,,526254,Port:10,0,0,0,Enabled,0.692791,0.407812,-0.504912,-0.314315,-100.635,-27.7732,-117.396,0.0639201,0
1,,526270,Port:10,0,0,0,Enabled,0.689516,0.415199,-0.509264,-0.304677,-100.535,-32.1784,-120.371,0.0694437,0
