ToolCount,ToolInfo,Frame#,PortHandle,Face#,timespec_s,timespec_ns,TransformStatus,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,#Markers
1,,60270,Port:10,0,0,0,Enabled,0.70883,0.408764,-0.455417,-0.35081,-64.7712,17.8499,-130.766,0.0797852,0
1,,60286,Port:10,0,0,0,Enabled,0.710013,0.407288,-0.454203,-0.351706,-65.1062,18.4598,-128.9,0.0839699,0
1,,60302,Port:10,0,0,0,Enabled,0.709879,0.405685,-0.454607,-0.353304,-65.6852,19.1942,-127.056,0.0797093,0
1,,60326,Port:10,0,0,0,Enabled,0.707854,0.405683,-0.447794,-0.365849,-66.1926,20.5403,-122.666,0.0773421,0
1,,60350,Port:10,0,0,0,Enabled,0.707094,0.398796,-0.440539,-0.383282,-66.1018,22.965,-117.285,0.0880676,0
1,,60374,Port:10,0,0,0,Enabled,0.705905,0.395171,-0.43713,-0.393009,-65.9182,23.9034,-113.082,0.0842179,0
1,,60398,Port:10,0,0,0,Enabled,0.705766,0.392391,-0.440189,-0.392629,-65.8651,24.0037,-110.885,0.0828599,0
1,,60422,Port:10,0,0,0,Enabled,0.706655,0.388965,-0.441642,-0.392808,-65.1603,24.4027,-109.195,0.0899389,0
1,,60438,Port:10,0,0,0,Enabled,0.705935,0.388067,-0.440749,-0.39598,-64.5395,24.6152,-108.425,0.0892337,0
1,,60470,Port:10,0,0,0,Enabled,0.706692,0.388982,-0.441854,-0.392487,-63.3096,24.055,-108.356,0.0908223,0
1,,60486,Port:10,0,0,0,Enabled,0.707426,0.386837,-0.440937,-0.39431,-62.6958,24.5091,-107.737,0.091699,0
1,,60502,Port:10,0,0,0,Enabled,0.707758,0.384341,-0.440491,-0.396646,-62.6601,24.972,-107.255,0.0943615,0
1,,60534,Port:10,0,0,0,Enabled,0.704781,0.384706,-0.444867,-0.396709,-64.0185,25.3358,-106.669,0.092329,0
1,,60550,Port:10,0,0,0,Enabled,0.705288,0.382539,-0.447853,-0.394537,-64.4389,25.7513,-105.218,0.0901919,0
1,,60574,Port:10,0,0,0,Enabled,0.705119,0.381561,-0.447354,-0.396349,-64.8345,25.3297,-101.658,0.08902,0
1,,60598,Port:10,0,0,0,Enabled,0.70472,0.383912,-0.448819,-0.39312,-66.0387,22.2664,-98.2778,0.077379,0
1,,60614,Port:10,0,0,0,Enabled,0.703042,0.387136,-0.449001,-0.392755,-67.6848,18.7958,-95.7755,0.0565896,0
1,,60638,Port:10,0,0,0,Enabled,0.702401,0.389985,-0.45317,-0.386242,-70.7172,11.9437,-93.1634,0.121148,0
1,,60662,Port:10,0,0,0,Enabled,0.703411,0.391825,-0.459452,-0.374955,-72.8687,4.5065,-92.2291,0.295368,0
1,,60678,Port:10,0,0,0,Enabled,0.701148,0.396689,-0.461225,-0.371888,-73.3795,-0.0168258,-92.2691,0.374937,0
1,,60702,Port:10,0,0,0,Enabled,0.696344,0.403211,-0.459547,-0.375954,-72.8359,-5.75655,-91.7848,0.291747,0
1,,60726,Port:10,0,0,0,Enabled,0.69348,0.408689,-0.454249,-0.381729,-71.5255,-11.2547,-90.398,0.304691,0
1,,60750,Port:10,0,0,0,Enabled,0.675988,0.426025,-0.449645,-0.399203,-71.9458,-16.335,-91.7779,0.0925394,0
1,,60774,Port:10,0,0,0,Enabled,0.658217,0.442595,-0.454515,-0.40531,-72.9623,-20.967,-95.0841,0.0618489,0
1,,60790,Port:10,0,0,0,Enabled,0.649852,0.449526,-0.460213,-0.40475,-73.5138,-23.3013,-97.2096,0.0702454,0
1,,60814,Port:10,0,0,0,Enabled,0.648225,0.453638,-0.462432,-0.400217,-74.419,-27.0494,-98.7588,0.0716856,0
1,,60838,Port:10,0,0,0,Enabled,0.654446,0.441714,-0.472766,-0.391255,-76.2044,-29.5872,-100.969,0.0710855,0
1,,60862,Port:10,0,0,0,Enabled,0.657102,0.441866,-0.479383,-0.378371,-78.8848,-33.8581,-103.962,0.0697068,0
1,,60878,Port:10,0,0,0,Enabled,0.655083,0.450003,-0.47064,-0.383225,-80.5194,-37.301,-104.672,0.0774562,0
1,,60910,Port:10,0,0,0,Enabled,0.651669,0.446667,-0.457797,-0.407723,-84.0589,-41.7709,-103.001,0.08341,0
1,,60926,Port:10,0,0,0,Enabled,0.641908,0.461211,-0.439655,-0.426547,-86.064,-46.0367,-102.011,0.0958517,0
1,,60942,Port:10,0,0,0,Enabled,0.633524,0.482301,-0.426867,-0.42874,-86.6452,-51.4878,-102.028,0.101191,0
1,,60974,Port:10,0,0,0,Enabled,0.629969,0.497604,-0.414317,-0.428801,-84.6112,-60.0461,-101.693,0.107734,0
1,,60990,Port:10,0,0,0,Enabled,0.629422,0.504572,-0.393435,-0.440959,-83.239,-65.1889,-101.541,0.114151,0
1,,61014,Port:10,0,0,0,Enabled,0.626221,0.522944,-0.376051,-0.439274,-81.0685,-72.8761,-106.331,0.124773,0
1,,61038,Port:10,0,0,0,Enabled,0.623915,0.529697,-0.384366,-0.427101,-80.1213,-76.9357,-115.226,0.131872,0
1,,61062,Port:10,0,0,0,Enabled,0.621694,0.529369,-0.389238,-0.426332,-79.6695,-79.4277,-123.907,0.137617,0
1,,61078,Port:10,0,0,0,Enabled,0.619487,0.532533,-0.386885,-0.427745,-79.5607,-81.4218,-129.608,0.14052,0
1,,61102,Port:10,0,0,0,Enabled,0.614448,0.538846,-0.383565,-0.43009,-80.3905,-83.6664,-138.274,0.144621,0
1,,61126,Port:10,0,0,0,Enabled,0.608634,0.544031,-0.388462,-0.427425,-81.8789,-84.5751,-146.906,0.154791,0
1,,61142,Port:10,0,0,0,Enabled,0.608211,0.545256,-0.388949,-0.426022,-82.6377,-85.3379,-151.725,0.149025,0
1,,61174,Port:10,0,0,0,Enabled,0.605654,0.546849,-0.389559,-0.427063,-83.6531,-85.808,-160.089,0.149472,0
1,,61190,Port:10,0,0,0,Enabled,0.603787,0.547419,-0.393639,-0.425233,-83.3815,-85.6082,-163.852,0.160041,0
1,,61214,Port:10,0,0,0,Enabled,0.603413,0.547013,-0.390524,-0.429141,-82.4863,-85.7625,-168.589,0.15016,0
1,,61238,Port:10,0,0,0,Enabled,0.60305,0.54652,-0.388912,-0.431733,-81.0226,-85.8282,-173.053,0.149185,0
1,,61254,Port:10,0,0,0,Enabled,0.600689,0.548202,-0.388868,-0.432932,-79.7026,-85.6075,-176.134,0.154504,0
1,,61278,Port:10,0,0,0,Enabled,0.596912,0.550583,-0.384392,-0.439088,-76.5853,-85.0168,-179.69,0.155448,0
1,,61302,Port:10,0,0,0,Enabled,0.596692,0.548754,-0.384357,-0.441698,-72.3136,-83.1219,-182.59,0.13338,0
1,,61326,Port:10,0,0,0,Enabled,0.596199,0.542382,-0.386608,-0.448221,-67.1417,-79.746,-184.886,0.104909,0
1,,61350,Port:10,0,0,0,Enabled,0.595519,0.537757,-0.391615,-0.450347,-60.6585,-76.5515,-187.194,0.0874397,0
1,,61366,Port:10,0,0,0,Enabled,0.596515,0.537914,-0.389342,-0.450812,-56.0114,-75.9778,-189.06,0.06681,0
1,,61390,Port:10,0,0,0,Enabled,0.602835,0.537663,-0.387069,-0.44462,-49.6072,-75.9977,-191.957,0.0426855,0
1,,61414,Port:10,0,0,0,Enabled,0.604114,0.540294,-0.38456,-0.441862,-44.3113,-75.5691,-194.801,0.0425415,0
1,,61438,Port:10,0,0,0,Enabled,0.605239,0.542031,-0.385427,-0.437416,-39.8964,-74.336,-197.085,0.0488645,0
1,,61454,Port:10,0,0,0,Enabled,0.609024,0.540484,-0.388708,-0.431129,-36.9393,-73.167,-198.127,0.0348369,0
1,,61478,Port:10,0,0,0,Enabled,0.611608,0.53799,-0.387435,-0.431738,-32.0014,-69.9773,-198.059,0.0321335,0
1,,61502,Port:10,0,0,0,Enabled,0.620057,0.528667,-0.388535,-0.430211,-26.5137,-66.182,-196.77,0.0308913,0
1,,61518,Port:10,0,0,0,Enabled,0.624624,0.522974,-0.389517,-0.429674,-23.254,-63.6223,-195.972,0.0341569,0
1,,61550,Port:10,0,0,0,Enabled,0.628779,0.511002,-0.399227,-0.429107,-17.9231,-56.2916,-193.865,0.0347256,0
1,,61566,Port:10,0,0,0,Enabled,0.633052,0.503064,-0.398799,-0.432586,-15.3688,-52.9799,-192.044,0.0457233,0
1,,61582,Port:10,0,0,0,Enabled,0.638797,0.494706,-0.399884,-0.432779,-12.8592,-50.8479,-190.072,0.065075,0
1,,61614,Port:10,0,0,0,Enabled,0.644363,0.483731,-0.401443,-0.435481,-8.98668,-46.0325,-187.06,0.0748208,0
1,,61630,Port:10,0,0,0,Enabled,0.644413,0.477513,-0.405018,-0.438945,-7.06204,-43.045,-186.11,0.0686276,0
1,,61654,Port:10,0,0,0,Enabled,0.648449,0.466307,-0.411899,-0.438647,-2.91355,-39.8448,-185.035,0.0688327,0
1,,61678,Port:10,0,0,0,Missing,,,,,,,,,0
1,,61702,Port:10,0,0,0,Enabled,0.668957,0.424393,-0.430625,-0.432376,3.97102,-32.3692,-182.529,0.0676693,0
1,,61718,Port:10,0,0,0,Enabled,0.671667,0.41725,-0.429507,-0.436223,5.85664,-30.4116,-181.159,0.0659791,0
1,,61742,Port:10,0,0,0,Enabled,0.677566,0.410485,-0.429389,-0.433626,8.34195,-28.6733,-179.341,0.0766909,0
1,,61766,Port:10,0,0,0,Enabled,0.680303,0.405721,-0.430833,-0.43239,10.4995,-26.251,-178.425,0.0641049,0
1,,61790,Port:10,0,0,0,Enabled,0.679751,0.401098,-0.432129,-0.436261,12.6553,-23.36,-177.08,0.058296,0
1,,61814,Port:10,0,0,0,Enabled,0.683031,0.393335,-0.43386,-0.436488,14.493,-20.8335,-175.326,0.062612,0
1,,61830,Port:10,0,0,0,Enabled,0.683615,0.38943,-0.434625,-0.43831,15.4584,-18.8439,-174.233,0.0620905,0
1,,61854,Port:10,0,0,0,Enabled,0.681146,0.387258,-0.436296,-0.4424,16.756,-15.408,-172.466,0.0556253,0
1,,61878,Port:10,0,0,0,Enabled,0.684249,0.381433,-0.441213,-0.437772,17.8508,-12.1497,-170.151,0.0658797,0
1,,61894,Port:10,0,0,0,Enabled,0.682357,0.379041,-0.443966,-0.440013,18.1869,-9.62884,-168.359,0.0605299,0
1,,61926,Port:10,0,0,0,Enabled,0.683398,0.375782,-0.448159,-0.436931,18.76,-5.20004,-163.488,0.0723192,0
1,,61942,Port:10,0,0,0,Enabled,0.682038,0.375643,-0.448509,-0.438812,18.8786,-2.72783,-160.552,0.0669695,0
1,,61958,Port:10,0,0,0,Enabled,0.683011,0.373425,-0.451305,-0.43632,18.4817,-0.188284,-157.208,0.0741984,0
1,,61990,Port:10,0,0,0,Enabled,0.684458,0.363474,-0.454926,-0.438688,16.6113,6.99573,-148.977,0.079633,0
1,,62006,Port:10,0,0,0,Enabled,0.684252,0.356708,-0.457585,-0.441785,15.6858,10.9471,-144.757,0.0805643,0
1,,62030,Port:10,0,0,0,Enabled,0.684371,0.347724,-0.457778,-0.448514,14.6033,15.4995,-138.552,0.0826317,0
1,,62054,Port:10,0,0,0,Enabled,0.684063,0.342655,-0.462517,-0.448022,13.2452,19.0731,-134.279,0.0831927,0
1,,62070,Port:10,0,0,0,Enabled,0.683142,0.341497,-0.466172,-0.446519,12.3829,21.211,-131.901,0.0789254,0
1,,62094,Port:10,0,0,0,Enabled,0.682616,0.336568,-0.472454,-0.444461,11.2083,24.7554,-128.039,0.0786202,0
1,,62118,Port:10,0,0,0,Enabled,0.679275,0.33612,-0.474181,-0.448064,9.70661,27.8333,-123.777,0.0743591,0
1,,62142,Port:10,0,0,0,Enabled,0.677128,0.335922,-0.477744,-0.447678,7.87652,30.7666,-119.825,0.0729602,0
1,,62166,Port:10,0,0,0,Enabled,0.677627,0.334047,-0.479912,-0.446003,6.63532,33.1873,-115.775,0.0708318,0
1,,62182,Port:10,0,0,0,Enabled,0.67796,0.332855,-0.480618,-0.445629,6.13675,34.7669,-113.396,0.0715065,0
1,,62206,Port:10,0,0,0,Enabled,0.678526,0.327839,-0.482574,-0.446371,5.44727,37.2905,-110.971,0.0774024,0
1,,62230,Port:10,0,0,0,Enabled,0.678057,0.326639,-0.487125,-0.443006,5.28285,38.8844,-110.084,0.0793849,0
1,,62254,Port:10,0,0,0,Enabled,0.679242,0.327605,-0.484451,-0.443411,6.2016,39.4603,-108.477,0.0758521,0
1,,62270,Port:10,0,0,0,Enabled,0.679419,0.32475,-0.485457,-0.444138,6.62896,40.4633,-107.682,0.0825987,0
1,,62294,Port:10,0,0,0,Enabled,0.679147,0.325108,-0.48493,-0.444867,6.79004,41.4482,-106.317,0.0835276,0
1,,62318,Port:10,0,0,0,Enabled,0.679413,0.323932,-0.485526,-0.44467,6.51192,42.669,-104.875,0.0874598,0
1,,62334,Port:10,0,0,0,Enabled,0.678511,0.325282,-0.484739,-0.445917,6.39188,43.338,-103.555,0.0828087,0
1,,62366,Port:10,0,0,0,Enabled,0.679608,0.322808,-0.483089,-0.447831,6.39461,46.8805,-99.6244,0.0916452,0
1,,62382,Port:10,0,0,0,Enabled,0.678453,0.319994,-0.484608,-0.449956,5.61167,49.7801,-97.6166,0.0975448,0
1,,62406,Port:10,0,0,0,Enabled,0.675398,0.318131,-0.492818,-0.446947,3.43658,53.8991,-95.3685,0.0971284,0
1,,62430,Port:10,0,0,0,Enabled,0.675182,0.316945,-0.495977,-0.444614,1.31423,57.5396,-92.2118,0.086503,0
1,,62446,Port:10,0,0,0,Enabled,0.672717,0.3168,-0.496717,-0.447618,-0.382131,60.1353,-89.9213,0.0816078,0
1,,62470,Port:10,0,0,0,Enabled,0.668163,0.321815,-0.500415,-0.446741,-4.09597,62.9058,-87.435,0.0710893,0
1,,62494,Port:10,0,0,0,Enabled,0.665062,0.330832,-0.506142,-0.43825,-8.52719,64.6351,-85.7048,0.0639381,0
1,,62518,Port:10,0,0,0,Enabled,0.66624,0.34561,-0.503914,-0.427491,-11.839,64.9051,-83.4152,0.062693,0
1,,62534,Port:10,0,0,0,Enabled,0.667452,0.355465,-0.500861,-0.42106,-13.429,64.908,-81.872,0.0639195,0
1,,62558,Port:10,0,0,0,Enabled,0.665748,0.361291,-0.505844,-0.41276,-15.7661,66.5524,-80.7983,0.0681046,0
1,,62582,Port:10,0,0,0,Enabled,0.665656,0.360463,-0.511162,-0.407041,-17.7333,68.4156,-79.4193,0.0706463,0
1,,62606,Port:10,0,0,0,Enabled,0.664384,0.365471,-0.509257,-0.407041,-19.7172,69.1486,-77.4771,0.0718195,0
1,,62630,Port:10,0,0,0,Enabled,0.665592,0.364739,-0.514612,-0.398908,-22.266,69.5513,-76.6904,0.0781607,0
1,,62646,Port:10,0,0,0,Enabled,0.664618,0.366037,-0.518244,-0.394617,-23.8513,69.368,-76.4259,0.0801201,0
1,,62670,Port:10,0,0,0,Enabled,0.665469,0.366951,-0.519838,-0.390213,-25.5529,68.6528,-75.2595,0.0825963,0
1,,62694,Port:10,0,0,0,Enabled,0.663974,0.37029,-0.521433,-0.387469,-27.6433,67.822,-74.5438,0.0843099,0
1,,62710,Port:10,0,0,0,Enabled,0.665858,0.372384,-0.523406,-0.379486,-28.9784,66.9461,-74.2686,0.0871022,0
1,,62742,Port:10,0,0,0,Enabled,0.664459,0.375426,-0.520384,-0.383079,-31.2264,66.8541,-72.082,0.0879366,0
1,,62758,Port:10,0,0,0,Enabled,0.6634,0.375994,-0.520258,-0.384526,-32.6025,67.1029,-71.3382,0.0897364,0
1,,62774,Port:10,0,0,0,Enabled,0.663171,0.375026,-0.523071,-0.382042,-34.0206,67.1461,-71.1929,0.0931399,0
1,,62806,Port:10,0,0,0,Enabled,0.660863,0.377546,-0.523659,-0.382755,-36.6791,65.9505,-70.5821,0.0937629,0
1,,62822,Port:10,0,0,0,Enabled,0.659997,0.378428,-0.525236,-0.381214,-38.095,64.8872,-70.2625,0.0940027,0
1,,62846,Port:10,0,0,0,Enabled,0.656191,0.384424,-0.526022,-0.380699,-40.093,62.6219,-69.3634,0.091619,0
1,,62870,Port:10,0,0,0,Enabled,0.649875,0.391773,-0.523319,-0.387703,-42.4424,60.0265,-68.0088,0.0867715,0
1,,62886,Port:10,0,0,0,Enabled,0.645652,0.397634,-0.523232,-0.388908,-44.269,57.5539,-67.9898,0.078209,0
1,,62910,Port:10,0,0,0,Enabled,0.638032,0.413207,-0.521293,-0.387852,-47.0321,52.0524,-69.3731,0.0607026,0
1,,62934,Port:10,0,0,0,Enabled,0.634394,0.426491,-0.521068,-0.379656,-49.2696,45.1212,-72.205,0.0420247,0
1,,62958,Port:10,0,0,0,Enabled,0.631535,0.436357,-0.521831,-0.372086,-50.564,37.7137,-75.1837,0.0459834,0
1,,62974,Port:10,0,0,0,Enabled,0.631891,0.438363,-0.520953,-0.370351,-51.5095,32.7072,-76.7555,0.0551228,0
1,,62998,Port:10,0,0,0,Enabled,0.629836,0.448045,-0.51673,-0.368175,-53.8896,24.4289,-79.6595,0.0964345,0
1,,63022,Port:10,0,0,0,Enabled,0.627483,0.454,-0.522156,-0.357074,-56.641,16.5278,-84.2285,0.0827356,0
