ToolCount,ToolInfo,Frame#,PortHandle,Face#,timespec_s,timespec_ns,TransformStatus,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,#Markers,Marker0.Status,Tx,Ty,Tz,Marker1.Status,Tx,Ty,Tz,Marker2.Status,Tx,Ty,Tz,Marker3.Status,Tx,Ty,Tz,ToolInfo,Frame#,PortHandle,Face#,timespec_s,timespec_ns,TransformStatus,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,#Markers,Marker0.Status,Tx,Ty,Tz,Marker1.Status,Tx,Ty,Tz,Marker2.Status,Tx,Ty,Tz,Marker3.Status,Tx,Ty,Tz,ToolInfo,Frame#,PortHandle,Face#,timespec_s,timespec_ns,TransformStatus,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,#Markers,Marker0.Status,Tx,Ty,Tz,Marker1.Status,Tx,Ty,Tz,Marker2.Status,Tx,Ty,Tz,ToolInfo,Frame#,PortHandle,Face#,timespec_s,timespec_ns,TransformStatus,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,#Markers,Marker0.Status,Tx,Ty,Tz,Marker1.Status,Tx,Ty,Tz,Marker2.Status,Tx,Ty,Tz
4,,140610712,Port:1,0,1769569111,868804532,Enabled,0.643796,0.406116,-0.50068,0.412208,-82.8379,-213.582,-1738.71,0.121161,4,OK,-82.8451,-213.743,-1738.77,OK,-122.317,-242.52,-1728.56,OK,-110.129,-295.859,-1723.93,OK,-53.8271,-265.972,-1736.72,,140610712,Port:2,0,1769569111,868804532,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,140610712,Port:3,0,1769569111,868804532,Enabled,0.9061,-0.0613932,0.0608625,0.414137,-146.596,-54.4681,-1663.43,0.111638,3,OK,-146.476,-54.3888,-1663.45,OK,-184.418,-88.1375,-1655.62,OK,-194.518,-13.4353,-1667.27,,140610712,Port:65535,0,1769569111,868804532,Missing,,,,,,,,,3,OK,-34.9492,-201.654,-2082.95,OK,-59.0584,-201,-2022.8,OK,-79.7093,-155.248,-2017.14
4,,140610715,Port:1,0,1769569111,918804532,Enabled,0.644373,0.405796,-0.50109,0.411123,-82.3256,-213.375,-1739.06,0.109851,4,OK,-82.3448,-213.53,-1739.1,OK,-121.877,-242.212,-1728.91,OK,-109.819,-295.592,-1724.29,OK,-53.4249,-265.853,-1737.13,,140610715,Port:2,0,1769569111,918804532,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,140610715,Port:3,0,1769569111,918804532,Enabled,0.906145,-0.0610311,0.0597205,0.414259,-146.592,-54.4578,-1663.4,0.113567,3,OK,-146.466,-54.3801,-1663.42,OK,-184.42,-88.1467,-1655.72,OK,-194.521,-13.4341,-1667.26,,140610715,Port:65535,0,1769569111,918804532,Missing,,,,,,,,,3,OK,-34.9525,-201.656,-2082.82,OK,-59.0659,-201.004,-2022.87,OK,-79.7001,-155.27,-2017.23
4,,140610724,Port:1,0,1769569112,68804532,Enabled,0.645756,0.405721,-0.500153,0.410166,-81.3805,-212.963,-1739.62,0.111855,4,OK,-81.3975,-213.116,-1739.66,OK,-120.934,-241.726,-1729.3,OK,-108.963,-295.122,-1724.68,OK,-52.5764,-265.481,-1737.72,,140610724,Port:2,0,1769569112,68804532,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,140610724,Port:3,0,1769569112,68804532,Enabled,0.906094,-0.0617088,0.0600804,0.414217,-146.594,-54.4584,-1663.39,0.111002,3,OK,-146.473,-54.3817,-1663.41,OK,-184.418,-88.1396,-1655.65,OK,-194.523,-13.436,-1667.31,,140610724,Port:65535,0,1769569112,68804532,Missing,,,,,,,,,3,OK,-34.9593,-201.651,-2082.86,OK,-59.0682,-201.008,-2022.83,OK,-79.714,-155.265,-2017.16
4,,140610730,Port:1,0,1769569112,168804535,Enabled,0.648388,0.402992,-0.499764,0.409178,-80.8366,-211.746,-1741.35,0.112298,4,OK,-80.8534,-211.909,-1741.37,OK,-120.531,-240.229,-1730.84,OK,-108.875,-293.661,-1725.94,OK,-52.3458,-264.411,-1739.25,,140610730,Port:2,0,1769569112,168804535,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,140610730,Port:3,0,1769569112,168804535,Enabled,0.906094,-0.0614319,0.0607991,0.414153,-146.592,-54.4705,-1663.41,0.116417,3,OK,-146.466,-54.389,-1663.43,OK,-184.418,-88.1437,-1655.61,OK,-194.517,-13.4403,-1667.26,,140610730,Port:65535,0,1769569112,168804535,Missing,,,,,,,,,3,OK,-34.9743,-201.66,-2082.96,OK,-59.0646,-201.011,-2022.91,OK,-79.7073,-155.271,-2017.22
4,,140610736,Port:1,0,1769569112,268804535,Enabled,0.655463,0.39311,-0.501176,0.405777,-79.5064,-209.565,-1744.24,0.105265,4,OK,-79.5241,-209.725,-1744.22,OK,-119.805,-237.063,-1733.4,OK,-109.275,-290.628,-1727.66,OK,-52.1328,-262.794,-1741.44,,140610736,Port:2,0,1769569112,268804535,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,140610736,Port:3,0,1769569112,268804535,Enabled,0.906132,-0.0611474,0.0602651,0.414191,-146.595,-54.4664,-1663.4,0.111625,3,OK,-146.475,-54.3867,-1663.42,OK,-184.421,-88.1431,-1655.66,OK,-194.518,-13.4404,-1667.25,,140610736,Port:65535,0,1769569112,268804535,Missing,,,,,,,,,3,OK,-34.966,-201.639,-2082.82,OK,-59.0694,-200.986,-2022.75,OK,-79.7113,-155.258,-2017.2
4,,140610745,Port:1,0,1769569112,418804535,Enabled,0.652858,0.381503,-0.514521,0.404351,-78.2032,-207.913,-1745.84,0.112478,4,OK,-78.2247,-208.081,-1745.86,OK,-119.387,-234.504,-1736.1,OK,-110.194,-288.286,-1730.09,OK,-52.0954,-261.721,-1742.21,,140610745,Port:2,0,1769569112,418804535,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,140610745,Port:3,0,1769569112,418804535,Enabled,0.906117,-0.0611801,0.0605137,0.414183,-146.593,-54.468,-1663.43,0.11381,3,OK,-146.469,-54.3882,-1663.45,OK,-184.419,-88.1415,-1655.66,OK,-194.518,-13.4418,-1667.27,,140610745,Port:65535,0,1769569112,418804535,Missing,,,,,,,,,3,OK,-34.9524,-201.65,-2082.84,OK,-59.0842,-201.001,-2022.82,OK,-79.7208,-155.266,-2017.19
4,,140610751,Port:1,0,1769569112,518804535,Enabled,0.65012,0.376595,-0.523918,0.401284,-78.5611,-207.286,-1746.39,0.110291,4,OK,-78.5869,-207.45,-1746.41,OK,-120.271,-233.354,-1737.5,OK,-111.933,-287.305,-1731.71,OK,-53.2643,-261.482,-1742.67,,140610751,Port:2,0,1769569112,518804535,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,140610751,Port:3,0,1769569112,518804535,Enabled,0.90608,-0.0617862,0.0604145,0.414189,-146.592,-54.4629,-1663.39,0.112954,3,OK,-146.467,-54.3875,-1663.41,OK,-184.416,-88.1393,-1655.61,OK,-194.524,-13.4361,-1667.3,,140610751,Port:65535,0,1769569112,518804535,Missing,,,,,,,,,3,OK,-34.9743,-201.657,-2082.81,OK,-59.0693,-201.009,-2022.8,OK,-79.7137,-155.266,-2017.13
4,,140610757,Port:1,0,1769569112,618804535,Enabled,0.649046,0.37372,-0.528718,0.399411,-79.1041,-206.187,-1747.63,0.107554,4,OK,-79.1237,-206.352,-1747.64,OK,-121.104,-231.938,-1739.18,OK,-113.246,-285.968,-1733.45,OK,-54.2898,-260.596,-1743.87,,140610757,Port:2,0,1769569112,618804535,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,140610757,Port:3,0,1769569112,618804535,Enabled,0.906107,-0.0614902,0.0605537,0.414154,-146.594,-54.4668,-1663.42,0.108628,3,OK,-146.474,-54.3931,-1663.44,OK,-184.414,-88.1379,-1655.64,OK,-194.52,-13.4333,-1667.29,,140610757,Port:65535,0,1769569112,618804535,Missing,,,,,,,,,3,OK,-34.9634,-201.643,-2082.83,OK,-59.0606,-200.999,-2022.82,OK,-79.7204,-155.272,-2017.2
4,,140610763,Port:1,0,1769569112,718804535,Enabled,0.647567,0.366532,-0.53393,0.401535,-80.1471,-204.173,-1751.12,0.115391,4,OK,-80.1705,-204.34,-1751.15,OK,-122.47,-229.558,-1743.14,OK,-115.12,-283.599,-1736.99,OK,-55.7968,-258.742,-1746.62,,140610763,Port:2,0,1769569112,718804535,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,140610763,Port:3,0,1769569112,718804535,Enabled,0.906101,-0.0612174,0.060786,0.414173,-146.598,-54.4676,-1663.43,0.112794,3,OK,-146.478,-54.3858,-1663.45,OK,-184.419,-88.1439,-1655.64,OK,-194.521,-13.4362,-1667.26,,140610763,Port:65535,0,1769569112,718804535,Missing,,,,,,,,,3,OK,-34.9438,-201.674,-2082.93,OK,-59.0667,-201.003,-2022.87,OK,-79.7128,-155.268,-2017.22
4,,140610769,Port:1,0,1769569112,818804535,Enabled,0.645688,0.350378,-0.544653,0.404567,-80.8098,-199.653,-1756.49,0.104934,4,OK,-80.8365,-199.809,-1756.49,OK,-123.862,-224.101,-1749.52,OK,-117.766,-278.156,-1742.34,OK,-57.7055,-254.629,-1750.49,,140610769,Port:2,0,1769569112,818804535,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,140610769,Port:3,0,1769569112,818804535,Enabled,0.906141,-0.0613266,0.060042,0.414176,-146.59,-54.4631,-1663.4,0.111537,3,OK,-146.467,-54.3873,-1663.42,OK,-184.419,-88.14,-1655.67,OK,-194.515,-13.4335,-1667.27,,140610769,Port:65535,0,1769569112,818804535,Missing,,,,,,,,,3,OK,-34.9522,-201.647,-2082.79,OK,-59.0634,-200.984,-2022.76,OK,-79.7258,-155.263,-2017.21
