#Tools
ToolCount,ToolInfo,Frame#,PortHandle,Face#,timespec_s,timespec_ns,TransformStatus,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,#Markers,Marker0.Status,Tx,Ty,Tz,Marker1.Status,Tx,Ty,Tz,Marker2.Status,Tx,Ty,Tz,Marker3.Status,Tx,Ty,Tz,ToolInfo,Frame#,PortHandle,Face#,timespec_s,timespec_ns,TransformStatus,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,#Markers,Marker0.Status,Tx,Ty,Tz,Marker1.Status,Tx,Ty,Tz,Marker2.Status,Tx,Ty,Tz,Marker3.Status,Tx,Ty,Tz,ToolInfo,Frame#,PortHandle,Face#,timespec_s,timespec_ns,TransformStatus,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,#Markers,Marker0.Status,Tx,Ty,Tz,Marker1.Status,Tx,Ty,Tz,Marker2.Status,Tx,Ty,Tz,ToolInfo,Frame#,PortHandle,Face#,timespec_s,timespec_ns,TransformStatus,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,#Markers,Marker0.Status,Tx,Ty,Tz
4,,140337547,Port:1,0,1769564559,118785097,Enabled,0.612771,0.551093,-0.358528,0.438481,-78.0198,8.04751,-1712.2,0.328075,4,OK,-77.716,7.96382,-1712.04,OK,-102.876,-32.4118,-1696.61,OK,-74.121,-79.0805,-1700.05,OK,-35.2586,-32.1502,-1722.8,,140337547,Port:2,0,1769564559,118785097,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,140337547,Port:3,0,1769564559,118785097,Enabled,0.919717,-0.00478441,0.039011,0.390609,-30.7858,104.372,-1686.7,0.117103,3,OK,-30.6467,104.438,-1686.71,OK,-70.511,72.2555,-1682.72,OK,-76.2483,148.28,-1685.32,,140337547,Port:65535,0,1769564559,118785097,Missing,,,,,,,,,1,OK,42.3239,375.608,-2012
4,,140337556,Port:1,0,1769564559,268785097,Enabled,0.612777,0.551058,-0.358546,0.438502,-78.021,8.04168,-1712.18,0.332029,4,OK,-77.7209,7.95977,-1712.01,OK,-102.873,-32.4177,-1696.6,OK,-74.1274,-79.0844,-1700.03,OK,-35.26,-32.1594,-1722.79,,140337556,Port:2,0,1769564559,268785097,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,140337556,Port:3,0,1769564559,268785097,Enabled,0.919712,-0.00481851,0.0389874,0.390623,-30.7847,104.375,-1686.7,0.11992,3,OK,-30.6452,104.446,-1686.71,OK,-70.5114,72.2505,-1682.72,OK,-76.2471,148.285,-1685.33,,140337556,Port:65535,0,1769564559,268785097,Missing,,,,,,,,,1,OK,42.32,375.604,-2012.01
4,,140337562,Port:1,0,1769564559,368785097,Enabled,0.612405,0.551,-0.358986,0.438735,-78.0149,8.03676,-1712.19,0.33674,4,OK,-77.7106,7.95583,-1712.02,OK,-102.877,-32.4259,-1696.66,OK,-74.1144,-79.0987,-1700.08,OK,-35.2601,-32.1604,-1722.76,,140337562,Port:2,0,1769564559,368785097,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,140337562,Port:3,0,1769564559,368785097,Enabled,0.919711,-0.00487739,0.0388324,0.39064,-30.7795,104.374,-1686.69,0.119588,3,OK,-30.6381,104.442,-1686.7,OK,-70.5065,72.2531,-1682.72,OK,-76.2455,148.278,-1685.33,,140337562,Port:65535,0,1769564559,368785097,Missing,,,,,,,,,1,OK,42.3267,375.588,-2011.9
4,,140337568,Port:1,0,1769564559,468785097,Enabled,0.612828,0.551217,-0.358419,0.438334,-78.0286,8.03151,-1712.2,0.322541,4,OK,-77.7191,7.95463,-1712.06,OK,-102.875,-32.4333,-1696.58,OK,-74.1319,-79.1102,-1700.08,OK,-35.2765,-32.156,-1722.82,,140337568,Port:2,0,1769564559,468785097,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,140337568,Port:3,0,1769564559,468785097,Enabled,0.919736,-0.00457616,0.0384551,0.390623,-30.7875,104.372,-1686.68,0.114366,3,OK,-30.6523,104.437,-1686.69,OK,-70.5134,72.2525,-1682.76,OK,-76.2499,148.279,-1685.31,,140337568,Port:65535,0,1769564559,468785097,Missing,,,,,,,,,1,OK,42.3303,375.591,-2011.94
4,,140337574,Port:1,0,1769564559,568785097,Enabled,0.613031,0.551457,-0.358184,0.437941,-78.031,8.03004,-1712.23,0.355043,4,OK,-77.7258,7.95316,-1712.02,OK,-102.886,-32.4332,-1696.66,OK,-74.1361,-79.1007,-1700.06,OK,-35.2837,-32.1777,-1722.95,,140337574,Port:2,0,1769564559,568785097,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,140337574,Port:3,0,1769564559,568785097,Enabled,0.919721,-0.00481176,0.0387651,0.390625,-30.7908,104.369,-1686.7,0.117289,3,OK,-30.6555,104.44,-1686.71,OK,-70.5169,72.2448,-1682.75,OK,-76.2515,148.277,-1685.34,,140337574,Port:65535,0,1769564559,568785097,Missing,,,,,,,,,1,OK,42.3224,375.58,-2011.9
4,,140337580,Port:1,0,1769564559,668785097,Enabled,0.612632,0.551283,-0.358702,0.438295,-78.0252,8.02622,-1712.21,0.351506,4,OK,-77.7186,7.95289,-1712.01,OK,-102.89,-32.4436,-1696.69,OK,-74.1331,-79.1101,-1700.09,OK,-35.2775,-32.1782,-1722.87,,140337580,Port:2,0,1769564559,668785097,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,140337580,Port:3,0,1769564559,668785097,Enabled,0.919732,-0.00487757,0.0385374,0.39062,-30.7895,104.371,-1686.69,0.11908,3,OK,-30.6483,104.438,-1686.7,OK,-70.5195,72.2512,-1682.76,OK,-76.2547,148.279,-1685.35,,140337580,Port:65535,0,1769564559,668785097,Missing,,,,,,,,,1,OK,42.3178,375.587,-2011.96
4,,140337589,Port:1,0,1769564559,818785097,Enabled,0.612535,0.55102,-0.358826,0.438659,-78.0255,8.02054,-1712.2,0.329494,4,OK,-77.7243,7.93254,-1712.04,OK,-102.884,-32.4449,-1696.65,OK,-74.1349,-79.1064,-1700.08,OK,-35.2575,-32.1721,-1722.79,,140337589,Port:2,0,1769564559,818785097,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,140337589,Port:3,0,1769564559,818785097,Enabled,0.919702,-0.00468996,0.0392811,0.39062,-30.793,104.374,-1686.75,0.119961,3,OK,-30.6547,104.446,-1686.76,OK,-70.5181,72.2499,-1682.75,OK,-76.2521,148.281,-1685.35,,140337589,Port:65535,0,1769564559,818785097,Missing,,,,,,,,,1,OK,42.3248,375.589,-2011.93
4,,140337595,Port:1,0,1769564559,918785097,Enabled,0.612466,0.550839,-0.358969,0.438865,-78.0336,8.02046,-1712.21,0.336201,4,OK,-77.7297,7.94117,-1712.05,OK,-102.891,-32.444,-1696.68,OK,-74.1412,-79.1066,-1700.08,OK,-35.2773,-32.1782,-1722.76,,140337595,Port:2,0,1769564559,918785097,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,140337595,Port:3,0,1769564559,918785097,Enabled,0.919721,-0.00482855,0.0385685,0.390644,-30.7904,104.381,-1686.68,0.11542,3,OK,-30.6532,104.445,-1686.69,OK,-70.5147,72.2602,-1682.74,OK,-76.2574,148.287,-1685.33,,140337595,Port:65535,0,1769564559,918785097,Missing,,,,,,,,,1,OK,42.3215,375.611,-2012
4,,140337601,Port:1,0,1769564560,18785097,Enabled,0.612788,0.550921,-0.35851,0.43869,-78.0286,8.01097,-1712.23,0.342974,4,OK,-77.7191,7.93696,-1712.05,OK,-102.88,-32.4531,-1696.65,OK,-74.1247,-79.1185,-1700.03,OK,-35.2656,-32.1803,-1722.82,,140337601,Port:2,0,1769564560,18785097,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,140337601,Port:3,0,1769564560,18785097,Enabled,0.919704,-0.00467769,0.0389761,0.390645,-30.7861,104.37,-1686.72,0.120996,3,OK,-30.6459,104.442,-1686.73,OK,-70.513,72.2436,-1682.75,OK,-76.2489,148.275,-1685.33,,140337601,Port:65535,0,1769564560,18785097,Missing,,,,,,,,,1,OK,42.3162,375.589,-2011.91
4,,140337607,Port:1,0,1769564560,118785097,Enabled,0.612793,0.550731,-0.358621,0.438829,-78.0294,8.00783,-1712.23,0.335705,4,OK,-77.7243,7.93174,-1712.06,OK,-102.885,-32.4499,-1696.64,OK,-74.1369,-79.1103,-1700.02,OK,-35.2694,-32.197,-1722.78,,140337607,Port:2,0,1769564560,118785097,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,140337607,Port:3,0,1769564560,118785097,Enabled,0.919718,-0.00489104,0.0388595,0.39062,-30.785,104.374,-1686.68,0.118519,3,OK,-30.6462,104.442,-1686.7,OK,-70.5115,72.2507,-1682.72,OK,-76.2483,148.284,-1685.33,,140337607,Port:65535,0,1769564560,118785097,Missing,,,,,,,,,1,OK,42.3355,375.597,-2012
4,,140338000,Port:1,0,1769564566,668785097,Enabled,0.695544,0.571775,-0.333125,0.279857,27.7274,-17.7037,-1730.08,0.281984,4,OK,27.9645,-17.8139,-1730.18,OK,-0.145975,-52.5894,-1707.69,OK,15.1568,-104.235,-1719.11,OK,55.7525,-65.5504,-1751.86,,140338000,Port:2,0,1769564566,668785097,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,140338000,Port:3,0,1769564566,668785097,Enabled,0.919743,-0.00506257,0.0381187,0.390632,-30.792,104.383,-1686.65,0.113848,3,OK,-30.6597,104.45,-1686.66,OK,-70.5191,72.2598,-1682.75,OK,-76.2563,148.292,-1685.35,,140338000,Port:65535,0,1769564566,668785097,Missing,,,,,,,,,1,OK,42.3157,375.59,-2011.88
4,,140338009,Port:1,0,1769564566,818785101,Enabled,0.695806,0.571388,-0.33295,0.280203,27.7133,-17.7053,-1730.09,0.28839,4,OK,27.9578,-17.8155,-1730.19,OK,-0.151043,-52.5896,-1707.67,OK,15.1608,-104.217,-1719.02,OK,55.7487,-65.5625,-1751.8,,140338009,Port:2,0,1769564566,818785101,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,140338009,Port:3,0,1769564566,818785101,Enabled,0.919695,-0.00480871,0.0387966,0.390683,-30.7968,104.388,-1686.68,0.116073,3,OK,-30.6603,104.454,-1686.69,OK,-70.5165,72.2602,-1682.72,OK,-76.2663,148.295,-1685.32,,140338009,Port:65535,0,1769564566,818785101,Missing,,,,,,,,,1,OK,42.3118,375.597,-2011.88
4,,140338015,Port:1,0,1769564566,918785100,Enabled,0.695681,0.571322,-0.33323,0.280316,27.7166,-17.7097,-1730.05,0.302328,4,OK,27.9633,-17.8191,-1730.14,OK,-0.150745,-52.5912,-1707.7,OK,15.1575,-104.221,-1718.99,OK,55.7285,-65.5713,-1751.75,,140338015,Port:2,0,1769564566,918785100,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,140338015,Port:3,0,1769564566,918785100,Enabled,0.919747,-0.00473711,0.0385324,0.390588,-30.7955,104.383,-1686.67,0.116066,3,OK,-30.6573,104.448,-1686.68,OK,-70.5247,72.2675,-1682.74,OK,-76.2568,148.294,-1685.31,,140338015,Port:65535,0,1769564566,918785100,Missing,,,,,,,,,1,OK,42.3185,375.613,-2011.99
4,,140338021,Port:1,0,1769564567,18785101,Enabled,0.695976,0.571495,-0.332708,0.279849,27.7184,-17.715,-1730.08,0.280858,4,OK,27.963,-17.8331,-1730.14,OK,-0.149253,-52.5921,-1707.68,OK,15.1514,-104.221,-1718.96,OK,55.7413,-65.5758,-1751.88,,140338021,Port:2,0,1769564567,18785101,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,140338021,Port:3,0,1769564567,18785101,Enabled,0.919721,-0.00478655,0.0388435,0.390618,-30.7966,104.385,-1686.7,0.118606,3,OK,-30.6574,104.454,-1686.71,OK,-70.524,72.2644,-1682.74,OK,-76.2591,148.293,-1685.34,,140338021,Port:65535,0,1769564567,18785101,Missing,,,,,,,,,1,OK,42.3208,375.606,-2011.95
4,,140338027,Port:1,0,1769564567,118785100,Enabled,0.696133,0.571367,-0.332494,0.279975,27.7049,-17.7123,-1730.13,0.282952,4,OK,27.9556,-17.8236,-1730.21,OK,-0.149734,-52.5958,-1707.68,OK,15.1524,-104.218,-1718.97,OK,55.7382,-65.5694,-1751.89,,140338027,Port:2,0,1769564567,118785100,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,140338027,Port:3,0,1769564567,118785100,Enabled,0.919728,-0.00510118,0.0387067,0.390609,-30.794,104.384,-1686.66,0.111746,3,OK,-30.6613,104.446,-1686.68,OK,-70.5158,72.2686,-1682.71,OK,-76.2581,148.296,-1685.34,,140338027,Port:65535,0,1769564567,118785100,Missing,,,,,,,,,1,OK,42.3165,375.592,-2011.89
4,,140338033,Port:1,0,1769564567,218785100,Enabled,0.695772,0.571532,-0.332902,0.280051,27.7111,-17.7073,-1730.08,0.291708,4,OK,27.9553,-17.8199,-1730.2,OK,-0.144949,-52.594,-1707.65,OK,15.1569,-104.227,-1719.04,OK,55.7367,-65.5549,-1751.81,,140338033,Port:2,0,1769564567,218785100,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,140338033,Port:3,0,1769564567,218785100,Enabled,0.919714,-0.00499291,0.0384425,0.390671,-30.7927,104.385,-1686.67,0.117284,3,OK,-30.6542,104.452,-1686.68,OK,-70.5178,72.2602,-1682.74,OK,-76.2629,148.29,-1685.35,,140338033,Port:65535,0,1769564567,218785100,Missing,,,,,,,,,1,OK,42.3153,375.607,-2012
4,,140338039,Port:1,0,1769564567,318785101,Enabled,0.695984,0.571527,-0.332588,0.279908,27.7042,-17.7085,-1730.07,0.288057,4,OK,27.956,-17.8227,-1730.12,OK,-0.153398,-52.593,-1707.68,OK,15.1582,-104.225,-1718.93,OK,55.7301,-65.5575,-1751.87,,140338039,Port:2,0,1769564567,318785101,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,140338039,Port:3,0,1769564567,318785101,Enabled,0.919702,-0.00496979,0.0393784,0.390606,-30.799,104.384,-1686.7,0.119901,3,OK,-30.6606,104.455,-1686.71,OK,-70.5239,72.2609,-1682.68,OK,-76.2586,148.294,-1685.33,,140338039,Port:65535,0,1769564567,318785101,Missing,,,,,,,,,1,OK,42.3112,375.606,-2011.93
4,,140338048,Port:1,0,1769564567,468785100,Enabled,0.69574,0.57181,-0.332849,0.279626,27.7209,-17.7078,-1730.04,0.271983,4,OK,27.9558,-17.8215,-1730.1,OK,-0.149947,-52.5918,-1707.67,OK,15.1502,-104.222,-1719.01,OK,55.7392,-65.5671,-1751.88,,140338048,Port:2,0,1769564567,468785100,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,140338048,Port:3,0,1769564567,468785100,Enabled,0.919712,-0.00478581,0.0388477,0.390639,-30.7966,104.389,-1686.69,0.117984,3,OK,-30.6574,104.456,-1686.7,OK,-70.5216,72.2671,-1682.73,OK,-76.2619,148.296,-1685.32,,140338048,Port:65535,0,1769564567,468785100,Missing,,,,,,,,,1,OK,42.3157,375.614,-2011.95
4,,140338054,Port:1,0,1769564567,568785101,Enabled,0.696212,0.571419,-0.332326,0.279873,27.7061,-17.7191,-1730.15,0.286292,4,OK,27.9646,-17.8294,-1730.21,OK,-0.148887,-52.6029,-1707.71,OK,15.1541,-104.239,-1718.95,OK,55.7435,-65.5636,-1751.94,,140338054,Port:2,0,1769564567,568785101,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,140338054,Port:3,0,1769564567,568785101,Enabled,0.919713,-0.0045384,0.0389212,0.390631,-30.7952,104.382,-1686.71,0.119308,3,OK,-30.656,104.451,-1686.72,OK,-70.5212,72.2563,-1682.75,OK,-76.2575,148.291,-1685.31,,140338054,Port:65535,0,1769564567,568785101,Missing,,,,,,,,,1,OK,42.3208,375.576,-2011.8
4,,140338060,Port:1,0,1769564567,668785100,Enabled,0.695734,0.57152,-0.333033,0.280015,27.7157,-17.7193,-1730.07,0.283612,4,OK,27.9547,-17.8231,-1730.19,OK,-0.156495,-52.5994,-1707.65,OK,15.1505,-104.236,-1719.06,OK,55.7398,-65.5852,-1751.8,,140338060,Port:2,0,1769564567,668785100,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,140338060,Port:3,0,1769564567,668785100,Enabled,0.919724,-0.00505246,0.038708,0.39062,-30.7981,104.382,-1686.69,0.116792,3,OK,-30.6607,104.448,-1686.7,OK,-70.5239,72.2599,-1682.73,OK,-76.2628,148.293,-1685.36,,140338060,Port:65535,0,1769564567,668785100,Missing,,,,,,,,,1,OK,42.316,375.609,-2011.99
4,,140338966,Port:1,0,1769564582,768785095,Enabled,0.547574,0.623047,-0.413419,0.375579,-63.5913,-78.0176,-1711.67,0.439855,4,OK,-63.2384,-78.085,-1711.87,OK,-89.2348,-120.46,-1705.93,OK,-62.1883,-165.478,-1722.15,OK,-22.5455,-115.39,-1732.62,,140338966,Port:2,0,1769564582,768785095,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,140338966,Port:3,0,1769564582,768785095,Enabled,0.919754,-0.00485615,0.03831,0.390591,-30.7941,104.384,-1686.69,0.113348,3,OK,-30.6603,104.448,-1686.7,OK,-70.5212,72.2646,-1682.78,OK,-76.256,148.301,-1685.36,,140338966,Port:65535,0,1769564582,768785095,Missing,,,,,,,,,1,OK,42.3158,375.62,-2011.98
4,,140338972,Port:1,0,1769564582,868785100,Enabled,0.547824,0.623043,-0.413067,0.375609,-63.6039,-78.0129,-1711.71,0.434322,4,OK,-63.253,-78.0936,-1711.92,OK,-89.2417,-120.458,-1705.92,OK,-62.1842,-165.468,-1722.14,OK,-22.5457,-115.384,-1732.66,,140338972,Port:2,0,1769564582,868785100,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,140338972,Port:3,0,1769564582,868785100,Enabled,0.91972,-0.00477275,0.0386733,0.390637,-30.7945,104.387,-1686.68,0.117692,3,OK,-30.6567,104.455,-1686.69,OK,-70.5207,72.2626,-1682.74,OK,-76.2586,148.294,-1685.32,,140338972,Port:65535,0,1769564582,868785100,Missing,,,,,,,,,1,OK,42.3126,375.619,-2011.97
4,,140338981,Port:1,0,1769564583,18785100,Enabled,0.547897,0.623357,-0.412902,0.375162,-63.5896,-78.022,-1711.74,0.421384,4,OK,-63.2472,-78.0969,-1711.94,OK,-89.2378,-120.462,-1705.94,OK,-62.186,-165.479,-1722.21,OK,-22.5366,-115.391,-1732.75,,140338981,Port:2,0,1769564583,18785100,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,140338981,Port:3,0,1769564583,18785100,Enabled,0.919722,-0.0049908,0.038766,0.390619,-30.7941,104.387,-1686.7,0.120638,3,OK,-30.6541,104.458,-1686.71,OK,-70.5236,72.2616,-1682.74,OK,-76.2571,148.297,-1685.36,,140338981,Port:65535,0,1769564583,18785100,Missing,,,,,,,,,1,OK,42.3029,375.611,-2011.88
4,,140338987,Port:1,0,1769564583,118785100,Enabled,0.548079,0.623008,-0.41281,0.375577,-63.5979,-78.0123,-1711.76,0.427707,4,OK,-63.2462,-78.0907,-1711.97,OK,-89.2412,-120.46,-1705.93,OK,-62.1817,-165.475,-1722.14,OK,-22.5338,-115.388,-1732.71,,140338987,Port:2,0,1769564583,118785100,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,140338987,Port:3,0,1769564583,118785100,Enabled,0.919696,-0.00438911,0.0389012,0.390675,-30.7922,104.39,-1686.72,0.120842,3,OK,-30.6497,104.46,-1686.74,OK,-70.5176,72.2645,-1682.77,OK,-76.2586,148.289,-1685.31,,140338987,Port:65535,0,1769564583,118785100,Missing,,,,,,,,,1,OK,42.309,375.614,-2011.97
4,,140338993,Port:1,0,1769564583,218785100,Enabled,0.548297,0.623361,-0.412456,0.375062,-63.5925,-78.0076,-1711.75,0.417046,4,OK,-63.2452,-78.0925,-1711.95,OK,-89.237,-120.454,-1705.9,OK,-62.192,-165.464,-1722.15,OK,-22.5447,-115.377,-1732.78,,140338993,Port:2,0,1769564583,218785100,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,140338993,Port:3,0,1769564583,218785100,Enabled,0.919672,-0.00469951,0.0395714,0.390661,-30.7947,104.389,-1686.74,0.11988,3,OK,-30.6548,104.459,-1686.75,OK,-70.5143,72.2634,-1682.71,OK,-76.2593,148.293,-1685.33,,140338993,Port:65535,0,1769564583,218785100,Missing,,,,,,,,,1,OK,42.3073,375.615,-2011.93
4,,140339002,Port:1,0,1769564583,368785100,Enabled,0.548139,0.623128,-0.412729,0.37538,-63.5958,-78.0147,-1711.78,0.418262,4,OK,-63.241,-78.1007,-1711.96,OK,-89.2505,-120.461,-1705.97,OK,-62.1861,-165.47,-1722.15,OK,-22.5394,-115.389,-1732.78,,140339002,Port:2,0,1769564583,368785100,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,140339002,Port:3,0,1769564583,368785100,Enabled,0.919708,-0.00468405,0.0388582,0.390648,-30.7987,104.388,-1686.7,0.115311,3,OK,-30.6635,104.456,-1686.72,OK,-70.5208,72.267,-1682.75,OK,-76.2624,148.292,-1685.33,,140339002,Port:65535,0,1769564583,368785100,Missing,,,,,,,,,1,OK,42.3108,375.607,-2011.96
4,,140339008,Port:1,0,1769564583,468785100,Enabled,0.548169,0.623153,-0.412631,0.375403,-63.5998,-78.0075,-1711.76,0.422386,4,OK,-63.2483,-78.091,-1711.95,OK,-89.2397,-120.454,-1705.93,OK,-62.1833,-165.472,-1722.14,OK,-22.5406,-115.375,-1732.75,,140339008,Port:2,0,1769564583,468785100,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,140339008,Port:3,0,1769564583,468785100,Enabled,0.919673,-0.00504191,0.0393292,0.390677,-30.793,104.388,-1686.73,0.122376,3,OK,-30.6498,104.458,-1686.74,OK,-70.5156,72.2594,-1682.72,OK,-76.2623,148.292,-1685.37,,140339008,Port:65535,0,1769564583,468785100,Missing,,,,,,,,,1,OK,42.3152,375.621,-2011.98
4,,140339014,Port:1,0,1769564583,568785100,Enabled,0.548048,0.623376,-0.412713,0.375119,-63.5873,-78.0121,-1711.74,0.404122,4,OK,-63.246,-78.0883,-1711.91,OK,-89.2427,-120.455,-1705.95,OK,-62.1847,-165.473,-1722.16,OK,-22.52,-115.378,-1732.79,,140339014,Port:2,0,1769564583,568785100,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,140339014,Port:3,0,1769564583,568785100,Enabled,0.919729,-0.00481666,0.0383866,0.390643,-30.7939,104.39,-1686.67,0.115189,3,OK,-30.6573,104.455,-1686.68,OK,-70.5198,72.2696,-1682.76,OK,-76.2604,148.295,-1685.33,,140339014,Port:65535,0,1769564583,568785100,Missing,,,,,,,,,1,OK,42.3102,375.628,-2012
4,,140339020,Port:1,0,1769564583,668785100,Enabled,0.548338,0.623629,-0.412335,0.37469,-63.5878,-78.0137,-1711.73,0.411587,4,OK,-63.2462,-78.0917,-1711.92,OK,-89.2426,-120.449,-1705.86,OK,-62.1886,-165.474,-1722.18,OK,-22.5549,-115.388,-1732.81,,140339020,Port:2,0,1769564583,668785100,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,140339020,Port:3,0,1769564583,668785100,Enabled,0.919704,-0.00465867,0.0392138,0.39062,-30.7979,104.39,-1686.73,0.122589,3,OK,-30.6546,104.463,-1686.74,OK,-70.5265,72.2688,-1682.74,OK,-76.2591,148.296,-1685.33,,140339020,Port:65535,0,1769564583,668785100,Missing,,,,,,,,,1,OK,42.2968,375.604,-2011.91
4,,140339029,Port:1,0,1769564583,818785095,Enabled,0.547949,0.623455,-0.412791,0.375046,-63.5877,-78.0154,-1711.72,0.417549,4,OK,-63.2464,-78.0913,-1711.92,OK,-89.2382,-120.453,-1705.92,OK,-62.1778,-165.471,-1722.2,OK,-22.5383,-115.385,-1732.76,,140339029,Port:2,0,1769564583,818785095,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,140339029,Port:3,0,1769564583,818785095,Enabled,0.919731,-0.00489832,0.0384458,0.390632,-30.794,104.387,-1686.68,0.119009,3,OK,-30.6543,104.455,-1686.7,OK,-70.5237,72.2629,-1682.76,OK,-76.2592,148.294,-1685.35,,140339029,Port:65535,0,1769564583,818785095,Missing,,,,,,,,,1,OK,42.3144,375.613,-2011.95
4,,140340616,Port:1,0,1769564610,268785096,Enabled,0.722952,0.522561,-0.318263,0.320905,10.9641,-17.6325,-1810.94,0.313689,4,OK,11.2059,-17.7427,-1810.84,OK,-16.9156,-49.9828,-1785.17,OK,0.0139012,-102.197,-1788.61,OK,40.9344,-67.1705,-1825.23,,140340616,Port:2,0,1769564610,268785096,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,140340616,Port:3,0,1769564610,268785096,Enabled,0.919719,-0.00483911,0.0386754,0.390637,-30.8131,104.405,-1686.69,0.115757,3,OK,-30.6778,104.472,-1686.7,OK,-70.5369,72.2808,-1682.75,OK,-76.2777,148.315,-1685.34,,140340616,Port:65535,0,1769564610,268785096,Missing,,,,,,,,,1,OK,42.2862,375.652,-2012.02
4,,140340622,Port:1,0,1769564610,368785096,Enabled,0.723225,0.522789,-0.317759,0.320416,10.9542,-17.6223,-1810.93,0.320251,4,OK,11.2061,-17.7479,-1810.81,OK,-16.9288,-49.9728,-1785.12,OK,0.00836687,-102.174,-1788.55,OK,40.9311,-67.1571,-1825.32,,140340622,Port:2,0,1769564610,368785096,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,140340622,Port:3,0,1769564610,368785096,Enabled,0.91974,-0.00485033,0.0387708,0.39058,-30.813,104.406,-1686.68,0.117441,3,OK,-30.6735,104.471,-1686.7,OK,-70.5415,72.2888,-1682.73,OK,-76.2745,148.322,-1685.33,,140340622,Port:65535,0,1769564610,368785096,Missing,,,,,,,,,1,OK,42.2941,375.637,-2011.95
4,,140340628,Port:1,0,1769564610,468785096,Enabled,0.722924,0.522767,-0.318213,0.320682,10.9641,-17.6181,-1810.91,0.309026,4,OK,11.2035,-17.7315,-1810.8,OK,-16.9236,-49.9741,-1785.14,OK,0.0153013,-102.181,-1788.61,OK,40.9374,-67.1629,-1825.25,,140340628,Port:2,0,1769564610,468785096,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,140340628,Port:3,0,1769564610,468785096,Enabled,0.919712,-0.00499246,0.0388132,0.390638,-30.8122,104.407,-1686.68,0.117119,3,OK,-30.6765,104.476,-1686.69,OK,-70.5366,72.2819,-1682.72,OK,-76.2759,148.315,-1685.34,,140340628,Port:65535,0,1769564610,468785096,Missing,,,,,,,,,1,OK,42.2883,375.629,-2011.89
