#Tools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ToolInfo,Frame#,PortHandle,Face#,timespec_s,timespec_ns,TransformStatus,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,#Markers,Marker0.Status,Tx,Ty,Tz,Marker1.Status,Tx,Ty,Tz,Marker2.Status,Tx,Ty,Tz,Marker3.Status,Tx,Ty,Tz,ToolInfo,Frame#,PortHandle,Face#,timespec_s,timespec_ns,TransformStatus,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,#Markers,Marker0.Status,Tx,Ty,Tz,Marker1.Status,Tx,Ty,Tz,Marker2.Status,Tx,Ty,Tz,ToolInfo,Frame#,PortHandle,Face#,timespec_s,timespec_ns,TransformStatus,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,#Markers
,,658665187,Port:1,0,1746667353,118801099,Enabled,0.456282,0.577551,-0.267546,0.62182,-174.995,-100.354,-1433.61,0.268552,4,OK,-174.967,-100.375,-1433.86,OK,-180.567,-148.222,-1419.98,OK,-133.285,-175.902,-1417.16,OK,-117.027,-115.695,-1434.33,,658665187,Port:2,0,1746667353,118801099,Enabled,0.947089,0.00530616,0.0612379,0.315031,-120.771,-253.021,-1306.22,0.168521,3,OK,-120.583,-253.158,-1306.24,OK,-164.845,-278.221,-1300.2,OK,-158.584,-202.29,-1303.13,,658665187,Port:65535,0,1746667353,118801099,Missing,,,,,,,,,0
,,658665190,Port:1,0,1746667353,168801099,Enabled,0.456037,0.577051,-0.267968,0.622282,-174.971,-100.393,-1433.78,0.267873,4,OK,-174.946,-100.412,-1434.04,OK,-180.563,-148.263,-1420.17,OK,-133.293,-175.945,-1417.28,OK,-117.001,-115.736,-1434.41,,658665190,Port:2,0,1746667353,168801099,Enabled,0.947085,0.00537395,0.0612867,0.315033,-120.775,-253.023,-1306.24,0.172436,3,OK,-120.582,-253.162,-1306.26,OK,-164.852,-278.222,-1300.21,OK,-158.591,-202.292,-1303.14,,658665190,Port:65535,0,1746667353,168801099,Missing,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ToolInfo,Frame#,PortHandle,Face#,timespec_s,timespec_ns,TransformStatus,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,#Markers,Marker0.Status,Tx,Ty,Tz,Marker1.Status,Tx,Ty,Tz,Marker2.Status,Tx,Ty,Tz,Marker3.Status,Tx,Ty,Tz,ToolInfo,Frame#,PortHandle,Face#,timespec_s,timespec_ns,TransformStatus,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,#Markers,Marker0.Status,Tx,Ty,Tz,Marker1.Status,Tx,Ty,Tz,Marker2.Status,Tx,Ty,Tz,ToolInfo,Frame#,PortHandle,Face#,timespec_s,timespec_ns,TransformStatus,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,#Markers
,,658665361,Port:1,0,1746667356,18801102,Enabled,0.444185,0.593842,-0.284678,0.607462,-176.994,-106.736,-1477.42,0.234637,4,OK,-176.974,-106.726,-1477.64,OK,-182.814,-155.281,-1466.54,OK,-135.782,-183.463,-1465.96,OK,-119.188,-122.518,-1479.93,,658665361,Port:2,0,1746667356,18801102,Enabled,0.947101,0.00535321,0.0610998,0.315021,-120.77,-253.024,-1306.21,0.169427,3,OK,-120.581,-253.161,-1306.23,OK,-164.848,-278.227,-1300.2,OK,-158.582,-202.289,-1303.12,,658665361,Port:65535,0,1746667356,18801102,Missing,,,,,,,,,0
,,658665364,Port:1,0,1746667356,68801102,Enabled,0.446092,0.593163,-0.283637,0.607214,-177.414,-106.527,-1476.93,0.24209,4,OK,-177.401,-106.512,-1477.16,OK,-183.298,-155.011,-1465.84,OK,-136.309,-183.29,-1465.23,OK,-119.641,-122.416,-1479.45,,658665364,Port:2,0,1746667356,68801102,Enabled,0.947095,0.00553908,0.0610581,0.315044,-120.775,-253.027,-1306.2,0.168259,3,OK,-120.585,-253.161,-1306.22,OK,-164.853,-278.231,-1300.2,OK,-158.587,-202.298,-1303.1,,658665364,Port:65535,0,1746667356,68801102,Missing,,,,,,,,,0
,,658665367,Port:1,0,1746667356,118801101,Enabled,0.445234,0.592667,-0.284479,0.607934,-177.591,-106.585,-1476.82,0.238297,4,OK,-177.568,-106.575,-1477.04,OK,-183.487,-155.084,-1465.81,OK,-136.483,-183.334,-1465.1,OK,-119.814,-122.455,-1479.21,,658665367,Port:2,0,1746667356,118801101,Enabled,0.947106,0.00535343,0.0611162,0.315001,-120.773,-253.029,-1306.21,0.168307,3,OK,-120.584,-253.164,-1306.23,OK,-164.852,-278.229,-1300.2,OK,-158.582,-202.294,-1303.12,,658665367,Port:65535,0,1746667356,118801101,Missing,,,,,,,,,0
,,658665370,Port:1,0,1746667356,168801101,Enabled,0.445307,0.5925,-0.284713,0.607934,-177.759,-106.522,-1476.89,0.227174,4,OK,-177.733,-106.515,-1477.1,OK,-183.691,-155.022,-1465.89,OK,-136.693,-183.291,-1465.14,OK,-119.983,-122.411,-1479.26,,658665370,Port:2,0,1746667356,168801101,Enabled,0.947095,0.00545758,0.061194,0.315019,-120.772,-253.027,-1306.22,0.167815,3,OK,-120.585,-253.164,-1306.24,OK,-164.847,-278.227,-1300.21,OK,-158.582,-202.296,-1303.12,,658665370,Port:65535,0,1746667356,168801101,Missing,,,,,,,,,0
,,658665373,Port:1,0,1746667356,218801101,Enabled,0.445354,0.592312,-0.2845,0.608183,-177.876,-106.523,-1476.86,0.235717,4,OK,-177.856,-106.517,-1477.08,OK,-183.788,-155.02,-1465.83,OK,-136.795,-183.272,-1465.07,OK,-120.088,-122.396,-1479.2,,658665373,Port:2,0,1746667356,218801101,Enabled,0.947094,0.00517427,0.061215,0.315022,-120.773,-253.026,-1306.21,0.167728,3,OK,-120.585,-253.162,-1306.23,OK,-164.848,-278.225,-1300.19,OK,-158.585,-202.295,-1303.14,,658665373,Port:65535,0,1746667356,218801101,Missing,,,,,,,,,0
,,658665376,Port:1,0,1746667356,268801102,Enabled,0.445212,0.592319,-0.28508,0.608009,-178.008,-106.505,-1476.92,0.249136,4,OK,-177.993,-106.487,-1477.16,OK,-183.956,-155.011,-1465.92,OK,-136.979,-183.293,-1465.2,OK,-120.232,-122.42,-1479.25,,658665376,Port:2,0,1746667356,268801102,Enabled,0.947087,0.00543622,0.0611338,0.315055,-120.772,-253.03,-1306.22,0.170567,3,OK,-120.582,-253.169,-1306.24,OK,-164.846,-278.235,-1300.21,OK,-158.588,-202.296,-1303.12,,658665376,Port:65535,0,1746667356,268801102,Missing,,,,,,,,,0
