ToolCount,ToolInfo,Frame#,PortHandle,Face#,timespec_s,timespec_ns,TransformStatus,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,#Markers,Marker0.Status,Tx,Ty,Tz,Marker1.Status,Tx,Ty,Tz,Marker2.Status,Tx,Ty,Tz,Marker3.Status,Tx,Ty,Tz,ToolInfo,Frame#,PortHandle,Face#,timespec_s,timespec_ns,TransformStatus,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,#Markers,Marker0.Status,Tx,Ty,Tz,Marker1.Status,Tx,Ty,Tz,Marker2.Status,Tx,Ty,Tz,ToolInfo,Frame#,PortHandle,Face#,timespec_s,timespec_ns,TransformStatus,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,#Markers,Marker0.Status,Tx,Ty,Tz,Marker1.Status,Tx,Ty,Tz,Marker2.Status,Tx,Ty,Tz,Marker3.Status,Tx,Ty,Tz,ToolInfo,Frame#,PortHandle,Face#,timespec_s,timespec_ns,TransformStatus,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,#Markers,Marker0.Status,Tx,Ty,Tz
4,,370806133,Port:1,0,1773405702,218821124,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,370806133,Port:2,0,1773405702,218821124,Enabled,0.933483,-0.0313186,0.0598408,0.352203,-97.4625,60.5277,-1720.53,0.148881,3,OK,-97.2836,60.5927,-1720.55,OK,-139.543,31.998,-1713.83,OK,-139.294,107.945,-1721.56,,370806133,Port:3,0,1773405702,218821124,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,370806133,Port:65535,0,1773405702,218821124,Missing,,,,,,,,,0
4,,370806136,Port:1,0,1773405702,268821124,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,370806136,Port:2,0,1773405702,268821124,Enabled,0.933445,-0.0313303,0.0606364,0.352167,-97.4652,60.5245,-1720.55,0.148295,3,OK,-97.2862,60.5871,-1720.57,OK,-139.537,32.0028,-1713.77,OK,-139.295,107.947,-1721.55,,370806136,Port:3,0,1773405702,268821124,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,370806136,Port:65535,0,1773405702,268821124,Missing,,,,,,,,,0
4,,370806139,Port:1,0,1773405702,318821124,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,370806139,Port:2,0,1773405702,318821124,Enabled,0.93345,-0.0313983,0.060387,0.352192,-97.4641,60.5287,-1720.55,0.144996,3,OK,-97.2893,60.591,-1720.57,OK,-139.535,32.0061,-1713.79,OK,-139.295,107.947,-1721.57,,370806139,Port:3,0,1773405702,318821124,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,370806139,Port:65535,0,1773405702,318821124,Missing,,,,,,,,,0
4,,370806142,Port:1,0,1773405702,368821131,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,370806142,Port:2,0,1773405702,368821131,Enabled,0.933476,-0.031527,0.0601018,0.352159,-97.4668,60.526,-1720.53,0.149381,3,OK,-97.2849,60.5876,-1720.55,OK,-139.547,32.0057,-1713.79,OK,-139.298,107.946,-1721.57,,370806142,Port:3,0,1773405702,368821131,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,370806142,Port:65535,0,1773405702,368821131,Missing,,,,,,,,,0
4,,370806145,Port:1,0,1773405702,418821131,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,370806145,Port:2,0,1773405702,418821131,Enabled,0.933434,-0.0314882,0.0605361,0.352201,-97.4662,60.5254,-1720.56,0.148189,3,OK,-97.2872,60.587,-1720.58,OK,-139.537,32.0003,-1713.78,OK,-139.301,107.945,-1721.58,,370806145,Port:3,0,1773405702,418821131,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,370806145,Port:65535,0,1773405702,418821131,Missing,,,,,,,,,0
4,,370806148,Port:1,0,1773405702,468821124,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,370806148,Port:2,0,1773405702,468821124,Enabled,0.933457,-0.031296,0.060535,0.352156,-97.463,60.5261,-1720.55,0.149078,3,OK,-97.2841,60.5899,-1720.58,OK,-139.538,32.002,-1713.78,OK,-139.29,107.951,-1721.55,,370806148,Port:3,0,1773405702,468821124,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,370806148,Port:65535,0,1773405702,468821124,Missing,,,,,,,,,0
4,,370806151,Port:1,0,1773405702,518821124,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,370806151,Port:2,0,1773405702,518821124,Enabled,0.933505,-0.0313059,0.0597333,0.352165,-97.4631,60.5297,-1720.52,0.147882,3,OK,-97.2849,60.5933,-1720.54,OK,-139.546,32.0037,-1713.83,OK,-139.291,107.951,-1721.55,,370806151,Port:3,0,1773405702,518821124,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,370806151,Port:65535,0,1773405702,518821124,Missing,,,,,,,,,0
4,,370806154,Port:1,0,1773405702,568821124,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,370806154,Port:2,0,1773405702,568821124,Enabled,0.933473,-0.0314347,0.0600411,0.352185,-97.4603,60.525,-1720.52,0.148436,3,OK,-97.2835,60.5936,-1720.54,OK,-139.541,31.9996,-1713.79,OK,-139.288,107.938,-1721.55,,370806154,Port:3,0,1773405702,568821124,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,370806154,Port:65535,0,1773405702,568821124,Missing,,,,,,,,,0
4,,370806157,Port:1,0,1773405702,618821131,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,370806157,Port:2,0,1773405702,618821131,Enabled,0.93349,-0.0312531,0.0601942,0.352131,-97.4725,60.5189,-1720.54,0.148485,3,OK,-97.2927,60.582,-1720.57,OK,-139.553,31.9994,-1713.81,OK,-139.298,107.943,-1721.55,,370806157,Port:3,0,1773405702,618821131,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,370806157,Port:65535,0,1773405702,618821131,Missing,,,,,,,,,0
4,,370806160,Port:1,0,1773405702,668821131,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,370806160,Port:2,0,1773405702,668821131,Enabled,0.933486,-0.0315113,0.0597739,0.352191,-97.4685,60.5345,-1720.51,0.149714,3,OK,-97.2888,60.5988,-1720.54,OK,-139.551,32.0044,-1713.81,OK,-139.3,107.954,-1721.57,,370806160,Port:3,0,1773405702,668821131,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,370806160,Port:65535,0,1773405702,668821131,Missing,,,,,,,,,0
4,,370806163,Port:1,0,1773405702,718821124,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,370806163,Port:2,0,1773405702,718821124,Enabled,0.933448,-0.0312713,0.0602026,0.35224,-97.4623,60.5275,-1720.54,0.148223,3,OK,-97.2826,60.5907,-1720.56,OK,-139.536,31.9997,-1713.8,OK,-139.299,107.94,-1721.55,,370806163,Port:3,0,1773405702,718821124,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,370806163,Port:65535,0,1773405702,718821124,Missing,,,,,,,,,0
4,,370806166,Port:1,0,1773405702,768821124,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,370806166,Port:2,0,1773405702,768821124,Enabled,0.933462,-0.0313028,0.0601549,0.352207,-97.4656,60.5315,-1720.54,0.147894,3,OK,-97.284,60.5913,-1720.56,OK,-139.541,32.0101,-1713.81,OK,-139.301,107.947,-1721.55,,370806166,Port:3,0,1773405702,768821124,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,370806166,Port:65535,0,1773405702,768821124,Missing,,,,,,,,,0
4,,370806169,Port:1,0,1773405702,818821124,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,370806169,Port:2,0,1773405702,818821124,Enabled,0.933447,-0.0313059,0.0601711,0.352245,-97.4599,60.5363,-1720.52,0.149322,3,OK,-97.2777,60.5995,-1720.54,OK,-139.535,32.0106,-1713.78,OK,-139.298,107.946,-1721.53,,370806169,Port:3,0,1773405702,818821124,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,370806169,Port:65535,0,1773405702,818821124,Missing,,,,,,,,,0
4,,370806172,Port:1,0,1773405702,868821131,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,370806172,Port:2,0,1773405702,868821131,Enabled,0.933466,-0.0315051,0.060154,0.352178,-97.4583,60.5285,-1720.54,0.147816,3,OK,-97.2801,60.5937,-1720.56,OK,-139.537,32.0072,-1713.8,OK,-139.288,107.943,-1721.57,,370806172,Port:3,0,1773405702,868821131,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,370806172,Port:65535,0,1773405702,868821131,Missing,,,,,,,,,0
4,,370806175,Port:1,0,1773405702,918821131,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,370806175,Port:2,0,1773405702,918821131,Enabled,0.933474,-0.0317471,0.0597175,0.35221,-97.4655,60.5297,-1720.5,0.148433,3,OK,-97.2876,60.5919,-1720.52,OK,-139.545,31.9975,-1713.8,OK,-139.301,107.95,-1721.59,,370806175,Port:3,0,1773405702,918821131,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,370806175,Port:65535,0,1773405702,918821131,Missing,,,,,,,,,0
4,,370806178,Port:1,0,1773405702,968821124,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,370806178,Port:2,0,1773405702,968821124,Enabled,0.933481,-0.0311324,0.060203,0.352163,-97.4706,60.5289,-1720.56,0.147767,3,OK,-97.2932,60.5967,-1720.59,OK,-139.55,32.0083,-1713.83,OK,-139.295,107.944,-1721.56,,370806178,Port:3,0,1773405702,968821124,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,370806178,Port:65535,0,1773405702,968821124,Missing,,,,,,,,,0
4,,370806181,Port:1,0,1773405703,18821128,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,370806181,Port:2,0,1773405703,18821128,Enabled,0.933469,-0.0313137,0.0602582,0.35217,-97.46,60.5286,-1720.55,0.147148,3,OK,-97.2798,60.5893,-1720.57,OK,-139.536,32.0113,-1713.81,OK,-139.291,107.946,-1721.56,,370806181,Port:3,0,1773405703,18821128,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,370806181,Port:65535,0,1773405703,18821128,Missing,,,,,,,,,0
4,,370806184,Port:1,0,1773405703,68821128,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,370806184,Port:2,0,1773405703,68821128,Enabled,0.933453,-0.0313502,0.0604248,0.35218,-97.4691,60.5284,-1720.58,0.146243,3,OK,-97.2938,60.5938,-1720.61,OK,-139.542,32.0066,-1713.82,OK,-139.297,107.945,-1721.59,,370806184,Port:3,0,1773405703,68821128,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,370806184,Port:65535,0,1773405703,68821128,Missing,,,,,,,,,0
4,,370806187,Port:1,0,1773405703,118821128,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,370806187,Port:2,0,1773405703,118821128,Enabled,0.933485,-0.0313522,0.0600835,0.352154,-97.4691,60.5306,-1720.53,0.146554,3,OK,-97.2906,60.5914,-1720.56,OK,-139.548,32.0116,-1713.8,OK,-139.298,107.951,-1721.56,,370806187,Port:3,0,1773405703,118821128,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,370806187,Port:65535,0,1773405703,118821128,Missing,,,,,,,,,0
4,,370806190,Port:1,0,1773405703,168821128,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,370806190,Port:2,0,1773405703,168821128,Enabled,0.93346,-0.0314984,0.0601287,0.352201,-97.4648,60.5283,-1720.54,0.151826,3,OK,-97.2813,60.5926,-1720.57,OK,-139.545,32.0008,-1713.81,OK,-139.299,107.946,-1721.58,,370806190,Port:3,0,1773405703,168821128,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,370806190,Port:65535,0,1773405703,168821128,Missing,,,,,,,,,0
4,,370806193,Port:1,0,1773405703,218821128,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,370806193,Port:2,0,1773405703,218821128,Enabled,0.933481,-0.0313449,0.0600609,0.35217,-97.4639,60.5261,-1720.56,0.149736,3,OK,-97.2804,60.586,-1720.58,OK,-139.544,32.0045,-1713.83,OK,-139.297,107.948,-1721.58,,370806193,Port:3,0,1773405703,218821128,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,370806193,Port:65535,0,1773405703,218821128,Missing,,,,,,,,,0
4,,370806196,Port:1,0,1773405703,268821128,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,370806196,Port:2,0,1773405703,268821128,Enabled,0.9335,-0.0311969,0.0596605,0.352202,-97.4609,60.5303,-1720.51,0.145481,3,OK,-97.2841,60.5932,-1720.53,OK,-139.541,32.0064,-1713.82,OK,-139.291,107.944,-1721.53,,370806196,Port:3,0,1773405703,268821128,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,370806196,Port:65535,0,1773405703,268821128,Missing,,,,,,,,,0
4,,370806199,Port:1,0,1773405703,318821128,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,370806199,Port:2,0,1773405703,318821128,Enabled,0.933473,-0.030807,0.0604033,0.35218,-97.4652,60.5303,-1720.57,0.150023,3,OK,-97.283,60.5975,-1720.59,OK,-139.544,32.0108,-1713.82,OK,-139.291,107.943,-1721.51,,370806199,Port:3,0,1773405703,318821128,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,370806199,Port:65535,0,1773405703,318821128,Missing,,,,,,,,,0
4,,370806202,Port:1,0,1773405703,368821128,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,370806202,Port:2,0,1773405703,368821128,Enabled,0.933491,-0.0313323,0.0599391,0.352165,-97.468,60.5236,-1720.54,0.144794,3,OK,-97.2921,60.5834,-1720.56,OK,-139.545,32.0018,-1713.83,OK,-139.297,107.945,-1721.57,,370806202,Port:3,0,1773405703,368821128,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,370806202,Port:65535,0,1773405703,368821128,Missing,,,,,,,,,0
4,,370806205,Port:1,0,1773405703,418821128,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,370806205,Port:2,0,1773405703,418821128,Enabled,0.933469,-0.0312767,0.0601286,0.352195,-97.4653,60.5323,-1720.57,0.1496,3,OK,-97.2849,60.5976,-1720.6,OK,-139.544,32.0064,-1713.84,OK,-139.296,107.949,-1721.59,,370806205,Port:3,0,1773405703,418821128,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,370806205,Port:65535,0,1773405703,418821128,Missing,,,,,,,,,0
4,,370806208,Port:1,0,1773405703,468821128,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,370806208,Port:2,0,1773405703,468821128,Enabled,0.933471,-0.0312816,0.0603,0.35216,-97.4628,60.5245,-1720.55,0.150403,3,OK,-97.2794,60.5883,-1720.57,OK,-139.543,32.0061,-1713.8,OK,-139.292,107.942,-1721.56,,370806208,Port:3,0,1773405703,468821128,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,370806208,Port:65535,0,1773405703,468821128,Missing,,,,,,,,,0
4,,370806211,Port:1,0,1773405703,518821128,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,370806211,Port:2,0,1773405703,518821128,Enabled,0.933461,-0.0312657,0.0602844,0.352191,-97.4651,60.5255,-1720.51,0.143604,3,OK,-97.2911,60.5879,-1720.53,OK,-139.537,32.0059,-1713.76,OK,-139.295,107.94,-1721.51,,370806211,Port:3,0,1773405703,518821128,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,370806211,Port:65535,0,1773405703,518821128,Missing,,,,,,,,,0
4,,370806214,Port:1,0,1773405703,568821128,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,370806214,Port:2,0,1773405703,568821128,Enabled,0.933465,-0.0315054,0.0600769,0.352195,-97.4614,60.5314,-1720.52,0.144092,3,OK,-97.2846,60.591,-1720.54,OK,-139.536,32.0152,-1713.79,OK,-139.295,107.943,-1721.56,,370806214,Port:3,0,1773405703,568821128,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,370806214,Port:65535,0,1773405703,568821128,Missing,,,,,,,,,0
4,,370806217,Port:1,0,1773405703,618821128,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,370806217,Port:2,0,1773405703,618821128,Enabled,0.933489,-0.0312764,0.0601463,0.35214,-97.4662,60.5292,-1720.55,0.147429,3,OK,-97.2869,60.593,-1720.57,OK,-139.547,32.0136,-1713.82,OK,-139.292,107.947,-1721.56,,370806217,Port:3,0,1773405703,618821128,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,370806217,Port:65535,0,1773405703,618821128,Missing,,,,,,,,,0
4,,370806220,Port:1,0,1773405703,668821128,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,370806220,Port:2,0,1773405703,668821128,Enabled,0.933463,-0.0311066,0.060475,0.352167,-97.4675,60.5234,-1720.56,0.149857,3,OK,-97.2872,60.5896,-1720.59,OK,-139.544,32.0004,-1713.8,OK,-139.294,107.943,-1721.54,,370806220,Port:3,0,1773405703,668821128,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,370806220,Port:65535,0,1773405703,668821128,Missing,,,,,,,,,0
4,,370806223,Port:1,0,1773405703,718821128,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,370806223,Port:2,0,1773405703,718821128,Enabled,0.933466,-0.0314071,0.0600549,0.352205,-97.4648,60.5352,-1720.53,0.145895,3,OK,-97.2872,60.597,-1720.55,OK,-139.54,32.0134,-1713.8,OK,-139.298,107.948,-1721.56,,370806223,Port:3,0,1773405703,718821128,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,370806223,Port:65535,0,1773405703,718821128,Missing,,,,,,,,,0
4,,370806226,Port:1,0,1773405703,768821128,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,370806226,Port:2,0,1773405703,768821128,Enabled,0.933428,-0.0311571,0.0611023,0.352149,-97.4682,60.5288,-1720.59,0.152894,3,OK,-97.2841,60.5963,-1720.61,OK,-139.542,32.0102,-1713.76,OK,-139.295,107.95,-1721.54,,370806226,Port:3,0,1773405703,768821128,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,370806226,Port:65535,0,1773405703,768821128,Missing,,,,,,,,,0
4,,370806229,Port:1,0,1773405703,818821128,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,370806229,Port:2,0,1773405703,818821128,Enabled,0.933471,-0.0313422,0.0601083,0.352187,-97.4692,60.5257,-1720.55,0.149069,3,OK,-97.2882,60.5894,-1720.57,OK,-139.548,32.0031,-1713.81,OK,-139.301,107.942,-1721.57,,370806229,Port:3,0,1773405703,818821128,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,370806229,Port:65535,0,1773405703,818821128,Missing,,,,,,,,,0
4,,370806232,Port:1,0,1773405703,868821128,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,370806232,Port:2,0,1773405703,868821128,Enabled,0.933473,-0.0314701,0.0598528,0.352214,-97.4614,60.534,-1720.51,0.147865,3,OK,-97.2836,60.5994,-1720.54,OK,-139.541,32.0064,-1713.8,OK,-139.294,107.947,-1721.56,,370806232,Port:3,0,1773405703,868821128,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,370806232,Port:65535,0,1773405703,868821128,Missing,,,,,,,,,0
4,,370806235,Port:1,0,1773405703,918821128,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,370806235,Port:2,0,1773405703,918821128,Enabled,0.933467,-0.0311181,0.0603935,0.35217,-97.465,60.5282,-1720.58,0.149308,3,OK,-97.2844,60.5945,-1720.6,OK,-139.543,32.0088,-1713.82,OK,-139.292,107.943,-1721.56,,370806235,Port:3,0,1773405703,918821128,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,370806235,Port:65535,0,1773405703,918821128,Missing,,,,,,,,,0
4,,370806238,Port:1,0,1773405703,968821128,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,370806238,Port:2,0,1773405703,968821128,Enabled,0.933462,-0.0307557,0.0608129,0.352144,-97.4693,60.5222,-1720.62,0.152177,3,OK,-97.2867,60.5932,-1720.64,OK,-139.547,32.0036,-1713.83,OK,-139.29,107.939,-1721.54,,370806238,Port:3,0,1773405703,968821128,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,370806238,Port:65535,0,1773405703,968821128,Missing,,,,,,,,,0
4,,370806241,Port:1,0,1773405704,18821125,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,370806241,Port:2,0,1773405704,18821125,Enabled,0.933443,-0.031491,0.0605638,0.352171,-97.4669,60.5256,-1720.56,0.149896,3,OK,-97.2882,60.593,-1720.58,OK,-139.542,32.0019,-1713.78,OK,-139.295,107.944,-1721.58,,370806241,Port:3,0,1773405704,18821125,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,370806241,Port:65535,0,1773405704,18821125,Missing,,,,,,,,,0
4,,370806244,Port:1,0,1773405704,68821125,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,370806244,Port:2,0,1773405704,68821125,Enabled,0.93347,-0.0314775,0.0601132,0.352178,-97.4609,60.5285,-1720.54,0.14162,3,OK,-97.2912,60.5888,-1720.56,OK,-139.532,32.0045,-1713.8,OK,-139.29,107.951,-1721.58,,370806244,Port:3,0,1773405704,68821125,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,370806244,Port:65535,0,1773405704,68821125,Missing,,,,,,,,,0
4,,370806247,Port:1,0,1773405704,118821126,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,370806247,Port:2,0,1773405704,118821126,Enabled,0.933481,-0.0316131,0.0595116,0.352239,-97.4616,60.533,-1720.49,0.14571,3,OK,-97.2865,60.5969,-1720.52,OK,-139.541,32.0025,-1713.82,OK,-139.297,107.944,-1721.57,,370806247,Port:3,0,1773405704,118821126,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,370806247,Port:65535,0,1773405704,118821126,Missing,,,,,,,,,0
4,,370806250,Port:1,0,1773405704,168821126,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,370806250,Port:2,0,1773405704,168821126,Enabled,0.933441,-0.0317871,0.0604214,0.352173,-97.4608,60.5298,-1720.52,0.146887,3,OK,-97.2868,60.5938,-1720.55,OK,-139.533,32.0032,-1713.75,OK,-139.291,107.953,-1721.58,,370806250,Port:3,0,1773405704,168821126,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,370806250,Port:65535,0,1773405704,168821126,Missing,,,,,,,,,0
4,,370806253,Port:1,0,1773405704,218821126,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,370806253,Port:2,0,1773405704,218821126,Enabled,0.933455,-0.0311585,0.0603976,0.352199,-97.4648,60.5336,-1720.58,0.149714,3,OK,-97.2861,60.5995,-1720.6,OK,-139.54,32.0032,-1713.82,OK,-139.294,107.955,-1721.57,,370806253,Port:3,0,1773405704,218821126,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,370806253,Port:65535,0,1773405704,218821126,Missing,,,,,,,,,0
4,,370806256,Port:1,0,1773405704,268821125,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,370806256,Port:2,0,1773405704,268821125,Enabled,0.933471,-0.0311581,0.0603109,0.352169,-97.4667,60.5238,-1720.55,0.14983,3,OK,-97.2862,60.5917,-1720.58,OK,-139.547,32.0035,-1713.8,OK,-139.293,107.938,-1721.54,,370806256,Port:3,0,1773405704,268821125,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,370806256,Port:65535,0,1773405704,268821125,Missing,,,,,,,,,0
4,,370806259,Port:1,0,1773405704,318821125,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,370806259,Port:2,0,1773405704,318821125,Enabled,0.933479,-0.0312627,0.0603204,0.352137,-97.4645,60.5243,-1720.55,0.148111,3,OK,-97.2853,60.5875,-1720.57,OK,-139.543,32.0054,-1713.8,OK,-139.29,107.947,-1721.55,,370806259,Port:3,0,1773405704,318821125,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,370806259,Port:65535,0,1773405704,318821125,Missing,,,,,,,,,0
4,,370806262,Port:1,0,1773405704,368821126,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,370806262,Port:2,0,1773405704,368821126,Enabled,0.933465,-0.0314508,0.0597626,0.352253,-97.463,60.5404,-1720.53,0.145997,3,OK,-97.2858,60.6018,-1720.55,OK,-139.539,32.0106,-1713.83,OK,-139.301,107.952,-1721.58,,370806262,Port:3,0,1773405704,368821126,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,370806262,Port:65535,0,1773405704,368821126,Missing,,,,,,,,,0
4,,370806265,Port:1,0,1773405704,418821126,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,370806265,Port:2,0,1773405704,418821126,Enabled,0.933488,-0.0314297,0.0598403,0.352181,-97.4666,60.5281,-1720.53,0.149739,3,OK,-97.2866,60.5935,-1720.55,OK,-139.55,32.0007,-1713.82,OK,-139.296,107.947,-1721.57,,370806265,Port:3,0,1773405704,418821126,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,370806265,Port:65535,0,1773405704,418821126,Missing,,,,,,,,,0
