ToolCount,ToolInfo,Frame#,PortHandle,Face#,timespec_s,timespec_ns,TransformStatus,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,#Markers,Marker0.Status,Tx,Ty,Tz,Marker1.Status,Tx,Ty,Tz,Marker2.Status,Tx,Ty,Tz,Marker3.Status,Tx,Ty,Tz,ToolInfo,Frame#,PortHandle,Face#,timespec_s,timespec_ns,TransformStatus,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,#Markers,Marker0.Status,Tx,Ty,Tz,Marker1.Status,Tx,Ty,Tz,Marker2.Status,Tx,Ty,Tz,ToolInfo,Frame#,PortHandle,Face#,timespec_s,timespec_ns,TransformStatus,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,#Markers,Marker0.Status,Tx,Ty,Tz,Marker1.Status,Tx,Ty,Tz,Marker2.Status,Tx,Ty,Tz,Marker3.Status,Tx,Ty,Tz,ToolInfo,Frame#,PortHandle,Face#,timespec_s,timespec_ns,TransformStatus,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,#Markers
4,,370736491,Port:1,0,1773404541,518690140,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,370736491,Port:2,0,1773404541,518690140,Missing,,,,,,,,,3,Missing,,,,Missing,,,,Missing,,,,,370736491,Port:3,0,1773404541,518690140,Enabled,0.965751,-0.0563879,-0.131124,0.216684,-50.8026,-87.9575,-1630.88,0.314762,4,OK,-50.6648,-87.903,-1630.65,OK,-92.8471,-41.6511,-1645.87,OK,-117.724,-121.286,-1648.67,OK,-133.755,-68.4136,-1655.82,,370736491,Port:65535,0,1773404541,518690140,Missing,,,,,,,,,0
4,,370736494,Port:1,0,1773404541,568690140,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,370736494,Port:2,0,1773404541,568690140,Missing,,,,,,,,,3,Missing,,,,Missing,,,,Missing,,,,,370736494,Port:3,0,1773404541,568690140,Enabled,0.965928,-0.0559807,-0.130308,0.216494,-50.4184,-87.8747,-1630.9,0.339579,4,OK,-50.276,-87.8204,-1630.65,OK,-92.4675,-41.5282,-1645.82,OK,-117.393,-121.18,-1648.61,OK,-133.405,-68.283,-1655.65,,370736494,Port:65535,0,1773404541,568690140,Missing,,,,,,,,,0
4,,370736497,Port:1,0,1773404541,618690140,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,370736497,Port:2,0,1773404541,618690140,Missing,,,,,,,,,3,Missing,,,,Missing,,,,Missing,,,,,370736497,Port:3,0,1773404541,618690140,Enabled,0.96588,-0.0566465,-0.131255,0.215962,-50.5354,-87.7475,-1630.95,0.335019,4,OK,-50.3931,-87.6953,-1630.7,OK,-92.5039,-41.3751,-1645.99,OK,-117.501,-120.987,-1648.78,OK,-133.452,-68.0815,-1655.9,,370736497,Port:65535,0,1773404541,618690140,Missing,,,,,,,,,0
4,,370736500,Port:1,0,1773404541,668690140,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,370736500,Port:2,0,1773404541,668690140,Missing,,,,,,,,,3,Missing,,,,Missing,,,,Missing,,,,,370736500,Port:3,0,1773404541,668690140,Enabled,0.965883,-0.0567651,-0.130516,0.216364,-50.3655,-87.5911,-1631.04,0.339373,4,OK,-50.212,-87.5301,-1630.79,OK,-92.3765,-41.2594,-1646.06,OK,-117.342,-120.895,-1648.76,OK,-133.343,-67.9929,-1655.89,,370736500,Port:65535,0,1773404541,668690140,Missing,,,,,,,,,0
4,,370736503,Port:1,0,1773404541,718690140,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,370736503,Port:2,0,1773404541,718690140,Missing,,,,,,,,,3,Missing,,,,Missing,,,,Missing,,,,,370736503,Port:3,0,1773404541,718690140,Enabled,0.965974,-0.0567925,-0.130889,0.215723,-50.3228,-87.4641,-1631.16,0.337519,4,OK,-50.175,-87.4079,-1630.91,OK,-92.2683,-41.073,-1646.19,OK,-117.323,-120.675,-1648.93,OK,-133.25,-67.7593,-1656.07,,370736503,Port:65535,0,1773404541,718690140,Missing,,,,,,,,,0
4,,370736506,Port:1,0,1773404541,768690140,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,370736506,Port:2,0,1773404541,768690140,Missing,,,,,,,,,3,Missing,,,,Missing,,,,Missing,,,,,370736506,Port:3,0,1773404541,768690140,Enabled,0.966005,-0.0572036,-0.13035,0.215802,-50.1164,-87.1811,-1631.32,0.317625,4,OK,-49.9686,-87.1263,-1631.09,OK,-92.0828,-40.8084,-1646.35,OK,-117.133,-120.404,-1648.98,OK,-133.056,-67.4985,-1656.2,,370736506,Port:65535,0,1773404541,768690140,Missing,,,,,,,,,0
4,,370736509,Port:1,0,1773404541,818690140,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,370736509,Port:2,0,1773404541,818690140,Missing,,,,,,,,,3,Missing,,,,Missing,,,,Missing,,,,,370736509,Port:3,0,1773404541,818690140,Enabled,0.966108,-0.057269,-0.130337,0.21533,-49.8032,-86.9756,-1631.3,0.362739,4,OK,-49.6463,-86.9208,-1631.03,OK,-91.7244,-40.5577,-1646.38,OK,-116.857,-120.14,-1649.01,OK,-132.726,-67.2096,-1656.13,,370736509,Port:65535,0,1773404541,818690140,Missing,,,,,,,,,0
4,,370736512,Port:1,0,1773404541,868690140,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,370736512,Port:2,0,1773404541,868690140,Missing,,,,,,,,,3,Missing,,,,Missing,,,,Missing,,,,,370736512,Port:3,0,1773404541,868690140,Enabled,0.966321,-0.0573605,-0.130595,0.214193,-49.4227,-86.6083,-1631.36,0.330487,4,OK,-49.2776,-86.5599,-1631.12,OK,-91.2303,-40.0923,-1646.42,OK,-116.529,-119.61,-1649.09,OK,-132.284,-66.6442,-1656.27,,370736512,Port:65535,0,1773404541,868690140,Missing,,,,,,,,,0
4,,370736515,Port:1,0,1773404541,918690141,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,370736515,Port:2,0,1773404541,918690141,Missing,,,,,,,,,3,Missing,,,,Missing,,,,Missing,,,,,370736515,Port:3,0,1773404541,918690141,Enabled,0.966796,-0.0556068,-0.13066,0.212465,-48.7114,-86.2951,-1631.2,0.348391,4,OK,-48.559,-86.2413,-1630.94,OK,-90.379,-39.5962,-1646.07,OK,-115.934,-119.026,-1649.04,OK,-131.53,-65.9759,-1655.97,,370736515,Port:65535,0,1773404541,918690141,Missing,,,,,,,,,0
4,,370736518,Port:1,0,1773404541,968690141,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,370736518,Port:2,0,1773404541,968690141,Missing,,,,,,,,,3,Missing,,,,Missing,,,,Missing,,,,,370736518,Port:3,0,1773404541,968690141,Enabled,0.967086,-0.0555496,-0.131282,0.210768,-48.2255,-85.4149,-1630.96,0.347808,4,OK,-48.0827,-85.3685,-1630.7,OK,-89.7227,-38.5604,-1645.85,OK,-115.526,-117.905,-1648.91,OK,-130.939,-64.7999,-1655.81,,370736518,Port:65535,0,1773404541,968690141,Missing,,,,,,,,,0
4,,370736521,Port:1,0,1773404542,18690142,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,370736521,Port:2,0,1773404542,18690142,Missing,,,,,,,,,3,Missing,,,,Missing,,,,Missing,,,,,370736521,Port:3,0,1773404542,18690142,Enabled,0.96741,-0.0571139,-0.128565,0.21054,-47.029,-84.1454,-1631.03,0.356958,4,OK,-46.8877,-84.0939,-1630.76,OK,-88.5341,-37.2961,-1645.92,OK,-114.46,-116.623,-1648.54,OK,-129.823,-63.5284,-1655.56,,370736521,Port:65535,0,1773404542,18690142,Missing,,,,,,,,,0
4,,370736524,Port:1,0,1773404542,68690141,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,370736524,Port:2,0,1773404542,68690141,Missing,,,,,,,,,3,Missing,,,,Missing,,,,Missing,,,,,370736524,Port:3,0,1773404542,68690141,Enabled,0.967675,-0.0581698,-0.127647,0.209588,-46.0428,-83.1523,-1630.7,0.343268,4,OK,-45.8855,-83.0994,-1630.44,OK,-87.4492,-36.2427,-1645.62,OK,-113.573,-115.507,-1648.04,OK,-128.843,-62.3954,-1655.2,,370736524,Port:65535,0,1773404542,68690141,Missing,,,,,,,,,0
4,,370736527,Port:1,0,1773404542,118690141,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,370736527,Port:2,0,1773404542,118690141,Missing,,,,,,,,,3,Missing,,,,Missing,,,,Missing,,,,,370736527,Port:3,0,1773404542,118690141,Enabled,0.967956,-0.0591236,-0.12459,0.209864,-44.9739,-82.4839,-1630.84,0.348697,4,OK,-44.8239,-82.4326,-1630.58,OK,-86.453,-35.6122,-1645.69,OK,-112.599,-114.882,-1647.7,OK,-127.908,-61.7861,-1654.93,,370736527,Port:65535,0,1773404542,118690141,Missing,,,,,,,,,0
4,,370736530,Port:1,0,1773404542,168690141,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,370736530,Port:2,0,1773404542,168690141,Missing,,,,,,,,,3,Missing,,,,Missing,,,,Missing,,,,,370736530,Port:3,0,1773404542,168690141,Enabled,0.968261,-0.0592158,-0.123817,0.208888,-44.6342,-82.3304,-1631.06,0.341235,4,OK,-44.4855,-82.2798,-1630.81,OK,-86.0372,-35.3709,-1645.85,OK,-112.353,-114.591,-1647.81,OK,-127.552,-61.4606,-1655.05,,370736530,Port:65535,0,1773404542,168690141,Missing,,,,,,,,,0
4,,370736533,Port:1,0,1773404542,218690141,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,370736533,Port:2,0,1773404542,218690141,Missing,,,,,,,,,3,Missing,,,,Missing,,,,Missing,,,,,370736533,Port:3,0,1773404542,218690141,Enabled,0.968125,-0.0600171,-0.123095,0.209712,-44.8623,-82.1018,-1630.82,0.362415,4,OK,-44.706,-82.0494,-1630.55,OK,-86.3503,-35.2406,-1645.69,OK,-112.556,-114.483,-1647.45,OK,-127.839,-61.3924,-1654.73,,370736533,Port:65535,0,1773404542,218690141,Missing,,,,,,,,,0
4,,370736536,Port:1,0,1773404542,268690142,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,370736536,Port:2,0,1773404542,268690142,Missing,,,,,,,,,3,Missing,,,,Missing,,,,Missing,,,,,370736536,Port:3,0,1773404542,268690142,Enabled,0.968322,-0.0587161,-0.121986,0.209819,-45.3877,-82.0966,-1630.09,0.331075,4,OK,-45.2412,-82.0495,-1629.84,OK,-86.9282,-35.2101,-1644.71,OK,-113.11,-114.465,-1646.57,OK,-128.435,-61.3669,-1653.76,,370736536,Port:65535,0,1773404542,268690142,Missing,,,,,,,,,0
