ToolCount,ToolInfo,Frame#,PortHandle,Face#,timespec_s,timespec_ns,,TransformStatus,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,#Markers,Marker0.Status,Tx,Ty,Tz,Marker1.Status,Tx,Ty,Tz,Marker2.Status,Tx,Ty,Tz,Marker3.Status,Tx,Ty,Tz,ToolInfo,Frame#,PortHandle,Face#,timespec_s,timespec_ns,TransformStatus,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,#Markers,Marker0.Status,Tx,Ty,Tz,Marker1.Status,Tx,Ty,Tz,Marker2.Status,Tx,Ty,Tz,ToolInfo,Frame#,PortHandle,Face#,timespec_s,timespec_ns,TransformStatus,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,#Markers,Marker0.Status,Tx,Ty,Tz,Marker1.Status,Tx,Ty,Tz,Marker2.Status,Tx,Ty,Tz,Marker3.Status,Tx,Ty,Tz,ToolInfo,Frame#,PortHandle,Face#,timespec_s,timespec_ns,TransformStatus,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,#Markers,Marker0.Status,Tx,Ty,Tz,Marker1.Status,Tx,Ty,Tz,Marker2.Status,Tx,Ty,Tz,,,,,,,,,,,,,,,,,,,,
4,,365924887,Port:1,0,1773324348,118826767,,Enabled,0.61582,0.504594,-0.573552,0.192844,-101.213,97.7864,-1722.73,0.195424,4,OK,-101.055,97.6737,-1722.9,OK,-145.707,75.0236,-1718.05,OK,-146.285,23.6872,-1737.47,OK,-85.6998,45.4006,-1747.13,,365924887,Port:2,0,1773324348,118826767,Enabled,0.930122,0.0308631,0.0358757,0.364188,-87.4743,271.276,-1592.33,0.141014,3,OK,-87.3041,271.344,-1592.35,OK,-128.997,241.333,-1589.55,OK,-130.187,317.601,-1587.05,,365924887,Port:3,0,1773324348,118826767,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,365924887,Port:65535,0,1773324348,118826767,Missing,,,,,,,,,3,OK,-40.9206,206.197,-2041.5,OK,-43.4597,201.759,-2245.8,OK,-63.82,219.275,-2295.24,,,,,,,,,,,,,,,,,,,,
4,,365924890,Port:1,0,1773324348,168826767,50000000,Enabled,0.615296,0.504966,-0.574091,0.191934,-101.235,97.7209,-1722.68,0.174155,4,OK,-101.086,97.6058,-1722.8,OK,-145.757,74.9934,-1718.11,OK,-146.378,23.7139,-1737.55,OK,-85.7603,45.3644,-1747.23,,365924890,Port:2,0,1773324348,168826767,Enabled,0.930175,0.030742,0.0348058,0.364168,-87.4692,271.272,-1592.28,0.13922,3,OK,-87.2994,271.335,-1592.29,OK,-128.999,241.333,-1589.6,OK,-130.189,317.604,-1587.06,,365924890,Port:3,0,1773324348,168826767,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,365924890,Port:65535,0,1773324348,168826767,Missing,,,,,,,,,3,OK,-40.9317,206.205,-2041.58,OK,-43.4654,201.77,-2245.79,OK,-63.8158,219.281,-2295.16,,,,,,,,,,,,,,,,,,,,
4,,365924893,Port:1,0,1773324348,218826767,50000000,Enabled,0.614728,0.504372,-0.574306,0.194656,-101.751,97.8037,-1722.99,0.192003,4,OK,-101.593,97.6838,-1723.14,OK,-146.224,74.9625,-1718.49,OK,-146.635,23.6304,-1737.83,OK,-86.0583,45.4237,-1747.28,,365924893,Port:2,0,1773324348,218826767,Enabled,0.930143,0.0308885,0.0356354,0.364156,-87.4696,271.27,-1592.32,0.14215,3,OK,-87.2984,271.339,-1592.33,OK,-128.997,241.329,-1589.56,OK,-130.18,317.598,-1587.04,,365924893,Port:3,0,1773324348,218826767,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,365924893,Port:65535,0,1773324348,218826767,Missing,,,,,,,,,3,OK,-40.9287,206.168,-2041.32,OK,-43.455,201.727,-2245.57,OK,-63.8117,219.27,-2295.24,,,,,,,,,,,,,,,,,,,,
4,,365924896,Port:1,0,1773324348,268826767,50000000,Enabled,0.614097,0.504399,-0.574332,0.196492,-102.53,97.9153,-1723.42,0.171553,4,OK,-102.371,97.814,-1723.54,OK,-146.951,74.9813,-1719.02,OK,-147.193,23.587,-1738.25,OK,-86.6468,45.5311,-1747.61,,365924896,Port:2,0,1773324348,268826767,Enabled,0.930149,0.0307175,0.0355349,0.364164,-87.4705,271.275,-1592.32,0.144243,3,OK,-87.2968,271.345,-1592.33,OK,-129.001,241.332,-1589.56,OK,-130.184,317.605,-1587.06,,365924896,Port:3,0,1773324348,268826767,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,365924896,Port:65535,0,1773324348,268826767,Missing,,,,,,,,,3,OK,-40.9186,206.2,-2041.46,OK,-43.4669,201.759,-2245.88,OK,-63.8089,219.253,-2295.05,,,,,,,,,,,,,,,,,,,,
4,,365924899,Port:1,0,1773324348,318826767,50000000,Enabled,0.613233,0.504139,-0.574067,0.200591,-103.905,98.1112,-1724.23,0.192804,4,OK,-103.745,98.0066,-1724.4,OK,-148.227,74.9497,-1719.91,OK,-148.095,23.4947,-1739,OK,-87.6207,45.7104,-1748.1,,365924899,Port:2,0,1773324348,318826767,Enabled,0.930103,0.031182,0.0359877,0.3642,-87.4731,271.278,-1592.34,0.145828,3,OK,-87.2987,271.35,-1592.35,OK,-128.999,241.328,-1589.55,OK,-130.183,317.599,-1587.01,,365924899,Port:3,0,1773324348,318826767,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,365924899,Port:65535,0,1773324348,318826767,Missing,,,,,,,,,3,OK,-40.9161,206.198,-2041.57,OK,-43.4545,201.764,-2245.74,OK,-63.8102,219.265,-2295.14,,,,,,,,,,,,,,,,,,,,
4,,365924902,Port:1,0,1773324348,368826767,50000000,Enabled,0.614768,0.504196,-0.568608,0.211025,-106.04,98.5297,-1726.03,0.189661,4,OK,-105.885,98.4076,-1726.17,OK,-149.958,74.6543,-1721.45,OK,-148.868,22.9322,-1739.69,OK,-88.7679,46.0643,-1749.05,,365924902,Port:2,0,1773324348,368826767,Enabled,0.930148,0.0309879,0.0355722,0.364142,-87.4721,271.262,-1592.3,0.142666,3,OK,-87.3,271.33,-1592.32,OK,-129.001,241.321,-1589.56,OK,-130.182,317.592,-1587.02,,365924902,Port:3,0,1773324348,368826767,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,365924902,Port:65535,0,1773324348,368826767,Missing,,,,,,,,,3,OK,-40.9262,206.185,-2041.54,OK,-43.4519,201.749,-2245.66,OK,-63.8337,219.286,-2295.29,,,,,,,,,,,,,,,,,,,,
4,,365924905,Port:1,0,1773324348,418826767,50000000,Enabled,0.611998,0.504523,-0.567624,0.220722,-108.657,98.9173,-1727.79,0.20346,4,OK,-108.503,98.8179,-1727.98,OK,-152.261,74.4419,-1723.47,OK,-150.233,22.5889,-1741.36,OK,-90.3723,46.5125,-1750.14,,365924905,Port:2,0,1773324348,418826767,Enabled,0.930104,0.0311977,0.0358241,0.36421,-87.4721,271.283,-1592.36,0.145971,3,OK,-87.2961,271.353,-1592.37,OK,-128.999,241.334,-1589.59,OK,-130.186,317.603,-1587.04,,365924905,Port:3,0,1773324348,418826767,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,365924905,Port:65535,0,1773324348,418826767,Missing,,,,,,,,,3,OK,-40.9266,206.183,-2041.41,OK,-43.457,201.744,-2245.67,OK,-63.8268,219.278,-2295.07,,,,,,,,,,,,,,,,,,,,
4,,365924908,Port:1,0,1773324348,468826767,50000000,Enabled,0.617281,0.503243,-0.557644,0.233972,-111.633,99.8154,-1730.39,0.202206,4,OK,-111.484,99.7064,-1730.58,OK,-154.647,74.4941,-1725.23,OK,-151.53,22.2436,-1741.76,OK,-92.2604,47.2652,-1751.44,,365924908,Port:2,0,1773324348,468826767,Enabled,0.930126,0.0312234,0.035575,0.364177,-87.4708,271.276,-1592.32,0.143276,3,OK,-87.2987,271.347,-1592.34,OK,-129,241.333,-1589.58,OK,-130.18,317.595,-1587.01,,365924908,Port:3,0,1773324348,468826767,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,365924908,Port:65535,0,1773324348,468826767,Missing,,,,,,,,,3,OK,-40.9159,206.206,-2041.57,OK,-43.4589,201.769,-2245.85,OK,-63.8282,219.266,-2295.13,,,,,,,,,,,,,,,,,,,,
4,,365924911,Port:1,0,1773324348,518826767,50000000,Enabled,0.634617,0.496669,-0.547928,0.224403,-111.374,102.491,-1730.15,0.211028,4,OK,-111.224,102.369,-1730.34,OK,-154.583,78.0299,-1722.88,OK,-153.013,25.4382,-1738.46,OK,-93.7182,49.2347,-1750.86,,365924911,Port:2,0,1773324348,518826767,Enabled,0.930151,0.0309885,0.0351188,0.364179,-87.4726,271.272,-1592.3,0.140908,3,OK,-87.3017,271.34,-1592.32,OK,-129.002,241.333,-1589.6,OK,-130.188,317.594,-1587.04,,365924911,Port:3,0,1773324348,518826767,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,365924911,Port:65535,0,1773324348,518826767,Missing,,,,,,,,,3,OK,-40.9242,206.179,-2041.45,OK,-43.4597,201.738,-2245.78,OK,-63.8265,219.273,-2295.17,,,,,,,,,,,,,,,,,,,,
4,,365924914,Port:1,0,1773324348,568826767,50000000,Enabled,0.622519,0.506706,-0.573782,0.16277,-106.338,102.815,-1722.64,0.178489,4,OK,-106.19,102.706,-1722.76,OK,-151.483,81.5832,-1716.94,OK,-154.724,30.9217,-1737.76,OK,-93.7323,50.6608,-1749.22,,365924914,Port:2,0,1773324348,568826767,Enabled,0.930119,0.0311552,0.0357856,0.364181,-87.472,271.277,-1592.34,0.147038,3,OK,-87.2948,271.35,-1592.35,OK,-129.003,241.333,-1589.57,OK,-130.182,317.595,-1587.02,,365924914,Port:3,0,1773324348,568826767,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,365924914,Port:65535,0,1773324348,568826767,Missing,,,,,,,,,3,OK,-40.9228,206.212,-2041.57,OK,-43.4559,201.777,-2245.79,OK,-63.82,219.28,-2295.13,,,,,,,,,,,,,,,,,,,,
