ToolCount,ToolInfo,Frame#,PortHandle,Face#,timespec_s,timespec_ns,,TransformStatus,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,#Markers,Marker0.Status,Tx,Ty,Tz,Marker1.Status,Tx,Ty,Tz,Marker2.Status,Tx,Ty,Tz,Marker3.Status,Tx,Ty,Tz,ToolInfo,Frame#,PortHandle,Face#,timespec_s,timespec_ns,TransformStatus,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,#Markers,Marker0.Status,Tx,Ty,Tz,Marker1.Status,Tx,Ty,Tz,Marker2.Status,Tx,Ty,Tz,ToolInfo,Frame#,PortHandle,Face#,timespec_s,timespec_ns,TransformStatus,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,#Markers,Marker0.Status,Tx,Ty,Tz,Marker1.Status,Tx,Ty,Tz,Marker2.Status,Tx,Ty,Tz,Marker3.Status,Tx,Ty,Tz,ToolInfo,Frame#,PortHandle,Face#,timespec_s,timespec_ns,TransformStatus,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,#Markers,Marker0.Status,Tx,Ty,Tz,Marker1.Status,Tx,Ty,Tz,Marker2.Status,Tx,Ty,Tz,,,,,,,,,,,,,,,,,,,,
4,,365924917,Port:1,0,1773324348,618826767,50000000,Enabled,0.605513,0.509023,-0.608265,0.0652977,-97.0736,98.3136,-1714.26,0.162758,4,OK,-96.9339,98.2525,-1714.3,OK,-144.767,83.2947,-1709.47,OK,-156.07,37.1001,-1736.91,OK,-93.1092,49.2324,-1748.54,,365924917,Port:2,0,1773324348,618826767,Enabled,0.930147,0.0310161,0.0353824,0.36416,-87.4702,271.268,-1592.3,0.14248,3,OK,-87.2981,271.336,-1592.31,OK,-129,241.326,-1589.57,OK,-130.183,317.596,-1587.02,,365924917,Port:3,0,1773324348,618826767,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,365924917,Port:65535,0,1773324348,618826767,Missing,,,,,,,,,3,OK,-40.9277,206.212,-2041.41,OK,-43.4645,201.772,-2245.81,OK,-63.8378,219.269,-2295.21,,,,,,,,,,,,,,,,,,,,
4,,365924920,Port:1,0,1773324348,668826767,50000000,Enabled,0.6156,0.49214,-0.614344,0.0376335,-93.0349,98.9111,-1712.49,0.165862,4,OK,-92.8937,98.8335,-1712.56,OK,-141.386,86.8166,-1706.27,OK,-156.374,41.5434,-1733.5,OK,-93.1518,49.863,-1747,,365924920,Port:2,0,1773324348,668826767,Enabled,0.93014,0.030813,0.0355362,0.364181,-87.4676,271.274,-1592.3,0.143729,3,OK,-87.2945,271.344,-1592.31,OK,-128.996,241.33,-1589.55,OK,-130.182,317.602,-1587.04,,365924920,Port:3,0,1773324348,668826767,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,365924920,Port:65535,0,1773324348,668826767,Missing,,,,,,,,,3,OK,-40.9086,206.202,-2041.45,OK,-43.4496,201.764,-2245.75,OK,-63.8155,219.27,-2295.19,,,,,,,,,,,,,,,,,,,,
4,,365924923,Port:1,0,1773324348,718826767,50000000,Enabled,0.646424,0.49215,-0.580993,0.0487117,-90.4828,100.828,-1713.24,0.159759,4,OK,-90.3521,100.741,-1713.35,OK,-137.664,86.9745,-1703.15,OK,-152.411,39.8784,-1727.25,OK,-90.6875,50.2619,-1745.35,,365924923,Port:2,0,1773324348,718826767,Enabled,0.930128,0.0308987,0.0356322,0.364194,-87.4725,271.28,-1592.33,0.145086,3,OK,-87.3004,271.353,-1592.35,OK,-129.001,241.329,-1589.58,OK,-130.185,317.606,-1587.06,,365924923,Port:3,0,1773324348,718826767,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,365924923,Port:65535,0,1773324348,718826767,Missing,,,,,,,,,3,OK,-40.9283,206.207,-2041.45,OK,-43.4652,201.768,-2245.81,OK,-63.8078,219.265,-2295.04,,,,,,,,,,,,,,,,,,,,
4,,365924926,Port:1,0,1773324348,768826767,50000000,Enabled,0.6531,0.490662,-0.574824,0.047839,-88.9037,100.921,-1712.35,0.15618,4,OK,-88.7756,100.836,-1712.46,OK,-135.878,87.0287,-1701.39,OK,-150.888,39.7104,-1724.84,OK,-89.5048,50.0908,-1744.06,,365924926,Port:2,0,1773324348,768826767,Enabled,0.930152,0.0309184,0.0351774,0.364176,-87.4668,271.279,-1592.31,0.139579,3,OK,-87.2983,271.346,-1592.32,OK,-128.994,241.338,-1589.6,OK,-130.182,317.605,-1587.05,,365924926,Port:3,0,1773324348,768826767,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,365924926,Port:65535,0,1773324348,768826767,Missing,,,,,,,,,3,OK,-40.9285,206.194,-2041.61,OK,-43.4476,201.759,-2245.72,OK,-63.8219,219.267,-2295.13,,,,,,,,,,,,,,,,,,,,
4,,365924929,Port:1,0,1773324348,818826767,50000000,Enabled,0.64965,0.505978,-0.564187,0.0602774,-91.6381,100.091,-1710.84,0.169734,4,OK,-91.4989,100.003,-1710.97,OK,-137.956,84.0261,-1700.02,OK,-150.83,36.2756,-1723.9,OK,-89.9468,49.5589,-1742.94,,365924929,Port:2,0,1773324348,818826767,Enabled,0.93013,0.0310279,0.0356496,0.364176,-87.4725,271.273,-1592.33,0.143127,3,OK,-87.3002,271.343,-1592.34,OK,-129,241.329,-1589.57,OK,-130.184,317.599,-1587.04,,365924929,Port:3,0,1773324348,818826767,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,365924929,Port:65535,0,1773324348,818826767,Missing,,,,,,,,,3,OK,-40.9186,206.195,-2041.31,OK,-43.4598,201.752,-2245.78,OK,-63.8307,219.269,-2295.23,,,,,,,,,,,,,,,,,,,,
4,,365924932,Port:1,0,1773324348,868826767,50000000,Enabled,0.595865,0.548618,-0.583745,0.0566163,-98.2712,93.1663,-1705.95,0.174309,4,OK,-98.1298,93.1402,-1705.95,OK,-144.75,74.8451,-1700.75,OK,-154.059,29.804,-1730.82,OK,-92.3761,46.7135,-1743.56,,365924932,Port:2,0,1773324348,868826767,Enabled,0.930184,0.0307205,0.0346839,0.364158,-87.4683,271.269,-1592.28,0.136854,3,OK,-87.3031,271.333,-1592.29,OK,-128.997,241.33,-1589.61,OK,-130.186,317.603,-1587.07,,365924932,Port:3,0,1773324348,868826767,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,365924932,Port:65535,0,1773324348,868826767,Missing,,,,,,,,,3,OK,-40.9102,206.186,-2041.38,OK,-43.4605,201.746,-2245.7,OK,-63.8241,219.281,-2295.06,,,,,,,,,,,,,,,,,,,,
4,,365924935,Port:1,0,1773324348,918826767,50000000,Enabled,0.552023,0.558152,-0.617966,0.0430684,-102.868,88.5499,-1704.82,0.185113,4,OK,-102.72,88.5105,-1704.83,OK,-150.249,71.7693,-1704.58,OK,-158.675,29.6524,-1738.79,OK,-95.7038,44.9439,-1745.51,,365924935,Port:2,0,1773324348,918826767,Enabled,0.930169,0.0307991,0.0352415,0.364135,-87.4714,271.268,-1592.3,0.143112,3,OK,-87.2982,271.335,-1592.31,OK,-129.004,241.328,-1589.58,OK,-130.184,317.602,-1587.05,,365924935,Port:3,0,1773324348,918826767,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,365924935,Port:65535,0,1773324348,918826767,Missing,,,,,,,,,3,OK,-40.9153,206.195,-2041.5,OK,-43.4648,201.759,-2245.73,OK,-63.8309,219.275,-2295.13,,,,,,,,,,,,,,,,,,,,
4,,365924938,Port:1,0,1773324348,968826767,50000000,Enabled,0.561178,0.536974,-0.627165,0.0583259,-103.691,92.16,-1708.77,0.172524,4,OK,-103.545,92.1121,-1708.8,OK,-151.393,76.3563,-1708.51,OK,-160.121,32.704,-1740.69,OK,-96.7571,46.3818,-1746.99,,365924938,Port:2,0,1773324348,968826767,Enabled,0.930163,0.0310126,0.0351197,0.364144,-87.4715,271.271,-1592.3,0.146768,3,OK,-87.2942,271.343,-1592.32,OK,-129.009,241.332,-1589.6,OK,-130.184,317.596,-1587.04,,365924938,Port:3,0,1773324348,968826767,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,365924938,Port:65535,0,1773324348,968826767,Missing,,,,,,,,,3,OK,-40.9339,206.208,-2041.46,OK,-43.4653,201.769,-2245.84,OK,-63.8124,219.264,-2295.16,,,,,,,,,,,,,,,,,,,,
4,,365924941,Port:1,0,1773324349,18826765,49999998,Enabled,0.586717,0.507115,-0.625539,0.0854297,-102.448,98.757,-1714.86,0.16397,4,OK,-102.291,98.7031,-1714.88,OK,-150.249,83.396,-1713.1,OK,-159.43,37.0261,-1740.91,OK,-95.9755,49.5341,-1748.53,,365924941,Port:2,0,1773324349,18826765,Enabled,0.930135,0.0310513,0.0354543,0.364181,-87.4712,271.277,-1592.33,0.145931,3,OK,-87.2953,271.348,-1592.35,OK,-129.003,241.332,-1589.6,OK,-130.185,317.601,-1587.05,,365924941,Port:3,0,1773324349,18826765,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,365924941,Port:65535,0,1773324349,18826765,Missing,,,,,,,,,3,OK,-40.9282,206.186,-2041.42,OK,-43.4606,201.748,-2245.65,OK,-63.8235,219.28,-2295.18,,,,,,,,,,,,,,,,,,,,
4,,365924944,Port:1,0,1773324349,68826765,50000000,Enabled,0.591448,0.482415,-0.639838,0.0898497,-100.639,103.366,-1718.66,0.151184,4,OK,-100.476,103.307,-1718.7,OK,-149.037,90.0422,-1717.3,OK,-159.631,43.05,-1743.63,OK,-95.6025,52.7179,-1750.35,,365924944,Port:2,0,1773324349,68826765,Enabled,0.930148,0.0308919,0.035411,0.364166,-87.4738,271.273,-1592.32,0.141814,3,OK,-87.3026,271.341,-1592.33,OK,-129.002,241.332,-1589.58,OK,-130.187,317.601,-1587.05,,365924944,Port:3,0,1773324349,68826765,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,365924944,Port:65535,0,1773324349,68826765,Missing,,,,,,,,,3,OK,-40.9348,206.198,-2041.44,OK,-43.4516,201.76,-2245.71,OK,-63.827,219.269,-2295.11,,,,,,,,,,,,,,,,,,,,
4,,365924947,Port:1,0,1773324349,118826765,50000000,Enabled,0.593401,0.465806,-0.649435,0.0955684,-99.7233,106.468,-1721.69,0.149962,4,OK,-99.572,106.391,-1721.73,OK,-148.444,94.3401,-1720.83,OK,-159.721,46.9281,-1746.06,OK,-95.3864,54.8717,-1751.91,,365924947,Port:2,0,1773324349,118826765,Enabled,0.930128,0.0309449,0.0355789,0.364196,-87.4714,271.276,-1592.33,0.14656,3,OK,-87.295,271.346,-1592.34,OK,-129.001,241.327,-1589.58,OK,-130.187,317.603,-1587.05,,365924947,Port:3,0,1773324349,118826765,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,365924947,Port:65535,0,1773324349,118826765,Missing,,,,,,,,,3,OK,-40.9243,206.201,-2041.57,OK,-43.4644,201.765,-2245.76,OK,-63.8218,219.273,-2295.29,,,,,,,,,,,,,,,,,,,,
4,,365924950,Port:1,0,1773324349,168826765,50000000,Enabled,0.59215,0.453465,-0.658663,0.0994524,-99.2258,108.175,-1723.56,0.15485,4,OK,-99.0734,108.093,-1723.58,OK,-148.192,97.0144,-1723.43,OK,-159.925,49.4306,-1748.04,OK,-95.3737,55.9988,-1752.85,,365924950,Port:2,0,1773324349,168826765,Enabled,0.930114,0.0311946,0.0356214,0.364206,-87.4734,271.278,-1592.33,0.144818,3,OK,-87.2997,271.35,-1592.35,OK,-129.001,241.33,-1589.59,OK,-130.187,317.598,-1587.02,,365924950,Port:3,0,1773324349,168826765,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,365924950,Port:65535,0,1773324349,168826765,Missing,,,,,,,,,3,OK,-40.9226,206.191,-2041.37,OK,-43.4584,201.75,-2245.78,OK,-63.8221,219.266,-2295.2,,,,,,,,,,,,,,,,,,,,
4,,365924953,Port:1,0,1773324349,218826765,50000000,Enabled,0.591825,0.444815,-0.665314,0.096125,-97.4795,109.015,-1724.04,0.159195,4,OK,-97.3421,108.913,-1724.07,OK,-146.675,98.8973,-1724.21,OK,-159.244,51.485,-1748.7,OK,-94.5211,56.6447,-1753.08,,365924953,Port:2,0,1773324349,218826765,Enabled,0.93013,0.0310505,0.0357204,0.364167,-87.4708,271.275,-1592.33,0.146049,3,OK,-87.294,271.345,-1592.35,OK,-129.001,241.332,-1589.57,OK,-130.182,317.599,-1587.03,,365924953,Port:3,0,1773324349,218826765,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,365924953,Port:65535,0,1773324349,218826765,Missing,,,,,,,,,3,OK,-40.926,206.197,-2041.51,OK,-43.4588,201.757,-2245.87,OK,-63.836,219.275,-2295.11,,,,,,,,,,,,,,,,,,,,
4,,365924956,Port:1,0,1773324349,268826765,50000000,Enabled,0.591365,0.431157,-0.675767,0.0879193,-93.5386,109.832,-1724.32,0.174194,4,OK,-93.3896,109.726,-1724.3,OK,-143.069,101.516,-1724.93,OK,-157.181,54.5665,-1749.3,OK,-92.3131,57.3217,-1753.21,,365924956,Port:2,0,1773324349,268826765,Enabled,0.930124,0.0310729,0.0356684,0.364186,-87.4735,271.275,-1592.33,0.14286,3,OK,-87.3015,271.343,-1592.35,OK,-128.999,241.329,-1589.58,OK,-130.186,317.6,-1587.04,,365924956,Port:3,0,1773324349,268826765,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,365924956,Port:65535,0,1773324349,268826765,Missing,,,,,,,,,3,OK,-40.9108,206.189,-2041.4,OK,-43.4472,201.75,-2245.69,OK,-63.8239,219.278,-2295.22,,,,,,,,,,,,,,,,,,,,
4,,365924959,Port:1,0,1773324349,318826765,50000000,Enabled,0.59198,0.411691,-0.68838,0.0787602,-87.6394,111.34,-1725.54,0.161655,4,OK,-87.4676,111.25,-1725.52,OK,-137.483,105.408,-1726.55,OK,-153.652,58.9332,-1750.69,OK,-88.7023,58.5849,-1753.93,,365924959,Port:2,0,1773324349,318826765,Enabled,0.930131,0.0309961,0.0356747,0.364173,-87.4725,271.273,-1592.34,0.143372,3,OK,-87.2984,271.341,-1592.36,OK,-129,241.332,-1589.59,OK,-130.185,317.597,-1587.05,,365924959,Port:3,0,1773324349,318826765,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,365924959,Port:65535,0,1773324349,318826765,Missing,,,,,,,,,3,OK,-40.9157,206.196,-2041.58,OK,-43.4543,201.761,-2245.73,OK,-63.831,219.262,-2295.24,,,,,,,,,,,,,,,,,,,,
4,,365924962,Port:1,0,1773324349,368826765,50000000,Enabled,0.592336,0.388747,-0.702516,0.0669765,-80.6317,113.289,-1727.73,0.156245,4,OK,-80.4769,113.187,-1727.73,OK,-130.723,110.206,-1729.19,OK,-149.287,64.522,-1753.12,OK,-84.4165,60.4108,-1755.67,,365924962,Port:2,0,1773324349,368826765,Enabled,0.930148,0.0309636,0.0352213,0.364178,-87.4679,271.276,-1592.32,0.144985,3,OK,-87.2938,271.347,-1592.33,OK,-129,241.331,-1589.61,OK,-130.183,317.604,-1587.06,,365924962,Port:3,0,1773324349,368826765,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,365924962,Port:65535,0,1773324349,368826765,Missing,,,,,,,,,3,OK,-40.9235,206.185,-2041.49,OK,-43.4465,201.745,-2245.8,OK,-63.8278,219.272,-2295.09,,,,,,,,,,,,,,,,,,,,
4,,365924965,Port:1,0,1773324349,418826765,50000000,Enabled,0.606342,0.364357,-0.704573,0.0563014,-72.3822,115.632,-1730.45,0.156694,4,OK,-72.237,115.514,-1730.48,OK,-122.581,115.037,-1730.74,OK,-143.947,69.8202,-1753.14,OK,-79.4597,62.376,-1756.94,,365924965,Port:2,0,1773324349,418826765,Enabled,0.930124,0.0309105,0.0355876,0.364208,-87.4697,271.272,-1592.31,0.143583,3,OK,-87.295,271.339,-1592.33,OK,-128.996,241.328,-1589.56,OK,-130.188,317.596,-1587.04,,365924965,Port:3,0,1773324349,418826765,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,365924965,Port:65535,0,1773324349,418826765,Missing,,,,,,,,,3,OK,-40.9147,206.19,-2041.54,OK,-43.4547,201.753,-2245.75,OK,-63.8258,219.263,-2295.05,,,,,,,,,,,,,,,,,,,,
4,,365924968,Port:1,0,1773324349,468826765,50000000,Enabled,0.619708,0.348465,-0.701527,0.0489265,-65.1167,117.33,-1732.59,0.170407,4,OK,-64.9797,117.184,-1732.59,OK,-115.299,118.289,-1731.61,OK,-138.623,73.3294,-1752.49,OK,-74.4932,63.855,-1757.88,,365924968,Port:2,0,1773324349,468826765,Enabled,0.930137,0.0312098,0.0352554,0.364182,-87.47,271.271,-1592.32,0.14211,3,OK,-87.2966,271.338,-1592.34,OK,-128.999,241.331,-1589.61,OK,-130.185,317.593,-1587.03,,365924968,Port:3,0,1773324349,468826765,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,365924968,Port:65535,0,1773324349,468826765,Missing,,,,,,,,,3,OK,-40.9086,206.195,-2041.33,OK,-43.4516,201.753,-2245.74,OK,-63.8205,219.277,-2295.28,,,,,,,,,,,,,,,,,,,,
