ToolCount,ToolInfo,Frame#,,PortHandle,Face#,timespec_s,timespec_ns,,TransformStatus,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,#Markers,Marker0.Status,Tx,Ty,Tz,Marker1.Status,Tx,Ty,Tz,Marker2.Status,Tx,Ty,Tz,Marker3.Status,Tx,Ty,Tz,ToolInfo,Frame#,PortHandle,Face#,timespec_s,timespec_ns,TransformStatus,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,#Markers,Marker0.Status,Tx,Ty,Tz,Marker1.Status,Tx,Ty,Tz,Marker2.Status,Tx,Ty,Tz,ToolInfo,Frame#,PortHandle,Face#,timespec_s,timespec_ns,TransformStatus,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,#Markers,Marker0.Status,Tx,Ty,Tz,Marker1.Status,Tx,Ty,Tz,Marker2.Status,Tx,Ty,Tz,Marker3.Status,Tx,Ty,Tz,ToolInfo,Frame#,PortHandle,Face#,timespec_s,timespec_ns,TransformStatus,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,#Markers
4,,365854276,3,Port:1,0,1773323171,268828406,50000000,Enabled,0.673292,0.324237,-0.556662,0.362871,-55.3281,160.285,-1747.53,0.145033,4,OK,-55.216,160.127,-1747.53,OK,-100.807,140.787,-1739.61,OK,-100.614,86.3655,-1732.58,OK,-38.4656,103.123,-1742.13,,365854276,Port:2,0,1773323171,268828406,Enabled,0.930107,0.0308416,0.0356918,0.364247,-87.4037,271.246,-1592.36,0.144218,3,OK,-87.2307,271.316,-1592.38,OK,-128.927,241.293,-1589.6,OK,-130.123,317.568,-1587.09,,365854276,Port:3,0,1773323171,268828406,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,365854276,Port:65535,0,1773323171,268828406,Missing,,,,,,,,,0
4,,365854279,3,Port:1,0,1773323171,318828406,50000000,Enabled,0.671682,0.338523,-0.547918,0.366103,-58.6184,157.885,-1744.83,0.14701,4,OK,-58.5146,157.714,-1744.83,OK,-103.394,137.082,-1736.29,OK,-101.605,82.6247,-1729.84,OK,-40.1208,101.152,-1740.34,,365854279,Port:2,0,1773323171,318828406,Enabled,0.930137,0.0310799,0.0354988,0.364169,-87.4071,271.244,-1592.39,0.144487,3,OK,-87.2326,271.314,-1592.4,OK,-128.938,241.303,-1589.65,OK,-130.119,317.566,-1587.1,,365854279,Port:3,0,1773323171,318828406,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,365854279,Port:65535,0,1773323171,318828406,Missing,,,,,,,,,0
4,,365854282,3,Port:1,0,1773323171,368828406,50000000,Enabled,0.671133,0.347582,-0.541225,0.368569,-60.9417,156.156,-1742.94,0.149035,4,OK,-60.8197,155.995,-1742.95,OK,-105.23,134.503,-1733.9,OK,-102.348,80.0464,-1727.77,OK,-41.3622,99.7478,-1738.97,,365854282,Port:2,0,1773323171,368828406,Enabled,0.930126,0.0310826,0.0353885,0.364206,-87.4052,271.239,-1592.37,0.141313,3,OK,-87.2358,271.308,-1592.38,OK,-128.93,241.292,-1589.64,OK,-130.12,317.563,-1587.08,,365854282,Port:3,0,1773323171,368828406,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,365854282,Port:65535,0,1773323171,368828406,Missing,,,,,,,,,0
4,,365854285,3,Port:1,0,1773323171,418828406,50000000,Enabled,0.671191,0.355429,-0.53434,0.371015,-62.8782,154.666,-1741.53,0.160499,4,OK,-62.7475,154.509,-1741.57,OK,-106.664,132.253,-1731.92,OK,-102.842,77.8266,-1726.05,OK,-42.3131,98.5996,-1737.96,,365854285,Port:2,0,1773323171,418828406,Enabled,0.930178,0.0309448,0.0349055,0.364133,-87.4024,271.233,-1592.32,0.142457,3,OK,-87.2302,271.302,-1592.33,OK,-128.938,241.297,-1589.64,OK,-130.115,317.561,-1587.07,,365854285,Port:3,0,1773323171,418828406,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,365854285,Port:65535,0,1773323171,418828406,Missing,,,,,,,,,0
4,,365854288,3,Port:1,0,1773323171,468828406,50000000,Enabled,0.670287,0.361385,-0.530469,0.37245,-64.2681,153.401,-1740.16,0.16787,4,OK,-64.1366,153.251,-1740.24,OK,-107.727,130.44,-1730.28,OK,-103.207,76.0349,-1724.74,OK,-43.0114,97.5519,-1736.97,,365854288,Port:2,0,1773323171,468828406,Enabled,0.930143,0.0309748,0.0354256,0.364171,-87.4071,271.24,-1592.34,0.138411,3,OK,-87.2388,271.306,-1592.35,OK,-128.932,241.303,-1589.61,OK,-130.121,317.565,-1587.07,,365854288,Port:3,0,1773323171,468828406,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,365854288,Port:65535,0,1773323171,468828406,Missing,,,,,,,,,0
4,,365854291,3,Port:1,0,1773323171,518828406,50000000,Enabled,0.669427,0.367727,-0.525284,0.375128,-65.9293,151.961,-1738.89,0.169023,4,OK,-65.8096,151.819,-1738.99,OK,-108.954,128.34,-1728.66,OK,-103.584,74.0045,-1723.33,OK,-43.8222,96.4084,-1736.01,,365854291,Port:2,0,1773323171,518828406,Enabled,0.930129,0.0310619,0.035636,0.364177,-87.4025,271.238,-1592.35,0.143,3,OK,-87.2314,271.31,-1592.37,OK,-128.93,241.294,-1589.6,OK,-130.112,317.56,-1587.06,,365854291,Port:3,0,1773323171,518828406,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,365854291,Port:65535,0,1773323171,518828406,Missing,,,,,,,,,0
4,,365854294,3,Port:1,0,1773323171,568828406,50000000,Enabled,0.668326,0.374823,-0.520634,0.376548,-67.6201,150.42,-1737.33,0.157224,4,OK,-67.4814,150.268,-1737.37,OK,-110.236,126.174,-1726.9,OK,-104.069,71.8559,-1721.79,OK,-44.7359,95.1779,-1735,,365854294,Port:2,0,1773323171,568828406,Enabled,0.930156,0.0308345,0.0352542,0.364165,-87.4049,271.238,-1592.35,0.144302,3,OK,-87.2317,271.309,-1592.37,OK,-128.937,241.294,-1589.63,OK,-130.119,317.568,-1587.1,,365854294,Port:3,0,1773323171,568828406,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,365854294,Port:65535,0,1773323171,568828406,Missing,,,,,,,,,0
4,,365854297,3,Port:1,0,1773323171,618828406,50000000,Enabled,0.667302,0.381787,-0.515124,0.378938,-69.2519,148.849,-1735.88,0.164096,4,OK,-69.1168,148.701,-1735.95,OK,-111.385,123.91,-1725.08,OK,-104.337,69.6949,-1720.29,OK,-45.4988,93.9526,-1733.95,,365854297,Port:2,0,1773323171,618828406,Enabled,0.930107,0.0311467,0.03585,0.364205,-87.4061,271.245,-1592.39,0.142173,3,OK,-87.2354,271.313,-1592.4,OK,-128.928,241.295,-1589.62,OK,-130.119,317.57,-1587.07,,365854297,Port:3,0,1773323171,618828406,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,365854297,Port:65535,0,1773323171,618828406,Missing,,,,,,,,,0
4,,365854300,3,Port:1,0,1773323171,668828406,50000000,Enabled,0.666877,0.388196,-0.510022,0.380075,-70.579,147.472,-1734.41,0.153819,4,OK,-70.4506,147.332,-1734.47,OK,-112.277,121.973,-1723.29,OK,-104.518,67.8342,-1718.76,OK,-46.1404,92.8582,-1732.94,,365854300,Port:2,0,1773323171,668828406,Enabled,0.930167,0.0309031,0.0350207,0.364154,-87.4014,271.237,-1592.32,0.140203,3,OK,-87.2292,271.3,-1592.34,OK,-128.932,241.302,-1589.63,OK,-130.118,317.565,-1587.07,,365854300,Port:3,0,1773323171,668828406,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,365854300,Port:65535,0,1773323171,668828406,Missing,,,,,,,,,0
4,,365854303,3,Port:1,0,1773323171,718828406,50000000,Enabled,0.665651,0.393581,-0.505723,0.382423,-71.9791,146.053,-1733.22,0.177631,4,OK,-71.8494,145.916,-1733.33,OK,-113.262,119.991,-1721.83,OK,-104.803,65.9327,-1717.57,OK,-46.8155,91.7673,-1732.02,,365854303,Port:2,0,1773323171,718828406,Enabled,0.930144,0.0311083,0.0351129,0.364186,-87.4045,271.245,-1592.36,0.140459,3,OK,-87.2339,271.311,-1592.37,OK,-128.933,241.304,-1589.66,OK,-130.121,317.569,-1587.08,,365854303,Port:3,0,1773323171,718828406,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,365854303,Port:65535,0,1773323171,718828406,Missing,,,,,,,,,0
4,,365854306,3,Port:1,0,1773323171,768828406,50000000,Enabled,0.664549,0.400898,-0.499942,0.384335,-73.6691,144.473,-1731.72,0.170517,4,OK,-73.5373,144.326,-1731.81,OK,-114.433,117.736,-1720.02,OK,-105.079,63.806,-1716.06,OK,-47.6722,90.5735,-1731.03,,365854306,Port:2,0,1773323171,768828406,Enabled,0.930121,0.0309994,0.035678,0.364199,-87.4037,271.238,-1592.36,0.14151,3,OK,-87.2339,271.308,-1592.37,OK,-128.928,241.293,-1589.6,OK,-130.116,317.559,-1587.07,,365854306,Port:3,0,1773323171,768828406,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,365854306,Port:65535,0,1773323171,768828406,Missing,,,,,,,,,0
4,,365854309,3,Port:1,0,1773323171,818828406,50000000,Enabled,0.66298,0.408717,-0.494004,0.386481,-75.4654,142.62,-1729.99,0.162861,4,OK,-75.3183,142.494,-1730.07,OK,-115.661,115.147,-1718.02,OK,-105.363,61.3508,-1714.39,OK,-48.5753,89.1578,-1729.87,,365854309,Port:2,0,1773323171,818828406,Enabled,0.930114,0.0311102,0.0355338,0.364223,-87.4019,271.243,-1592.36,0.140725,3,OK,-87.234,271.316,-1592.37,OK,-128.926,241.298,-1589.62,OK,-130.115,317.558,-1587.06,,365854309,Port:3,0,1773323171,818828406,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,365854309,Port:65535,0,1773323171,818828406,Missing,,,,,,,,,0
4,,365854312,3,Port:1,0,1773323171,868828406,50000000,Enabled,0.661815,0.418758,-0.484177,0.390149,-78.0277,140.137,-1727.92,0.170412,4,OK,-77.8769,140.005,-1728.02,OK,-117.357,111.687,-1715.37,OK,-105.734,58.1334,-1712.09,OK,-49.8741,87.338,-1728.42,,365854312,Port:2,0,1773323171,868828406,Enabled,0.930173,0.0310473,0.0347927,0.364148,-87.3999,271.24,-1592.32,0.141487,3,OK,-87.2273,271.304,-1592.33,OK,-128.933,241.302,-1589.65,OK,-130.116,317.57,-1587.07,,365854312,Port:3,0,1773323171,868828406,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,365854312,Port:65535,0,1773323171,868828406,Missing,,,,,,,,,0
4,,365854315,3,Port:1,0,1773323171,918828403,49999997,Enabled,0.65783,0.431553,-0.474652,0.394622,-80.7465,136.963,-1725.24,0.201795,4,OK,-80.5916,136.811,-1725.38,OK,-119.027,107.265,-1712.3,OK,-105.795,54.0589,-1709.76,OK,-51.0712,85.0385,-1726.58,,365854315,Port:2,0,1773323171,918828403,Enabled,0.930153,0.0309512,0.0353239,0.364156,-87.4019,271.236,-1592.35,0.142847,3,OK,-87.2271,271.301,-1592.36,OK,-128.933,241.298,-1589.63,OK,-130.117,317.563,-1587.08,,365854315,Port:3,0,1773323171,918828403,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,365854315,Port:65535,0,1773323171,918828403,Missing,,,,,,,,,0
4,,365854318,3,Port:1,0,1773323171,968828403,50000000,Enabled,0.655363,0.442907,-0.465675,0.396837,-82.8151,134.03,-1722.63,0.197297,4,OK,-82.6527,133.878,-1722.76,OK,-120.183,103.347,-1709.32,OK,-105.653,50.4472,-1707.4,OK,-51.9678,82.8263,-1724.89,,365854318,Port:2,0,1773323171,968828403,Enabled,0.930144,0.0308498,0.0353032,0.364189,-87.4008,271.245,-1592.34,0.141377,3,OK,-87.2287,271.31,-1592.36,OK,-128.927,241.302,-1589.62,OK,-130.119,317.574,-1587.09,,365854318,Port:3,0,1773323171,968828403,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,365854318,Port:65535,0,1773323171,968828403,Missing,,,,,,,,,0
4,,365854321,3,Port:1,0,1773323172,18828403,50000000,Enabled,0.652919,0.452874,-0.458211,0.398302,-84.2885,131.318,-1720.1,0.212628,4,OK,-84.1262,131.171,-1720.26,OK,-120.853,99.8014,-1706.47,OK,-105.253,47.1821,-1705.25,OK,-52.4769,80.7513,-1723.17,,365854321,Port:2,0,1773323172,18828403,Enabled,0.930094,0.0311102,0.0360236,0.364226,-87.4059,271.246,-1592.41,0.144689,3,OK,-87.2325,271.317,-1592.42,OK,-128.929,241.295,-1589.62,OK,-130.119,317.566,-1587.09,,365854321,Port:3,0,1773323172,18828403,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,365854321,Port:65535,0,1773323172,18828403,Missing,,,,,,,,,0
4,,365854324,3,Port:1,0,1773323172,68828403,50000000,Enabled,0.650846,0.462094,-0.449862,0.400615,-85.7495,128.608,-1717.81,0.230738,4,OK,-85.5873,128.465,-1718,OK,-121.461,96.2776,-1703.8,OK,-104.762,43.9752,-1703.13,OK,-52.9383,78.7289,-1721.59,,365854324,Port:2,0,1773323172,68828403,Enabled,0.930161,0.0311138,0.0350243,0.364152,-87.4031,271.234,-1592.34,0.143484,3,OK,-87.2287,271.302,-1592.35,OK,-128.938,241.297,-1589.65,OK,-130.116,317.557,-1587.07,,365854324,Port:3,0,1773323172,68828403,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,365854324,Port:65535,0,1773323172,68828403,Missing,,,,,,,,,0
4,,365854327,3,Port:1,0,1773323172,118828403,50000000,Enabled,0.648634,0.471491,-0.441459,0.402597,-87.2622,125.865,-1715.41,0.207115,4,OK,-87.0887,125.732,-1715.57,OK,-122.101,92.7234,-1701.13,OK,-104.317,40.769,-1700.92,OK,-53.4946,76.7014,-1720,,365854327,Port:2,0,1773323172,118828403,Enabled,0.930124,0.0310355,0.0354066,0.364216,-87.4039,271.252,-1592.37,0.143352,3,OK,-87.2299,271.319,-1592.39,OK,-128.931,241.306,-1589.64,OK,-130.122,317.574,-1587.09,,365854327,Port:3,0,1773323172,118828403,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,365854327,Port:65535,0,1773323172,118828403,Missing,,,,,,,,,0
4,,365854330,3,Port:1,0,1773323172,168828403,50000000,Enabled,0.645774,0.481552,-0.432837,0.404642,-88.9173,122.959,-1712.94,0.238855,4,OK,-88.7366,122.833,-1713.14,OK,-122.794,88.9536,-1698.33,OK,-103.899,37.4011,-1698.84,OK,-54.1564,74.5993,-1718.34,,365854330,Port:2,0,1773323172,168828403,Enabled,0.930147,0.0310986,0.0352289,0.364168,-87.4015,271.242,-1592.34,0.141126,3,OK,-87.2297,271.309,-1592.36,OK,-128.931,241.304,-1589.63,OK,-130.116,317.566,-1587.06,,365854330,Port:3,0,1773323172,168828403,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,365854330,Port:65535,0,1773323172,168828403,Missing,,,,,,,,,0
4,,365854333,3,Port:1,0,1773323172,218828403,50000000,Enabled,0.642788,0.492494,-0.422583,0.407058,-90.6039,119.846,-1710.34,0.237891,4,OK,-90.427,119.735,-1710.55,OK,-123.378,84.9151,-1695.38,OK,-103.206,33.8541,-1696.58,OK,-54.7436,72.3927,-1716.67,,365854333,Port:2,0,1773323172,218828403,Enabled,0.930152,0.0309842,0.0351791,0.364169,-87.3986,271.234,-1592.33,0.139634,3,OK,-87.2302,271.3,-1592.34,OK,-128.926,241.291,-1589.62,OK,-130.113,317.563,-1587.06,,365854333,Port:3,0,1773323172,218828403,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,365854333,Port:65535,0,1773323172,218828403,Missing,,,,,,,,,0
4,,365854336,3,Port:1,0,1773323172,268828403,50000000,Enabled,0.640591,0.502626,-0.411828,0.409155,-91.9998,116.866,-1707.79,0.21898,4,OK,-91.8102,116.749,-1707.96,OK,-123.679,81.1192,-1692.45,OK,-102.296,30.531,-1694.19,OK,-55.1696,70.3066,-1715.02,,365854336,Port:2,0,1773323172,268828403,Enabled,0.930177,0.0306447,0.0349352,0.364158,-87.4029,271.239,-1592.33,0.139925,3,OK,-87.2334,271.303,-1592.35,OK,-128.932,241.298,-1589.64,OK,-130.121,317.576,-1587.12,,365854336,Port:3,0,1773323172,268828403,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,365854336,Port:65535,0,1773323172,268828403,Missing,,,,,,,,,0
4,,365854339,3,Port:1,0,1773323172,318828403,50000000,Enabled,0.638068,0.512676,-0.400693,0.411677,-93.308,113.805,-1705.27,0.230928,4,OK,-93.1153,113.703,-1705.47,OK,-123.802,77.2115,-1689.52,OK,-101.227,27.1839,-1691.89,OK,-55.4824,68.2066,-1713.35,,365854339,Port:2,0,1773323172,318828403,Enabled,0.930153,0.0307969,0.0351779,0.364182,-87.4027,271.24,-1592.34,0.140432,3,OK,-87.2313,271.303,-1592.35,OK,-128.929,241.298,-1589.63,OK,-130.122,317.571,-1587.1,,365854339,Port:3,0,1773323172,318828403,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,365854339,Port:65535,0,1773323172,318828403,Missing,,,,,,,,,0
4,,365854342,3,Port:1,0,1773323172,368828403,50000000,Enabled,0.634725,0.524657,-0.388291,0.41363,-94.8608,110.253,-1702.41,0.25614,4,OK,-94.68,110.149,-1702.66,OK,-124.009,72.7327,-1686.23,OK,-100.113,23.3703,-1689.53,OK,-55.9529,65.765,-1711.58,,365854342,Port:2,0,1773323172,368828403,Enabled,0.930123,0.0311969,0.0357127,0.364175,-87.4074,271.242,-1592.39,0.141824,3,OK,-87.2386,271.315,-1592.4,OK,-128.934,241.299,-1589.63,OK,-130.114,317.562,-1587.07,,365854342,Port:3,0,1773323172,368828403,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,365854342,Port:65535,0,1773323172,368828403,Missing,,,,,,,,,0
4,,365854345,3,Port:1,0,1773323172,418828403,50000000,Enabled,0.630925,0.536268,-0.378085,0.414007,-95.9354,106.562,-1699.33,0.242196,4,OK,-95.7488,106.466,-1699.55,OK,-123.906,68.2055,-1683.01,OK,-98.9265,19.4518,-1687.21,OK,-56.1645,63.1019,-1709.73,,365854345,Port:2,0,1773323172,418828403,Enabled,0.930089,0.0311569,0.0358878,0.364246,-87.4047,271.256,-1592.4,0.14322,3,OK,-87.2343,271.327,-1592.41,OK,-128.926,241.301,-1589.63,OK,-130.119,317.575,-1587.08,,365854345,Port:3,0,1773323172,418828403,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,365854345,Port:65535,0,1773323172,418828403,Missing,,,,,,,,,0
4,,365854348,3,Port:1,0,1773323172,468828403,50000000,Enabled,0.628234,0.545113,-0.368391,0.415286,-96.3489,103.238,-1696.47,0.244173,4,OK,-96.1542,103.152,-1696.69,OK,-123.234,64.2285,-1679.9,OK,-97.3181,16.0091,-1684.75,OK,-55.8787,60.6809,-1707.72,,365854348,Port:2,0,1773323172,468828403,Enabled,0.930105,0.0309341,0.0358426,0.36423,-87.4057,271.241,-1592.37,0.140527,3,OK,-87.2382,271.311,-1592.38,OK,-128.925,241.29,-1589.59,OK,-130.12,317.563,-1587.08,,365854348,Port:3,0,1773323172,468828403,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,365854348,Port:65535,0,1773323172,468828403,Missing,,,,,,,,,0
4,,365854351,3,Port:1,0,1773323172,518828403,50000000,Enabled,0.624929,0.553162,-0.363586,0.413862,-96.3386,100.497,-1693.96,0.255874,4,OK,-96.1583,100.407,-1694.21,OK,-122.565,60.993,-1677.47,OK,-96.1095,13.1635,-1683.21,OK,-55.4753,58.5411,-1706.14,,365854351,Port:2,0,1773323172,518828403,Enabled,0.930182,0.0306707,0.0350007,0.364136,-87.4021,271.231,-1592.31,0.139196,3,OK,-87.2336,271.298,-1592.33,OK,-128.933,241.296,-1589.61,OK,-130.116,317.563,-1587.09,,365854351,Port:3,0,1773323172,518828403,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,365854351,Port:65535,0,1773323172,518828403,Missing,,,,,,,,,0
4,,365854354,3,Port:1,0,1773323172,568828403,50000000,Enabled,0.623342,0.557493,-0.358976,0.414467,-96.3518,98.3622,-1692.26,0.24852,4,OK,-96.1479,98.2977,-1692.49,OK,-122.037,58.5123,-1675.73,OK,-95.1573,10.9867,-1681.73,OK,-55.1679,56.8907,-1704.89,,365854354,Port:2,0,1773323172,568828403,Enabled,0.930121,0.0311189,0.0354397,0.364213,-87.4033,271.251,-1592.36,0.142875,3,OK,-87.2305,271.32,-1592.37,OK,-128.93,241.306,-1589.63,OK,-130.12,317.571,-1587.07,,365854354,Port:3,0,1773323172,568828403,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,365854354,Port:65535,0,1773323172,568828403,Missing,,,,,,,,,0
4,,365854357,3,Port:1,0,1773323172,618828403,50000000,Enabled,0.620237,0.56399,-0.355424,0.413394,-96.3971,96.3206,-1690.43,0.269385,4,OK,-96.2084,96.2346,-1690.7,OK,-121.531,56.0952,-1674,OK,-94.2217,8.89312,-1680.79,OK,-54.9495,55.3483,-1703.76,,365854357,Port:2,0,1773323172,618828403,Enabled,0.930156,0.0310451,0.0349622,0.364176,-87.404,271.237,-1592.33,0.141933,3,OK,-87.2322,271.304,-1592.34,OK,-128.935,241.296,-1589.65,OK,-130.12,317.561,-1587.07,,365854357,Port:3,0,1773323172,618828403,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,365854357,Port:65535,0,1773323172,618828403,Missing,,,,,,,,,0
4,,365854360,3,Port:1,0,1773323172,668828403,50000000,Enabled,0.617679,0.569679,-0.352657,0.41179,-96.4173,94.5132,-1688.75,0.259985,4,OK,-96.2299,94.4372,-1689.01,OK,-121.138,53.9539,-1672.48,OK,-93.5353,7.02306,-1679.88,OK,-54.7636,53.966,-1702.79,,365854360,Port:2,0,1773323172,668828403,Enabled,0.930113,0.0311834,0.0357935,0.364192,-87.409,271.24,-1592.39,0.144291,3,OK,-87.2351,271.311,-1592.41,OK,-128.936,241.296,-1589.63,OK,-130.12,317.56,-1587.08,,365854360,Port:3,0,1773323172,668828403,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,365854360,Port:65535,0,1773323172,668828403,Missing,,,,,,,,,0
4,,365854363,3,Port:1,0,1773323172,718828403,50000000,Enabled,0.616654,0.575175,-0.347098,0.410409,-96.419,92.8829,-1687.12,0.280208,4,OK,-96.2125,92.8112,-1687.41,OK,-120.579,52.0098,-1670.72,OK,-92.6203,5.37759,-1678.68,OK,-54.5587,52.8105,-1701.86,,365854363,Port:2,0,1773323172,718828403,Enabled,0.930126,0.0309327,0.0356691,0.364193,-87.4029,271.247,-1592.38,0.145129,3,OK,-87.2279,271.318,-1592.39,OK,-128.932,241.303,-1589.62,OK,-130.117,317.568,-1587.09,,365854363,Port:3,0,1773323172,718828403,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,365854363,Port:65535,0,1773323172,718828403,Missing,,,,,,,,,0
4,,365854366,3,Port:1,0,1773323172,768828403,50000000,Enabled,0.614956,0.579192,-0.346087,0.408153,-96.2339,91.7847,-1685.92,0.278869,4,OK,-96.0356,91.7239,-1686.21,OK,-120.198,50.7241,-1669.68,OK,-92.1604,4.23013,-1678.18,OK,-54.3501,51.9248,-1701.21,,365854366,Port:2,0,1773323172,768828403,Enabled,0.930144,0.030723,0.0353143,0.364199,-87.4037,271.236,-1592.32,0.13927,3,OK,-87.2365,271.303,-1592.33,OK,-128.928,241.29,-1589.59,OK,-130.121,317.565,-1587.08,,365854366,Port:3,0,1773323172,768828403,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,365854366,Port:65535,0,1773323172,768828403,Missing,,,,,,,,,0
4,,365854369,3,Port:1,0,1773323172,818828403,50000000,Enabled,0.614603,0.580638,-0.344118,0.408295,-96.2229,91.155,-1685.37,0.288905,4,OK,-96.0209,91.0931,-1685.66,OK,-119.976,50.0077,-1669.06,OK,-91.792,3.59828,-1677.69,OK,-54.2538,51.4653,-1700.79,,365854369,Port:2,0,1773323172,818828403,Enabled,0.930167,0.0308984,0.0348139,0.364174,-87.3972,271.241,-1592.31,0.141141,3,OK,-87.226,271.309,-1592.33,OK,-128.93,241.304,-1589.64,OK,-130.114,317.564,-1587.08,,365854369,Port:3,0,1773323172,818828403,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,365854369,Port:65535,0,1773323172,818828403,Missing,,,,,,,,,0
4,,365854372,3,Port:1,0,1773323172,868828403,50000000,Enabled,0.613781,0.581252,-0.34714,0.406095,-96.0626,91.2104,-1685.08,0.286429,4,OK,-95.8651,91.1537,-1685.38,OK,-120.041,50.0904,-1669.04,OK,-92.0838,3.60172,-1677.9,OK,-54.2841,51.3813,-1700.68,,365854372,Port:2,0,1773323172,868828403,Enabled,0.930175,0.0308735,0.034689,0.364167,-87.3993,271.243,-1592.32,0.136962,3,OK,-87.2305,271.306,-1592.33,OK,-128.929,241.314,-1589.65,OK,-130.119,317.565,-1587.09,,365854372,Port:3,0,1773323172,868828403,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,365854372,Port:65535,0,1773323172,868828403,Missing,,,,,,,,,0
4,,365854375,3,Port:1,0,1773323172,918828407,50000004,Enabled,0.614196,0.579864,-0.349339,0.405566,-96.0676,91.7491,-1685.46,0.289911,4,OK,-95.8694,91.6866,-1685.76,OK,-120.277,50.7332,-1669.48,OK,-92.5085,4.13292,-1678.27,OK,-54.4203,51.7322,-1700.93,,365854375,Port:2,0,1773323172,918828407,Enabled,0.930157,0.0308044,0.0350147,0.364189,-87.4076,271.238,-1592.33,0.142546,3,OK,-87.2353,271.304,-1592.35,OK,-128.938,241.293,-1589.64,OK,-130.127,317.568,-1587.1,,365854375,Port:3,0,1773323172,918828407,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,365854375,Port:65535,0,1773323172,918828407,Missing,,,,,,,,,0
4,,365854378,3,Port:1,0,1773323172,968828407,50000000,Enabled,0.615168,0.577335,-0.352834,0.404673,-95.9123,92.8627,-1686.18,0.291512,4,OK,-95.7151,92.7956,-1686.48,OK,-120.501,52.0517,-1670.28,OK,-93.0756,5.20811,-1678.9,OK,-54.4982,52.5314,-1701.43,,365854378,Port:2,0,1773323172,968828407,Enabled,0.930145,0.0311084,0.0353077,0.364164,-87.4061,271.247,-1592.38,0.14367,3,OK,-87.2313,271.315,-1592.39,OK,-128.938,241.308,-1589.66,OK,-130.12,317.57,-1587.09,,365854378,Port:3,0,1773323172,968828407,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,365854378,Port:65535,0,1773323172,968828407,Missing,,,,,,,,,0
