ToolCount,ToolInfo,Frame#,,PortHandle,Face#,timespec_s,timespec_ns,,TransformStatus,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,#Markers,Marker0.Status,Tx,Ty,Tz,Marker1.Status,Tx,Ty,Tz,Marker2.Status,Tx,Ty,Tz,Marker3.Status,Tx,Ty,Tz,ToolInfo,Frame#,PortHandle,Face#,timespec_s,timespec_ns,TransformStatus,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,#Markers,Marker0.Status,Tx,Ty,Tz,Marker1.Status,Tx,Ty,Tz,Marker2.Status,Tx,Ty,Tz,ToolInfo,Frame#,PortHandle,Face#,timespec_s,timespec_ns,TransformStatus,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,#Markers,Marker0.Status,Tx,Ty,Tz,Marker1.Status,Tx,Ty,Tz,Marker2.Status,Tx,Ty,Tz,Marker3.Status,Tx,Ty,Tz,ToolInfo,Frame#,PortHandle,Face#,timespec_s,timespec_ns,TransformStatus,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,#Markers
4,,365853748,3,Port:1,0,1773323162,468828402,50000000,Enabled,0.667292,0.235678,-0.625694,0.328154,-29.3877,181.453,-1768.14,0.144422,4,OK,-29.2991,181.303,-1768.08,OK,-78.3671,170.887,-1766.57,OK,-89.2494,117.72,-1758.8,OK,-24.4083,122.411,-1759.64,,365853748,Port:2,0,1773323162,468828402,Enabled,0.930136,0.0309429,0.0354519,0.364189,-87.4056,271.245,-1592.37,0.142762,3,OK,-87.2332,271.313,-1592.38,OK,-128.933,241.3,-1589.63,OK,-130.121,317.572,-1587.1,,365853748,Port:3,0,1773323162,468828402,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,365853748,Port:65535,0,1773323162,468828402,Missing,,,,,,,,,0
4,,365853751,3,Port:1,0,1773323162,518828402,50000000,Enabled,0.669208,0.23161,-0.626503,0.325595,-27.4838,181.635,-1768.68,0.140071,4,OK,-27.3858,181.493,-1768.65,OK,-76.5593,171.563,-1767.05,OK,-87.9955,118.526,-1759.21,OK,-23.119,122.578,-1760,,365853751,Port:2,0,1773323162,518828402,Enabled,0.930153,0.0306007,0.0354331,0.364174,-87.4029,271.231,-1592.33,0.142641,3,OK,-87.2298,271.297,-1592.35,OK,-128.931,241.289,-1589.59,OK,-130.121,317.565,-1587.1,,365853751,Port:3,0,1773323162,518828402,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,365853751,Port:65535,0,1773323162,518828402,Missing,,,,,,,,,0
4,,365853754,3,Port:1,0,1773323162,568828402,50000000,Enabled,0.66769,0.22692,-0.631013,0.323294,-25.7044,181.715,-1769.15,0.144768,4,OK,-25.6036,181.568,-1769.11,OK,-74.9033,172.141,-1768.03,OK,-86.9308,119.217,-1760.29,OK,-22.0218,122.614,-1760.46,,365853754,Port:2,0,1773323162,568828402,Enabled,0.930132,0.0311188,0.0357032,0.364158,-87.4025,271.239,-1592.39,0.14326,3,OK,-87.2293,271.308,-1592.4,OK,-128.931,241.298,-1589.63,OK,-130.112,317.564,-1587.08,,365853754,Port:3,0,1773323162,568828402,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,365853754,Port:65535,0,1773323162,568828402,Missing,,,,,,,,,0
4,,365853757,3,Port:1,0,1773323162,618828402,50000000,Enabled,0.667375,0.224899,-0.632746,0.321969,-24.4076,181.662,-1769.53,0.152584,4,OK,-24.306,181.515,-1769.46,OK,-73.6527,172.323,-1768.61,OK,-85.9782,119.463,-1760.87,OK,-21.041,122.547,-1760.86,,365853757,Port:2,0,1773323162,618828402,Enabled,0.930174,0.0307853,0.034946,0.364152,-87.4026,271.236,-1592.33,0.14359,3,OK,-87.228,271.3,-1592.35,OK,-128.935,241.293,-1589.64,OK,-130.121,317.574,-1587.1,,365853757,Port:3,0,1773323162,618828402,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,365853757,Port:65535,0,1773323162,618828402,Missing,,,,,,,,,0
4,,365853760,3,Port:1,0,1773323162,668828402,50000000,Enabled,0.666785,0.220991,-0.635194,0.321075,-23.2923,181.788,-1769.97,0.157469,4,OK,-23.1959,181.641,-1769.87,OK,-72.6186,172.809,-1769.36,OK,-85.3334,120.031,-1761.52,OK,-20.3748,122.653,-1761.17,,365853760,Port:2,0,1773323162,668828402,Enabled,0.930171,0.0305974,0.0351005,0.364161,-87.3982,271.23,-1592.32,0.14238,3,OK,-87.2256,271.297,-1592.34,OK,-128.93,241.291,-1589.61,OK,-130.115,317.562,-1587.11,,365853760,Port:3,0,1773323162,668828402,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,365853760,Port:65535,0,1773323162,668828402,Missing,,,,,,,,,0
4,,365853763,3,Port:1,0,1773323162,718828402,50000000,Enabled,0.667565,0.218102,-0.636052,0.319729,-22.0882,182.037,-1770.51,0.152111,4,OK,-21.9811,181.894,-1770.44,OK,-71.4717,173.362,-1769.93,OK,-84.535,120.688,-1762.05,OK,-19.5662,122.909,-1761.57,,365853763,Port:2,0,1773323162,718828402,Enabled,0.93013,0.0309298,0.0352481,0.364224,-87.406,271.245,-1592.37,0.142353,3,OK,-87.2341,271.313,-1592.38,OK,-128.932,241.298,-1589.65,OK,-130.126,317.568,-1587.11,,365853763,Port:3,0,1773323162,718828402,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,365853763,Port:65535,0,1773323162,718828402,Missing,,,,,,,,,0
4,,365853766,3,Port:1,0,1773323162,768828402,50000000,Enabled,0.666799,0.212866,-0.639653,0.317666,-20.445,182.464,-1771.43,0.153247,4,OK,-20.3456,182.316,-1771.36,OK,-69.9118,174.3,-1771.24,OK,-83.6103,121.794,-1763.39,OK,-18.6104,123.337,-1762.37,,365853766,Port:2,0,1773323162,768828402,Enabled,0.930137,0.0313536,0.035298,0.364166,-87.4081,271.238,-1592.36,0.141278,3,OK,-87.2367,271.306,-1592.37,OK,-128.937,241.299,-1589.65,OK,-130.119,317.559,-1587.05,,365853766,Port:3,0,1773323162,768828402,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,365853766,Port:65535,0,1773323162,768828402,Missing,,,,,,,,,0
4,,365853769,3,Port:1,0,1773323162,818828402,50000000,Enabled,0.666062,0.205126,-0.644188,0.315128,-18.3798,183.043,-1772.53,0.152672,4,OK,-18.2735,182.896,-1772.46,OK,-67.9733,175.614,-1772.84,OK,-82.506,123.34,-1764.95,OK,-17.5255,123.927,-1763.22,,365853769,Port:2,0,1773323162,818828402,Enabled,0.930138,0.0310041,0.0352406,0.364199,-87.4016,271.239,-1592.36,0.13751,3,OK,-87.2348,271.303,-1592.37,OK,-128.925,241.297,-1589.64,OK,-130.118,317.563,-1587.09,,365853769,Port:3,0,1773323162,818828402,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,365853769,Port:65535,0,1773323162,818828402,Missing,,,,,,,,,0
4,,365853772,3,Port:1,0,1773323162,868828402,50000000,Enabled,0.665286,0.199743,-0.646822,0.314832,-17.1692,183.387,-1773.47,0.138827,4,OK,-17.0766,183.245,-1773.46,OK,-66.8149,176.355,-1774.07,OK,-81.8235,124.235,-1766.15,OK,-16.8464,124.295,-1763.83,,365853772,Port:2,0,1773323162,868828402,Enabled,0.930117,0.0309544,0.0357188,0.364208,-87.4055,271.239,-1592.37,0.143418,3,OK,-87.2349,271.312,-1592.38,OK,-128.932,241.291,-1589.61,OK,-130.118,317.559,-1587.08,,365853772,Port:3,0,1773323162,868828402,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,365853772,Port:65535,0,1773323162,868828402,Missing,,,,,,,,,0
4,,365853775,3,Port:1,0,1773323162,918828403,50000001,Enabled,0.664341,0.198933,-0.64793,0.315062,-16.9932,183.468,-1773.84,0.153609,4,OK,-16.9008,183.316,-1773.76,OK,-66.642,176.464,-1774.67,OK,-81.7027,124.358,-1766.66,OK,-16.7395,124.387,-1764.23,,365853775,Port:2,0,1773323162,918828403,Enabled,0.930115,0.0311218,0.0356293,0.36421,-87.4075,271.246,-1592.39,0.145976,3,OK,-87.2312,271.317,-1592.4,OK,-128.936,241.3,-1589.64,OK,-130.123,317.566,-1587.09,,365853775,Port:3,0,1773323162,918828403,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,365853775,Port:65535,0,1773323162,918828403,Missing,,,,,,,,,0
4,,365853778,3,Port:1,0,1773323162,968828403,50000000,Enabled,0.66415,0.19872,-0.64812,0.315207,-17.1642,183.437,-1773.76,0.146244,4,OK,-17.074,183.291,-1773.7,OK,-66.8131,176.434,-1774.61,OK,-81.876,124.334,-1766.62,OK,-16.9216,124.351,-1764.12,,365853778,Port:2,0,1773323162,968828403,Enabled,0.930166,0.030771,0.0349908,0.364169,-87.3987,271.241,-1592.34,0.144738,3,OK,-87.2229,271.309,-1592.36,OK,-128.933,241.3,-1589.65,OK,-130.117,317.569,-1587.11,,365853778,Port:3,0,1773323162,968828403,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,365853778,Port:65535,0,1773323162,968828403,Missing,,,,,,,,,0
4,,365853781,3,Port:1,0,1773323163,18828403,50000000,Enabled,0.665655,0.199573,-0.646169,0.3155,-17.402,183.338,-1773.78,0.15236,4,OK,-17.308,183.189,-1773.71,OK,-67.0332,176.26,-1774.39,OK,-82.0047,124.151,-1766.25,OK,-17.0435,124.281,-1764.09,,365853781,Port:2,0,1773323163,18828403,Enabled,0.93013,0.0309405,0.0353993,0.364209,-87.4023,271.236,-1592.35,0.142279,3,OK,-87.2303,271.304,-1592.36,OK,-128.929,241.291,-1589.62,OK,-130.12,317.559,-1587.08,,365853781,Port:3,0,1773323163,18828403,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,365853781,Port:65535,0,1773323163,18828403,Missing,,,,,,,,,0
4,,365853784,3,Port:1,0,1773323163,68828403,50000000,Enabled,0.663511,0.199198,-0.648519,0.315431,-17.4453,183.337,-1773.72,0.150322,4,OK,-17.3502,183.18,-1773.67,OK,-67.0837,176.277,-1774.62,OK,-82.1014,124.148,-1766.72,OK,-17.1465,124.26,-1764.13,,365853784,Port:2,0,1773323163,68828403,Enabled,0.930106,0.0307727,0.0361258,0.364213,-87.41,271.246,-1592.41,0.14759,3,OK,-87.2344,271.318,-1592.43,OK,-128.935,241.29,-1589.61,OK,-130.124,317.576,-1587.13,,365853784,Port:3,0,1773323163,68828403,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,365853784,Port:65535,0,1773323163,68828403,Missing,,,,,,,,,0
4,,365853787,3,Port:1,0,1773323163,118828403,50000000,Enabled,0.662701,0.199576,-0.64934,0.315204,-17.6757,183.338,-1773.55,0.141625,4,OK,-17.5831,183.197,-1773.53,OK,-67.2997,176.246,-1774.51,OK,-82.3129,124.119,-1766.78,OK,-17.3888,124.239,-1764.03,,365853787,Port:2,0,1773323163,118828403,Enabled,0.930135,0.0308872,0.0355072,0.36419,-87.4065,271.24,-1592.37,0.140843,3,OK,-87.2383,271.31,-1592.38,OK,-128.932,241.295,-1589.62,OK,-130.119,317.565,-1587.1,,365853787,Port:3,0,1773323163,118828403,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,365853787,Port:65535,0,1773323163,118828403,Missing,,,,,,,,,0
4,,365853790,3,Port:1,0,1773323163,168828403,50000000,Enabled,0.662119,0.200352,-0.648801,0.31704,-18.4761,183.205,-1773.66,0.144481,4,OK,-18.378,183.062,-1773.61,OK,-68.0761,175.919,-1774.66,OK,-82.8877,123.73,-1766.8,OK,-17.943,124.122,-1764.07,,365853790,Port:2,0,1773323163,168828403,Enabled,0.930125,0.0309803,0.0355462,0.364203,-87.4,271.236,-1592.35,0.140839,3,OK,-87.2296,271.302,-1592.37,OK,-128.923,241.29,-1589.61,OK,-130.117,317.563,-1587.07,,365853790,Port:3,0,1773323163,168828403,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,365853790,Port:65535,0,1773323163,168828403,Missing,,,,,,,,,0
4,,365853793,3,Port:1,0,1773323163,218828403,50000000,Enabled,0.66008,0.202495,-0.649762,0.317962,-19.3319,183.09,-1773.46,0.170625,4,OK,-19.2266,182.947,-1773.35,OK,-68.8984,175.561,-1774.7,OK,-83.4649,123.281,-1766.92,OK,-18.5423,123.984,-1764.1,,365853793,Port:2,0,1773323163,218828403,Enabled,0.930151,0.0308916,0.0353305,0.364165,-87.4043,271.24,-1592.35,0.141862,3,OK,-87.231,271.305,-1592.37,OK,-128.933,241.301,-1589.63,OK,-130.12,317.569,-1587.09,,365853793,Port:3,0,1773323163,218828403,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,365853793,Port:65535,0,1773323163,218828403,Missing,,,,,,,,,0
4,,365853796,3,Port:1,0,1773323163,268828403,50000000,Enabled,0.658429,0.203472,-0.650446,0.31936,-20.0711,182.914,-1773.28,0.156251,4,OK,-19.9719,182.768,-1773.21,OK,-69.6002,175.187,-1774.64,OK,-83.9851,122.858,-1767,OK,-19.0822,123.807,-1763.93,,365853796,Port:2,0,1773323163,268828403,Enabled,0.930105,0.0309278,0.0360912,0.364205,-87.4023,271.234,-1592.37,0.140013,3,OK,-87.2344,271.302,-1592.39,OK,-128.921,241.286,-1589.57,OK,-130.114,317.56,-1587.07,,365853796,Port:3,0,1773323163,268828403,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,365853796,Port:65535,0,1773323163,268828403,Missing,,,,,,,,,0
4,,365853799,3,Port:1,0,1773323163,318828403,50000000,Enabled,0.657546,0.206932,-0.649425,0.321029,-21.4181,182.62,-1772.86,0.1586,4,OK,-21.3118,182.479,-1772.76,OK,-70.8911,174.533,-1774.17,OK,-84.8664,122.045,-1766.57,OK,-19.9546,123.498,-1763.64,,365853799,Port:2,0,1773323163,318828403,Enabled,0.930126,0.0308803,0.0355358,0.36421,-87.4028,271.234,-1592.36,0.143123,3,OK,-87.2299,271.303,-1592.37,OK,-128.929,241.289,-1589.61,OK,-130.12,317.556,-1587.09,,365853799,Port:3,0,1773323163,318828403,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,365853799,Port:65535,0,1773323163,318828403,Missing,,,,,,,,,0
4,,365853802,3,Port:1,0,1773323163,368828403,50000000,Enabled,0.657262,0.214768,-0.645945,0.323476,-23.9246,182.061,-1771.86,0.145317,4,OK,-23.8191,181.918,-1771.84,OK,-73.2703,173.223,-1772.72,OK,-86.4058,120.516,-1765.43,OK,-21.502,122.934,-1762.91,,365853802,Port:2,0,1773323163,368828403,Enabled,0.930122,0.0312148,0.0354952,0.364196,-87.406,271.246,-1592.35,0.141954,3,OK,-87.2356,271.316,-1592.36,OK,-128.933,241.301,-1589.62,OK,-130.118,317.565,-1587.04,,365853802,Port:3,0,1773323163,368828403,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,365853802,Port:65535,0,1773323163,368828403,Missing,,,,,,,,,0
4,,365853805,3,Port:1,0,1773323163,418828403,50000000,Enabled,0.65711,0.222234,-0.641995,0.326589,-26.5099,181.285,-1770.71,0.139092,4,OK,-26.4059,181.152,-1770.71,OK,-75.7099,171.684,-1771.17,OK,-87.9807,118.752,-1763.97,OK,-23.0889,122.169,-1761.97,,365853805,Port:2,0,1773323163,418828403,Enabled,0.930155,0.0307833,0.0353381,0.364165,-87.4008,271.235,-1592.36,0.14087,3,OK,-87.2297,271.3,-1592.37,OK,-128.928,241.295,-1589.63,OK,-130.116,317.565,-1587.11,,365853805,Port:3,0,1773323163,418828403,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,365853805,Port:65535,0,1773323163,418828403,Missing,,,,,,,,,0
4,,365853808,3,Port:1,0,1773323163,468828403,50000000,Enabled,0.656469,0.229474,-0.639812,0.327156,-28.3125,180.541,-1769.26,0.144184,4,OK,-28.2106,180.399,-1769.23,OK,-77.4011,170.378,-1769.49,OK,-89.0069,117.266,-1762.58,OK,-24.1707,121.41,-1761.01,,365853808,Port:2,0,1773323163,468828403,Enabled,0.930138,0.0307379,0.0354459,0.3642,-87.4053,271.236,-1592.34,0.138914,3,OK,-87.2372,271.3,-1592.36,OK,-128.928,241.291,-1589.6,OK,-130.123,317.566,-1587.1,,365853808,Port:3,0,1773323163,468828403,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,365853808,Port:65535,0,1773323163,468828403,Missing,,,,,,,,,0
4,,365853811,3,Port:1,0,1773323163,518828403,50000000,Enabled,0.655915,0.233124,-0.638295,0.328645,-29.3213,179.903,-1768.26,0.157053,4,OK,-29.2134,179.76,-1768.17,OK,-78.3461,169.38,-1768.44,OK,-89.5056,116.143,-1761.49,OK,-24.6923,120.78,-1760.19,,365853811,Port:2,0,1773323163,518828403,Enabled,0.930118,0.0307223,0.035685,0.364229,-87.4024,271.248,-1592.36,0.14436,3,OK,-87.2298,271.318,-1592.38,OK,-128.927,241.296,-1589.6,OK,-130.121,317.574,-1587.1,,365853811,Port:3,0,1773323163,518828403,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,365853811,Port:65535,0,1773323163,518828403,Missing,,,,,,,,,0
4,,365853814,3,Port:1,0,1773323163,568828403,50000000,Enabled,0.655024,0.235365,-0.638913,0.327624,-29.6633,179.458,-1767.49,0.14794,4,OK,-29.5587,179.311,-1767.46,OK,-78.6662,168.835,-1767.67,OK,-89.7366,115.565,-1761.09,OK,-24.9209,120.307,-1759.69,,365853814,Port:2,0,1773323163,568828403,Enabled,0.93016,0.0306669,0.0352426,0.36417,-87.4008,271.232,-1592.33,0.146385,3,OK,-87.2257,271.303,-1592.34,OK,-128.935,241.285,-1589.61,OK,-130.116,317.563,-1587.1,,365853814,Port:3,0,1773323163,568828403,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,365853814,Port:65535,0,1773323163,568828403,Missing,,,,,,,,,0
4,,365853817,3,Port:1,0,1773323163,618828403,50000000,Enabled,0.655521,0.23659,-0.637726,0.328058,-29.9458,179.097,-1767.04,0.144574,4,OK,-29.8396,178.963,-1766.99,OK,-78.9231,168.365,-1767.11,OK,-89.8508,115.054,-1760.45,OK,-25.0423,119.946,-1759.27,,365853817,Port:2,0,1773323163,618828403,Enabled,0.930165,0.0307564,0.0350436,0.364168,-87.4022,271.232,-1592.32,0.140159,3,OK,-87.2336,271.301,-1592.34,OK,-128.932,241.293,-1589.62,OK,-130.117,317.56,-1587.09,,365853817,Port:3,0,1773323163,618828403,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,365853817,Port:65535,0,1773323163,618828403,Missing,,,,,,,,,0
4,,365853820,3,Port:1,0,1773323163,668828403,50000000,Enabled,0.655241,0.238964,-0.637442,0.327449,-30.7361,178.931,-1766.52,0.149312,4,OK,-30.6193,178.792,-1766.48,OK,-79.6888,168.066,-1766.52,OK,-90.464,114.71,-1760.08,OK,-25.6764,119.776,-1758.98,,365853820,Port:2,0,1773323163,668828403,Enabled,0.930127,0.0310196,0.035426,0.364207,-87.4055,271.248,-1592.37,0.140766,3,OK,-87.2349,271.316,-1592.39,OK,-128.93,241.305,-1589.64,OK,-130.122,317.57,-1587.09,,365853820,Port:3,0,1773323163,668828403,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,365853820,Port:65535,0,1773323163,668828403,Missing,,,,,,,,,0
4,,365853823,3,Port:1,0,1773323163,718828403,50000000,Enabled,0.65588,0.247879,-0.630604,0.332741,-34.0912,178.276,-1765.78,0.147951,4,OK,-33.9896,178.132,-1765.71,OK,-82.7965,166.396,-1765.17,OK,-92.3655,112.806,-1758.55,OK,-27.66,119.231,-1758.33,,365853823,Port:2,0,1773323163,718828403,Enabled,0.930136,0.0307932,0.0355966,0.364186,-87.4048,271.231,-1592.37,0.14206,3,OK,-87.233,271.297,-1592.38,OK,-128.93,241.285,-1589.61,OK,-130.121,317.562,-1587.1,,365853823,Port:3,0,1773323163,718828403,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,365853823,Port:65535,0,1773323163,718828403,Missing,,,,,,,,,0
4,,365853826,3,Port:1,0,1773323163,768828403,50000000,Enabled,0.656122,0.259237,-0.622435,0.338932,-38.5753,177.27,-1764.78,0.146896,4,OK,-38.4651,177.121,-1764.76,OK,-86.9346,164.105,-1763.38,OK,-94.9854,110.281,-1756.8,OK,-30.484,118.417,-1757.5,,365853826,Port:2,0,1773323163,768828403,Enabled,0.930152,0.0310136,0.0350111,0.364183,-87.4022,271.238,-1592.32,0.136315,3,OK,-87.2382,271.306,-1592.33,OK,-128.928,241.3,-1589.63,OK,-130.116,317.56,-1587.06,,365853826,Port:3,0,1773323163,768828403,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,365853826,Port:65535,0,1773323163,768828403,Missing,,,,,,,,,0
4,,365853829,3,Port:1,0,1773323163,818828403,50000000,Enabled,0.655284,0.27319,-0.614828,0.343447,-42.959,175.814,-1762.76,0.142961,4,OK,-42.8474,175.672,-1762.75,OK,-90.8974,161.298,-1760.69,OK,-97.3577,107.213,-1754.44,OK,-33.1222,117.155,-1756.09,,365853829,Port:2,0,1773323163,818828403,Enabled,0.930135,0.0310108,0.0355033,0.36418,-87.4018,271.245,-1592.36,0.141691,3,OK,-87.2322,271.313,-1592.38,OK,-128.928,241.298,-1589.62,OK,-130.114,317.574,-1587.08,,365853829,Port:3,0,1773323163,818828403,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,365853829,Port:65535,0,1773323163,818828403,Missing,,,,,,,,,0
4,,365853832,3,Port:1,0,1773323163,868828403,50000000,Enabled,0.65481,0.285943,-0.607998,0.34612,-46.465,174.152,-1760.46,0.137782,4,OK,-46.3521,174.021,-1760.47,OK,-94.0214,158.51,-1757.78,OK,-99.1233,104.23,-1751.93,OK,-35.1585,115.669,-1754.48,,365853832,Port:2,0,1773323163,868828403,Enabled,0.930161,0.0309408,0.0349584,0.364172,-87.4007,271.227,-1592.31,0.139877,3,OK,-87.2304,271.293,-1592.32,OK,-128.931,241.291,-1589.62,OK,-130.117,317.551,-1587.06,,365853832,Port:3,0,1773323163,868828403,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,365853832,Port:65535,0,1773323163,868828403,Missing,,,,,,,,,0
4,,365853835,3,Port:1,0,1773323163,918828404,50000001,Enabled,0.650975,0.300222,-0.603355,0.349372,-49.7748,172.041,-1757.72,0.142913,4,OK,-49.6551,171.907,-1757.73,OK,-96.8634,155.082,-1754.81,OK,-100.452,100.613,-1749.68,OK,-36.8491,113.818,-1752.66,,365853835,Port:2,0,1773323163,918828404,Enabled,0.930142,0.0309937,0.0352527,0.364186,-87.4034,271.245,-1592.36,0.140796,3,OK,-87.2344,271.315,-1592.38,OK,-128.931,241.303,-1589.65,OK,-130.117,317.569,-1587.09,,365853835,Port:3,0,1773323163,918828404,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,365853835,Port:65535,0,1773323163,918828404,Missing,,,,,,,,,0
4,,365853838,3,Port:1,0,1773323163,968828404,50000000,Enabled,0.64834,0.315793,-0.597076,0.351326,-53.3132,169.621,-1754.47,0.14844,4,OK,-53.1859,169.48,-1754.49,OK,-99.8861,151.36,-1751.13,OK,-101.93,96.7305,-1746.79,OK,-38.7555,111.709,-1750.48,,365853838,Port:2,0,1773323163,968828404,Enabled,0.93013,0.0310143,0.035538,0.364189,-87.4012,271.241,-1592.36,0.142826,3,OK,-87.229,271.311,-1592.37,OK,-128.929,241.298,-1589.61,OK,-130.115,317.563,-1587.07,,365853838,Port:3,0,1773323163,968828404,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,365853838,Port:65535,0,1773323163,968828404,Missing,,,,,,,,,0
4,,365853841,3,Port:1,0,1773323164,18828405,50000001,Enabled,0.647445,0.336553,-0.583868,0.355872,-58.4888,166.302,-1750.64,0.155486,4,OK,-58.3538,166.169,-1750.69,OK,-104.199,146.17,-1746.22,OK,-103.966,91.4356,-1742.62,OK,-41.5386,108.971,-1747.8,,365853841,Port:2,0,1773323164,18828405,Enabled,0.930167,0.0303734,0.0350899,0.364192,-87.4047,271.229,-1592.3,0.142258,3,OK,-87.2318,271.295,-1592.32,OK,-128.934,241.288,-1589.59,OK,-130.128,317.562,-1587.11,,365853841,Port:3,0,1773323164,18828405,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,365853841,Port:65535,0,1773323164,18828405,Missing,,,,,,,,,0
4,,365853844,3,Port:1,0,1773323164,68828404,49999999,Enabled,0.645961,0.358111,-0.569037,0.361507,-64.1332,162.395,-1746.38,0.149195,4,OK,-64.0019,162.25,-1746.4,OK,-108.77,140.247,-1740.95,OK,-106.071,85.5281,-1737.96,OK,-44.6396,105.843,-1744.77,,365853844,Port:2,0,1773323164,68828404,Enabled,0.930137,0.0309581,0.0353774,0.36419,-87.3991,271.238,-1592.34,0.140008,3,OK,-87.2305,271.306,-1592.35,OK,-128.925,241.294,-1589.61,OK,-130.113,317.563,-1587.07,,365853844,Port:3,0,1773323164,68828404,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,365853844,Port:65535,0,1773323164,68828404,Missing,,,,,,,,,0
4,,365853847,3,Port:1,0,1773323164,118828404,50000000,Enabled,0.643065,0.37954,-0.555504,0.365831,-69.3808,158.218,-1741.71,0.159418,4,OK,-69.2372,158.073,-1741.76,OK,-112.902,134.136,-1735.44,OK,-107.858,79.5433,-1733.4,OK,-47.5086,102.526,-1741.49,,365853847,Port:2,0,1773323164,118828404,Enabled,0.930151,0.0306957,0.0353554,0.364179,-87.4017,271.24,-1592.37,0.142881,3,OK,-87.2294,271.306,-1592.38,OK,-128.93,241.294,-1589.63,OK,-130.119,317.573,-1587.12,,365853847,Port:3,0,1773323164,118828404,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,365853847,Port:65535,0,1773323164,118828404,Missing,,,,,,,,,0
4,,365853850,3,Port:1,0,1773323164,168828404,50000000,Enabled,0.640401,0.403479,-0.537579,0.371617,-74.8442,153.391,-1736.95,0.203457,4,OK,-74.7018,153.259,-1737.1,OK,-116.886,127.093,-1729.47,OK,-109.093,72.8066,-1728.58,OK,-50.2507,98.8512,-1738.15,,365853850,Port:2,0,1773323164,168828404,Enabled,0.930146,0.0308024,0.0353051,0.364187,-87.4009,271.236,-1592.34,0.140457,3,OK,-87.2317,271.303,-1592.36,OK,-128.927,241.292,-1589.62,OK,-130.117,317.564,-1587.09,,365853850,Port:3,0,1773323164,168828404,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,365853850,Port:65535,0,1773323164,168828404,Missing,,,,,,,,,0
