ToolCount,ToolInfo,Frame#,PortHandle,Face#,timespec_s,timespec_ns,,TransformStatus,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,#Markers,Marker0.Status,Tx,Ty,Tz,Marker1.Status,Tx,Ty,Tz,Marker2.Status,Tx,Ty,Tz,Marker3.Status,Tx,Ty,Tz,ToolInfo,Frame#,PortHandle,Face#,timespec_s,timespec_ns,TransformStatus,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,#Markers,Marker0.Status,Tx,Ty,Tz,Marker1.Status,Tx,Ty,Tz,Marker2.Status,Tx,Ty,Tz,ToolInfo,Frame#,PortHandle,Face#,timespec_s,timespec_ns,TransformStatus,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,#Markers,Marker0.Status,Tx,Ty,Tz,Marker1.Status,Tx,Ty,Tz,Marker2.Status,Tx,Ty,Tz,Marker3.Status,Tx,Ty,Tz,ToolInfo,Frame#,PortHandle,Face#,timespec_s,timespec_ns,TransformStatus,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,#Markers
4,,364673716,Port:1,0,1773303495,268824162,100000000,Enabled,0.652915,0.48725,-0.537768,0.217012,-100.999,127,-1769.1,0.185534,4,OK,-100.86,126.924,-1769.28,OK,-144.314,103.55,-1759.64,OK,-144.253,50.4855,-1773.85,OK,-85.0381,72.8769,-1789,,364673716,Port:2,0,1773303495,268824162,Enabled,0.916493,0.0219984,0.0381435,0.39762,-107.335,261.626,-1642.26,0.146792,3,OK,-107.165,261.708,-1642.27,OK,-146.58,228.769,-1639.15,OK,-153.329,304.8,-1637.79,,364673716,Port:3,0,1773303495,268824162,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,364673716,Port:65535,0,1773303495,268824162,Missing,,,,,,,,,0
4,,364673722,Port:1,0,1773303495,368824162,50000000,Enabled,0.652668,0.486753,-0.538456,0.217166,-101.208,127.265,-1769.24,0.187784,4,OK,-101.069,127.194,-1769.42,OK,-144.565,103.858,-1759.83,OK,-144.518,50.7923,-1774.04,OK,-85.2606,73.1121,-1789.1,,364673722,Port:2,0,1773303495,368824162,Enabled,0.916495,0.0218126,0.0383326,0.397607,-107.34,261.624,-1642.27,0.142938,3,OK,-107.176,261.704,-1642.29,OK,-146.58,228.767,-1639.13,OK,-153.332,304.802,-1637.81,,364673722,Port:3,0,1773303495,368824162,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,364673722,Port:65535,0,1773303495,368824162,Missing,,,,,,,,,0
4,,364673725,Port:1,0,1773303495,418824162,50000000,Enabled,0.652883,0.487572,-0.53762,0.216753,-101.241,127.314,-1769.24,0.178197,4,OK,-101.105,127.233,-1769.41,OK,-144.565,103.864,-1759.77,OK,-144.473,50.8017,-1774.01,OK,-85.2703,73.1936,-1789.2,,364673725,Port:2,0,1773303495,418824162,Enabled,0.916496,0.0217871,0.0382814,0.39761,-107.338,261.625,-1642.26,0.147921,3,OK,-107.165,261.705,-1642.28,OK,-146.583,228.77,-1639.13,OK,-153.335,304.802,-1637.81,,364673725,Port:3,0,1773303495,418824162,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,364673725,Port:65535,0,1773303495,418824162,Missing,,,,,,,,,0
4,,364673728,Port:1,0,1773303495,468824162,100000000,Enabled,0.653276,0.486907,-0.537601,0.217113,-101.103,127.458,-1769.25,0.192273,4,OK,-100.96,127.366,-1769.43,OK,-144.435,104.034,-1759.74,OK,-144.368,50.9538,-1773.91,OK,-85.1588,73.3154,-1789.1,,364673728,Port:2,0,1773303495,468824162,Enabled,0.916475,0.0219722,0.0385898,0.397619,-107.339,261.624,-1642.3,0.149561,3,OK,-107.165,261.705,-1642.31,OK,-146.583,228.765,-1639.14,OK,-153.334,304.8,-1637.81,,364673728,Port:3,0,1773303495,468824162,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,364673728,Port:65535,0,1773303495,468824162,Missing,,,,,,,,,0
4,,364673734,Port:1,0,1773303495,568824162,50000000,Enabled,0.653413,0.485334,-0.538861,0.217099,-100.805,127.753,-1769.32,0.204104,4,OK,-100.658,127.672,-1769.52,OK,-144.209,104.455,-1759.86,OK,-144.299,51.3708,-1773.96,OK,-84.9928,73.5402,-1789.03,,364673734,Port:2,0,1773303495,568824162,Enabled,0.916469,0.0222818,0.0386782,0.397607,-107.341,261.629,-1642.32,0.148196,3,OK,-107.17,261.713,-1642.33,OK,-146.584,228.771,-1639.16,OK,-153.329,304.801,-1637.79,,364673734,Port:3,0,1773303495,568824162,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,364673734,Port:65535,0,1773303495,568824162,Missing,,,,,,,,,0
4,,364673737,Port:1,0,1773303495,618824162,50000000,Enabled,0.654048,0.485753,-0.537806,0.216864,-100.742,127.962,-1769.33,0.197049,4,OK,-100.612,127.876,-1769.52,OK,-144.107,104.647,-1759.74,OK,-144.179,51.5404,-1773.84,OK,-84.9076,73.7442,-1789.07,,364673737,Port:2,0,1773303495,618824162,Enabled,0.916491,0.0219692,0.038286,0.397614,-107.339,261.626,-1642.28,0.148685,3,OK,-107.169,261.711,-1642.3,OK,-146.585,228.767,-1639.15,OK,-153.331,304.8,-1637.81,,364673737,Port:3,0,1773303495,618824162,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,364673737,Port:65535,0,1773303495,618824162,Missing,,,,,,,,,0
4,,364673740,Port:1,0,1773303495,668824162,50000000,Enabled,0.654639,0.484668,-0.538118,0.216735,-100.53,128.333,-1769.38,0.203078,4,OK,-100.398,128.247,-1769.59,OK,-143.939,105.109,-1759.76,OK,-144.104,51.9963,-1773.78,OK,-84.8038,74.0502,-1789.02,,364673740,Port:2,0,1773303495,668824162,Enabled,0.91645,0.0220183,0.0386124,0.397672,-107.338,261.632,-1642.3,0.144773,3,OK,-107.173,261.716,-1642.32,OK,-146.575,228.771,-1639.14,OK,-153.332,304.795,-1637.81,,364673740,Port:3,0,1773303495,668824162,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,364673740,Port:65535,0,1773303495,668824162,Missing,,,,,,,,,0
4,,364673743,Port:1,0,1773303495,718824162,100000000,Enabled,0.655114,0.484258,-0.538254,0.215875,-100.11,128.757,-1769.45,0.181242,4,OK,-99.9705,128.675,-1769.61,OK,-143.574,105.623,-1759.81,OK,-143.825,52.501,-1773.77,OK,-84.5063,74.4342,-1789.13,,364673743,Port:2,0,1773303495,718824162,Enabled,0.916511,0.0218433,0.0382088,0.397581,-107.338,261.625,-1642.27,0.147631,3,OK,-107.165,261.704,-1642.28,OK,-146.586,228.773,-1639.14,OK,-153.332,304.804,-1637.81,,364673743,Port:3,0,1773303495,718824162,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,364673743,Port:65535,0,1773303495,718824162,Missing,,,,,,,,,0
4,,364673749,Port:1,0,1773303495,818824162,50000000,Enabled,0.656402,0.482975,-0.537805,0.215955,-99.8905,129.66,-1769.73,0.159654,4,OK,-99.753,129.576,-1769.86,OK,-143.378,106.632,-1760,OK,-143.716,53.4426,-1773.71,OK,-84.383,75.2498,-1789.29,,364673749,Port:2,0,1773303495,818824162,Enabled,0.916456,0.0219721,0.0387829,0.397646,-107.338,261.628,-1642.3,0.149026,3,OK,-107.166,261.711,-1642.32,OK,-146.578,228.767,-1639.12,OK,-153.332,304.798,-1637.8,,364673749,Port:3,0,1773303495,818824162,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,364673749,Port:65535,0,1773303495,818824162,Missing,,,,,,,,,0
4,,364673752,Port:1,0,1773303495,868824162,50000000,Enabled,0.657284,0.482378,-0.536822,0.217051,-100.063,130.271,-1770.04,0.197052,4,OK,-99.9266,130.183,-1770.23,OK,-143.501,107.199,-1760.13,OK,-143.805,53.9872,-1773.78,OK,-84.4908,75.8305,-1789.39,,364673752,Port:2,0,1773303495,868824162,Enabled,0.916492,0.0216437,0.0384046,0.397616,-107.336,261.627,-1642.27,0.144472,3,OK,-107.17,261.709,-1642.29,OK,-146.577,228.771,-1639.12,OK,-153.329,304.801,-1637.83,,364673752,Port:3,0,1773303495,868824162,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,364673752,Port:65535,0,1773303495,868824162,Missing,,,,,,,,,0
