ToolCount,ToolInfo,Frame#,PortHandle,Face#,timespec_s,timespec_ns,,TransformStatus,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,#Markers,Marker0.Status,Tx,Ty,Tz,Marker1.Status,Tx,Ty,Tz,Marker2.Status,Tx,Ty,Tz,Marker3.Status,Tx,Ty,Tz,ToolInfo,Frame#,PortHandle,Face#,timespec_s,timespec_ns,TransformStatus,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,#Markers,Marker0.Status,Tx,Ty,Tz,Marker1.Status,Tx,Ty,Tz,Marker2.Status,Tx,Ty,Tz,ToolInfo,Frame#,PortHandle,Face#,timespec_s,timespec_ns,TransformStatus,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,#Markers,Marker0.Status,Tx,Ty,Tz,Marker1.Status,Tx,Ty,Tz,Marker2.Status,Tx,Ty,Tz,Marker3.Status,Tx,Ty,Tz,ToolInfo,Frame#,PortHandle,Face#,timespec_s,timespec_ns,TransformStatus,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,#Markers
4,,364690012,Port:1,0,1773303766,868824163,50000000,Enabled,0.572135,0.337739,-0.721257,0.195914,-73.633,171.634,-1816.44,0.161428,4,OK,-73.5141,171.497,-1816.44,OK,-122.568,163.976,-1824.56,OK,-134.573,112.86,-1840.02,OK,-70.1259,113.882,-1831.89,,364690012,Port:2,0,1773303766,868824163,Enabled,0.916481,0.0217208,0.0386679,0.397613,-107.35,261.604,-1642.28,0.149657,3,OK,-107.178,261.687,-1642.29,OK,-146.594,228.745,-1639.11,OK,-153.343,304.78,-1637.82,,364690012,Port:3,0,1773303766,868824163,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,364690012,Port:65535,0,1773303766,868824163,Missing,,,,,,,,,0
4,,364690015,Port:1,0,1773303766,918824163,50000000,Enabled,0.573384,0.340633,-0.719477,0.193788,-72.8848,170.574,-1815.31,0.162654,4,OK,-72.7789,170.427,-1815.33,OK,-121.842,162.825,-1823.12,OK,-133.813,111.776,-1838.79,OK,-69.3502,112.911,-1831.04,,364690015,Port:2,0,1773303766,918824163,Enabled,0.91647,0.0221524,0.0386084,0.39762,-107.351,261.61,-1642.29,0.14871,3,OK,-107.18,261.695,-1642.3,OK,-146.594,228.751,-1639.13,OK,-153.341,304.782,-1637.78,,364690015,Port:3,0,1773303766,918824163,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,364690015,Port:65535,0,1773303766,918824163,Missing,,,,,,,,,0
4,,364690018,Port:1,0,1773303766,968824163,50000000,Enabled,0.575738,0.342799,-0.716272,0.194853,-72.5254,169.884,-1815.19,0.159747,4,OK,-72.4268,169.752,-1815.28,OK,-121.486,161.849,-1822.57,OK,-133.297,110.7,-1838.19,OK,-68.7717,112.197,-1830.8,,364690018,Port:2,0,1773303766,968824163,Enabled,0.916456,0.0223649,0.0388257,0.397619,-107.347,261.606,-1642.3,0.148193,3,OK,-107.176,261.69,-1642.31,OK,-146.589,228.749,-1639.13,OK,-153.335,304.774,-1637.75,,364690018,Port:3,0,1773303766,968824163,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,364690018,Port:65535,0,1773303766,968824163,Missing,,,,,,,,,0
4,,364690021,Port:1,0,1773303767,18824163,50000000,Enabled,0.574538,0.34435,-0.715805,0.197364,-72.614,169.717,-1815.19,0.153587,4,OK,-72.4981,169.587,-1815.23,OK,-121.518,161.391,-1822.73,OK,-132.996,110.135,-1838.22,OK,-68.4787,112.043,-1830.76,,364690021,Port:2,0,1773303767,18824163,Enabled,0.916465,0.0220003,0.038717,0.397629,-107.348,261.606,-1642.28,0.146437,3,OK,-107.183,261.69,-1642.3,OK,-146.587,228.742,-1639.11,OK,-153.338,304.781,-1637.79,,364690021,Port:3,0,1773303767,18824163,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,364690021,Port:65535,0,1773303767,18824163,Missing,,,,,,,,,0
4,,364690024,Port:1,0,1773303767,68824163,50000000,Enabled,0.57236,0.346407,-0.716213,0.198608,-73.1628,168.187,-1813.31,0.161894,4,OK,-73.0468,168.037,-1813.35,OK,-122.002,159.64,-1821.05,OK,-133.158,108.36,-1836.69,OK,-68.6869,110.581,-1828.99,,364690024,Port:2,0,1773303767,68824163,Enabled,0.916515,0.0221024,0.0379883,0.397579,-107.347,261.602,-1642.23,0.143205,3,OK,-107.179,261.679,-1642.25,OK,-146.594,228.755,-1639.14,OK,-153.34,304.776,-1637.76,,364690024,Port:3,0,1773303767,68824163,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,364690024,Port:65535,0,1773303767,68824163,Missing,,,,,,,,,0
4,,364690027,Port:1,0,1773303767,118824163,50000000,Enabled,0.573973,0.35563,-0.711712,0.193776,-73.2962,166.126,-1810.02,0.154389,4,OK,-73.1848,165.989,-1810.03,OK,-122.146,157.196,-1817.2,OK,-133.017,106.026,-1833.38,OK,-68.4761,108.793,-1826.62,,364690027,Port:2,0,1773303767,118824163,Enabled,0.916481,0.0218435,0.0384244,0.397628,-107.348,261.607,-1642.25,0.152256,3,OK,-107.174,261.694,-1642.26,OK,-146.595,228.743,-1639.1,OK,-153.342,304.782,-1637.78,,364690027,Port:3,0,1773303767,118824163,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,364690027,Port:65535,0,1773303767,118824163,Missing,,,,,,,,,0
4,,364690030,Port:1,0,1773303767,168824163,50000000,Enabled,0.577018,0.357402,-0.708561,0.193015,-72.4011,165.421,-1809.28,0.157454,4,OK,-72.2868,165.281,-1809.31,OK,-121.295,156.353,-1816,OK,-132.175,105.158,-1832.09,OK,-67.5725,108.101,-1825.91,,364690030,Port:2,0,1773303767,168824163,Enabled,0.916472,0.021816,0.0386489,0.397629,-107.349,261.608,-1642.28,0.147589,3,OK,-107.18,261.692,-1642.29,OK,-146.59,228.748,-1639.11,OK,-153.342,304.783,-1637.8,,364690030,Port:3,0,1773303767,168824163,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,364690030,Port:65535,0,1773303767,168824163,Missing,,,,,,,,,0
4,,364690033,Port:1,0,1773303767,218824163,50000002,Enabled,0.573938,0.353178,-0.713176,0.192977,-71.5352,166.14,-1810.03,0.154725,4,OK,-71.4068,166.018,-1810.04,OK,-120.425,157.464,-1817.32,OK,-131.545,106.332,-1833.46,OK,-66.9889,108.761,-1826.57,,364690033,Port:2,0,1773303767,218824163,Enabled,0.916453,0.0218734,0.0388442,0.39765,-107.352,261.607,-1642.28,0.150725,3,OK,-107.181,261.694,-1642.29,OK,-146.592,228.74,-1639.09,OK,-153.345,304.781,-1637.79,,364690033,Port:3,0,1773303767,218824163,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,364690033,Port:65535,0,1773303767,218824163,Missing,,,,,,,,,0
4,,364690036,Port:1,0,1773303767,268824165,50000000,Enabled,0.575355,0.351332,-0.713126,0.192313,-70.9228,167.108,-1810.36,0.150596,4,OK,-70.8091,166.983,-1810.44,OK,-119.849,158.615,-1817.46,OK,-131.197,107.482,-1833.6,OK,-66.64,109.671,-1826.74,,364690036,Port:2,0,1773303767,268824165,Enabled,0.916437,0.0222474,0.03903,0.397648,-107.35,261.61,-1642.27,0.143378,3,OK,-107.187,261.695,-1642.29,OK,-146.583,228.75,-1639.08,OK,-153.337,304.776,-1637.73,,364690036,Port:3,0,1773303767,268824165,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,364690036,Port:65535,0,1773303767,268824165,Missing,,,,,,,,,0
4,,364690039,Port:1,0,1773303767,318824165,50000001,Enabled,0.575381,0.349776,-0.713165,0.194905,-71.3424,167.872,-1810.94,0.159142,4,OK,-71.2437,167.726,-1810.98,OK,-120.247,159.289,-1818.14,OK,-131.505,108.105,-1833.95,OK,-66.973,110.357,-1827,,364690039,Port:2,0,1773303767,318824165,Enabled,0.91651,0.021882,0.0381063,0.39759,-107.344,261.602,-1642.23,0.144702,3,OK,-107.176,261.681,-1642.25,OK,-146.59,228.751,-1639.12,OK,-153.338,304.78,-1637.78,,364690039,Port:3,0,1773303767,318824165,Missing,,,,,,,,,4,Missing,,,,Missing,,,,Missing,,,,Missing,,,,,364690039,Port:65535,0,1773303767,318824165,Missing,,,,,,,,,0
