ToolCount,ToolInfo,Frame#,PortHandle,Face#,timespec_s,timespec_ns,TransformStatus,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,#Markers
1,,6534,Port:10,0,0,0,Enabled,0.438711,0.470629,-0.224388,-0.73191,-53.4232,17.8703,-126.037,0.0266517,0
1,,6558,Port:10,0,0,0,Enabled,0.439641,0.469854,-0.224691,-0.731756,-53.0731,18.2044,-125.692,0.0269836,0
1,,6582,Port:10,0,0,0,Enabled,0.439677,0.468041,-0.224621,-0.732917,-52.1153,18.787,-124.785,0.0256999,0
1,,6606,Port:10,0,0,0,Enabled,0.441554,0.465045,-0.226463,-0.733128,-51.1105,20.2163,-123.019,0.0256045,0
1,,6638,Port:10,0,0,0,Enabled,0.443628,0.459549,-0.229123,-0.734515,-49.9615,23.0759,-119.127,0.027974,0
1,,6654,Port:10,0,0,0,Enabled,0.443752,0.454833,-0.22951,-0.737249,-48.8389,24.8883,-116.688,0.0302317,0
1,,6678,Port:10,0,0,0,Enabled,0.444572,0.448299,-0.231809,-0.740033,-46.9841,27.2986,-113.277,0.0356725,0
1,,6694,Port:10,0,0,0,Enabled,0.448517,0.442179,-0.228437,-0.742379,-44.6932,28.8026,-110.165,0.0410541,0
1,,6718,Port:10,0,0,0,Enabled,0.444506,0.425541,-0.234579,-0.75253,-42.6688,34.3545,-104.753,0.0493564,0
1,,6742,Port:10,0,0,0,Enabled,0.452336,0.417062,-0.244749,-0.749366,-43.2837,39.1233,-100.317,0.0571658,0
1,,6758,Port:10,0,0,0,Enabled,0.45858,0.409412,-0.249057,-0.748369,-42.7654,42.4794,-96.985,0.0626227,0
1,,6774,Port:10,0,0,0,Enabled,0.46082,0.39958,-0.251309,-0.751548,-41.9391,46.2967,-93.6077,0.0669696,0
1,,6798,Port:10,0,0,0,Enabled,0.469381,0.385182,-0.260933,-0.750487,-41.457,52.2155,-90.6651,0.0765336,0
1,,6814,Port:10,0,0,0,Enabled,0.487683,0.371989,-0.266559,-0.743463,-40.6497,55.01,-88.7789,0.0804731,0
1,,6838,Port:10,0,0,0,Enabled,0.52327,0.346985,-0.267387,-0.730954,-37.9822,58.7682,-84.3802,0.0857794,0
1,,6862,Port:10,0,0,0,Enabled,0.521752,0.317917,-0.270613,-0.743957,-33.4955,64.7746,-80.3425,0.0853968,0
1,,6878,Port:10,0,0,0,Enabled,0.516718,0.304866,-0.266789,-0.754243,-30.8224,65.9905,-78.5118,0.0796931,0
1,,6894,Port:10,0,0,0,Enabled,0.513711,0.305988,-0.264898,-0.756507,-30.4324,64.5593,-78.6982,0.0759465,0
1,,6918,Port:10,0,0,0,Enabled,0.508976,0.308831,-0.263019,-0.759202,-30.4678,62.3077,-80.1854,0.0740682,0
