#Tools,,,,,,,,,,,,,,,,
,ToolInfo,Frame#,PortHandle,Face#,timespec_s,timespec_ns,TransformStatus,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,#Markers
,,4910,Port:10,0,0,0,Enabled,0.541731,-0.636441,-0.217246,0.504256,-138.545,120.284,-393.23,1.02153,0
,,4918,Port:10,0,0,0,Enabled,0.54165,-0.636358,-0.217094,0.504514,-138.625,120.41,-393.301,1.00363,0
,,4926,Port:10,0,0,0,Enabled,0.541171,-0.63638,-0.216566,0.505227,-138.947,120.474,-393.66,0.988913,0
,,4942,Port:10,0,0,0,Enabled,0.541116,-0.636739,-0.216553,0.504838,-138.542,120.263,-393.29,0.998425,0
,,4958,Port:10,0,0,0,Enabled,0.541177,-0.636327,-0.216588,0.505277,-139.002,120.595,-393.826,0.990932,0
,,4974,Port:10,0,0,0,Enabled,0.540829,-0.636911,-0.216469,0.504966,-138.446,120.124,-393.147,0.99134,0
,,4990,Port:10,0,0,0,Enabled,0.541115,-0.636466,-0.216665,0.505136,-138.855,120.432,-393.702,0.983232,0
,,5006,Port:10,0,0,0,Enabled,0.541498,-0.636654,-0.217128,0.504289,-138.356,120.242,-393.295,1.01564,0
,,5022,Port:10,0,0,0,Enabled,0.541154,-0.636437,-0.216786,0.505078,-138.893,120.436,-393.807,0.986354,0
,,5038,Port:10,0,0,0,Enabled,0.541303,-0.636722,-0.216913,0.504504,-138.485,120.287,-393.469,1.00882,0
,,,,,,,,,,,,,,,,
,ToolInfo,Frame#,PortHandle,Face#,timespec_s,timespec_ns,TransformStatus,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,#Markers
,,7286,Port:10,0,0,0,Enabled,0.541115,-0.6367,-0.216446,0.504935,-138.583,120.355,-393.387,0.998478,0
,,7294,Port:10,0,0,0,Enabled,0.541006,-0.636601,-0.216339,0.505222,-138.775,120.473,-393.551,0.979432,0
,,7310,Port:10,0,0,0,Enabled,0.541479,-0.636635,-0.216779,0.504483,-138.408,120.366,-393.049,0.98361,0
,,7326,Port:10,0,0,0,Enabled,0.541131,-0.636618,-0.216467,0.505013,-138.621,120.484,-393.39,0.988886,0
,,7342,Port:10,0,0,0,Enabled,0.541355,-0.636715,-0.216583,0.5046,-138.364,120.446,-393.16,0.99689,0
,,7358,Port:10,0,0,0,Enabled,0.541422,-0.636398,-0.216753,0.504854,-138.75,120.63,-393.681,0.996984,0
