#Tools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ToolInfo,Frame#,PortHandle,Face#,timespec_s,timespec_ns,TransformStatus,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,#Markers,Marker0.Status,Tx,Ty,Tz,Marker1.Status,Tx,Ty,Tz,Marker2.Status,Tx,Ty,Tz,Marker3.Status,Tx,Ty,Tz,ToolInfo,Frame#,PortHandle,Face#,timespec_s,timespec_ns,TransformStatus,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,#Markers,Marker0.Status,Tx,Ty,Tz,Marker1.Status,Tx,Ty,Tz,Marker2.Status,Tx,Ty,Tz,ToolInfo,Frame#,PortHandle,Face#,timespec_s,timespec_ns,TransformStatus,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,#Markers,,,,,,,,
,,1680176734,Port:1,0,1732070145,568758032,Enabled,0.324597,0.672252,-0.490577,0.449498,-229.306,159.529,-1809.7,0.377555,4,OK,-229.215,159.572,-1810.01,OK,-245.052,114.701,-1825.26,OK,-203.883,82.5366,-1843.81,OK,-175.662,137.449,-1824.93,,1680176734,Port:2,0,1732070145,568758032,Enabled,0.919652,-0.0068334,0.0567161,0.388558,-202.262,-266.768,-1754.32,0.131986,3,OK,-202.205,-266.72,-1754.33,OK,-241.89,-298.764,-1748.54,OK,-247.493,-222.53,-1752.33,,1680176734,Port:65535,0,1732070145,568758032,Missing,,,,,,,,,0,,,,,,,,
,,1680176740,Port:1,0,1732070145,668758033,Enabled,0.32468,0.672222,-0.490545,0.449518,-229.301,159.525,-1809.72,0.372824,4,OK,-229.204,159.572,-1810.02,OK,-245.055,114.684,-1825.27,OK,-203.889,82.5221,-1843.81,OK,-175.655,137.448,-1824.94,,1680176740,Port:2,0,1732070145,668758033,Enabled,0.919598,-0.00673599,0.0575689,0.38856,-202.265,-266.776,-1754.39,0.129058,3,OK,-202.208,-266.736,-1754.4,OK,-241.879,-298.765,-1748.53,OK,-247.498,-222.536,-1752.35,,1680176740,Port:65535,0,1732070145,668758033,Missing,,,,,,,,,0,,,,,,,,
,,1680176743,Port:1,0,1732070145,718758033,Enabled,0.324529,0.672464,-0.490582,0.449225,-229.296,159.512,-1809.68,0.382295,4,OK,-229.203,159.565,-1810,OK,-245.049,114.685,-1825.24,OK,-203.884,82.524,-1843.86,OK,-175.655,137.453,-1824.94,,1680176743,Port:2,0,1732070145,718758033,Enabled,0.919622,-0.00652477,0.0574063,0.388533,-202.262,-266.777,-1754.36,0.129708,3,OK,-202.207,-266.736,-1754.36,OK,-241.877,-298.766,-1748.53,OK,-247.49,-222.531,-1752.3,,1680176743,Port:65535,0,1732070145,718758033,Missing,,,,,,,,,0,,,,,,,,
,,1680176746,Port:1,0,1732070145,768758036,Enabled,0.324529,0.672341,-0.490587,0.449403,-229.302,159.515,-1809.7,0.364618,4,OK,-229.208,159.559,-1809.98,OK,-245.057,114.691,-1825.29,OK,-203.874,82.5253,-1843.82,OK,-175.656,137.449,-1824.96,,1680176746,Port:2,0,1732070145,768758036,Enabled,0.919593,-0.00708035,0.0572636,0.388612,-202.26,-266.769,-1754.35,0.129875,3,OK,-202.202,-266.728,-1754.35,OK,-241.873,-298.762,-1748.51,OK,-247.5,-222.533,-1752.36,,1680176746,Port:65535,0,1732070145,768758036,Missing,,,,,,,,,0,,,,,,,,
,,1680176749,Port:1,0,1732070145,818758036,Enabled,0.324587,0.672306,-0.490555,0.449448,-229.298,159.52,-1809.71,0.38235,4,OK,-229.207,159.562,-1810.02,OK,-245.042,114.693,-1825.25,OK,-203.878,82.524,-1843.84,OK,-175.65,137.452,-1824.93,,1680176749,Port:2,0,1732070145,818758036,Enabled,0.919609,-0.00691271,0.0572819,0.388575,-202.263,-266.771,-1754.37,0.128354,3,OK,-202.208,-266.733,-1754.38,OK,-241.876,-298.76,-1748.54,OK,-247.499,-222.531,-1752.37,,1680176749,Port:65535,0,1732070145,818758036,Missing,,,,,,,,,0,,,,,,,,
,,1680176752,Port:1,0,1732070145,868758036,Enabled,0.324715,0.672673,-0.490359,0.44902,-229.294,159.515,-1809.68,0.372638,4,OK,-229.206,159.578,-1809.97,OK,-245.052,114.686,-1825.24,OK,-203.885,82.5259,-1843.86,OK,-175.664,137.458,-1824.99,,1680176752,Port:2,0,1732070145,868758036,Enabled,0.91961,-0.00696318,0.0569995,0.388613,-202.258,-266.772,-1754.34,0.127218,3,OK,-202.205,-266.731,-1754.35,OK,-241.873,-298.765,-1748.53,OK,-247.497,-222.539,-1752.35,,1680176752,Port:65535,0,1732070145,868758036,Missing,,,,,,,,,0,,,,,,,,
,,1680176755,Port:1,0,1732070145,918758036,Enabled,0.324752,0.67254,-0.490373,0.449178,-229.288,159.515,-1809.67,0.360138,4,OK,-229.193,159.566,-1809.94,OK,-245.05,114.685,-1825.25,OK,-203.874,82.5236,-1843.79,OK,-175.658,137.451,-1824.98,,1680176755,Port:2,0,1732070145,918758036,Enabled,0.919625,-0.00697471,0.0570362,0.388572,-202.262,-266.772,-1754.34,0.132153,3,OK,-202.209,-266.73,-1754.35,OK,-241.879,-298.767,-1748.53,OK,-247.496,-222.528,-1752.35,,1680176755,Port:65535,0,1732070145,918758036,Missing,,,,,,,,,0,,,,,,,,
,,1680176758,Port:1,0,1732070145,968758036,Enabled,0.324644,0.67264,-0.490446,0.449026,-229.294,159.505,-1809.69,0.346019,4,OK,-229.195,159.562,-1809.93,OK,-245.063,114.68,-1825.31,OK,-203.881,82.5169,-1843.83,OK,-175.665,137.452,-1825.03,,1680176758,Port:2,0,1732070145,968758036,Enabled,0.919619,-0.00716145,0.0569968,0.388589,-202.258,-266.77,-1754.33,0.127876,3,OK,-202.202,-266.724,-1754.34,OK,-241.878,-298.76,-1748.53,OK,-247.493,-222.538,-1752.37,,1680176758,Port:65535,0,1732070145,968758036,Missing,,,,,,,,,0,,,,,,,,
,,1680176761,Port:1,0,1732070146,18758036,Enabled,0.324972,0.67266,-0.490107,0.449129,-229.301,159.525,-1809.7,0.371661,4,OK,-229.213,159.572,-1809.99,OK,-245.059,114.69,-1825.23,OK,-203.888,82.5258,-1843.82,OK,-175.668,137.465,-1825.02,,1680176761,Port:2,0,1732070146,18758036,Enabled,0.919629,-0.00663055,0.0571883,0.388546,-202.267,-266.775,-1754.36,0.131356,3,OK,-202.21,-266.73,-1754.37,OK,-241.888,-298.768,-1748.54,OK,-247.496,-222.533,-1752.33,,1680176761,Port:65535,0,1732070146,18758036,Missing,,,,,,,,,0,,,,,,,,
,,1680176764,Port:1,0,1732070146,68758036,Enabled,0.324474,0.672261,-0.490717,0.44942,-229.299,159.512,-1809.69,0.366747,4,OK,-229.206,159.561,-1809.98,OK,-245.057,114.684,-1825.28,OK,-203.885,82.5202,-1843.82,OK,-175.648,137.44,-1824.93,,1680176764,Port:2,0,1732070146,68758036,Enabled,0.91963,-0.00656891,0.0570062,0.38857,-202.26,-266.766,-1754.32,0.126997,3,OK,-202.214,-266.722,-1754.33,OK,-241.875,-298.759,-1748.52,OK,-247.487,-222.529,-1752.29,,1680176764,Port:65535,0,1732070146,68758036,Missing,,,,,,,,,0,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ToolInfo,Frame#,PortHandle,Face#,timespec_s,timespec_ns,TransformStatus,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,#Markers,Marker0.Status,Tx,Ty,Tz,Marker1.Status,Tx,Ty,Tz,Marker2.Status,Tx,Ty,Tz,Marker3.Status,Tx,Ty,Tz,ToolInfo,Frame#,PortHandle,Face#,timespec_s,timespec_ns,TransformStatus,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,#Markers,Marker0.Status,Tx,Ty,Tz,Marker1.Status,Tx,Ty,Tz,Marker2.Status,Tx,Ty,Tz,ToolInfo,Frame#,PortHandle,Face#,timespec_s,timespec_ns,TransformStatus,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,#Markers,,,,,,,,
,,1680181426,Port:1,0,1732070223,768754095,Enabled,0.168944,-0.761861,0.501065,-0.374112,-218.182,-59.4625,-1865.5,0.512645,4,OK,-217.971,-59.5654,-1865.01,OK,-206.172,-76.7384,-1911.33,OK,-153.054,-69.8989,-1923.38,OK,-160.211,-44.6243,-1864.68,,1680181426,Port:2,0,1732070223,768754095,Enabled,0.919454,-0.00698118,0.0561549,0.389103,-202.121,-267.514,-1754.28,0.126222,3,OK,-202.042,-267.501,-1754.29,OK,-241.71,-299.531,-1748.56,OK,-247.434,-223.319,-1752.33,,1680181426,Port:65535,0,1732070223,768754095,Missing,,,,,,,,,0,,,,,,,,
,,1680181429,Port:1,0,1732070223,818754095,Enabled,0.168844,-0.761873,0.501038,-0.374168,-218.182,-59.4593,-1865.51,0.51884,4,OK,-217.968,-59.5606,-1865.03,OK,-206.174,-76.7424,-1911.33,OK,-153.049,-69.8986,-1923.37,OK,-160.219,-44.6414,-1864.73,,1680181429,Port:2,0,1732070223,818754095,Enabled,0.919428,-0.00675253,0.056557,0.389112,-202.121,-267.51,-1754.29,0.12577,3,OK,-202.043,-267.496,-1754.3,OK,-241.706,-299.529,-1748.53,OK,-247.432,-223.318,-1752.29,,1680181429,Port:65535,0,1732070223,818754095,Missing,,,,,,,,,0,,,,,,,,
,,1680181432,Port:1,0,1732070223,868754095,Enabled,0.169028,-0.761798,0.501066,-0.3742,-218.195,-59.4691,-1865.53,0.506976,4,OK,-217.979,-59.5736,-1865.06,OK,-206.175,-76.7434,-1911.36,OK,-153.058,-69.9035,-1923.39,OK,-160.221,-44.6305,-1864.69,,1680181432,Port:2,0,1732070223,868754095,Enabled,0.919418,-0.0071892,0.0563651,0.389156,-202.125,-267.509,-1754.29,0.127429,3,OK,-202.047,-267.493,-1754.3,OK,-241.71,-299.533,-1748.54,OK,-247.442,-223.32,-1752.36,,1680181432,Port:65535,0,1732070223,868754095,Missing,,,,,,,,,0,,,,,,,,
,,1680181435,Port:1,0,1732070223,918754095,Enabled,0.168737,-0.762045,0.500999,-0.373919,-218.167,-59.4657,-1865.5,0.533517,4,OK,-217.97,-59.5649,-1864.98,OK,-206.165,-76.7374,-1911.33,OK,-153.059,-69.8931,-1923.39,OK,-160.217,-44.6417,-1864.78,,1680181435,Port:2,0,1732070223,918754095,Enabled,0.919436,-0.00716585,0.0563473,0.389116,-202.117,-267.509,-1754.26,0.126187,3,OK,-202.037,-267.492,-1754.27,OK,-241.706,-299.527,-1748.52,OK,-247.43,-223.319,-1752.33,,1680181435,Port:65535,0,1732070223,918754095,Missing,,,,,,,,,0,,,,,,,,
,,1680181438,Port:1,0,1732070223,968754095,Enabled,0.168881,-0.761816,0.501064,-0.374233,-218.189,-59.4564,-1865.52,0.508941,4,OK,-217.977,-59.5604,-1865.05,OK,-206.17,-76.7377,-1911.33,OK,-153.055,-69.9069,-1923.38,OK,-160.221,-44.6359,-1864.71,,1680181438,Port:2,0,1732070223,968754095,Enabled,0.919429,-0.00712304,0.0566251,0.389094,-202.125,-267.512,-1754.28,0.121802,3,OK,-202.051,-267.502,-1754.29,OK,-241.705,-299.522,-1748.51,OK,-247.436,-223.32,-1752.33,,1680181438,Port:65535,0,1732070223,968754095,Missing,,,,,,,,,0,,,,,,,,
,,1680181441,Port:1,0,1732070224,18754095,Enabled,0.168994,-0.761778,0.501132,-0.374169,-218.187,-59.4576,-1865.51,0.531721,4,OK,-217.97,-59.5622,-1865.01,OK,-206.17,-76.7292,-1911.37,OK,-153.058,-69.9012,-1923.36,OK,-160.217,-44.627,-1864.7,,1680181441,Port:2,0,1732070224,18754095,Enabled,0.919429,-0.00694418,0.0566777,0.389089,-202.127,-267.516,-1754.32,0.125296,3,OK,-202.048,-267.501,-1754.33,OK,-241.713,-299.531,-1748.55,OK,-247.437,-223.324,-1752.34,,1680181441,Port:65535,0,1732070224,18754095,Missing,,,,,,,,,0,,,,,,,,
,,1680181444,Port:1,0,1732070224,68754095,Enabled,0.168774,-0.761959,0.500992,-0.374087,-218.177,-59.4583,-1865.51,0.54291,4,OK,-217.969,-59.5667,-1865.01,OK,-206.172,-76.7329,-1911.35,OK,-153.059,-69.8981,-1923.36,OK,-160.217,-44.6327,-1864.78,,1680181444,Port:2,0,1732070224,68754095,Enabled,0.919417,-0.00753584,0.0566797,0.389105,-202.124,-267.513,-1754.28,0.121773,3,OK,-202.042,-267.503,-1754.29,OK,-241.708,-299.518,-1748.49,OK,-247.441,-223.326,-1752.37,,1680181444,Port:65535,0,1732070224,68754095,Missing,,,,,,,,,0,,,,,,,,
,,1680181447,Port:1,0,1732070224,118754095,Enabled,0.16877,-0.761921,0.501034,-0.37411,-218.175,-59.4577,-1865.49,0.513984,4,OK,-217.973,-59.5602,-1865.02,OK,-206.163,-76.7382,-1911.29,OK,-153.056,-69.8974,-1923.36,OK,-160.21,-44.6461,-1864.73,,1680181447,Port:2,0,1732070224,118754095,Enabled,0.919432,-0.00707982,0.0565642,0.389094,-202.12,-267.514,-1754.3,0.125162,3,OK,-202.042,-267.499,-1754.3,OK,-241.707,-299.529,-1748.53,OK,-247.431,-223.322,-1752.34,,1680181447,Port:65535,0,1732070224,118754095,Missing,,,,,,,,,0,,,,,,,,
,,1680181450,Port:1,0,1732070224,168754095,Enabled,0.168886,-0.761857,0.501053,-0.374163,-218.185,-59.4618,-1865.54,0.533362,4,OK,-217.968,-59.567,-1865.04,OK,-206.172,-76.7403,-1911.39,OK,-153.061,-69.9066,-1923.39,OK,-160.217,-44.6313,-1864.75,,1680181450,Port:2,0,1732070224,168754095,Enabled,0.919407,-0.00691185,0.0567567,0.389129,-202.126,-267.511,-1754.3,0.125142,3,OK,-202.046,-267.5,-1754.31,OK,-241.707,-299.527,-1748.53,OK,-247.441,-223.32,-1752.32,,1680181450,Port:65535,0,1732070224,168754095,Missing,,,,,,,,,0,,,,,,,,
,,1680181453,Port:1,0,1732070224,218754095,Enabled,0.169139,-0.761676,0.500984,-0.374509,-218.212,-59.4604,-1865.57,0.508143,4,OK,-217.982,-59.5666,-1865.12,OK,-206.179,-76.7539,-1911.38,OK,-153.05,-69.8914,-1923.35,OK,-160.221,-44.6232,-1864.69,,1680181453,Port:2,0,1732070224,218754095,Enabled,0.919401,-0.00731712,0.0569769,0.389105,-202.125,-267.51,-1754.3,0.121265,3,OK,-202.048,-267.496,-1754.3,OK,-241.706,-299.518,-1748.49,OK,-247.438,-223.323,-1752.35,,1680181453,Port:65535,0,1732070224,218754095,Missing,,,,,,,,,0,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ToolInfo,Frame#,PortHandle,Face#,timespec_s,timespec_ns,TransformStatus,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,#Markers,Marker0.Status,Tx,Ty,Tz,Marker1.Status,Tx,Ty,Tz,Marker2.Status,Tx,Ty,Tz,Marker3.Status,Tx,Ty,Tz,ToolInfo,Frame#,PortHandle,Face#,timespec_s,timespec_ns,TransformStatus,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,#Markers,Marker0.Status,Tx,Ty,Tz,Marker1.Status,Tx,Ty,Tz,Marker2.Status,Tx,Ty,Tz,ToolInfo,Frame#,PortHandle,Face#,timespec_s,timespec_ns,TransformStatus,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,#Markers,,,,,,,,
,,1680183739,Port:1,0,1732070262,318754092,Enabled,0.666554,0.234515,-0.588762,0.392516,-182.669,85.389,-1825.72,0.289342,4,OK,-182.636,85.2205,-1825.89,OK,-230.263,70.5423,-1821.75,OK,-235.326,17.0267,-1808.55,OK,-171.689,28.3033,-1810.98,,1680183739,Port:2,0,1732070262,318754092,Enabled,0.919438,-0.0070387,0.0563073,0.389119,-202.112,-267.521,-1754.27,0.12626,3,OK,-202.03,-267.505,-1754.28,OK,-241.704,-299.539,-1748.53,OK,-247.427,-223.332,-1752.32,,1680183739,Port:65535,0,1732070262,318754092,Missing,,,,,,,,,0,,,,,,,,
,,1680183742,Port:1,0,1732070262,368754093,Enabled,0.666609,0.23477,-0.588786,0.392231,-182.671,85.3722,-1825.72,0.286799,4,OK,-182.63,85.198,-1825.89,OK,-230.271,70.5177,-1821.74,OK,-235.334,17.0123,-1808.58,OK,-171.696,28.2858,-1811.03,,1680183742,Port:2,0,1732070262,368754093,Enabled,0.919402,-0.0073571,0.0566644,0.389146,-202.107,-267.524,-1754.26,0.127855,3,OK,-202.024,-267.51,-1754.27,OK,-241.692,-299.543,-1748.48,OK,-247.427,-223.336,-1752.33,,1680183742,Port:65535,0,1732070262,368754093,Missing,,,,,,,,,0,,,,,,,,
,,1680183745,Port:1,0,1732070262,418754093,Enabled,0.666297,0.234596,-0.589086,0.392415,-182.663,85.3825,-1825.7,0.301453,4,OK,-182.635,85.2059,-1825.9,OK,-230.262,70.5293,-1821.74,OK,-235.331,17.0197,-1808.63,OK,-171.685,28.2895,-1810.97,,1680183745,Port:2,0,1732070262,418754093,Enabled,0.919402,-0.00764039,0.0568067,0.389119,-202.111,-267.531,-1754.29,0.123809,3,OK,-202.027,-267.516,-1754.3,OK,-241.697,-299.539,-1748.49,OK,-247.429,-223.346,-1752.39,,1680183745,Port:65535,0,1732070262,418754093,Missing,,,,,,,,,0,,,,,,,,
,,1680183748,Port:1,0,1732070262,468754092,Enabled,0.666597,0.235157,-0.588922,0.391817,-182.668,85.3958,-1825.68,0.272302,4,OK,-182.63,85.2136,-1825.82,OK,-230.261,70.5367,-1821.73,OK,-235.333,17.0319,-1808.58,OK,-171.703,28.2995,-1811.07,,1680183748,Port:2,0,1732070262,468754092,Enabled,0.919411,-0.00731345,0.0568458,0.389099,-202.111,-267.518,-1754.28,0.125027,3,OK,-202.03,-267.504,-1754.29,OK,-241.696,-299.529,-1748.48,OK,-247.425,-223.328,-1752.33,,1680183748,Port:65535,0,1732070262,468754092,Missing,,,,,,,,,0,,,,,,,,
,,1680183751,Port:1,0,1732070262,518754092,Enabled,0.666598,0.235112,-0.588934,0.391825,-182.664,85.3907,-1825.68,0.2672,4,OK,-182.617,85.2075,-1825.82,OK,-230.267,70.5316,-1821.76,OK,-235.334,17.0292,-1808.57,OK,-171.704,28.2996,-1811.09,,1680183751,Port:2,0,1732070262,518754092,Enabled,0.919401,-0.00725256,0.0570402,0.389096,-202.113,-267.522,-1754.31,0.119771,3,OK,-202.034,-267.508,-1754.32,OK,-241.694,-299.526,-1748.49,OK,-247.425,-223.337,-1752.35,,1680183751,Port:65535,0,1732070262,518754092,Missing,,,,,,,,,0,,,,,,,,
,,1680183754,Port:1,0,1732070262,568754092,Enabled,0.666672,0.235042,-0.588776,0.391977,-182.666,85.3852,-1825.71,0.283438,4,OK,-182.631,85.2059,-1825.89,OK,-230.249,70.5224,-1821.72,OK,-235.331,17.0216,-1808.6,OK,-171.691,28.2992,-1811.06,,1680183754,Port:2,0,1732070262,568754092,Enabled,0.91939,-0.0072935,0.0568329,0.389151,-202.106,-267.527,-1754.3,0.124516,3,OK,-202.03,-267.511,-1754.31,OK,-241.685,-299.545,-1748.5,OK,-247.422,-223.341,-1752.35,,1680183754,Port:65535,0,1732070262,568754092,Missing,,,,,,,,,0,,,,,,,,
,,1680183757,Port:1,0,1732070262,618754093,Enabled,0.666596,0.234555,-0.588775,0.392401,-182.668,85.382,-1825.73,0.303825,4,OK,-182.634,85.2126,-1825.93,OK,-230.265,70.5345,-1821.73,OK,-235.331,17.0303,-1808.59,OK,-171.699,28.2938,-1810.98,,1680183757,Port:2,0,1732070262,618754093,Enabled,0.919414,-0.00697754,0.0569531,0.389083,-202.114,-267.531,-1754.32,0.122602,3,OK,-202.037,-267.516,-1754.32,OK,-241.696,-299.541,-1748.52,OK,-247.422,-223.34,-1752.33,,1680183757,Port:65535,0,1732070262,618754093,Missing,,,,,,,,,0,,,,,,,,
,,1680183760,Port:1,0,1732070262,668754093,Enabled,0.666472,0.234729,-0.58893,0.392274,-182.667,85.4011,-1825.67,0.275676,4,OK,-182.625,85.2146,-1825.81,OK,-230.271,70.5458,-1821.75,OK,-235.327,17.0407,-1808.53,OK,-171.698,28.3212,-1811,,1680183760,Port:2,0,1732070262,668754093,Enabled,0.919425,-0.00727192,0.0564034,0.389132,-202.114,-267.521,-1754.28,0.123964,3,OK,-202.035,-267.506,-1754.29,OK,-241.7,-299.537,-1748.53,OK,-247.43,-223.335,-1752.35,,1680183760,Port:65535,0,1732070262,668754093,Missing,,,,,,,,,0,,,,,,,,
,,1680183763,Port:1,0,1732070262,718754092,Enabled,0.666357,0.235118,-0.589227,0.391789,-182.658,85.3942,-1825.64,0.279843,4,OK,-182.62,85.2048,-1825.8,OK,-230.261,70.536,-1821.72,OK,-235.337,17.0315,-1808.62,OK,-171.701,28.295,-1811.04,,1680183763,Port:2,0,1732070262,718754092,Enabled,0.91942,-0.00710562,0.0568588,0.38908,-202.114,-267.523,-1754.3,0.123307,3,OK,-202.03,-267.515,-1754.3,OK,-241.698,-299.528,-1748.5,OK,-247.429,-223.331,-1752.33,,1680183763,Port:65535,0,1732070262,718754092,Missing,,,,,,,,,0,,,,,,,,
,,1680183766,Port:1,0,1732070262,768754093,Enabled,0.666503,0.235083,-0.588983,0.391929,-182.661,85.3919,-1825.65,0.289316,4,OK,-182.625,85.2122,-1825.83,OK,-230.255,70.5323,-1821.68,OK,-235.332,17.0206,-1808.58,OK,-171.685,28.2967,-1811.01,,1680183766,Port:2,0,1732070262,768754093,Enabled,0.91945,-0.00723188,0.0557906,0.389161,-202.103,-267.521,-1754.23,0.123176,3,OK,-202.023,-267.503,-1754.24,OK,-241.698,-299.541,-1748.54,OK,-247.422,-223.341,-1752.33,,1680183766,Port:65535,0,1732070262,768754093,Missing,,,,,,,,,0,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ToolInfo,Frame#,PortHandle,Face#,timespec_s,timespec_ns,TransformStatus,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,#Markers,Marker0.Status,Tx,Ty,Tz,Marker1.Status,Tx,Ty,Tz,Marker2.Status,Tx,Ty,Tz,Marker3.Status,Tx,Ty,Tz,ToolInfo,Frame#,PortHandle,Face#,timespec_s,timespec_ns,TransformStatus,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,#Markers,Marker0.Status,Tx,Ty,Tz,Marker1.Status,Tx,Ty,Tz,Marker2.Status,Tx,Ty,Tz,ToolInfo,Frame#,PortHandle,Face#,timespec_s,timespec_ns,TransformStatus,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,#Markers,,,,,,,,
,,1680184966,Port:1,0,1732070282,768754097,Enabled,0.175435,0.544604,-0.52458,0.630432,-256.291,61.802,-1802.09,0.297062,4,OK,-255.991,61.7387,-1801.87,OK,-258.535,15.6988,-1821.66,OK,-211.957,-13.1583,-1814.55,OK,-201.034,44.5584,-1787.2,,1680184966,Port:2,0,1732070282,768754097,Enabled,0.919409,-0.00745512,0.05698,0.389081,-202.108,-267.534,-1754.29,0.121311,3,OK,-202.029,-267.523,-1754.3,OK,-241.689,-299.538,-1748.48,OK,-247.421,-223.345,-1752.36,,1680184966,Port:65535,0,1732070282,768754097,Missing,,,,,,,,,0,,,,,,,,
,,1680184969,Port:1,0,1732070282,818754097,Enabled,0.175087,0.544328,-0.524876,0.630521,-256.283,61.8042,-1802.05,0.292164,4,OK,-255.988,61.7466,-1801.83,OK,-258.528,15.6988,-1821.66,OK,-211.954,-13.1645,-1814.52,OK,-201.022,44.5613,-1787.11,,1680184969,Port:2,0,1732070282,818754097,Enabled,0.919396,-0.00726748,0.0567907,0.389144,-202.108,-267.531,-1754.3,0.121074,3,OK,-202.029,-267.518,-1754.31,OK,-241.689,-299.542,-1748.51,OK,-247.425,-223.349,-1752.36,,1680184969,Port:65535,0,1732070282,818754097,Missing,,,,,,,,,0,,,,,,,,
,,1680184972,Port:1,0,1732070282,868754097,Enabled,0.175505,0.544584,-0.524464,0.630527,-256.288,61.7992,-1802.08,0.307073,4,OK,-255.987,61.7412,-1801.84,OK,-258.536,15.6884,-1821.65,OK,-211.945,-13.1683,-1814.5,OK,-201.034,44.5646,-1787.2,,1680184972,Port:2,0,1732070282,868754097,Enabled,0.919417,-0.00736264,0.0564226,0.389147,-202.107,-267.527,-1754.27,0.121505,3,OK,-202.029,-267.514,-1754.28,OK,-241.691,-299.539,-1748.51,OK,-247.425,-223.344,-1752.35,,1680184972,Port:65535,0,1732070282,868754097,Missing,,,,,,,,,0,,,,,,,,
,,1680184975,Port:1,0,1732070282,918754097,Enabled,0.174902,0.544183,-0.524997,0.630596,-256.284,61.8037,-1802.05,0.288255,4,OK,-255.986,61.7462,-1801.84,OK,-258.527,15.6975,-1821.66,OK,-211.95,-13.1578,-1814.52,OK,-201.026,44.5558,-1787.08,,1680184975,Port:2,0,1732070282,918754097,Enabled,0.919419,-0.00712521,0.0564063,0.389148,-202.108,-267.525,-1754.28,0.123507,3,OK,-202.031,-267.512,-1754.29,OK,-241.691,-299.543,-1748.53,OK,-247.424,-223.339,-1752.34,,1680184975,Port:65535,0,1732070282,918754097,Missing,,,,,,,,,0,,,,,,,,
,,1680184978,Port:1,0,1732070282,968754097,Enabled,0.175321,0.544542,-0.524714,0.630407,-256.285,61.7999,-1802.07,0.304036,4,OK,-255.986,61.7375,-1801.84,OK,-258.534,15.6939,-1821.68,OK,-211.961,-13.1612,-1814.53,OK,-201.022,44.5568,-1787.18,,1680184978,Port:2,0,1732070282,968754097,Enabled,0.919438,-0.00703085,0.0564316,0.389102,-202.104,-267.53,-1754.28,0.123747,3,OK,-202.025,-267.514,-1754.29,OK,-241.693,-299.544,-1748.53,OK,-247.416,-223.341,-1752.33,,1680184978,Port:65535,0,1732070282,968754097,Missing,,,,,,,,,0,,,,,,,,
,,1680184981,Port:1,0,1732070283,18754097,Enabled,0.175383,0.544515,-0.524576,0.630528,-256.288,61.7969,-1802.08,0.31488,4,OK,-255.989,61.7344,-1801.84,OK,-258.533,15.6906,-1821.68,OK,-211.947,-13.1602,-1814.5,OK,-201.032,44.5522,-1787.2,,1680184981,Port:2,0,1732070283,18754097,Enabled,0.91943,-0.00721019,0.0565369,0.389101,-202.103,-267.532,-1754.27,0.120257,3,OK,-202.026,-267.519,-1754.28,OK,-241.688,-299.54,-1748.51,OK,-247.415,-223.345,-1752.33,,1680184981,Port:65535,0,1732070283,18754097,Missing,,,,,,,,,0,,,,,,,,
,,1680184984,Port:1,0,1732070283,68754097,Enabled,0.175278,0.544273,-0.524624,0.630725,-256.284,61.8094,-1802.08,0.290674,4,OK,-255.991,61.7436,-1801.87,OK,-258.527,15.7039,-1821.65,OK,-211.944,-13.1594,-1814.49,OK,-201.027,44.5667,-1787.14,,1680184984,Port:2,0,1732070283,68754097,Enabled,0.919409,-0.00722891,0.0563509,0.389177,-202.104,-267.528,-1754.27,0.122977,3,OK,-202.026,-267.514,-1754.28,OK,-241.686,-299.546,-1748.52,OK,-247.424,-223.346,-1752.34,,1680184984,Port:65535,0,1732070283,68754097,Missing,,,,,,,,,0,,,,,,,,
