#Tools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ToolInfo,Frame#,PortHandle,Face#,timespec_s,timespec_ns,TransformStatus,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,#Markers,Marker0.Status,Tx,Ty,Tz,Marker1.Status,Tx,Ty,Tz,Marker2.Status,Tx,Ty,Tz,Marker3.Status,Tx,Ty,Tz,ToolInfo,Frame#,PortHandle,Face#,timespec_s,timespec_ns,TransformStatus,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,#Markers,Marker0.Status,Tx,Ty,Tz,Marker1.Status,Tx,Ty,Tz,Marker2.Status,Tx,Ty,Tz,ToolInfo,Frame#,PortHandle,Face#,timespec_s,timespec_ns,TransformStatus,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,#Markers,Marker0.Status,Tx,Ty,Tz,Marker1.Status,Tx,Ty,Tz,Marker2.Status,Tx,Ty,Tz,Marker3.Status,Tx,Ty,Tz,Marker4.Status,Tx,Ty,Tz,Marker5.Status,Tx,Ty,Tz,Marker6.Status,Tx,Ty,Tz,Marker7.Status,Tx,Ty,Tz,Marker8.Status,Tx,Ty,Tz,Marker9.Status,Tx,Ty,Tz,Marker10.Status,Tx,Ty,Tz,Marker11.Status,Tx,Ty,Tz,Marker12.Status,Tx,Ty,Tz,Marker13.Status,Tx,Ty,Tz
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ToolInfo,Frame#,PortHandle,Face#,timespec_s,timespec_ns,TransformStatus,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,#Markers,Marker0.Status,Tx,Ty,Tz,Marker1.Status,Tx,Ty,Tz,Marker2.Status,Tx,Ty,Tz,Marker3.Status,Tx,Ty,Tz,ToolInfo,Frame#,PortHandle,Face#,timespec_s,timespec_ns,TransformStatus,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,#Markers,Marker0.Status,Tx,Ty,Tz,Marker1.Status,Tx,Ty,Tz,Marker2.Status,Tx,Ty,Tz,ToolInfo,Frame#,PortHandle,Face#,timespec_s,timespec_ns,TransformStatus,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,#Markers,Marker0.Status,Tx,Ty,Tz,Marker1.Status,Tx,Ty,Tz,Marker2.Status,Tx,Ty,Tz,Marker3.Status,Tx,Ty,Tz,Marker4.Status,Tx,Ty,Tz,Marker5.Status,Tx,Ty,Tz,Marker6.Status,Tx,Ty,Tz,Marker7.Status,Tx,Ty,Tz,Marker8.Status,Tx,Ty,Tz,Marker9.Status,Tx,Ty,Tz,Marker10.Status,Tx,Ty,Tz,Marker11.Status,Tx,Ty,Tz,Marker12.Status,Tx,Ty,Tz,Marker13.Status,Tx,Ty,Tz
,,1701169828,Port:1,0,1732420030,468770198,Enabled,0.400909,0.50242,-0.262846,0.719554,-211.262,324.019,-1930.6,0.289998,4,OK,-211.064,323.858,-1930.6,OK,-214.569,276.707,-1915.26,OK,-165.92,255.429,-1899.26,OK,-153.447,316.207,-1917.16,,1701169828,Port:2,0,1732420030,468770198,Enabled,0.919957,0.174902,-0.0446271,0.34799,-153.804,24.7167,-1868.66,0.110321,3,OK,-153.801,24.7666,-1868.64,OK,-196.196,-2.73111,-1877.22,OK,-195.232,68.84,-1850.25,,1701169828,Port:65535,0,1732420030,468770198,Missing,,,,,,,,,14,PossiblePhantom,-62.2682,-231.977,-2285.99,UnrecognizedEnumValue,-67.4742,-277.996,-2501.91,PossiblePhantom,-60.4313,-261.933,-2071.3,PossiblePhantom,-56.2323,-234.262,-1960.69,PossiblePhantom,-60.1442,-273.327,-2116.89,PossiblePhantom,-62.0855,-294.912,-2203.18,PossiblePhantom,-63.1094,-262.796,-2197.56,PossiblePhantom,-58.5136,-233.47,-2073.32,PossiblePhantom,-62.8678,-274.93,-2249.03,PossiblePhantom,-65.0566,-298.006,-2346.81,PossiblePhantom,-67.598,-263.759,-2338,PossiblePhantom,-67.4499,-276.7,-2396.23,UnrecognizedEnumValue,-70.0054,-301.455,-2507.7,UnrecognizedEnumValue,-536.153,-26.6729,-2538.4
,,1701169831,Port:1,0,1732420030,518770198,Enabled,0.400355,0.502301,-0.263592,0.719673,-211.248,324.047,-1930.61,0.305484,4,OK,-211.069,323.878,-1930.64,OK,-214.565,276.725,-1915.31,OK,-165.932,255.44,-1899.36,OK,-153.442,316.187,-1917.07,,1701169831,Port:2,0,1732420030,518770198,Enabled,0.919983,0.174732,-0.0443187,0.348045,-153.805,24.7256,-1868.68,0.103452,3,OK,-153.807,24.7706,-1868.66,OK,-196.19,-2.7255,-1877.2,OK,-195.234,68.8479,-1850.27,,1701169831,Port:65535,0,1732420030,518770198,Missing,,,,,,,,,14,PossiblePhantom,-62.2638,-231.954,-2285.8,UnrecognizedEnumValue,-67.4768,-277.99,-2501.79,PossiblePhantom,-60.4315,-261.903,-2071.2,PossiblePhantom,-56.2282,-234.242,-1960.63,PossiblePhantom,-60.146,-273.324,-2116.9,PossiblePhantom,-62.072,-294.865,-2203.03,PossiblePhantom,-63.1247,-262.764,-2197.4,PossiblePhantom,-58.5236,-233.448,-2073.21,PossiblePhantom,-62.8852,-274.925,-2248.97,PossiblePhantom,-65.058,-297.953,-2346.56,PossiblePhantom,-67.5946,-263.724,-2337.84,PossiblePhantom,-67.4488,-276.696,-2396.22,UnrecognizedEnumValue,-69.9862,-301.402,-2507.48,UnrecognizedEnumValue,-536.118,-26.6548,-2538.17
,,1701169834,Port:1,0,1732420030,568770195,Enabled,0.400448,0.501781,-0.263445,0.720037,-211.225,324.01,-1930.62,0.30683,4,OK,-211.06,323.863,-1930.67,OK,-214.568,276.707,-1915.29,OK,-165.91,255.413,-1899.26,OK,-153.43,316.161,-1917.03,,1701169834,Port:2,0,1732420030,568770195,Enabled,0.92,0.174535,-0.0450644,0.348004,-153.799,24.7134,-1868.64,0.111194,3,OK,-153.8,24.7702,-1868.62,OK,-196.189,-2.73099,-1877.24,OK,-195.233,68.8462,-1850.29,,1701169834,Port:65535,0,1732420030,568770195,Missing,,,,,,,,,14,PossiblePhantom,-62.264,-231.986,-2286.02,UnrecognizedEnumValue,-67.4711,-277.984,-2501.83,PossiblePhantom,-60.4227,-261.913,-2071.26,PossiblePhantom,-56.2321,-234.27,-1960.76,PossiblePhantom,-60.1457,-273.319,-2116.89,PossiblePhantom,-62.0748,-294.899,-2203.18,PossiblePhantom,-63.1056,-262.774,-2197.48,PossiblePhantom,-58.5188,-233.478,-2073.36,PossiblePhantom,-62.8749,-274.919,-2248.99,PossiblePhantom,-65.0511,-297.99,-2346.76,PossiblePhantom,-67.5892,-263.735,-2337.86,PossiblePhantom,-67.453,-276.69,-2396.16,UnrecognizedEnumValue,-69.9946,-301.438,-2507.6,UnrecognizedEnumValue,-536.209,-26.69,-2538.6
,,1701169837,Port:1,0,1732420030,618770195,Enabled,0.400764,0.501872,-0.262956,0.719977,-211.247,323.979,-1930.63,0.294703,4,OK,-211.074,323.846,-1930.67,OK,-214.565,276.678,-1915.24,OK,-165.915,255.391,-1899.22,OK,-153.453,316.162,-1917.08,,1701169837,Port:2,0,1732420030,618770195,Enabled,0.919965,0.174919,-0.0447354,0.347947,-153.807,24.7077,-1868.66,0.111136,3,OK,-153.807,24.7567,-1868.64,OK,-196.198,-2.73509,-1877.24,OK,-195.232,68.8361,-1850.25,,1701169837,Port:65535,0,1732420030,618770195,Missing,,,,,,,,,14,PossiblePhantom,-62.2667,-231.974,-2285.87,UnrecognizedEnumValue,-67.4676,-278.015,-2501.88,PossiblePhantom,-60.428,-261.907,-2071.15,PossiblePhantom,-56.2348,-234.259,-1960.65,PossiblePhantom,-60.1424,-273.344,-2116.92,PossiblePhantom,-62.0775,-294.9,-2203.1,PossiblePhantom,-63.1226,-262.768,-2197.46,PossiblePhantom,-58.532,-233.466,-2073.32,PossiblePhantom,-62.8833,-274.948,-2249.12,PossiblePhantom,-65.066,-297.992,-2346.77,PossiblePhantom,-67.5986,-263.728,-2337.73,PossiblePhantom,-67.4533,-276.719,-2396.19,UnrecognizedEnumValue,-70.0014,-301.438,-2507.5,UnrecognizedEnumValue,-536.151,-26.6655,-2538.39
,,1701169840,Port:1,0,1732420030,668770195,Enabled,0.400625,0.501657,-0.263193,0.720117,-211.23,323.995,-1930.67,0.295216,4,OK,-211.067,323.854,-1930.7,OK,-214.569,276.7,-1915.32,OK,-165.917,255.4,-1899.24,OK,-153.434,316.169,-1917.09,,1701169840,Port:2,0,1732420030,668770195,Enabled,0.919965,0.17481,-0.0449277,0.347977,-153.799,24.7101,-1868.63,0.111783,3,OK,-153.797,24.7642,-1868.61,OK,-196.191,-2.73332,-1877.22,OK,-195.229,68.8365,-1850.25,,1701169840,Port:65535,0,1732420030,668770195,Missing,,,,,,,,,14,PossiblePhantom,-62.2548,-232.001,-2286.02,UnrecognizedEnumValue,-67.4709,-278.02,-2501.92,PossiblePhantom,-60.4197,-261.92,-2071.21,PossiblePhantom,-56.2201,-234.282,-1960.74,PossiblePhantom,-60.1409,-273.35,-2116.95,PossiblePhantom,-62.0631,-294.894,-2203.08,PossiblePhantom,-63.1134,-262.782,-2197.49,PossiblePhantom,-58.5163,-233.491,-2073.4,PossiblePhantom,-62.8811,-274.953,-2249.11,PossiblePhantom,-65.0501,-297.986,-2346.72,PossiblePhantom,-67.5949,-263.743,-2337.79,PossiblePhantom,-67.4571,-276.724,-2396.21,UnrecognizedEnumValue,-69.9906,-301.431,-2507.46,UnrecognizedEnumValue,-536.141,-26.6669,-2538.41
,,1701169843,Port:1,0,1732420030,718770195,Enabled,0.400328,0.5022,-0.263409,0.719825,-211.252,324.014,-1930.63,0.306196,4,OK,-211.073,323.856,-1930.68,OK,-214.558,276.693,-1915.29,OK,-165.917,255.427,-1899.35,OK,-153.448,316.178,-1917.07,,1701169843,Port:2,0,1732420030,718770195,Enabled,0.919971,0.17484,-0.0446854,0.347976,-153.805,24.7173,-1868.67,0.111213,3,OK,-153.803,24.7644,-1868.65,OK,-196.195,-2.72958,-1877.23,OK,-195.234,68.8483,-1850.26,,1701169843,Port:65535,0,1732420030,718770195,Missing,,,,,,,,,14,PossiblePhantom,-62.2591,-231.977,-2285.78,UnrecognizedEnumValue,-67.469,-277.979,-2501.59,PossiblePhantom,-60.4226,-261.914,-2071.23,PossiblePhantom,-56.2264,-234.261,-1960.7,PossiblePhantom,-60.1426,-273.316,-2116.85,PossiblePhantom,-62.0712,-294.901,-2203.15,PossiblePhantom,-63.1106,-262.776,-2197.55,PossiblePhantom,-58.5173,-233.468,-2073.39,PossiblePhantom,-62.8768,-274.918,-2249.05,PossiblePhantom,-65.0526,-297.994,-2346.85,PossiblePhantom,-67.5885,-263.737,-2337.89,PossiblePhantom,-67.4487,-276.687,-2396.18,UnrecognizedEnumValue,-69.9898,-301.442,-2507.65,UnrecognizedEnumValue,-536.152,-26.679,-2538.47
,,1701169846,Port:1,0,1732420030,768770195,Enabled,0.400726,0.502226,-0.263036,0.719722,-211.261,324.004,-1930.63,0.298903,4,OK,-211.076,323.855,-1930.69,OK,-214.568,276.687,-1915.25,OK,-165.927,255.417,-1899.32,OK,-153.453,316.178,-1917.11,,1701169846,Port:2,0,1732420030,768770195,Enabled,0.919999,0.1746,-0.044726,0.348018,-153.798,24.7158,-1868.62,0.10975,3,OK,-153.794,24.7728,-1868.6,OK,-196.193,-2.7339,-1877.19,OK,-195.228,68.8423,-1850.25,,1701169846,Port:65535,0,1732420030,768770195,Missing,,,,,,,,,14,PossiblePhantom,-62.2541,-231.966,-2285.8,UnrecognizedEnumValue,-67.465,-278.009,-2501.81,PossiblePhantom,-63.1117,-262.798,-2197.58,PossiblePhantom,-58.5185,-233.459,-2073.28,PossiblePhantom,-62.8786,-274.943,-2249.08,PossiblePhantom,-65.0554,-297.989,-2346.74,PossiblePhantom,-60.4237,-261.936,-2071.3,PossiblePhantom,-56.2278,-234.252,-1960.64,PossiblePhantom,-60.1444,-273.34,-2116.92,PossiblePhantom,-62.0743,-294.897,-2203.11,PossiblePhantom,-67.5938,-263.76,-2337.9,PossiblePhantom,-67.4548,-276.713,-2396.19,UnrecognizedEnumValue,-69.9972,-301.436,-2507.51,UnrecognizedEnumValue,-536.168,-26.6692,-2538.45
,,1701169849,Port:1,0,1732420030,818770195,Enabled,0.400564,0.502005,-0.263172,0.719917,-211.254,323.996,-1930.62,0.294154,4,OK,-211.082,323.857,-1930.64,OK,-214.571,276.695,-1915.31,OK,-165.911,255.39,-1899.24,OK,-153.46,316.175,-1917.1,,1701169849,Port:2,0,1732420030,818770195,Enabled,0.919946,0.175,-0.0447044,0.34796,-153.8,24.7198,-1868.65,0.112299,3,OK,-153.796,24.769,-1868.63,OK,-196.194,-2.72553,-1877.22,OK,-195.227,68.8447,-1850.23,,1701169849,Port:65535,0,1732420030,818770195,Missing,,,,,,,,,14,PossiblePhantom,-62.2621,-231.984,-2285.93,UnrecognizedEnumValue,-67.4637,-277.98,-2501.73,PossiblePhantom,-60.4189,-261.91,-2071.25,PossiblePhantom,-56.2293,-234.267,-1960.76,PossiblePhantom,-60.1383,-273.317,-2116.9,PossiblePhantom,-62.0734,-294.896,-2203.18,PossiblePhantom,-63.1121,-262.77,-2197.46,PossiblePhantom,-58.5256,-233.475,-2073.35,PossiblePhantom,-62.8779,-274.918,-2248.98,PossiblePhantom,-65.0605,-297.987,-2346.74,PossiblePhantom,-67.585,-263.732,-2337.89,PossiblePhantom,-67.4446,-276.688,-2396.2,UnrecognizedEnumValue,-69.9929,-301.436,-2507.64,UnrecognizedEnumValue,-536.153,-26.6423,-2538.39
,,1701169852,Port:1,0,1732420030,868770195,Enabled,0.40053,0.502054,-0.263268,0.719866,-211.252,324.001,-1930.65,0.296573,4,OK,-211.078,323.851,-1930.69,OK,-214.566,276.686,-1915.3,OK,-165.93,255.406,-1899.32,OK,-153.448,316.17,-1917.1,,1701169852,Port:2,0,1732420030,868770195,Enabled,0.919964,0.174997,-0.0452314,0.347846,-153.806,24.7091,-1868.63,0.119166,3,OK,-153.804,24.763,-1868.61,OK,-196.204,-2.72479,-1877.26,OK,-195.228,68.8482,-1850.23,,1701169852,Port:65535,0,1732420030,868770195,Missing,,,,,,,,,14,PossiblePhantom,-62.2758,-231.96,-2285.83,UnrecognizedEnumValue,-67.4823,-278.017,-2501.92,PossiblePhantom,-60.4271,-261.917,-2071.26,PossiblePhantom,-56.237,-234.246,-1960.66,PossiblePhantom,-60.1488,-273.346,-2116.99,PossiblePhantom,-62.0785,-294.905,-2203.19,PossiblePhantom,-63.1186,-262.78,-2197.56,PossiblePhantom,-58.5313,-233.453,-2073.31,PossiblePhantom,-62.8869,-274.951,-2249.18,PossiblePhantom,-65.0636,-297.997,-2346.84,PossiblePhantom,-67.5924,-263.741,-2337.92,PossiblePhantom,-67.4549,-276.722,-2396.34,UnrecognizedEnumValue,-69.9968,-301.446,-2507.68,UnrecognizedEnumValue,-536.147,-26.669,-2538.36
,,1701169855,Port:1,0,1732420030,918770195,Enabled,0.400279,0.502189,-0.263554,0.719807,-211.254,324.004,-1930.64,0.301035,4,OK,-211.086,323.85,-1930.67,OK,-214.573,276.677,-1915.34,OK,-165.925,255.407,-1899.36,OK,-153.44,316.156,-1917.09,,1701169855,Port:2,0,1732420030,918770195,Enabled,0.919983,0.174681,-0.0444944,0.348048,-153.806,24.7165,-1868.68,0.10646,3,OK,-153.806,24.7644,-1868.66,OK,-196.193,-2.73577,-1877.23,OK,-195.238,68.8416,-1850.29,,1701169855,Port:65535,0,1732420030,918770195,Missing,,,,,,,,,14,PossiblePhantom,-62.2725,-231.978,-2285.95,UnrecognizedEnumValue,-67.4895,-277.976,-2501.76,PossiblePhantom,-60.4292,-261.92,-2071.32,PossiblePhantom,-56.2315,-234.261,-1960.77,PossiblePhantom,-60.1528,-273.313,-2116.91,PossiblePhantom,-62.0829,-294.902,-2203.23,PossiblePhantom,-63.1087,-262.781,-2197.48,PossiblePhantom,-58.5144,-233.47,-2073.31,PossiblePhantom,-62.8782,-274.912,-2248.93,PossiblePhantom,-65.0552,-297.991,-2346.73,PossiblePhantom,-67.5764,-263.742,-2337.9,PossiblePhantom,-67.4401,-276.682,-2396.13,UnrecognizedEnumValue,-69.9819,-301.44,-2507.61,UnrecognizedEnumValue,-536.135,-26.6773,-2538.31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,ToolInfo,Frame#,PortHandle,Face#,timespec_s,timespec_ns,TransformStatus,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,#Markers,Marker0.Status,Tx,Ty,Tz,Marker1.Status,Tx,Ty,Tz,Marker2.Status,Tx,Ty,Tz,Marker3.Status,Tx,Ty,Tz,ToolInfo,Frame#,PortHandle,Face#,timespec_s,timespec_ns,TransformStatus,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,#Markers,Marker0.Status,Tx,Ty,Tz,Marker1.Status,Tx,Ty,Tz,Marker2.Status,Tx,Ty,Tz,ToolInfo,Frame#,PortHandle,Face#,timespec_s,timespec_ns,TransformStatus,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,#Markers,Marker0.Status,Tx,Ty,Tz,Marker1.Status,Tx,Ty,Tz,Marker2.Status,Tx,Ty,Tz,Marker3.Status,Tx,Ty,Tz,Marker4.Status,Tx,Ty,Tz,Marker5.Status,Tx,Ty,Tz,Marker6.Status,Tx,Ty,Tz,Marker7.Status,Tx,Ty,Tz,Marker8.Status,Tx,Ty,Tz,Marker9.Status,Tx,Ty,Tz,Marker10.Status,Tx,Ty,Tz,Marker11.Status,Tx,Ty,Tz,Marker12.Status,Tx,Ty,Tz,Marker13.Status,Tx,Ty,Tz
,,1701170392,Port:1,0,1732420039,868770200,Enabled,0.245853,0.890747,-0.35555,0.140393,-158.578,272.912,-1824.25,0.565343,4,OK,-158.751,272.885,-1823.89,OK,-175.939,232.89,-1848.62,OK,-151.501,225.946,-1898.32,OK,-124.314,278.633,-1873.8,,1701170392,Port:2,0,1732420039,868770200,Enabled,0.919995,0.174846,-0.0446618,0.347913,-153.804,24.7133,-1868.65,0.112786,3,OK,-153.802,24.7673,-1868.63,OK,-196.203,-2.73063,-1877.22,OK,-195.223,68.8452,-1850.25,,1701170392,Port:65535,0,1732420039,868770200,Missing,,,,,,,,,14,PossiblePhantom,-62.2679,-231.976,-2285.88,UnrecognizedEnumValue,-67.4756,-278.023,-2501.91,PossiblePhantom,-60.4236,-261.923,-2071.26,PossiblePhantom,-56.2315,-234.261,-1960.69,PossiblePhantom,-60.1446,-273.351,-2116.98,PossiblePhantom,-62.0778,-294.89,-2203.1,PossiblePhantom,-63.1261,-262.785,-2197.53,PossiblePhantom,-58.5361,-233.468,-2073.33,PossiblePhantom,-62.8939,-274.956,-2249.15,PossiblePhantom,-65.0747,-297.981,-2346.72,PossiblePhantom,-67.587,-263.746,-2337.89,PossiblePhantom,-67.4487,-276.727,-2396.3,UnrecognizedEnumValue,-69.9942,-301.429,-2507.54,UnrecognizedEnumValue,-536.109,-26.677,-2538.17
,,1701170395,Port:1,0,1732420039,918770200,Enabled,0.245607,0.890736,-0.355719,0.140466,-158.59,272.897,-1824.24,0.560273,4,OK,-158.748,272.882,-1823.85,OK,-175.947,232.889,-1848.68,OK,-151.492,225.958,-1898.3,OK,-124.325,278.624,-1873.78,,1701170395,Port:2,0,1732420039,918770200,Enabled,0.920013,0.174508,-0.0452091,0.347964,-153.797,24.7097,-1868.59,0.110846,3,OK,-153.792,24.7676,-1868.57,OK,-196.192,-2.72776,-1877.2,OK,-195.23,68.8455,-1850.25,,1701170395,Port:65535,0,1732420039,918770200,Missing,,,,,,,,,14,PossiblePhantom,-62.2736,-231.974,-2285.96,UnrecognizedEnumValue,-67.4658,-277.992,-2501.86,PossiblePhantom,-60.4278,-261.934,-2071.37,PossiblePhantom,-56.2409,-234.259,-1960.75,PossiblePhantom,-60.1418,-273.326,-2116.96,PossiblePhantom,-62.081,-294.899,-2203.21,PossiblePhantom,-63.1089,-262.796,-2197.61,PossiblePhantom,-58.5259,-233.467,-2073.36,PossiblePhantom,-62.8685,-274.927,-2249.06,PossiblePhantom,-65.0551,-297.99,-2346.8,PossiblePhantom,-67.5892,-263.759,-2338,PossiblePhantom,-67.4423,-276.698,-2396.24,UnrecognizedEnumValue,-69.995,-301.439,-2507.65,UnrecognizedEnumValue,-536.124,-26.6624,-2538.24
,,1701170398,Port:1,0,1732420039,968770200,Enabled,0.245594,0.890713,-0.355792,0.140448,-158.593,272.899,-1824.26,0.561868,4,OK,-158.757,272.88,-1823.87,OK,-175.954,232.898,-1848.7,OK,-151.502,225.957,-1898.33,OK,-124.319,278.628,-1873.81,,1701170398,Port:2,0,1732420039,968770200,Enabled,0.919956,0.174897,-0.0453577,0.347902,-153.805,24.7077,-1868.65,0.121704,3,OK,-153.801,24.7658,-1868.63,OK,-196.202,-2.73267,-1877.29,OK,-195.233,68.8454,-1850.27,,1701170398,Port:65535,0,1732420039,968770200,Missing,,,,,,,,,14,PossiblePhantom,-62.2604,-231.993,-2285.92,UnrecognizedEnumValue,-67.4698,-277.993,-2501.74,PossiblePhantom,-60.4356,-261.92,-2071.28,PossiblePhantom,-56.2364,-234.275,-1960.78,PossiblePhantom,-60.1526,-273.327,-2116.92,PossiblePhantom,-62.0845,-294.895,-2203.16,PossiblePhantom,-63.1269,-262.781,-2197.45,PossiblePhantom,-58.5304,-233.483,-2073.33,PossiblePhantom,-62.8902,-274.928,-2248.97,PossiblePhantom,-65.069,-297.984,-2346.67,PossiblePhantom,-67.59,-263.742,-2337.84,PossiblePhantom,-67.4467,-276.698,-2396.14,UnrecognizedEnumValue,-69.9905,-301.433,-2507.52,UnrecognizedEnumValue,-536.151,-26.6881,-2538.39
,,1701170401,Port:1,0,1732420040,18770200,Enabled,0.245761,0.890739,-0.355637,0.140384,-158.593,272.922,-1824.24,0.573795,4,OK,-158.764,272.886,-1823.84,OK,-175.965,232.916,-1848.64,OK,-151.508,225.97,-1898.28,OK,-124.326,278.65,-1873.81,,1701170401,Port:2,0,1732420040,18770200,Enabled,0.919952,0.174924,-0.0440852,0.348062,-153.807,24.7284,-1868.68,0.101881,3,OK,-153.805,24.7711,-1868.67,OK,-196.195,-2.72526,-1877.19,OK,-195.236,68.8407,-1850.25,,1701170401,Port:65535,0,1732420040,18770200,Missing,,,,,,,,,14,PossiblePhantom,-62.2495,-231.972,-2285.96,UnrecognizedEnumValue,-67.4727,-277.988,-2501.85,PossiblePhantom,-60.4278,-261.927,-2071.28,PossiblePhantom,-56.2211,-234.258,-1960.69,PossiblePhantom,-60.1479,-273.32,-2116.87,PossiblePhantom,-62.0752,-294.915,-2203.21,PossiblePhantom,-63.1175,-262.789,-2197.44,PossiblePhantom,-58.513,-233.466,-2073.22,PossiblePhantom,-62.8838,-274.921,-2248.88,PossiblePhantom,-65.0582,-298.006,-2346.71,PossiblePhantom,-67.5891,-263.752,-2338.01,PossiblePhantom,-67.4493,-276.693,-2396.25,UnrecognizedEnumValue,-69.989,-301.461,-2507.79,UnrecognizedEnumValue,-536.151,-26.6772,-2538.37
,,1701170404,Port:1,0,1732420040,68770200,Enabled,0.245931,0.890734,-0.35554,0.140367,-158.592,272.941,-1824.25,0.581442,4,OK,-158.769,272.906,-1823.84,OK,-175.97,232.921,-1848.63,OK,-151.513,225.966,-1898.29,OK,-124.327,278.659,-1873.84,,1701170404,Port:2,0,1732420040,68770200,Enabled,0.919972,0.174814,-0.0453706,0.347899,-153.803,24.7055,-1868.61,0.119208,3,OK,-153.8,24.7616,-1868.58,OK,-196.198,-2.73175,-1877.24,OK,-195.232,68.8461,-1850.23,,1701170404,Port:65535,0,1732420040,68770200,Missing,,,,,,,,,14,PossiblePhantom,-62.2633,-231.974,-2285.89,UnrecognizedEnumValue,-67.4681,-277.988,-2501.77,PossiblePhantom,-60.4234,-261.93,-2071.25,PossiblePhantom,-56.2231,-234.259,-1960.65,PossiblePhantom,-60.1337,-273.322,-2116.83,PossiblePhantom,-62.0633,-294.898,-2203.1,PossiblePhantom,-63.1256,-262.793,-2197.55,PossiblePhantom,-58.527,-233.466,-2073.3,PossiblePhantom,-62.8816,-274.923,-2248.99,PossiblePhantom,-65.0588,-297.99,-2346.74,PossiblePhantom,-67.6073,-263.755,-2337.93,PossiblePhantom,-67.4565,-276.692,-2396.14,UnrecognizedEnumValue,-69.9996,-301.439,-2507.59,UnrecognizedEnumValue,-536.149,-26.6679,-2538.3
,,1701170407,Port:1,0,1732420040,118770200,Enabled,0.245547,0.890709,-0.355833,0.140452,-158.607,272.91,-1824.25,0.563993,4,OK,-158.764,272.894,-1823.83,OK,-175.972,232.921,-1848.71,OK,-151.508,225.965,-1898.32,OK,-124.34,278.641,-1873.8,,1701170407,Port:2,0,1732420040,118770200,Enabled,0.919992,0.174581,-0.0450101,0.348009,-153.807,24.713,-1868.65,0.108681,3,OK,-153.805,24.7675,-1868.63,OK,-196.197,-2.72926,-1877.24,OK,-195.242,68.8423,-1850.3,,1701170407,Port:65535,0,1732420040,118770200,Missing,,,,,,,,,14,PossiblePhantom,-62.2722,-231.973,-2285.9,UnrecognizedEnumValue,-67.4819,-278.027,-2501.98,PossiblePhantom,-60.4393,-261.921,-2071.25,PossiblePhantom,-56.2388,-234.258,-1960.68,PossiblePhantom,-60.1537,-273.354,-2117,PossiblePhantom,-62.0892,-294.893,-2203.11,PossiblePhantom,-63.122,-262.782,-2197.43,PossiblePhantom,-58.5245,-233.466,-2073.24,PossiblePhantom,-62.8823,-274.957,-2249.07,PossiblePhantom,-65.0646,-297.982,-2346.63,PossiblePhantom,-67.6013,-263.745,-2337.95,PossiblePhantom,-67.4555,-276.732,-2396.4,UnrecognizedEnumValue,-70.0034,-301.434,-2507.63,UnrecognizedEnumValue,-536.114,-26.6612,-2538.2
,,1701170410,Port:1,0,1732420040,168770200,Enabled,0.245826,0.890747,-0.355575,0.140377,-158.592,272.938,-1824.27,0.574807,4,OK,-158.76,272.907,-1823.86,OK,-175.966,232.918,-1848.69,OK,-151.511,225.975,-1898.3,OK,-124.327,278.666,-1873.86,,1701170410,Port:2,0,1732420040,168770200,Enabled,0.919946,0.175001,-0.0450527,0.347914,-153.804,24.7124,-1868.64,0.116719,3,OK,-153.798,24.7648,-1868.62,OK,-196.202,-2.72769,-1877.25,OK,-195.233,68.8434,-1850.23,,1701170410,Port:65535,0,1732420040,168770200,Missing,,,,,,,,,14,PossiblePhantom,-62.2531,-231.975,-2285.88,UnrecognizedEnumValue,-67.4753,-277.986,-2501.75,PossiblePhantom,-60.4266,-261.883,-2071.15,PossiblePhantom,-56.2232,-234.259,-1960.73,PossiblePhantom,-60.1493,-273.32,-2116.91,PossiblePhantom,-62.0721,-294.896,-2203.18,PossiblePhantom,-63.1178,-262.741,-2197.3,PossiblePhantom,-58.517,-233.467,-2073.28,PossiblePhantom,-62.8872,-274.921,-2248.95,PossiblePhantom,-65.0568,-297.986,-2346.7,PossiblePhantom,-67.6044,-263.7,-2337.67,PossiblePhantom,-67.4686,-276.69,-2396.13,UnrecognizedEnumValue,-70.0036,-301.435,-2507.56,UnrecognizedEnumValue,-536.147,-26.6458,-2538.33
